k,mdot_max,cl,cd_p,ds_max,ds_change_rel,ds_neg_floored,ibl_n_iter,ibl_converged,ibl_final_residual,inflow_node,inflow_n_pinned,inflow_q_ref
0,0.0,0.9281032273533003,0.011548591086784531,,,,,,,,,
1,0.013730954905949066,0.9027375458051632,0.011666836688885109,0.003137284924307664,inf,0.0,100.0,False,3.55833887906652e-06,154.0,6.0,1.1780748504374234
2,0.013012367003571845,0.9037750578461015,0.011721837776242895,0.0031138248031501903,0.05270744988918147,0.0,100.0,False,3.848099599315879e-06,,,
3,0.01289360388407528,0.9037126563367944,0.011727334072508179,0.00312888842315242,0.015939432279668694,0.0,100.0,False,4.281843123331939e-06,,,
4,0.013174283925793673,0.9036626282925669,0.01172801682763917,0.0031388399056941356,0.010922109457916454,0.0,100.0,False,4.548096742972686e-06,,,
5,0.013778036535898049,0.9038211429267509,0.011731106697049003,0.0031489862104115787,0.08820720685511775,0.0,100.0,False,4.995065828458695e-06,,,
6,0.014297109657035914,0.9036371053917844,0.011725420502944697,0.0031560257889681666,0.007068309069881282,0.0,100.0,False,5.134995541936541e-06,,,
7,0.014304959958465285,0.9036465227611272,0.011725764824036963,0.003155789490450652,0.0001615755076311118,0.0,11.0,False,5.128268383599027e-06,,,
