clamp_frac_LE,clamp_frac_MID,converged,disp_LE_lower,disp_LE_upper,disp_MID_lower,disp_MID_upper,disp_TE_lower,disp_TE_upper,disp_pooled,fallback_fired,h_far,h_le,le_ht,m_max,n_floored,n_le_faces,n_limited,n_shock_cells,n_tet,n_wall,res_final,t_gen_s,tag,usable,wall_s,x_of_peak_q2,x_shock_0.44,x_shock_0.65,x_shock_0.9
0.0,0.0,True,,,,,,,,False,2.4,0.01,0.0067466661,1.67828,0,3249,0,557,187055,15094,2.1713623677505573e-11,23.3,G00_base,True,253.8,1.1532,0.1489620430309855,0.16019949169640196,0.15307593122324956
0.0,0.0,True,0.053549,0.103494,0.007598,0.017574,0.011488,0.008468,0.051698,False,1.2,0.01,0.0067219228,1.98812,0,3254,0,593,250685,15142,2.564633620158271e-12,42.2,G10_faronly,True,380.8,1.1379,0.15037695194921716,0.1902264114072103,0.14810441573389613
0.0,0.0,True,0.083763,0.143321,0.006038,0.009046,0.011823,0.0102,0.071141,False,2.4,0.0075,0.0049846024,2.06107,0,4223,0,542,195912,16076,1.2094732601866874e-11,37.4,G01_leonly,True,347.8,1.1454,0.1497576401079222,0.16741966833055924,0.1618241123693463
0.0,0.0,False,,,,,,,,False,1.2,0.0075,0.0049958744,3.0,49,4278,224,241,259768,16200,0.0052913082932294995,40.5,G11_both,False,618.1,1.1424,0.10592731262036098,0.14273916624226568,0.1151065633158772
