re_theta,x,H,cf,cf_coles_fernholz,cf_power_law,band,corr_spread,dev,inside,H_ref_clauser,H_rel_to_ref
7371.985598603215,49.972916915422196,1.352992467345077,0.00267194208511997,0.002679933697740128,0.002590091592621287,0.06819102388989069,0.034095511944945346,0.031601389206412867,1,1.3277087967699026,0.01904308432442825
7619.394656245692,51.83015552912434,1.3516925777929882,0.0026567132869399403,0.0026631469294380386,0.002568804920625648,0.07212758184022079,0.036063790920110396,0.03422150339578223,1,1.3261361102899962,0.019271375920382194
7874.539709381574,53.756418235898025,1.350405212931817,0.0026416447492915956,0.0026465535113191353,0.002547739071514698,0.07609462750019166,0.03804731375009583,0.03685843610392503,1,1.3245785733052922,0.019498004985901485
8137.669864144109,55.75427030947232,1.3491300726473143,0.002626732738888757,0.0026301488036120724,0.00252688934965802,0.08009206128411152,0.04004603064205576,0.03951237090941451,1,1.3230358296146731,0.01972300556685669
8409.042266867355,57.8263723617258,1.3478668697115852,0.0026119736787212147,0.0026139283610333215,0.002506251257446113,0.08411978610952378,0.04205989305476189,0.04218348857122711,1,1.3215075382635584,0.019946410205622156
8688.922367672922,59.97548388591966,1.3466153290526137,0.0025973641394160868,0.0025978879218982926,0.002485820484212373,0.0881777070858065,0.04408885354290325,0.04487196718835307,1,1.3199933726941844,0.020168250014840794
8977.584192675726,62.204466931614654,1.3453751870741417,0.0025829008311644705,0.0025820233979643183,0.0024655928958852436,0.09226573122916924,0.04613286561458462,0.04757798234858601,1,1.3184930199523577,0.020388554747718945
9275.310625097914,64.5162899161661,1.3441461910217438,0.0025685805961708557,0.002566330864948167,0.002445564525314486,0.09638376720177484,0.04819188360088742,0.05030170726758909,1,1.3170061799462833,0.020607352864940642
9582.393695589672,66.91403157787262,1.3429280983886382,0.0025544004015986247,0.0025508065536658546,0.0024257315632204416,0.10053172507290625,0.050265862536453126,0.05304331292427111,1,1.3155325647534826,0.020824671596243904
9899.134882065568,69.4008850760433,1.3417206763642182,0.00254035733294699,0.00253544684174718,0.002406090349719614,0.10470951610032843,0.052354758050164214,0.055802968181565715,1,1.314071897972146,0.02104053700162023
