VARIABLES = "X","Cp"
ZONE T = "NACA0012_M0.778_AoA2.03_Rec6e6"
 2.51237711198909e-002   -4.17313827041069e-001
 5.14105288328288e-002   -6.18059442744649e-001
 7.77190246129265e-002   -7.86719671320425e-001
 1.02060225315066e-001   -8.59107434962421e-001
 1.50775233820085e-001   -9.55754881554706e-001
 2.01522751604541e-001   -1.05241863169736e+000
 2.50292105277459e-001   -1.06885261047014e+000
 3.01072230162655e-001   -1.11738827992109e+000
 3.51863224081431e-001   -1.14988125580814e+000
 4.00638012271139e-001   -1.15829388779897e+000
 4.49456276595167e-001   -1.10253574553419e+000
 4.98595177409801e-001   -5.73518143134303e-001
 5.49462254563636e-001   -4.93712264074040e-001
 6.00351069784630e-001   -3.81820997885973e-001
 6.49207375726187e-001   -2.69913428147536e-001
 7.00090756430392e-001   -1.66043508741420e-001
 7.50957833584227e-001   -8.62376296811569e-002
 7.99743490807515e-001   -7.86075681080816e-002
 8.48561755131543e-001   -2.28494258433014e-002
 9.01439603497655e-001    2.48547625387889e-002
 9.29921905993729e-001    6.47332467433659e-002
 9.52295811617910e-001    8.86179480351506e-002
 9.80783548630774e-001    1.36517779021678e-001
 1.00115211755947e+000    2.00525517773587e-001
 9.80794417664353e-001    1.52560472585580e-001
 9.52322984201860e-001    1.28724681944905e-001
 9.31981587857116e-001    1.04823677102750e-001
 9.01466776081605e-001    6.49614964485434e-002
 8.50626871511720e-001    2.52623512980343e-002
 7.97743588628817e-001   -3.04631838660065e-002
 5.98421816324202e-001   -2.29399105478536e-001
 5.00807025743306e-001   -3.08830002880294e-001
 3.99132651120326e-001   -3.80206946399361e-001
 3.01512426022640e-001   -4.67659190583069e-001
 1.99897831084349e-001   -4.50801319500677e-001
 1.00413566727714e-001   -2.89575509893538e-001
 5.18181175920743e-002   -1.64584340983323e-002
 2.35151541500687e-002    2.08367525501470e-001
 1.76078343994044e-003    1.09891635735209e+000
