idx,sigma,sigma_rel_max
82,1.0608013163614132e-02,1.0608012340102136e-02
83,1.0493266138530268e-02,1.0493265323926212e-02
84,1.0459852350961554e-02,1.0459851538951447e-02
85,1.0398142594556015e-02,1.0398141787336506e-02
86,1.0273232175531069e-02,1.0273231378008497e-02
87,1.0142255482119505e-02,1.0142254694764801e-02
88,9.9628095955803901e-03,9.9628088221562720e-03
89,9.9534860663275555e-03,9.9534852936272334e-03
90,9.8977687405088308e-03,9.8977679721339081e-03
91,9.8133372065767992e-03,9.8133364447563921e-03
92,9.6374993390207289e-03,9.6374985908508123e-03
93,9.4955770921371797e-03,9.4955763549848474e-03
94,9.4885659652075849e-03,9.4885652285995343e-03
95,9.4287353659613434e-03,9.4287346339980097e-03
96,9.3260033749749602e-03,9.3260026509868251e-03
97,9.1827834980811474e-03,9.1827827852113339e-03
98,9.0296582537678586e-03,9.0296575527853296e-03
99,9.0146379047785861e-03,9.0146372049621035e-03
100,8.9839563829632058e-03,8.9839556855285645e-03
101,8.8724950408943688e-03,8.8724943521125976e-03
102,8.7023891464464743e-03,8.7023884708702145e-03
103,8.5925567818098854e-03,8.5925561147600360e-03
104,8.5598008598494323e-03,8.5598001953424620e-03
105,8.5579625875949594e-03,8.5579619232306961e-03
106,8.3913947757102564e-03,8.3913941242768388e-03
107,8.2400837847800452e-03,8.2400831450930700e-03
108,8.1994899322160811e-03,8.1994892956804531e-03
109,8.1234931231343455e-03,8.1234924924984356e-03
110,8.0808492310329785e-03,8.0808486037075612e-03
111,7.9084276329154900e-03,7.9084270189753551e-03
112,7.8232698421182214e-03,7.8232692347889824e-03
113,7.7622979668147962e-03,7.7622973642188717e-03
114,7.6920096908912319e-03,7.6920090937518653e-03
115,7.5569479932031912e-03,7.5569474065488168e-03
116,7.4496241425676931e-03,7.4496235642449900e-03
117,7.4241633262729489e-03,7.4241627499267975e-03
118,7.2908757004890336e-03,7.2908751344901504e-03
119,7.1994625506768169e-03,7.1994619917744394e-03
120,7.1089525419331051e-03,7.1089519900571210e-03
121,7.0673367253898641e-03,7.0673361767445630e-03
122,7.0343021820385293e-03,7.0343016359577367e-03
123,6.8593878888914177e-03,6.8593873563894186e-03
124,6.8517721618046980e-03,6.8517716298939161e-03
125,6.7215428795687508e-03,6.7215423577678150e-03
126,6.6865354066063740e-03,6.6865348875231080e-03
127,6.4826274625367671e-03,6.4826269592831035e-03
128,6.4643894177662930e-03,6.4643889159284700e-03
129,6.3068321003763644e-03,6.3068316107698927e-03
130,6.3066090869212310e-03,6.3066085973320727e-03
131,6.1003927340281669e-03,6.1003922604478157e-03
132,6.0933068971592399e-03,6.0933064241289704e-03
133,5.9576875816419635e-03,5.9576871191399736e-03
134,5.8713180423161848e-03,5.8713175865191597e-03
135,5.7855282257147558e-03,5.7855277765776906e-03
136,5.6853604893059234e-03,5.6853600479449921e-03
137,5.6564045707862510e-03,5.6564041316732004e-03
138,5.6387347489878009e-03,5.6387343112464785e-03
139,5.3854654816300855e-03,5.3854650635503411e-03
140,5.3076728856513850e-03,5.3076724736107672e-03
141,5.3016703009391274e-03,5.3016698893644972e-03
142,5.2020911966248673e-03,5.2020907927806748e-03
143,5.0576873744290181e-03,5.0576869817950572e-03
144,5.0034318415405126e-03,5.0034314531184699e-03
145,4.8951349053394108e-03,4.8951345253245805e-03
146,4.7846606527433798e-03,4.7846602813047907e-03
147,4.7417748913664935e-03,4.7417745232571735e-03
148,4.6997404133996643e-03,4.6997400485535284e-03
149,4.6155113911094479e-03,4.6155110328021057e-03
150,4.4029327522025347e-03,4.4029324103979119e-03
151,4.3557204728155250e-03,4.3557201346760442e-03
152,4.2410390176353700e-03,4.2410386883987398e-03
153,4.1497165752080794e-03,4.1497162530609128e-03
154,4.0728128757658733e-03,4.0728125595888278e-03
155,4.0056513845706347e-03,4.0056510736074108e-03
156,3.8947670298167848e-03,3.8947667274616387e-03
157,3.8501933946956455e-03,3.8501930958008005e-03
158,3.7120168771208840e-03,3.7120165889528377e-03
159,3.6807385301519096e-03,3.6807382444120364e-03
160,3.6589362725002374e-03,3.6589359884528980e-03
161,3.6327932067683768e-03,3.6327929247505532e-03
162,3.5387050432932853e-03,3.5387047685796315e-03
163,3.4615919031996275e-03,3.4615916344723535e-03
164,3.4202726920733611e-03,3.4202724265537440e-03
165,3.3672064304999640e-03,3.3672061690999404e-03
166,3.2975830976938094e-03,3.2975828416987236e-03
167,3.2134909594157541e-03,3.2134907099488357e-03
168,3.1798088091840931e-03,3.1798085623319576e-03
169,3.1590920691010956e-03,3.1590918238572239e-03
170,3.1095739717595960e-03,3.1095737303598703e-03
171,3.0952862689670123e-03,3.0952860286764571e-03
172,3.0667381319716695e-03,3.0667378938973380e-03
173,2.9791042998278442e-03,2.9791040685566259e-03
174,2.9054431920031774e-03,2.9054429664503536e-03
175,2.8899195774768475e-03,2.8899193531291396e-03
176,2.8771131413661269e-03,2.8771129180125967e-03
177,2.8229230997309789e-03,2.8229228805842829e-03
178,2.7601183826920237e-03,2.7601181684209285e-03
179,2.7487351582078435e-03,2.7487349448204407e-03
180,2.7019158703981069e-03,2.7019156606453380e-03
181,2.6868005101003327e-03,2.6868003015209862e-03
182,2.6534670290271805e-03,2.6534668230355496e-03
183,2.6277828518226003e-03,2.6277826478248610e-03
184,2.6063689702692720e-03,2.6063687679339165e-03
185,2.5668713589110147e-03,2.5668711596419031e-03
186,2.5468563031139607e-03,2.5468561053986405e-03
187,2.5171821419139248e-03,2.5171819465022432e-03
188,2.5144983554928608e-03,2.5144981602895247e-03
189,2.4533093350198763e-03,2.4533091445667126e-03
190,2.4477158627020388e-03,2.4477156726831024e-03
191,2.4426019818413864e-03,2.4426017922194463e-03
192,2.4048224145517810e-03,2.4048222278627114e-03
193,2.4009409669136102e-03,2.4009407805258617e-03
194,2.3831062519951733e-03,2.3831060669919539e-03
195,2.3585645340034175e-03,2.3585643509053994e-03
196,2.3363566929551632e-03,2.3363565115811645e-03
197,2.3082697373361513e-03,2.3082695581425746e-03
198,2.3012126617064626e-03,2.3012124830607346e-03
199,2.2805247035887575e-03,2.2805245265490590e-03
200,2.2500625192229014e-03,2.2500623445480166e-03
201,2.2358377613915298e-03,2.2358375878209287e-03
202,2.2232286789000844e-03,2.2232285063083410e-03
203,2.2045721032240137e-03,2.2045719320806009e-03
204,2.1672651655930309e-03,2.1672649973457979e-03
205,2.1611871469398962e-03,2.1611869791645067e-03
206,2.1357600671988710e-03,2.1357599013974143e-03
207,2.1097371549243680e-03,2.1097369911430991e-03
208,2.1008247374456491e-03,2.1008245743562612e-03
209,2.0683278642613340e-03,2.0683277036947149e-03
210,2.0460136625523977e-03,2.0460135037180553e-03
211,2.0313462664332421e-03,2.0313461087375462e-03
212,2.0146893031119041e-03,2.0146891467093071e-03
213,2.0014720407290922e-03,2.0014718853525659e-03
214,1.9864162042648893e-03,1.9864160500571645e-03
215,1.9856070874863605e-03,1.9856069333414484e-03
216,1.9464263041127109e-03,1.9464261530094471e-03
217,1.9184936976247586e-03,1.9184935486899345e-03
218,1.9166203723002253e-03,1.9166202235108296e-03
219,1.8804615351797251e-03,1.8804613891973804e-03
220,1.8341170778298386e-03,1.8341169354452664e-03
221,1.7897653967022715e-03,1.7897652577607702e-03
222,1.7071089300414442e-03,1.7071087975166572e-03
223,1.6764037273074219e-03,1.6764035971663146e-03
224,1.6590390934107262e-03,1.6590389646176549e-03
225,1.5453237590109074e-03,1.5453236390456854e-03
226,1.5416389777962412e-03,1.5416388581170730e-03
227,1.4925304657035106e-03,1.4925303498366915e-03
228,1.4030945043288676e-03,1.4030943954050628e-03
229,1.3941627319553574e-03,1.3941626237249361e-03
230,1.2470149764339362e-03,1.2470148796267606e-03
231,1.2126664563240374e-03,1.2126663621833760e-03
232,1.0803310657359821e-03,1.0803309818686660e-03
233,1.0623596268791297e-03,1.0623595444069567e-03
234,1.0325420281255726e-03,1.0325419479681732e-03
235,9.5469560441338596e-04,9.5469553029929209e-04
236,9.4605764805771951e-04,9.4605757461419990e-04
237,8.9520361897095816e-04,8.9520354947529406e-04
238,8.4974967714458662e-04,8.4974961117756322e-04
239,8.1893251364614696e-04,8.1893245007149458e-04
240,7.4777897976789588e-04,7.4777892171697244e-04
241,7.2707015161534324e-04,7.2707009517206935e-04
242,6.2093661605455805e-04,6.2093656785054999e-04
243,6.1126922159387585e-04,6.1126917414035850e-04
244,5.5564994580318877e-04,5.5564990266745832e-04
245,4.7651581603855135e-04,4.7651577904609245e-04
246,4.0923569273746991e-04,4.0923566096804265e-04
247,4.0259374208929504e-04,4.0259371083548989e-04
248,3.5840044219928249e-04,3.5840041437625297e-04
249,3.4330683870993346e-04,3.4330681205863733e-04
250,2.5355168248338423e-04,2.5355166279988184e-04
251,2.4141785572523482e-04,2.4141783698369506e-04
252,2.0654351309176247e-04,2.0654349705755717e-04
253,2.0633512043571469e-04,2.0633510441768715e-04
254,2.0474808403449061e-04,2.0474806813966650e-04
255,2.0453252219175536e-04,2.0453250631366555e-04
256,1.9868566571242950e-04,1.9868565028823774e-04
257,1.9832107834868331e-04,1.9832106295279489e-04
258,1.9818672051865165e-04,1.9818670513319358e-04
259,1.9817034142988779e-04,1.9817032604570124e-04
260,1.9685208174708891e-04,1.9685206646524034e-04
261,1.9645458719858144e-04,1.9645457194759081e-04
262,1.9607492988404460e-04,1.9607491466252719e-04
263,1.9605706020131111e-04,1.9605704498118094e-04
264,1.9324606145159343e-04,1.9324604644968427e-04
265,1.9316586696013177e-04,1.9316585196444821e-04
266,1.9107168071214004e-04,1.9107166587903050e-04
267,1.9101534845998957e-04,1.9101533363125316e-04
268,1.9098280737726316e-04,1.9098279255105297e-04
269,1.9052133923923488e-04,1.9052132444884897e-04
270,1.8914392945215677e-04,1.8914391476870074e-04
271,1.8858153420367934e-04,1.8858151956388267e-04
272,1.8818954242522495e-04,1.8818952781585904e-04
273,1.8805047484785940e-04,1.8805046024928946e-04
274,1.8595034016157563e-04,1.8595032572604151e-04
275,1.8579015486557742e-04,1.8579014044247866e-04
276,1.8346204192780540e-04,1.8346202768544068e-04
277,1.8304413330437597e-04,1.8304411909445396e-04
278,1.8288277239593304e-04,1.8288275819853766e-04
279,1.8280828653719877e-04,1.8280827234558582e-04
280,1.8154639995249412e-04,1.8154638585884286e-04
281,1.8086692714329780e-04,1.8086691310239476e-04
282,1.8075218216845288e-04,1.8075216813645762e-04
283,1.8048897590678363e-04,1.8048896189522138e-04
284,1.7784848843096555e-04,1.7784847462438730e-04
285,1.7751851962505329e-04,1.7751850584409089e-04
286,1.7606559097243496e-04,1.7606557730426504e-04
287,1.7549293579675505e-04,1.7549292217304099e-04
288,1.7543794195131493e-04,1.7543792833187011e-04
289,1.7512578043414799e-04,1.7512576683893663e-04
290,1.7409238841278817e-04,1.7409237489780018e-04
291,1.7334652592919210e-04,1.7334651247210626e-04
292,1.7259058566509026e-04,1.7259057226668892e-04
293,1.7215639035545182e-04,1.7215637699075754e-04
294,1.7017275046762864e-04,1.7017273725692658e-04
295,1.6969637523958533e-04,1.6969636206586481e-04
296,1.6877678352847752e-04,1.6877677042614593e-04
297,1.6815714430754275e-04,1.6815713125331445e-04
298,1.6730055424542449e-04,1.6730054125769424e-04
299,1.6675979263332355e-04,1.6675977968757323e-04
300,1.6673072597478408e-04,1.6673071303129023e-04
301,1.6599806760998133e-04,1.6599805472336458e-04
302,1.6477239281367703e-04,1.6477238002221079e-04
303,1.6423226010345293e-04,1.6423224735391781e-04
304,1.6208676711974837e-04,1.6208675453677028e-04
305,1.6157328076365311e-04,1.6157326822053756e-04
306,1.6133613365937064e-04,1.6133612113466509e-04
307,1.6099210439765203e-04,1.6099209189965384e-04
308,1.5944628159205452e-04,1.5944626921406030e-04
309,1.5935818422553163e-04,1.5935817185437650e-04
310,1.5878772717849127e-04,1.5878771485162136e-04
311,1.5877390976344626e-04,1.5877389743764901e-04
312,1.5712311713819081e-04,1.5712310494054647e-04
313,1.5577290495838230e-04,1.5577289286555643e-04
314,1.5444672997613393e-04,1.5444671798626054e-04
315,1.5394046259320241e-04,1.5394045064263110e-04
316,1.5393279066242444e-04,1.5393277871244871e-04
317,1.5331264857545361e-04,1.5331263667362022e-04
318,1.5234625350188285e-04,1.5234624167507178e-04
319,1.5223204930522896e-04,1.5223203748728371e-04
320,1.5167127494645677e-04,1.5167126317204506e-04
321,1.4993707605765044e-04,1.4993706441786655e-04
322,1.4857478693322031e-04,1.4857477539919245e-04
323,1.4766220871672458e-04,1.4766219725354118e-04
324,1.4741840467138480e-04,1.4741839322712818e-04
325,1.4714226802232098e-04,1.4714225659950118e-04
326,1.4699347285716086e-04,1.4699346144589218e-04
327,1.4512685723791781e-04,1.4512684597155662e-04
328,1.4469220643062580e-04,1.4469219519800701e-04
329,1.4389356976361091e-04,1.4389355859299120e-04
330,1.4336209849903070e-04,1.4336208736966970e-04
331,1.4180536366578689e-04,1.4180535265727697e-04
332,1.4120063306292981e-04,1.4120062210136580e-04
333,1.4049955748118303e-04,1.4049954657404431e-04
334,1.4016140806924756e-04,1.4016139718835976e-04
335,1.3818099811461302e-04,1.3818098738746667e-04
336,1.3814369360301177e-04,1.3814368287876143e-04
337,1.3813141538093863e-04,1.3813140465764146e-04
338,1.3778084554727301e-04,1.3778083485119097e-04
339,1.3594057373272800e-04,1.3594056317950832e-04
340,1.3478274238744108e-04,1.3478273192410516e-04
341,1.3425610397686366e-04,1.3425609355441126e-04
342,1.3372160536466514e-04,1.3372159498370646e-04
343,1.3337781137527454e-04,1.3337780102100499e-04
344,1.3258318629106547e-04,1.3258317599848356e-04
345,1.3139707716684564e-04,1.3139706696634271e-04
346,1.3090358250982613e-04,1.3090357234763375e-04
347,1.3052346807979127e-04,1.3052345794710760e-04
348,1.2963120356081410e-04,1.2963119349739793e-04
349,1.2771165171484357e-04,1.2771164180044436e-04
350,1.2698099823743619e-04,1.2698098837975844e-04
351,1.2682073224802148e-04,1.2682072240278536e-04
352,1.2667861266955896e-04,1.2667860283535574e-04
353,1.2512963527380361e-04,1.2512962555984926e-04
354,1.2479396711635599e-04,1.2479395742845991e-04
355,1.2416835552483615e-04,1.2416834588550702e-04
356,1.2330935220847405e-04,1.2330934263583032e-04
357,1.2088621658370719e-04,1.2088620719917419e-04
358,1.2052041339423350e-04,1.2052040403809822e-04
359,1.2051997870862829e-04,1.2051996935252676e-04
360,1.1995720138329755e-04,1.1995719207088505e-04
361,1.1901425487448790e-04,1.1901424563527740e-04
362,1.1873214340487477e-04,1.1873213418756490e-04
363,1.1711785078074442e-04,1.1711784168875390e-04
364,1.1686006530728049e-04,1.1686005623530214e-04
365,1.1472587856946831e-04,1.1472586966316929e-04
366,1.1409325433593803e-04,1.1409324547875034e-04
367,1.1375271098780503e-04,1.1375270215705409e-04
368,1.1318470333026394e-04,1.1318469454360807e-04
369,1.1290054218638313e-04,1.1290053342178703e-04
370,1.1232918189056357e-04,1.1232917317032280e-04
371,1.1026763671042339e-04,1.1026762815022269e-04
372,1.1013587586469588e-04,1.1013586731472392e-04
373,1.0869738707299056e-04,1.0869737863469011e-04
374,1.0807801118996354e-04,1.0807800279974594e-04
375,1.0673125363779973e-04,1.0673124535213243e-04
376,1.0668753402344882e-04,1.0668752574117553e-04
377,1.0617325060488574e-04,1.0617324236253683e-04
378,1.0588676326511540e-04,1.0588675504500685e-04
379,1.0396604111031563e-04,1.0396603303931490e-04
380,1.0356367188352063e-04,1.0356366384375628e-04
381,1.0255126698951475e-04,1.0255125902834452e-04
382,1.0193722476137540e-04,1.0193721684787396e-04
383,1.0184221633561060e-04,1.0184220842948478e-04
384,1.0012492155124026e-04,1.0012491377842995e-04
385,9.9707308041832655e-05,9.9707300301442160e-05
386,9.8998650851600455e-05,9.8998643166223814e-05
387,9.8723298245593122e-05,9.8723290581592408e-05
388,9.6953849827636151e-05,9.6953842300999705e-05
389,9.6934826318135705e-05,9.6934818792976079e-05
390,9.6554313183041618e-05,9.6554305687421662e-05
391,9.6379552760260897e-05,9.6379545278207779e-05
392,9.3703691738551877e-05,9.3703684464228860e-05
393,9.3453047583033638e-05,9.3453040328168418e-05
394,9.2961248561504041e-05,9.2961241344817727e-05
395,9.2758388392115380e-05,9.2758381191177333e-05
396,9.2451441017114307e-05,9.2451433840004923e-05
397,9.0784825287998412e-05,9.0784818240270289e-05
398,9.0353747100626271e-05,9.0353740086363227e-05
399,9.0353308139492675e-05,9.0353301125263715e-05
400,8.9397637610561868e-05,8.9397630670522680e-05
401,8.7511322197462364e-05,8.7511315403859967e-05
402,8.7034079344053145e-05,8.7034072587499644e-05
403,8.6541676968755058e-05,8.6541670250427313e-05
404,8.5964804912278409e-05,8.5964798238733893e-05
405,8.4210846142703709e-05,8.4210839605320986e-05
406,8.4078371686283887e-05,8.4078365159185296e-05
407,8.3987532053793744e-05,8.3987525533747143e-05
408,8.3815344456632647e-05,8.3815337949953161e-05
409,8.1397232662062217e-05,8.1397226343103474e-05
410,8.0517403455204672e-05,8.0517397204548049e-05
411,7.9830216002909122e-05,7.9830209805599638e-05
412,7.9546353987993988e-05,7.9546347812721035e-05
413,7.8047058656478336e-05,7.8047052597597359e-05
414,7.7902908650971767e-05,7.7902902603281329e-05
415,7.7864290459696224e-05,7.7864284415003754e-05
416,7.7652511271398232e-05,7.7652505243146414e-05
417,7.5567385208177032e-05,7.5567379341795907e-05
418,7.4382664988420456e-05,7.4382659214010494e-05
419,7.4111389213589657e-05,7.4111383460239130e-05
420,7.3613546280254784e-05,7.3613540565552364e-05
421,7.2480599128285690e-05,7.2480593501535241e-05
422,7.1850156504214724e-05,7.1850150926406245e-05
423,7.1720543078315267e-05,7.1720537510568821e-05
424,7.1459788369126228e-05,7.1459782821622461e-05
425,7.0002873465342710e-05,7.0002868030940880e-05
426,6.9831554629979235e-05,6.9831549208877083e-05
427,6.8629844184865115e-05,6.8629838857053098e-05
428,6.8031503728212340e-05,6.8031498446850173e-05
429,6.7014888520305161e-05,6.7014883317863968e-05
430,6.6068892670610857e-05,6.6068887541608382e-05
431,6.5681639609387261e-05,6.5681634510447680e-05
432,6.5476116466092529e-05,6.5476111383107945e-05
433,6.4859414067078812e-05,6.4859409031969533e-05
434,6.4375090427068034e-05,6.4375085429557342e-05
435,6.3805950662894641e-05,6.3805945709566908e-05
436,6.2665958589185606e-05,6.2665953724356743e-05
437,6.1790294709700819e-05,6.1790289912850728e-05
438,6.1760391296181307e-05,6.1760386501652641e-05
439,6.1097818909520491e-05,6.1097814166428071e-05
440,6.0957390613173181e-05,6.0957385880982366e-05
441,6.0497282452741568e-05,6.0497277756269469e-05
442,5.9514584433007685e-05,5.9514579812823540e-05
443,5.9509510390086933e-05,5.9509505770296692e-05
444,5.8812502929868906e-05,5.8812498364188139e-05
445,5.6999409163391679e-05,5.6999404738463421e-05
446,5.6954484810624355e-05,5.6954480389183623e-05
447,5.6867899610880496e-05,5.6867895196161471e-05
448,5.6785223722165982e-05,5.6785219313865177e-05
449,5.5077586769986503e-05,5.5077582494251477e-05
450,5.4921766171054387e-05,5.4921761907415886e-05
451,5.4393917314272135e-05,5.4393913091611136e-05
452,5.4338582079928122e-05,5.4338577861562861e-05
453,5.3195057230025896e-05,5.3195053100433753e-05
454,5.3014870613626457e-05,5.3014866498022406e-05
455,5.2678150311139633e-05,5.2678146221675562e-05
456,5.2234551184027593e-05,5.2234547129000615e-05
457,5.0842790619458064e-05,5.0842786672475024e-05
458,4.9534059949193928e-05,4.9534056103809129e-05
459,4.9406311065965196e-05,4.9406307230497683e-05
460,4.9383273521203365e-05,4.9383269687524284e-05
461,4.9053962815888689e-05,4.9053959007774369e-05
462,4.8836387080897972e-05,4.8836383289674296e-05
463,4.8479145298148046e-05,4.8479141534657456e-05
464,4.7770656025465056e-05,4.7770652316975282e-05
465,4.7622104294265165e-05,4.7622100597307630e-05
466,4.7342827845791994e-05,4.7342824170515006e-05
467,4.7276811367415663e-05,4.7276807697263611e-05
468,4.6847951478643338e-05,4.6847947841784160e-05
469,4.6781223957598626e-05,4.6781220325919576e-05
470,4.6779732737349556e-05,4.6779729105786271e-05
471,4.5511623980002561e-05,4.5511620446883986e-05
472,4.5457708051506087e-05,4.5457704522573068e-05
473,4.5444814644465222e-05,4.5444811116533132e-05
474,4.5362253342880986e-05,4.5362249821358225e-05
475,4.5150677086020090e-05,4.5150673580922233e-05
476,4.5149657363742085e-05,4.5149653858723388e-05
477,4.5063481215089747e-05,4.5063477716761005e-05
478,4.4732832225816132e-05,4.4732828753156038e-05
479,4.4731958296053441e-05,4.4731954823461191e-05
480,4.4699493533432621e-05,4.4699490063360647e-05
481,4.4605347232864089e-05,4.4605343770100803e-05
482,4.4603925672409736e-05,4.4603922209756801e-05
483,4.4269253336862772e-05,4.4269249900190831e-05
484,4.4219429654293905e-05,4.4219426221489829e-05
485,4.3803990439912675e-05,4.3803987039359616e-05
486,4.3500382638609776e-05,4.3500379261626133e-05
487,4.3496740545885856e-05,4.3496737169184952e-05
488,4.3154988994879760e-05,4.3154985644709412e-05
489,4.2855139169074182e-05,4.2855135842181513e-05
490,4.2850925963260994e-05,4.2850922636695402e-05
491,4.2718980560504097e-05,4.2718977244181573e-05
492,4.2699176177145198e-05,4.2699172862360113e-05
493,4.2657924832115826e-05,4.2657921520533128e-05
494,4.2290321077984970e-05,4.2290317794939768e-05
495,4.2186754233870630e-05,4.2186750958865437e-05
496,4.1905297419754724e-05,4.1905294166599343e-05
497,4.1864421129857682e-05,4.1864417879875571e-05
498,4.1834521036841798e-05,4.1834517789180862e-05
499,4.1134606955703141e-05,4.1134603762377323e-05
500,4.1100301814563978e-05,4.1100298623901306e-05
501,4.1078499449348872e-05,4.1078496260378747e-05
502,4.1033705938136870e-05,4.1033702752644114e-05
503,4.0460463272734542e-05,4.0460460131743256e-05
504,4.0359601474184143e-05,4.0359598341022871e-05
505,4.0277957377667710e-05,4.0277954250844562e-05
506,4.0198271466252272e-05,4.0198268345615236e-05
507,4.0151473172388568e-05,4.0151470055384531e-05
508,4.0058852513932808e-05,4.0058849404119017e-05
509,4.0054338772263158e-05,4.0054335662799774e-05
510,3.9756537217284597e-05,3.9756534130939887e-05
511,3.9384335280839829e-05,3.9384332223389574e-05
512,3.9335779928843550e-05,3.9335776875162699e-05
513,3.9219128881702414e-05,3.9219125837077315e-05
514,3.9122643698389278e-05,3.9122640661254431e-05
515,3.8993177655075402e-05,3.8993174627991149e-05
516,3.8933160826684681e-05,3.8933157804259604e-05
517,3.8724592484409933e-05,3.8724589478176250e-05
518,3.8472845468630612e-05,3.8472842481940338e-05
519,3.8248881934949757e-05,3.8248878965646019e-05
520,3.7979104716019489e-05,3.7979101767658865e-05
521,3.7840568816350884e-05,3.7840565878744955e-05
522,3.7806320032809976e-05,3.7806317097862816e-05
523,3.7751449536538926e-05,3.7751446605851427e-05
524,3.7626527813746541e-05,3.7626524892756858e-05
525,3.7548067165285608e-05,3.7548064250386912e-05
526,3.7500719050522497e-05,3.7500716139299490e-05
527,3.7369722289265149e-05,3.7369719388211565e-05
528,3.7365199217468936e-05,3.7365196316766485e-05
529,3.7103841607854053e-05,3.7103838727441083e-05
530,3.6959241497148549e-05,3.6959238627961049e-05
531,3.6601365039946795e-05,3.6601362198541651e-05
532,3.6415744831233911e-05,3.6415742004238667e-05
533,3.6149048148005286e-05,3.6149045341714008e-05
534,3.6097973473679098e-05,3.6097970671352809e-05
535,3.6092978166651721e-05,3.6092975364713217e-05
536,3.5962240044307239e-05,3.5962237252518086e-05
