idx,sigma,sigma_rel_max
95,9.4062209901906585e-03,9.4062202248521264e-03
96,9.1819008424467701e-03,9.1819000953600790e-03
97,9.1013412261348806e-03,9.1013404856029358e-03
98,9.0450394501914808e-03,9.0450387142405383e-03
99,8.9877575707246159e-03,8.9877568394344208e-03
100,8.8448996384140176e-03,8.8448989187474795e-03
101,8.7773711885055419e-03,8.7773704743334645e-03
102,8.6190036651831985e-03,8.6190029638967183e-03
103,8.5850929832220098e-03,8.5850922846946766e-03
104,8.5082800018937976e-03,8.5082793096163643e-03
105,8.4713449425806824e-03,8.4713442533084753e-03
106,8.2218820837596344e-03,8.2218814147850088e-03
107,8.2110695476917388e-03,8.2110688795968764e-03
108,8.1818696263937420e-03,8.1818689606747361e-03
109,8.1557339520652930e-03,8.1557332884728204e-03
110,7.9599089673812497e-03,7.9599083197221046e-03
111,7.8592450777621673e-03,7.8592444382935538e-03
112,7.8111816048931247e-03,7.8111809693352033e-03
113,7.8100221745041071e-03,7.8100215390405235e-03
114,7.6779399025415397e-03,7.6779392778248490e-03
115,7.5642034007830077e-03,7.5642027853205038e-03
116,7.4624491130367045e-03,7.4624485058534529e-03
117,7.4267908704408313e-03,7.4267902661589178e-03
118,7.3405043865210819e-03,7.3405037892598805e-03
119,7.2305461592707737e-03,7.2305455709563392e-03
120,7.1154869336122620e-03,7.1154863546596383e-03
121,7.0064390662755447e-03,7.0064384961956161e-03
122,6.9604570187018515e-03,6.9604564523632591e-03
123,6.8983583788814820e-03,6.8983578175955546e-03
124,6.7766356274620056e-03,6.7766350760800672e-03
125,6.5772748933019057e-03,6.5772743581409823e-03
126,6.5673194438006016e-03,6.5673189094497047e-03
127,6.4941682949872254e-03,6.4941677665882828e-03
128,6.4268745076006733e-03,6.4268739846770990e-03
129,6.1785221615320001e-03,6.1785216588156507e-03
130,6.1627309333532315e-03,6.1627304319217379e-03
131,6.1183666010285005e-03,6.1183661032067167e-03
132,6.0610696107565093e-03,6.0610691175967037e-03
133,5.8340805073675466e-03,5.8340800326767426e-03
134,5.7727625634741795e-03,5.7727620937725183e-03
135,5.7371178831355854e-03,5.7371174163341589e-03
136,5.6627214822284654e-03,5.6627210214803131e-03
137,5.5630590653913152e-03,5.5630586127522093e-03
138,5.4038232049847083e-03,5.4038227653018514e-03
139,5.3096537093449076e-03,5.3096532773241655e-03
140,5.2708252118522725e-03,5.2708247829908166e-03
141,5.2257557545691349e-03,5.2257553293747622e-03
142,5.2062852527758061e-03,5.2062848291656531e-03
143,4.9719955373586106e-03,4.9719951328114744e-03
144,4.9643425778228686e-03,4.9643421738984166e-03
145,4.8129914011674378e-03,4.8129910095576958e-03
146,4.7837659644322204e-03,4.7837655752004105e-03
147,4.6929927598208659e-03,4.6929923779748311e-03
148,4.6730772459480921e-03,4.6730768657224859e-03
149,4.6232253284116754e-03,4.6232249522422776e-03
150,4.4434552591781822e-03,4.4434548976358020e-03
151,4.3105763430626321e-03,4.3105759923319645e-03
152,4.2894176953431097e-03,4.2894173463340181e-03
153,4.1705003170681276e-03,4.1704999777347658e-03
154,4.1604186617292122e-03,4.1604183232161456e-03
155,3.9851102349197209e-03,3.9851099106706497e-03
156,3.9759880821779872e-03,3.9759877586711418e-03
157,3.8321358263415273e-03,3.8321355145392415e-03
158,3.8074051584229165e-03,3.8074048486328449e-03
159,3.7452023052055796e-03,3.7452020004766521e-03
160,3.6885510658389042e-03,3.6885507657194133e-03
161,3.5904733232734122e-03,3.5904730311340310e-03
162,3.5212323302151074e-03,3.5212320437095295e-03
163,3.4578062345715786e-03,3.4578059532266742e-03
164,3.4145440380648527e-03,3.4145437602399833e-03
165,3.3737899064385569e-03,3.3737896319296530e-03
166,3.3071706672134064e-03,3.3071703981249864e-03
167,3.2478530408817218e-03,3.2478527766196894e-03
168,3.1980232750036166e-03,3.1980230147959903e-03
169,3.1514040489039196e-03,3.1514037924894730e-03
170,3.1360309173528826e-03,3.1360306621892732e-03
171,3.0684301733682954e-03,3.0684299237050306e-03
172,3.0352811665419503e-03,3.0352809195758590e-03
173,2.9971769445051150e-03,2.9971767006393792e-03
174,2.9594512281017169e-03,2.9594509873055396e-03
175,2.9238505070136884e-03,2.9238502691141689e-03
176,2.9077446589661545e-03,2.9077444223770898e-03
177,2.8633034374326710e-03,2.8633032044595727e-03
178,2.8327386747902276e-03,2.8327384443040354e-03
179,2.7577839092161492e-03,2.7577836848286623e-03
180,2.7027138185033682e-03,2.7027135985966673e-03
181,2.6971344414278620e-03,2.6971342219751279e-03
182,2.6638831284673558e-03,2.6638829117201198e-03
183,2.6532718398297648e-03,2.6532716239459175e-03
184,2.6348947327302146e-03,2.6348945183416236e-03
185,2.5694474723859401e-03,2.5694472633224748e-03
186,2.5641780416132743e-03,2.5641778329785572e-03
187,2.5125809563580083e-03,2.5125807519214955e-03
188,2.4883487486044116e-03,2.4883485461395555e-03
189,2.4636264797013394e-03,2.4636262792480145e-03
190,2.4556912557450708e-03,2.4556910559373965e-03
191,2.4124210102317994e-03,2.4124208139448149e-03
192,2.3986939414082013e-03,2.3986937462381216e-03
193,2.3767640797249380e-03,2.3767638863391848e-03
194,2.3529536643011107e-03,2.3529534728526954e-03
195,2.3494655339187736e-03,2.3494653427541703e-03
196,2.3186430210761881e-03,2.3186428324194633e-03
197,2.3051801915428801e-03,2.3051800039815603e-03
198,2.2799598178753103e-03,2.2799596323660500e-03
199,2.2753412369704885e-03,2.2753410518370197e-03
200,2.2352128388308098e-03,2.2352126569623937e-03
201,2.2302647527661181e-03,2.2302645713003040e-03
202,2.2177284626619053e-03,2.2177282822161081e-03
203,2.2041486932494951e-03,2.2041485139086179e-03
204,2.1722788743376523e-03,2.1722786975898675e-03
205,2.1660715732274307e-03,2.1660713969847037e-03
206,2.1366582103337774e-03,2.1366580364842731e-03
207,2.1146663118050664e-03,2.1146661397449360e-03
208,2.1002998776131865e-03,2.1002997067219829e-03
209,2.0693417915193181e-03,2.0693416231470237e-03
210,2.0573023165218656e-03,2.0573021491291652e-03
211,2.0344903523283522e-03,2.0344901867917504e-03
212,2.0101802184035950e-03,2.0101800548449908e-03
213,2.0013041192802495e-03,2.0013039564438502e-03
214,1.9800735177012163e-03,1.9800733565922481e-03
215,1.9503206002071454e-03,1.9503204415190277e-03
216,1.9337042470915942e-03,1.9337040897554683e-03
217,1.9248463951248192e-03,1.9248462385094138e-03
218,1.8718697687663268e-03,1.8718696164613724e-03
219,1.8386170234807023e-03,1.8386168738813622e-03
220,1.7745294488989423e-03,1.7745293045140970e-03
221,1.7332207445789492e-03,1.7332206035551925e-03
222,1.6631153974886526e-03,1.6631152621690278e-03
223,1.6556147012479273e-03,1.6556145665385976e-03
224,1.5419291769756247e-03,1.5419290515163342e-03
225,1.5346490091533880e-03,1.5346488842864494e-03
226,1.4661043156908614e-03,1.4661041964010718e-03
227,1.3897126949470450e-03,1.3897125818728706e-03
228,1.3882981974865686e-03,1.3882980845274849e-03
229,1.2474904969338942e-03,1.2474903954316494e-03
230,1.2017283444147079e-03,1.2017282466359072e-03
231,1.1932158926853430e-03,1.1932157955991593e-03
232,1.1855353852810091e-03,1.1855352888197510e-03
233,1.0896848642617451e-03,1.0896847755993786e-03
234,1.0633231812163038e-03,1.0633230946988593e-03
235,9.5446145755632961e-04,9.5446137989643504e-04
236,9.1468747137130209e-04,9.1468739694762361e-04
237,9.0754962806260237e-04,9.0754955421969564e-04
238,8.5250564258568273e-04,8.5250557322143780e-04
239,8.0702890953864058e-04,8.0702884387461656e-04
240,7.4639939481241542e-04,7.4639933408152071e-04
241,7.3000466937049948e-04,7.3000460997356398e-04
242,6.0570372212339371e-04,6.0570367284022274e-04
243,5.6369597866311877e-04,5.6369593279791391e-04
244,4.8651562768175903e-04,4.8651558809634460e-04
245,4.7238459966538610e-04,4.7238456122974482e-04
246,4.0241453586642439e-04,4.0241450312390747e-04
247,3.6375528209274787e-04,3.6375525249574670e-04
248,3.5491496097500753e-04,3.5491493209730040e-04
249,3.1216188058823328e-04,3.1216185518913672e-04
250,2.6035925234830782e-04,2.6035923116413958e-04
251,2.4378294972340537e-04,2.4378292988797039e-04
252,1.9957455352057830e-04,1.9957453728216588e-04
253,1.9950867554227383e-04,1.9950865930922157e-04
254,1.9787385642742558e-04,1.9787384032739062e-04
255,1.9780567874209509e-04,1.9780566264760742e-04
256,1.9690456698397599e-04,1.9690455096280741e-04
257,1.9665198797201342e-04,1.9665197197139597e-04
258,1.9516011495935372e-04,1.9516009908012274e-04
259,1.9489462653683075e-04,1.9489461067920128e-04
260,1.9440142633150173e-04,1.9440141051400156e-04
261,1.9425262764412413e-04,1.9425261183873098e-04
262,1.9260873788079272e-04,1.9260872220915490e-04
263,1.9244028507921202e-04,1.9244026942128039e-04
264,1.8923825623009575e-04,1.8923824083269766e-04
265,1.8917216293819282e-04,1.8917214754617242e-04
266,1.8891685174676534e-04,1.8891683637551837e-04
267,1.8881671637234433e-04,1.8881670100924489e-04
268,1.8746173371492848e-04,1.8746171846207739e-04
269,1.8728969558471579e-04,1.8728968034586262e-04
270,1.8700260193056946e-04,1.8700258671507569e-04
271,1.8698239870477832e-04,1.8698238349092839e-04
272,1.8396791792063682e-04,1.8396790295206056e-04
273,1.8359325833738641e-04,1.8359324339929439e-04
274,1.8199260558640867e-04,1.8199259077855400e-04
275,1.8174143601677013e-04,1.8174142122935190e-04
276,1.8158386000706805e-04,1.8158384523247101e-04
277,1.8120233548291469e-04,1.8120232073936044e-04
278,1.7992721888388736e-04,1.7992720424408318e-04
279,1.7927921529394417e-04,1.7927920070686488e-04
280,1.7869154051834287e-04,1.7869152597907982e-04
281,1.7820668355175690e-04,1.7820666905194431e-04
282,1.7660932970104702e-04,1.7660931533120336e-04
283,1.7609724892885805e-04,1.7609723460067992e-04
284,1.7435372319705335e-04,1.7435370901073744e-04
285,1.7375155941482914e-04,1.7375154527750838e-04
286,1.7337524472531973e-04,1.7337523061861787e-04
287,1.7277920763496309e-04,1.7277919357675786e-04
288,1.7249063443019604e-04,1.7249062039547062e-04
289,1.7173911244568462e-04,1.7173909847210690e-04
290,1.7116978364659685e-04,1.7116976971934264e-04
291,1.7058297994895113e-04,1.7058296606944229e-04
292,1.6795993067081854e-04,1.6795991700473448e-04
293,1.6726134123766921e-04,1.6726132762842597e-04
294,1.6712191158310168e-04,1.6712189798520315e-04
295,1.6650400161303408e-04,1.6650398806541191e-04
296,1.6562448486674212e-04,1.6562447139068195e-04
297,1.6519038042407276e-04,1.6519036698333357e-04
298,1.6499957428994398e-04,1.6499956086472975e-04
299,1.6440409081260241e-04,1.6440407743583977e-04
300,1.6257978089071875e-04,1.6257976766239135e-04
301,1.6167545801960855e-04,1.6167544486486151e-04
302,1.6001602380451112e-04,1.6001601078478419e-04
303,1.6000904493020465e-04,1.6000903191104555e-04
304,1.5942982378562936e-04,1.5942981081359868e-04
305,1.5936332674892245e-04,1.5936331378230232e-04
306,1.5799746768726036e-04,1.5799745483177356e-04
307,1.5758455335458546e-04,1.5758454053269548e-04
308,1.5725559620268864e-04,1.5725558340756431e-04
309,1.5595934041227446e-04,1.5595932772262018e-04
310,1.5437141481894440e-04,1.5437140225849191e-04
311,1.5367756821161083e-04,1.5367755570761327e-04
312,1.5338697749080454e-04,1.5338696501045093e-04
313,1.5301581753657376e-04,1.5301580508641962e-04
314,1.5249252608049753e-04,1.5249251367292110e-04
315,1.5090180257951394e-04,1.5090179030136693e-04
316,1.5026021953766809e-04,1.5026020731172360e-04
317,1.5002510437048063e-04,1.5002509216366632e-04
318,1.4898608306836177e-04,1.4898607094608756e-04
319,1.4850383360380987e-04,1.4850382152077396e-04
320,1.4792367256075991e-04,1.4792366052492889e-04
321,1.4612114751680924e-04,1.4612113562764093e-04
322,1.4566810250890442e-04,1.4566809065659817e-04
323,1.4420970508770259e-04,1.4420969335405908e-04
324,1.4390859512977770e-04,1.4390858342063403e-04
325,1.4386229800758359e-04,1.4386228630220690e-04
326,1.4340334395789473e-04,1.4340333228986089e-04
327,1.4254040532406424e-04,1.4254039372624353e-04
328,1.4202356156212885e-04,1.4202355000636122e-04
329,1.3935393415988242e-04,1.3935392282132941e-04
330,1.3921006807235924e-04,1.3921005674551190e-04
331,1.3895592202526987e-04,1.3895591071910117e-04
332,1.3752532376758500e-04,1.3752531257781714e-04
333,1.3706487448125149e-04,1.3706486332894815e-04
334,1.3666674607674392e-04,1.3666673495683435e-04
335,1.3601456226695793e-04,1.3601455120011339e-04
336,1.3597256756101264e-04,1.3597255649758501e-04
337,1.3332826536835961e-04,1.3332825452008602e-04
338,1.3270659120865786e-04,1.3270658041096686e-04
339,1.3234787491374762e-04,1.3234786414524364e-04
340,1.3110962945230885e-04,1.3110961878455487e-04
341,1.3038107131940004e-04,1.3038106071092530e-04
342,1.3003675692264697e-04,1.3003674634218742e-04
343,1.3001616278250457e-04,1.3001615220372068e-04
344,1.2914962563946716e-04,1.2914961513118918e-04
345,1.2693130458197972e-04,1.2693129425419577e-04
346,1.2603930637398010e-04,1.2603929611877370e-04
347,1.2599364183279592e-04,1.2599363158130502e-04
348,1.2503683303563757e-04,1.2503682286199756e-04
349,1.2456269412797444e-04,1.2456268399291281e-04
350,1.2403274239212726e-04,1.2403273230018522e-04
351,1.2337911237969324e-04,1.2337910234093392e-04
352,1.2215399088179999e-04,1.2215398094272284e-04
353,1.2061017620187813e-04,1.2061016638841369e-04
354,1.2050833611484275e-04,1.2050832630966456e-04
355,1.2007843417439781e-04,1.2007842440419864e-04
356,1.1995782622735914e-04,1.1995781646697326e-04
357,1.1921655582522937e-04,1.1921654612515705e-04
358,1.1806427772639017e-04,1.1806426812007314e-04
359,1.1642927124637103e-04,1.1642926177308653e-04
360,1.1634836002759333e-04,1.1634835056089218e-04
361,1.1554272479202914e-04,1.1554271539087863e-04
362,1.1493748124324580e-04,1.1493747189134101e-04
363,1.1395132377541150e-04,1.1395131450374556e-04
364,1.1330117992489048e-04,1.1330117070612359e-04
365,1.1278533885100160e-04,1.1278532967420620e-04
366,1.1174650482699178e-04,1.1174649573472126e-04
367,1.1072736510359772e-04,1.1072735609424964e-04
368,1.0996597679941962e-04,1.0996596785202202e-04
369,1.0891322913723065e-04,1.0891322027549001e-04
370,1.0856939355343875e-04,1.0856938471967434e-04
371,1.0844597024371738e-04,1.0844596141999533e-04
372,1.0688351855937227e-04,1.0688350986277932e-04
373,1.0627157966740290e-04,1.0627157102060045e-04
374,1.0601281007991938e-04,1.0601280145417175e-04
375,1.0428645889831254e-04,1.0428645041302972e-04
376,1.0314290610316939e-04,1.0314289771093191e-04
377,1.0247323537158697e-04,1.0247322703383735e-04
378,1.0227265494790633e-04,1.0227264662647697e-04
379,1.0154524701414101e-04,1.0154523875189730e-04
380,9.9903735995206683e-05,9.9903727866524752e-05
381,9.9414272126633761e-05,9.9414264037777123e-05
382,9.9403778380000534e-05,9.9403770291997732e-05
383,9.8372332313814080e-05,9.8372324309735031e-05
384,9.6914911371832386e-05,9.6914903486336609e-05
385,9.6722208630589177e-05,9.6722200760772684e-05
386,9.5944012697778946e-05,9.5944004891280470e-05
387,9.5435703661283860e-05,9.5435695896144024e-05
388,9.4170082773264603e-05,9.4170075111102194e-05
389,9.3490191514001422e-05,9.3490183907158465e-05
390,9.3388281536112004e-05,9.3388273937560970e-05
391,9.2286881079928082e-05,9.2286873570992647e-05
392,9.1594201771913892e-05,9.1594194319338416e-05
393,9.0340685527685527e-05,9.0340678177102575e-05
394,9.0064889160398085e-05,9.0064881832255353e-05
395,8.8296012360877604e-05,8.8296005176659783e-05
396,8.7988471390804143e-05,8.7988464231609438e-05
397,8.7793438640433483e-05,8.7793431497107648e-05
398,8.7203840314387977e-05,8.7203833219034891e-05
399,8.6251848550599684e-05,8.6251841532705551e-05
400,8.6013810844682607e-05,8.6013803846156446e-05
401,8.4654041716915193e-05,8.4654034829026849e-05
402,8.4450077159203932e-05,8.4450070287911186e-05
403,8.4389820544157761e-05,8.4389813677767804e-05
404,8.1743770277265562e-05,8.1743763626171865e-05
405,8.1394988676140943e-05,8.1394982053425912e-05
406,8.0702939782395785e-05,8.0702933215989417e-05
407,8.0651346668085877e-05,8.0651340105877391e-05
408,8.0567744989909541e-05,8.0567738434503313e-05
409,8.0187048130705391e-05,8.0187041606274615e-05
410,7.9535224694219777e-05,7.9535218222824715e-05
411,7.8627554432763566e-05,7.8627548035221226e-05
412,7.6825661908436316e-05,7.6825655657505214e-05
413,7.6208916273720891e-05,7.6208910072971396e-05
414,7.5025397050136727e-05,7.5025390945684443e-05
415,7.4693600577331747e-05,7.4693594499876138e-05
416,7.4185728179322526e-05,7.4185722143190022e-05
417,7.3718350974117690e-05,7.3718344976013401e-05
418,7.3718335455702930e-05,7.3718329457599902e-05
419,7.2516676817543953e-05,7.2516670917214060e-05
420,7.1563231239900267e-05,7.1563225417147600e-05
421,7.0573803713345405e-05,7.0573797971097650e-05
422,7.0534519903398300e-05,7.0534514164346881e-05
423,6.8715509754881408e-05,6.8715504163834021e-05
424,6.8499556182588370e-05,6.8499550609112079e-05
425,6.8364096856150295e-05,6.8364091293695664e-05
426,6.7855449853140517e-05,6.7855444332072024e-05
427,6.7674121672761821e-05,6.7674116166447124e-05
428,6.7252703271448197e-05,6.7252697799422261e-05
429,6.6430384412480701e-05,6.6430379007362860e-05
430,6.5300901706691249e-05,6.5300896393473935e-05
431,6.5117918834985846e-05,6.5117913536656959e-05
432,6.4407551422263464e-05,6.4407546181733720e-05
433,6.3695102974873982e-05,6.3695097792312719e-05
434,6.2895001466416046e-05,6.2894996348955147e-05
435,6.1584619782374510e-05,6.1584614771533009e-05
436,6.1226307382551947e-05,6.1226302400864589e-05
437,6.0997377997686190e-05,6.0997373034625703e-05
438,6.0878478312614778e-05,6.0878473359228587e-05
439,6.0820470907097310e-05,6.0820465958430894e-05
440,5.9042924648129888e-05,5.9042919844093786e-05
441,5.8401780490372411e-05,5.8401775738503096e-05
442,5.7146969328682741e-05,5.7146964678911315e-05
443,5.7125738289759378e-05,5.7125733641715418e-05
444,5.6134999310468801e-05,5.6134994743036458e-05
445,5.6056227770193501e-05,5.6056223209170419e-05
446,5.5385069736557280e-05,5.5385065230143070e-05
447,5.5349804641674662e-05,5.5349800138129799e-05
448,5.5329166546052426e-05,5.5329162044186783e-05
449,5.3371235755464644e-05,5.3371231412906329e-05
450,5.2709018022130120e-05,5.2709013733453244e-05
451,5.1640477283134036e-05,5.1640473081399128e-05
452,5.1555052557827607e-05,5.1555048363043297e-05
453,5.1075660925766212e-05,5.1075656769987673e-05
454,5.0538895609547993e-05,5.0538891497443443e-05
455,5.0242654814060740e-05,5.0242650726059860e-05
456,4.9940350088849017e-05,4.9940346025445208e-05
457,4.9178872832752664e-05,4.9178868831306564e-05
458,4.8870599709035203e-05,4.8870595732671789e-05
459,4.7782044656909969e-05,4.7782040769116996e-05
460,4.7390219028031245e-05,4.7390215172119216e-05
461,4.7333379889957893e-05,4.7333376038670589e-05
462,4.7160343910481110e-05,4.7160340073272903e-05
463,4.7158113057577424e-05,4.7158109220550733e-05
464,4.6622752497504529e-05,4.6622748704037531e-05
465,4.6180981588537742e-05,4.6180977831015494e-05
466,4.5889936803219336e-05,4.5889933069377988e-05
467,4.5484875014438544e-05,4.5484871313555107e-05
468,4.5482949143373972e-05,4.5482945442647235e-05
469,4.5451047813545416e-05,4.5451044115414334e-05
470,4.5431645307722540e-05,4.5431641611170144e-05
471,4.5300846123537503e-05,4.5300842437627602e-05
472,4.5299638979329200e-05,4.5299635293517521e-05
473,4.5288906252848722e-05,4.5288902567910314e-05
474,4.4483247989471217e-05,4.4483244370085312e-05
475,4.4360543586809207e-05,4.4360539977407164e-05
476,4.3823480347316912e-05,4.3823476781613095e-05
477,4.3817520383329402e-05,4.3817516818110515e-05
478,4.3607686053657593e-05,4.3607682505511909e-05
479,4.3585135935041791e-05,4.3585132388730902e-05
480,4.3472522798410601e-05,4.3472519261262494e-05
481,4.3462398914801845e-05,4.3462395378477467e-05
482,4.3042425406255970e-05,4.3042421904102799e-05
483,4.3017841358763595e-05,4.3017837858610710e-05
484,4.2960065049369810e-05,4.2960061553917903e-05
485,4.2941815317940997e-05,4.2941811823973979e-05
486,4.2874365467590798e-05,4.2874361979111849e-05
487,4.2408032214928199e-05,4.2408028764392524e-05
488,4.2199315923040516e-05,4.2199312489487073e-05
489,4.2197562090587260e-05,4.2197558657176518e-05
490,4.2179637575192447e-05,4.2179634143240134e-05
491,4.1667034754517826e-05,4.1667031364273516e-05
492,4.1615427861054353e-05,4.1615424475009043e-05
493,4.1385510107098412e-05,4.1385506739760394e-05
494,4.1007826267490648e-05,4.1007822930882932e-05
495,4.0887639203086887e-05,4.0887635876258207e-05
496,4.0869235219619726e-05,4.0869231894288492e-05
497,4.0661051698108518e-05,4.0661048389716166e-05
498,4.0598750047654546e-05,4.0598746744331375e-05
499,4.0591576840452559e-05,4.0591573537713034e-05
500,4.0548515559093896e-05,4.0548512259858059e-05
501,4.0416197378537526e-05,4.0416194090067783e-05
502,4.0308288656352037e-05,4.0308285376662298e-05
503,3.9911929379745632e-05,3.9911926132305724e-05
504,3.9818279967453657e-05,3.9818276727633549e-05
505,3.9799956082603227e-05,3.9799952844274039e-05
506,3.9400464087291046e-05,3.9400460881466585e-05
507,3.9292230940335807e-05,3.9292227743317751e-05
508,3.9125714335522939e-05,3.9125711152053534e-05
509,3.9109529098016018e-05,3.9109525915863526e-05
510,3.8923536925906276e-05,3.8923533758887065e-05
511,3.8776908762294870e-05,3.8776905607206077e-05
512,3.8530940955237439e-05,3.8530937820161852e-05
513,3.8378851783653590e-05,3.8378848660952762e-05
514,3.8345544666373391e-05,3.8345541546382600e-05
515,3.8320649730370999e-05,3.8320646612405789e-05
516,3.8238547834735884e-05,3.8238544723450905e-05
517,3.8193758954986299e-05,3.8193755847345574e-05
518,3.8039413817372553e-05,3.8039410722290142e-05
519,3.8003905158063989e-05,3.8003902065870746e-05
520,3.7540152390398101e-05,3.7540149335938170e-05
521,3.7409972974949552e-05,3.7409969931081687e-05
522,3.6997097869563289e-05,3.6997094859289069e-05
523,3.6936019020173389e-05,3.6936016014868861e-05
524,3.6761060559932078e-05,3.6761057568863070e-05
525,3.6519838213135451e-05,3.6519835241693531e-05
526,3.6490420095902480e-05,3.6490417126854167e-05
527,3.6392862486995045e-05,3.6392859525884522e-05
528,3.6257701950005373e-05,3.6257698999892211e-05
529,3.6166327160674629e-05,3.6166324217996186e-05
530,3.6160936048287329e-05,3.6160933106047534e-05
531,3.5941950778329413e-05,3.5941947853907390e-05
532,3.5829290908964526e-05,3.5829287993709086e-05
533,3.5640318427647285e-05,3.5640315527767621e-05
534,3.5272654675198036e-05,3.5272651805233387e-05
535,3.5175028445396755e-05,3.5175025583375480e-05
536,3.5147928938638035e-05,3.5147926078821715e-05
