idx,sigma,sigma_rel_max
425,1.0140391560349946e-03,1.0140389352605967e-03
426,1.0081859227592587e-03,1.0081857032592141e-03
427,1.0042674241700119e-03,1.0042672055230941e-03
428,1.0013857473419345e-03,1.0013855293224091e-03
429,9.9438707858969140e-04,9.9438686209390092e-04
430,9.9173770071857357e-04,9.9173748479959990e-04
431,9.8741030286336826e-04,9.8741008788654633e-04
432,9.7683002032527676e-04,9.7682980765197093e-04
433,9.7554071738172521e-04,9.7554050498912354e-04
434,9.6937589523179838e-04,9.6937568418138838e-04
435,9.6204933282141429e-04,9.6204912336612751e-04
436,9.5942424729376864e-04,9.5942403841000972e-04
437,9.4975365408493445e-04,9.4975344730663608e-04
438,9.4175026980288662e-04,9.4175006476706767e-04
439,9.3587268102529131e-04,9.3587247726912822e-04
440,9.3134858048191842e-04,9.3134837771073262e-04
441,9.2354309286928700e-04,9.2354289179749497e-04
442,9.1625731185629433e-04,9.1625711237074668e-04
443,9.1419322731486679e-04,9.1419302827870717e-04
444,9.0426892692751907e-04,9.0426873005205652e-04
445,9.0111447905981369e-04,9.0111428287113066e-04
446,8.9102410380118339e-04,8.9102390980935493e-04
447,8.8517938793178309e-04,8.8517919521245345e-04
448,8.7437367010120208e-04,8.7437347973446972e-04
449,8.7358186025240665e-04,8.7358167005806547e-04
450,8.4652984738858232e-04,8.4652966308394642e-04
451,8.4220972591515688e-04,8.4220954255108849e-04
452,8.1739693319933071e-04,8.1739675523744948e-04
453,8.1400749216340600e-04,8.1400731493946660e-04
454,7.8963420165127315e-04,7.8963402973383345e-04
455,7.8211995134653297e-04,7.8211978106507954e-04
456,7.5693233410695736e-04,7.5693216930929703e-04
457,7.5118356715312047e-04,7.5118340360706920e-04
458,7.4018034160291306e-04,7.4018018045246016e-04
459,7.1574781054579908e-04,7.1574765471474366e-04
460,6.9115651361905230e-04,6.9115636314196047e-04
461,6.7575522428190522e-04,6.7575507715794865e-04
462,6.5553126898173564e-04,6.5553112626089453e-04
463,6.5476559688866075e-04,6.5476545433452017e-04
464,6.5041000551252991e-04,6.5040986390667917e-04
465,6.2681877326213229e-04,6.2681863679251327e-04
466,6.1394019217154245e-04,6.1394005850582008e-04
467,5.9749333057868188e-04,5.9749320049373440e-04
468,5.9586012427780010e-04,5.9585999454843082e-04
469,5.9357998171718042e-04,5.9357985248423880e-04
470,5.8329430210249974e-04,5.8329417510893391e-04
471,5.6403666747977888e-04,5.6403654467894330e-04
472,5.3480494882082719e-04,5.3480483238425782e-04
473,5.2602173203698257e-04,5.2602161751267597e-04
474,5.1864562121244995e-04,5.1864550829405418e-04
475,4.8386871284186755e-04,4.8386860749502454e-04
476,4.8239120822862920e-04,4.8239110320346529e-04
477,4.5192131308894104e-04,4.5192121469761639e-04
478,4.5153389202621434e-04,4.5153379371923818e-04
479,4.1776663014387303e-04,4.1776653918863159e-04
480,4.1485281751161890e-04,4.1485272719076643e-04
481,3.7066653620453907e-04,3.7066645550382760e-04
482,3.5486880534324418e-04,3.5486872808198028e-04
483,3.4522626126073182e-04,3.4522618609882165e-04
484,3.4304169938938894e-04,3.4304162470309680e-04
485,3.2189598262622132e-04,3.2189591254372862e-04
486,3.1065929022002848e-04,3.1065922258396398e-04
487,2.9071466566002045e-04,2.9071460236625618e-04
488,2.8768576288955110e-04,2.8768570025523296e-04
489,2.7898962996964941e-04,2.7898956922863444e-04
490,2.5796864526153352e-04,2.5796858909716154e-04
491,2.3891225677384031e-04,2.3891220475838378e-04
492,2.2936202041726577e-04,2.2936197048106590e-04
493,2.2651853041033221e-04,2.2651848109321080e-04
494,1.9743053873228091e-04,1.9743049574813375e-04
495,1.8660259878070881e-04,1.8660255815399716e-04
496,1.8406647912237378e-04,1.8406643904782057e-04
497,1.4850381902220349e-04,1.4850378669027523e-04
498,1.3963858495229611e-04,1.3963855455048732e-04
499,1.3490564983214461e-04,1.3490562046078016e-04
500,1.2112462709080389e-04,1.2112460071981371e-04
501,1.2112201221911172e-04,1.2112198584869084e-04
502,1.2070737775111075e-04,1.2070735147096320e-04
503,1.2070493699085199e-04,1.2070491071123582e-04
504,1.2068982930708081e-04,1.2068980303075385e-04
505,1.2068738699044721e-04,1.2068736071465200e-04
506,1.2034948934872732e-04,1.2034946314649844e-04
507,1.2034689409416939e-04,1.2034686789250555e-04
508,1.1921489702680569e-04,1.1921487107159779e-04
509,1.1921096942761271e-04,1.1921094347325992e-04
510,1.1879246080498626e-04,1.1879243494175026e-04
511,1.1878861220857828e-04,1.1878858634618017e-04
512,1.1821970617536141e-04,1.1821968043682429e-04
513,1.1821388053921159e-04,1.1821385480194281e-04
514,1.1787568461627317e-04,1.1787565895263568e-04
515,1.1786990306143644e-04,1.1786987739905770e-04
516,1.1731523158471103e-04,1.1731520604309415e-04
517,1.1731241425611391e-04,1.1731238871511042e-04
518,1.1688737087598093e-04,1.1688734542751696e-04
519,1.1688457050243226e-04,1.1688454505457797e-04
520,1.1578433840203205e-04,1.1578431319371791e-04
521,1.1577159687497464e-04,1.1577157166943456e-04
522,1.1543646799474482e-04,1.1543644286216825e-04
523,1.1542383602802336e-04,1.1542381089819702e-04
524,1.1541276494510566e-04,1.1541273981768968e-04
525,1.1541165848983624e-04,1.1541163336266116e-04
526,1.1497955530051323e-04,1.1497953026741471e-04
527,1.1497834107962853e-04,1.1497831604679436e-04
528,1.1351321278690527e-04,1.1351318807305565e-04
529,1.1350927840826927e-04,1.1350925369527624e-04
530,1.1338140275753651e-04,1.1338137807238429e-04
531,1.1335917184848607e-04,1.1335914716817391e-04
532,1.1307416214105763e-04,1.1307413752279715e-04
533,1.1307012655703754e-04,1.1307010193965569e-04
534,1.1302960763191431e-04,1.1302958302335415e-04
