state,arm,eta,foot,j1,d,sat
W M0.82,P3,0.44,0.5535647814101858,0.5545803009717839,-0.0010155195615980661,0
W M0.82,P3,0.65,0.5276238154467355,0.5255158125965869,0.0021080028501486714,0
W M0.82,P3,0.8,0.4513668900738966,0.46531710410110644,-0.013950214027209862,0
W M0.82,P3,0.9,0.3767209718996567,0.37282630329915506,0.0038946686005016384,0
W M0.82,P3,0.96,0.28728887620338944,0.2890955799193211,-0.001806703715931668,0
W M0.82,P3,0.99,0.9593486971780509,0.2236815095254519,0.7356671876525991,1
W M0.82,S1,0.2,0.6139075607811839,0.6203257000274321,-0.006418139246248233,0
W M0.82,S1,0.44,0.5484259171423621,0.5545803009717839,-0.0061543838294217945,0
W M0.82,S1,0.65,0.5276238154467355,0.5255158125965869,0.0021080028501486714,0
W M0.82,S1,0.8,0.4522433351880101,0.46531710410110644,-0.013073768913096362,0
W M0.82,S1,0.9,0.4097424969481016,0.37282630329915506,0.03691619364894655,0
W M0.82,S1,0.96,0.9856717028026137,0.2890955799193211,0.6965761228832926,1
W M0.82,S1,0.99,0.9785004028722927,0.2236815095254519,0.7548188933468407,1
W M0.82,S2,0.2,0.6230957912177779,0.6203257000274321,0.0027700911903457692,0
W M0.82,S2,0.44,0.5484259171423621,0.5545803009717839,-0.0061543838294217945,0
