s_from_te,ds_wake_l05,ds_wake_l10,ds_wake_l20
13.660497,4.479321e-03,4.475772e-03,4.475964e-03
13.690479,4.479321e-03,4.475772e-03,4.475930e-03
13.720462,4.479321e-03,4.475772e-03,4.475896e-03
13.750444,4.479321e-03,4.475772e-03,4.475863e-03
13.780426,4.479321e-03,4.475772e-03,4.475830e-03
13.810408,4.479321e-03,4.475772e-03,4.475797e-03
13.840391,4.479321e-03,4.475772e-03,4.475765e-03
13.870373,4.479321e-03,4.475772e-03,4.475734e-03
13.900355,4.479321e-03,4.475772e-03,4.475703e-03
13.930337,4.479321e-03,4.475772e-03,4.475672e-03
13.960320,4.479321e-03,4.475771e-03,4.475642e-03
13.990302,4.479321e-03,4.475771e-03,4.475613e-03
14.020284,4.479321e-03,4.475771e-03,4.475584e-03
14.050266,4.479321e-03,4.475771e-03,4.475555e-03
14.080249,4.479321e-03,4.475771e-03,4.475527e-03
14.110231,4.479321e-03,4.475771e-03,4.475499e-03
14.140213,4.479321e-03,4.475771e-03,4.475471e-03
14.170195,4.479321e-03,4.475771e-03,4.475444e-03
14.200178,4.479321e-03,4.475771e-03,4.475417e-03
14.230160,4.479321e-03,4.475771e-03,4.475391e-03
14.260142,4.479321e-03,4.475771e-03,4.475365e-03
14.290124,4.479321e-03,4.475771e-03,4.475340e-03
14.320107,4.479321e-03,4.475771e-03,4.475315e-03
14.350089,4.479321e-03,4.475771e-03,4.475290e-03
14.380071,4.479321e-03,4.475771e-03,4.475266e-03
14.410053,4.479321e-03,4.475771e-03,4.475242e-03
14.440036,4.479321e-03,4.475771e-03,4.475218e-03
14.470018,4.479321e-03,4.475771e-03,4.475195e-03
