level,n_station,n_sub,t_correlation_s,t_profile_s,speedup_vs_profile,rep_spread,t_ibl3_s,t_inviscid_s,p1_correlation,speedup_vs_ibl3
S2,3557,1,0.07271873101126403,0.31463052998878993,4.326677949592576,0.03215168863202939,136.75,13.4,0.005426770970989853,1880.5333660019126
S2,3557,2,0.12897598301060498,0.5632600109966006,4.367169746248702,0.0637382620244052,136.75,13.4,0.00962507335900037,1060.2749194689666
S2,3557,4,0.24335948200314306,1.0507430430152453,4.317658117803171,0.058917794691477794,136.75,13.4,0.018161155373368883,561.9259166496494
S4,13764,1,0.28130242199404165,1.2239291899895761,4.350937262870422,0.005003639850132178,914.62,150.6,0.001867877968087926,3251.3762004486857
S4,13764,2,0.5040031490207184,2.1880320140044205,4.341306236391145,0.00823318468675793,914.62,150.6,0.003346634455648861,1814.7108838052163
S4,13764,4,0.9511544769920874,4.081485204020282,4.29108552054288,0.0022892937437218913,914.62,150.6,0.006315766779495933,961.5893339348795
