leg,nx,C,x,flux_over_mdot
regular,160,1.5,2.8875,1.054285
regular,160,1.5,2.9125,1.054285
regular,160,1.5,2.9375,1.054285
regular,160,1.5,2.9625,1.054285
regular,160,1.5,2.9875,1.054285
regular,160,1.5,3.0125,1.054285
regular,160,1.5,3.0375,1.054285
regular,160,1.5,3.0625,1.054285
regular,160,1.5,3.0875,1.054285
regular,160,1.5,3.1125,1.054285
regular,160,1.5,3.1375,1.054285
regular,160,1.5,3.1625,1.054285
regular,160,1.5,3.1875,1.054285
regular,160,1.5,3.2125,1.054285
regular,160,1.5,3.2375,1.054285
regular,160,1.5,3.2625,1.054285
regular,160,1.5,3.2875,1.054285
regular,160,1.5,3.3125,1.054285
regular,160,1.5,3.3375,1.054285
regular,160,1.5,3.3625,1.054285
regular,160,1.5,3.3875,1.054285
regular,160,1.5,3.4125,1.054285
regular,160,1.5,3.4375,1.054285
regular,160,1.5,3.4625,1.054285
regular,160,1.5,3.4875,1.054285
regular,160,1.5,3.5125,1.054285
regular,160,1.5,3.5375,1.054285
regular,160,1.5,3.5625,1.054285
regular,160,1.5,3.5875,1.054285
regular,160,1.5,3.6125,1.054285
regular,160,1.5,3.6375,1.054285
regular,160,1.5,3.6625,1.054285
regular,160,1.5,3.6875,1.054285
regular,160,1.5,3.7125,1.054285
regular,160,1.5,3.7375,1.054285
regular,160,1.5,3.7625,1.054285
regular,160,1.5,3.7875,1.054285
regular,160,1.5,3.8125,1.054285
regular,160,1.5,3.8375,1.054285
regular,160,1.5,3.8625,1.054285
regular,160,1.5,3.8875,1.054285
regular,160,1.5,3.9125,1.054285
regular,160,1.5,3.9375,1.054285
regular,160,1.5,3.9625,1.054285
regular,160,1.5,3.9875,1.054285
regular,160,2.0,0.0125,0.969032
regular,160,2.0,0.0375,0.969032
regular,160,2.0,0.0625,0.969032
regular,160,2.0,0.0875,0.969032
regular,160,2.0,0.1125,0.969032
regular,160,2.0,0.1375,0.969032
regular,160,2.0,0.1625,0.969032
regular,160,2.0,0.1875,0.969032
regular,160,2.0,0.2125,0.969032
regular,160,2.0,0.2375,0.969032
regular,160,2.0,0.2625,0.969032
regular,160,2.0,0.2875,0.969032
regular,160,2.0,0.3125,0.969032
regular,160,2.0,0.3375,0.969032
regular,160,2.0,0.3625,0.969032
regular,160,2.0,0.3875,0.969032
regular,160,2.0,0.4125,0.969032
regular,160,2.0,0.4375,0.969032
regular,160,2.0,0.4625,0.969032
regular,160,2.0,0.4875,0.969032
regular,160,2.0,0.5125,0.969032
regular,160,2.0,0.5375,0.969032
regular,160,2.0,0.5625,0.969032
regular,160,2.0,0.5875,0.969032
regular,160,2.0,0.6125,0.969032
regular,160,2.0,0.6375,0.969032
regular,160,2.0,0.6625,0.969032
regular,160,2.0,0.6875,0.969032
regular,160,2.0,0.7125,0.969032
regular,160,2.0,0.7375,0.969032
regular,160,2.0,0.7625,0.969032
regular,160,2.0,0.7875,0.969032
regular,160,2.0,0.8125,0.969032
regular,160,2.0,0.8375,0.969032
regular,160,2.0,0.8625,0.969032
regular,160,2.0,0.8875,0.969032
regular,160,2.0,0.9125,0.969032
regular,160,2.0,0.9375,0.969032
regular,160,2.0,0.9625,0.969032
regular,160,2.0,0.9875,0.969032
regular,160,2.0,1.0125,0.969032
regular,160,2.0,1.0375,0.969032
regular,160,2.0,1.0625,0.969032
regular,160,2.0,1.0875,0.969032
regular,160,2.0,1.1125,0.969032
regular,160,2.0,1.1375,0.969032
regular,160,2.0,1.1625,0.969032
regular,160,2.0,1.1875,0.969032
regular,160,2.0,1.2125,0.969032
regular,160,2.0,1.2375,0.969032
regular,160,2.0,1.2625,0.969032
regular,160,2.0,1.2875,0.969032
regular,160,2.0,1.3125,0.969032
regular,160,2.0,1.3375,0.969032
regular,160,2.0,1.3625,0.969032
regular,160,2.0,1.3875,0.969032
regular,160,2.0,1.4125,0.969032
regular,160,2.0,1.4375,0.969032
regular,160,2.0,1.4625,0.969032
regular,160,2.0,1.4875,0.969032
regular,160,2.0,1.5125,0.969032
regular,160,2.0,1.5375,0.969032
regular,160,2.0,1.5625,0.969032
regular,160,2.0,1.5875,0.969032
regular,160,2.0,1.6125,0.969032
regular,160,2.0,1.6375,0.969032
regular,160,2.0,1.6625,0.969032
regular,160,2.0,1.6875,0.969031
regular,160,2.0,1.7125,0.969032
regular,160,2.0,1.7375,0.969032
regular,160,2.0,1.7625,0.969032
regular,160,2.0,1.7875,0.969032
regular,160,2.0,1.8125,0.969031
regular,160,2.0,1.8375,0.969031
regular,160,2.0,1.8625,0.96903
regular,160,2.0,1.8875,0.969033
regular,160,2.0,1.9125,0.96903
regular,160,2.0,1.9375,0.96904
regular,160,2.0,1.9625,0.969044
regular,160,2.0,1.9875,0.968789
regular,160,2.0,2.0125,0.968984
regular,160,2.0,2.0375,0.96525
regular,160,2.0,2.0625,0.969023
regular,160,2.0,2.0875,0.969024
regular,160,2.0,2.1125,0.969024
regular,160,2.0,2.1375,0.969024
regular,160,2.0,2.1625,0.969024
regular,160,2.0,2.1875,0.969024
regular,160,2.0,2.2125,0.969024
regular,160,2.0,2.2375,0.969024
regular,160,2.0,2.2625,0.969024
regular,160,2.0,2.2875,0.969024
regular,160,2.0,2.3125,0.969024
regular,160,2.0,2.3375,0.969024
regular,160,2.0,2.3625,0.969024
regular,160,2.0,2.3875,0.969024
regular,160,2.0,2.4125,0.969024
regular,160,2.0,2.4375,0.969024
regular,160,2.0,2.4625,0.969024
regular,160,2.0,2.4875,0.969024
regular,160,2.0,2.5125,0.969024
regular,160,2.0,2.5375,0.969024
regular,160,2.0,2.5625,0.969024
regular,160,2.0,2.5875,0.969024
regular,160,2.0,2.6125,0.969024
regular,160,2.0,2.6375,0.969024
regular,160,2.0,2.6625,0.969024
regular,160,2.0,2.6875,0.969024
regular,160,2.0,2.7125,0.969024
regular,160,2.0,2.7375,0.969024
regular,160,2.0,2.7625,0.969024
regular,160,2.0,2.7875,0.969024
regular,160,2.0,2.8125,0.969024
regular,160,2.0,2.8375,0.969024
regular,160,2.0,2.8625,0.969024
regular,160,2.0,2.8875,0.969024
regular,160,2.0,2.9125,0.969024
regular,160,2.0,2.9375,0.969024
regular,160,2.0,2.9625,0.969024
regular,160,2.0,2.9875,0.969024
regular,160,2.0,3.0125,0.969024
regular,160,2.0,3.0375,0.969024
regular,160,2.0,3.0625,0.969024
regular,160,2.0,3.0875,0.969024
regular,160,2.0,3.1125,0.969024
regular,160,2.0,3.1375,0.969024
regular,160,2.0,3.1625,0.969024
regular,160,2.0,3.1875,0.969024
regular,160,2.0,3.2125,0.969024
regular,160,2.0,3.2375,0.969024
regular,160,2.0,3.2625,0.969024
regular,160,2.0,3.2875,0.969024
regular,160,2.0,3.3125,0.969024
regular,160,2.0,3.3375,0.969024
regular,160,2.0,3.3625,0.969024
regular,160,2.0,3.3875,0.969024
regular,160,2.0,3.4125,0.969024
regular,160,2.0,3.4375,0.969024
regular,160,2.0,3.4625,0.969024
regular,160,2.0,3.4875,0.969024
regular,160,2.0,3.5125,0.969024
regular,160,2.0,3.5375,0.969024
regular,160,2.0,3.5625,0.969024
regular,160,2.0,3.5875,0.969024
regular,160,2.0,3.6125,0.969024
regular,160,2.0,3.6375,0.969024
regular,160,2.0,3.6625,0.969024
regular,160,2.0,3.6875,0.969024
regular,160,2.0,3.7125,0.969024
regular,160,2.0,3.7375,0.969024
regular,160,2.0,3.7625,0.969024
regular,160,2.0,3.7875,0.969024
regular,160,2.0,3.8125,0.969024
regular,160,2.0,3.8375,0.969024
regular,160,2.0,3.8625,0.969024
regular,160,2.0,3.8875,0.969024
regular,160,2.0,3.9125,0.969024
regular,160,2.0,3.9375,0.969024
regular,160,2.0,3.9625,0.969024
regular,160,2.0,3.9875,0.969024
regular,160,3.0,0.0125,1.0663
regular,160,3.0,0.0375,1.0663
regular,160,3.0,0.0625,1.0663
regular,160,3.0,0.0875,1.0663
regular,160,3.0,0.1125,1.0663
regular,160,3.0,0.1375,1.0663
regular,160,3.0,0.1625,1.0663
regular,160,3.0,0.1875,1.0663
regular,160,3.0,0.2125,1.0663
regular,160,3.0,0.2375,1.0663
regular,160,3.0,0.2625,1.0663
regular,160,3.0,0.2875,1.0663
regular,160,3.0,0.3125,1.0663
regular,160,3.0,0.3375,1.0663
regular,160,3.0,0.3625,1.0663
regular,160,3.0,0.3875,1.0663
regular,160,3.0,0.4125,1.0663
regular,160,3.0,0.4375,1.0663
regular,160,3.0,0.4625,1.0663
regular,160,3.0,0.4875,1.0663
regular,160,3.0,0.5125,1.0663
regular,160,3.0,0.5375,1.0663
regular,160,3.0,0.5625,1.0663
regular,160,3.0,0.5875,1.0663
regular,160,3.0,0.6125,1.0663
regular,160,3.0,0.6375,1.0663
regular,160,3.0,0.6625,1.0663
regular,160,3.0,0.6875,1.0663
regular,160,3.0,0.7125,1.0663
regular,160,3.0,0.7375,1.0663
regular,160,3.0,0.7625,1.0663
regular,160,3.0,0.7875,1.0663
regular,160,3.0,0.8125,1.0663
regular,160,3.0,0.8375,1.0663
regular,160,3.0,0.8625,1.0663
regular,160,3.0,0.8875,1.0663
regular,160,3.0,0.9125,1.0663
regular,160,3.0,0.9375,1.0663
regular,160,3.0,0.9625,1.0663
regular,160,3.0,0.9875,1.0663
regular,160,3.0,1.0125,1.0663
regular,160,3.0,1.0375,1.0663
regular,160,3.0,1.0625,1.0663
regular,160,3.0,1.0875,1.0663
regular,160,3.0,1.1125,1.0663
regular,160,3.0,1.1375,1.0663
regular,160,3.0,1.1625,1.0663
regular,160,3.0,1.1875,1.0663
regular,160,3.0,1.2125,1.0663
regular,160,3.0,1.2375,1.0663
regular,160,3.0,1.2625,1.0663
regular,160,3.0,1.2875,1.0663
regular,160,3.0,1.3125,1.0663
regular,160,3.0,1.3375,1.0663
regular,160,3.0,1.3625,1.0663
regular,160,3.0,1.3875,1.0663
regular,160,3.0,1.4125,1.0663
regular,160,3.0,1.4375,1.0663
regular,160,3.0,1.4625,1.0663
regular,160,3.0,1.4875,1.0663
regular,160,3.0,1.5125,1.0663
regular,160,3.0,1.5375,1.0663
regular,160,3.0,1.5625,1.0663
regular,160,3.0,1.5875,1.0663
regular,160,3.0,1.6125,1.0663
regular,160,3.0,1.6375,1.0663
regular,160,3.0,1.6625,1.0663
regular,160,3.0,1.6875,1.0663
regular,160,3.0,1.7125,1.0663
regular,160,3.0,1.7375,1.0663
regular,160,3.0,1.7625,1.0663
regular,160,3.0,1.7875,1.0663
regular,160,3.0,1.8125,1.0663
regular,160,3.0,1.8375,1.0663
regular,160,3.0,1.8625,1.0663
regular,160,3.0,1.8875,1.0663
regular,160,3.0,1.9125,1.0663
regular,160,3.0,1.9375,1.0663
regular,160,3.0,1.9625,1.0663
regular,160,3.0,1.9875,1.0663
regular,160,3.0,2.0125,1.0663
regular,160,3.0,2.0375,1.0663
regular,160,3.0,2.0625,1.0663
regular,160,3.0,2.0875,1.0663
regular,160,3.0,2.1125,1.0663
regular,160,3.0,2.1375,1.0663
regular,160,3.0,2.1625,1.0663
regular,160,3.0,2.1875,1.0663
regular,160,3.0,2.2125,1.0663
regular,160,3.0,2.2375,1.0663
regular,160,3.0,2.2625,1.0663
regular,160,3.0,2.2875,1.0663
regular,160,3.0,2.3125,1.0663
regular,160,3.0,2.3375,1.0663
regular,160,3.0,2.3625,1.0663
regular,160,3.0,2.3875,1.0663
regular,160,3.0,2.4125,1.0663
regular,160,3.0,2.4375,1.0663
regular,160,3.0,2.4625,1.0663
regular,160,3.0,2.4875,1.0663
regular,160,3.0,2.5125,1.0663
regular,160,3.0,2.5375,1.0663
regular,160,3.0,2.5625,1.0663
regular,160,3.0,2.5875,1.0663
regular,160,3.0,2.6125,1.0663
regular,160,3.0,2.6375,1.0663
regular,160,3.0,2.6625,1.0663
regular,160,3.0,2.6875,1.0663
regular,160,3.0,2.7125,1.0663
regular,160,3.0,2.7375,1.0663
regular,160,3.0,2.7625,1.0663
regular,160,3.0,2.7875,1.0663
regular,160,3.0,2.8125,1.0663
regular,160,3.0,2.8375,1.0663
regular,160,3.0,2.8625,1.0663
regular,160,3.0,2.8875,1.0663
regular,160,3.0,2.9125,1.0663
regular,160,3.0,2.9375,1.0663
regular,160,3.0,2.9625,1.0663
regular,160,3.0,2.9875,1.0663
regular,160,3.0,3.0125,1.0663
regular,160,3.0,3.0375,1.0663
regular,160,3.0,3.0625,1.0663
regular,160,3.0,3.0875,1.0663
regular,160,3.0,3.1125,1.0663
regular,160,3.0,3.1375,1.0663
regular,160,3.0,3.1625,1.0663
regular,160,3.0,3.1875,1.0663
regular,160,3.0,3.2125,1.0663
regular,160,3.0,3.2375,1.0663
regular,160,3.0,3.2625,1.0663
regular,160,3.0,3.2875,1.0663
regular,160,3.0,3.3125,1.0663
regular,160,3.0,3.3375,1.0663
regular,160,3.0,3.3625,1.0663
regular,160,3.0,3.3875,1.0663
regular,160,3.0,3.4125,1.0663
regular,160,3.0,3.4375,1.0663
regular,160,3.0,3.4625,1.0663
regular,160,3.0,3.4875,1.0663
regular,160,3.0,3.5125,1.0663
regular,160,3.0,3.5375,1.0663
regular,160,3.0,3.5625,1.0663
regular,160,3.0,3.5875,1.0663
regular,160,3.0,3.6125,1.0663
regular,160,3.0,3.6375,1.0663
regular,160,3.0,3.6625,1.0663
regular,160,3.0,3.6875,1.0663
regular,160,3.0,3.7125,1.0663
regular,160,3.0,3.7375,1.0663
regular,160,3.0,3.7625,1.0663
regular,160,3.0,3.7875,1.0663
regular,160,3.0,3.8125,1.0663
regular,160,3.0,3.8375,1.0663
regular,160,3.0,3.8625,1.0663
regular,160,3.0,3.8875,1.0663
regular,160,3.0,3.9125,1.0663
regular,160,3.0,3.9375,1.0663
regular,160,3.0,3.9625,1.0663
regular,160,3.0,3.9875,1.0663
irregular,40,1.0,0.05,0.616378
irregular,40,1.0,0.15,0.616378
irregular,40,1.0,0.25,0.616378
irregular,40,1.0,0.35,0.616378
irregular,40,1.0,0.45,0.616378
irregular,40,1.0,0.55,0.616378
irregular,40,1.0,0.65,0.616378
irregular,40,1.0,0.75,0.616378
irregular,40,1.0,0.85,0.616378
irregular,40,1.0,0.95,0.616378
irregular,40,1.0,1.05,0.616378
irregular,40,1.0,1.15,0.616378
irregular,40,1.0,1.25,0.616378
irregular,40,1.0,1.35,0.616378
irregular,40,1.0,1.45,0.616378
irregular,40,1.0,1.55,0.616379
irregular,40,1.0,1.65,0.616407
irregular,40,1.0,1.75,0.616359
irregular,40,1.0,1.85,0.617244
irregular,40,1.0,1.95,0.6177
irregular,40,1.0,2.05,0.615966
irregular,40,1.0,2.15,0.616082
irregular,40,1.0,2.25,0.616176
irregular,40,1.0,2.35,0.616181
irregular,40,1.0,2.45,0.616169
irregular,40,1.0,2.55,0.616175
irregular,40,1.0,2.65,0.616179
irregular,40,1.0,2.75,0.616175
irregular,40,1.0,2.85,0.616175
irregular,40,1.0,2.95,0.616176
irregular,40,1.0,3.05,0.616175
irregular,40,1.0,3.15,0.616175
irregular,40,1.0,3.25,0.616175
irregular,40,1.0,3.35,0.616175
irregular,40,1.0,3.45,0.616175
irregular,40,1.0,3.55,0.616175
irregular,40,1.0,3.65,0.616175
irregular,40,1.0,3.75,0.616175
irregular,40,1.0,3.85,0.616175
irregular,40,1.0,3.95,0.616175
irregular,40,1.5,0.05,1.0663
irregular,40,1.5,0.15,1.0663
irregular,40,1.5,0.25,1.0663
irregular,40,1.5,0.35,1.0663
irregular,40,1.5,0.45,1.0663
irregular,40,1.5,0.55,1.0663
irregular,40,1.5,0.65,1.0663
irregular,40,1.5,0.75,1.0663
irregular,40,1.5,0.85,1.0663
irregular,40,1.5,0.95,1.0663
irregular,40,1.5,1.05,1.0663
irregular,40,1.5,1.15,1.0663
irregular,40,1.5,1.25,1.0663
irregular,40,1.5,1.35,1.0663
irregular,40,1.5,1.45,1.0663
irregular,40,1.5,1.55,1.0663
irregular,40,1.5,1.65,1.0663
irregular,40,1.5,1.75,1.0663
irregular,40,1.5,1.85,1.0663
irregular,40,1.5,1.95,1.0663
irregular,40,1.5,2.05,1.0663
irregular,40,1.5,2.15,1.0663
irregular,40,1.5,2.25,1.0663
irregular,40,1.5,2.35,1.0663
irregular,40,1.5,2.45,1.0663
irregular,40,1.5,2.55,1.0663
irregular,40,1.5,2.65,1.0663
irregular,40,1.5,2.75,1.0663
irregular,40,1.5,2.85,1.0663
irregular,40,1.5,2.95,1.0663
irregular,40,1.5,3.05,1.0663
irregular,40,1.5,3.15,1.0663
irregular,40,1.5,3.25,1.0663
irregular,40,1.5,3.35,1.0663
irregular,40,1.5,3.45,1.0663
irregular,40,1.5,3.55,1.0663
irregular,40,1.5,3.65,1.0663
irregular,40,1.5,3.75,1.0663
irregular,40,1.5,3.85,1.0663
irregular,40,1.5,3.95,1.0663
irregular,40,2.0,0.05,1.0663
irregular,40,2.0,0.15,1.0663
irregular,40,2.0,0.25,1.0663
irregular,40,2.0,0.35,1.0663
irregular,40,2.0,0.45,1.0663
irregular,40,2.0,0.55,1.0663
irregular,40,2.0,0.65,1.0663
irregular,40,2.0,0.75,1.0663
irregular,40,2.0,0.85,1.0663
irregular,40,2.0,0.95,1.0663
irregular,40,2.0,1.05,1.0663
irregular,40,2.0,1.15,1.0663
irregular,40,2.0,1.25,1.0663
irregular,40,2.0,1.35,1.0663
irregular,40,2.0,1.45,1.0663
irregular,40,2.0,1.55,1.0663
irregular,40,2.0,1.65,1.0663
irregular,40,2.0,1.75,1.0663
irregular,40,2.0,1.85,1.0663
irregular,40,2.0,1.95,1.0663
irregular,40,2.0,2.05,1.0663
irregular,40,2.0,2.15,1.0663
irregular,40,2.0,2.25,1.0663
irregular,40,2.0,2.35,1.0663
irregular,40,2.0,2.45,1.0663
irregular,40,2.0,2.55,1.0663
irregular,40,2.0,2.65,1.0663
irregular,40,2.0,2.75,1.0663
irregular,40,2.0,2.85,1.0663
irregular,40,2.0,2.95,1.0663
irregular,40,2.0,3.05,1.0663
irregular,40,2.0,3.15,1.0663
irregular,40,2.0,3.25,1.0663
irregular,40,2.0,3.35,1.0663
irregular,40,2.0,3.45,1.0663
irregular,40,2.0,3.55,1.0663
irregular,40,2.0,3.65,1.0663
irregular,40,2.0,3.75,1.0663
irregular,40,2.0,3.85,1.0663
irregular,40,2.0,3.95,1.0663
irregular,40,3.0,0.05,1.0663
irregular,40,3.0,0.15,1.0663
irregular,40,3.0,0.25,1.0663
irregular,40,3.0,0.35,1.0663
irregular,40,3.0,0.45,1.0663
irregular,40,3.0,0.55,1.0663
irregular,40,3.0,0.65,1.0663
irregular,40,3.0,0.75,1.0663
irregular,40,3.0,0.85,1.0663
irregular,40,3.0,0.95,1.0663
irregular,40,3.0,1.05,1.0663
irregular,40,3.0,1.15,1.0663
irregular,40,3.0,1.25,1.0663
irregular,40,3.0,1.35,1.0663
irregular,40,3.0,1.45,1.0663
irregular,40,3.0,1.55,1.0663
irregular,40,3.0,1.65,1.0663
irregular,40,3.0,1.75,1.0663
irregular,40,3.0,1.85,1.0663
irregular,40,3.0,1.95,1.0663
irregular,40,3.0,2.05,1.0663
irregular,40,3.0,2.15,1.0663
irregular,40,3.0,2.25,1.0663
irregular,40,3.0,2.35,1.0663
irregular,40,3.0,2.45,1.0663
irregular,40,3.0,2.55,1.0663
irregular,40,3.0,2.65,1.0663
irregular,40,3.0,2.75,1.0663
irregular,40,3.0,2.85,1.0663
irregular,40,3.0,2.95,1.0663
irregular,40,3.0,3.05,1.0663
irregular,40,3.0,3.15,1.0663
irregular,40,3.0,3.25,1.0663
irregular,40,3.0,3.35,1.0663
irregular,40,3.0,3.45,1.0663
irregular,40,3.0,3.55,1.0663
irregular,40,3.0,3.65,1.0663
irregular,40,3.0,3.75,1.0663
irregular,40,3.0,3.85,1.0663
irregular,40,3.0,3.95,1.0663
irregular,80,1.0,0.025,0.860766
irregular,80,1.0,0.075,0.860766
irregular,80,1.0,0.125,0.860766
irregular,80,1.0,0.175,0.860766
irregular,80,1.0,0.225,0.860766
irregular,80,1.0,0.275,0.860766
irregular,80,1.0,0.325,0.860766
irregular,80,1.0,0.375,0.860766
irregular,80,1.0,0.425,0.860766
irregular,80,1.0,0.475,0.860766
irregular,80,1.0,0.525,0.860766
irregular,80,1.0,0.575,0.860766
irregular,80,1.0,0.625,0.860766
irregular,80,1.0,0.675,0.860766
irregular,80,1.0,0.725,0.860766
irregular,80,1.0,0.775,0.860766
irregular,80,1.0,0.825,0.860766
irregular,80,1.0,0.875,0.860766
irregular,80,1.0,0.925,0.860766
irregular,80,1.0,0.975,0.860766
irregular,80,1.0,1.025,0.860766
irregular,80,1.0,1.075,0.860766
irregular,80,1.0,1.125,0.860766
irregular,80,1.0,1.175,0.860766
irregular,80,1.0,1.225,0.860766
irregular,80,1.0,1.275,0.860766
irregular,80,1.0,1.325,0.860766
irregular,80,1.0,1.375,0.860767
irregular,80,1.0,1.425,0.860766
irregular,80,1.0,1.475,0.860765
irregular,80,1.0,1.525,0.860777
irregular,80,1.0,1.575,0.860755
irregular,80,1.0,1.625,0.860802
irregular,80,1.0,1.675,0.860814
irregular,80,1.0,1.725,0.860899
irregular,80,1.0,1.775,0.861225
irregular,80,1.0,1.825,0.860476
irregular,80,1.0,1.875,0.862539
irregular,80,1.0,1.925,0.836207
irregular,80,1.0,1.975,0.84417
irregular,80,1.0,2.025,0.832652
irregular,80,1.0,2.075,0.858152
irregular,80,1.0,2.125,0.860642
irregular,80,1.0,2.175,0.860678
irregular,80,1.0,2.225,0.860672
irregular,80,1.0,2.275,0.860675
irregular,80,1.0,2.325,0.860677
irregular,80,1.0,2.375,0.860674
irregular,80,1.0,2.425,0.860673
irregular,80,1.0,2.475,0.860672
irregular,80,1.0,2.525,0.860674
irregular,80,1.0,2.575,0.860675
irregular,80,1.0,2.625,0.860675
irregular,80,1.0,2.675,0.860676
irregular,80,1.0,2.725,0.860677
irregular,80,1.0,2.775,0.860676
irregular,80,1.0,2.825,0.860676
irregular,80,1.0,2.875,0.860675
irregular,80,1.0,2.925,0.860675
irregular,80,1.0,2.975,0.860676
irregular,80,1.0,3.025,0.860676
irregular,80,1.0,3.075,0.860676
irregular,80,1.0,3.125,0.860676
irregular,80,1.0,3.175,0.860676
irregular,80,1.0,3.225,0.860676
irregular,80,1.0,3.275,0.860676
irregular,80,1.0,3.325,0.860676
irregular,80,1.0,3.375,0.860676
irregular,80,1.0,3.425,0.860676
irregular,80,1.0,3.475,0.860676
irregular,80,1.0,3.525,0.860676
irregular,80,1.0,3.575,0.860676
irregular,80,1.0,3.625,0.860676
irregular,80,1.0,3.675,0.860676
irregular,80,1.0,3.725,0.860676
irregular,80,1.0,3.775,0.860676
irregular,80,1.0,3.825,0.860676
irregular,80,1.0,3.875,0.860676
irregular,80,1.0,3.925,0.860676
irregular,80,1.0,3.975,0.860676
irregular,80,1.5,0.025,0.908727
irregular,80,1.5,0.075,0.908727
irregular,80,1.5,0.125,0.908727
irregular,80,1.5,0.175,0.908727
irregular,80,1.5,0.225,0.908727
irregular,80,1.5,0.275,0.908727
irregular,80,1.5,0.325,0.908727
irregular,80,1.5,0.375,0.908727
irregular,80,1.5,0.425,0.908727
irregular,80,1.5,0.475,0.908727
irregular,80,1.5,0.525,0.908727
irregular,80,1.5,0.575,0.908727
irregular,80,1.5,0.625,0.908727
irregular,80,1.5,0.675,0.908727
irregular,80,1.5,0.725,0.908727
irregular,80,1.5,0.775,0.908727
irregular,80,1.5,0.825,0.908727
irregular,80,1.5,0.875,0.908727
irregular,80,1.5,0.925,0.908727
irregular,80,1.5,0.975,0.908727
irregular,80,1.5,1.025,0.908727
irregular,80,1.5,1.075,0.908727
irregular,80,1.5,1.125,0.908727
irregular,80,1.5,1.175,0.908727
irregular,80,1.5,1.225,0.908727
irregular,80,1.5,1.275,0.908727
irregular,80,1.5,1.325,0.908727
irregular,80,1.5,1.375,0.908727
irregular,80,1.5,1.425,0.908727
irregular,80,1.5,1.475,0.908727
irregular,80,1.5,1.525,0.908727
irregular,80,1.5,1.575,0.908727
irregular,80,1.5,1.625,0.908727
irregular,80,1.5,1.675,0.908727
irregular,80,1.5,1.725,0.908723
irregular,80,1.5,1.775,0.908723
irregular,80,1.5,1.825,0.908731
irregular,80,1.5,1.875,0.908545
irregular,80,1.5,1.925,0.908562
irregular,80,1.5,1.975,0.908853
irregular,80,1.5,2.025,0.9088
irregular,80,1.5,2.075,0.908703
irregular,80,1.5,2.125,0.90878
irregular,80,1.5,2.175,0.908726
irregular,80,1.5,2.225,0.908754
irregular,80,1.5,2.275,0.908742
irregular,80,1.5,2.325,0.908726
irregular,80,1.5,2.375,0.908728
irregular,80,1.5,2.425,0.908727
irregular,80,1.5,2.475,0.908725
irregular,80,1.5,2.525,0.908726
irregular,80,1.5,2.575,0.908726
irregular,80,1.5,2.625,0.908726
irregular,80,1.5,2.675,0.908725
irregular,80,1.5,2.725,0.908725
irregular,80,1.5,2.775,0.908725
irregular,80,1.5,2.825,0.908725
irregular,80,1.5,2.875,0.908725
irregular,80,1.5,2.925,0.908725
irregular,80,1.5,2.975,0.908725
irregular,80,1.5,3.025,0.908725
irregular,80,1.5,3.075,0.908725
irregular,80,1.5,3.125,0.908725
irregular,80,1.5,3.175,0.908725
irregular,80,1.5,3.225,0.908725
irregular,80,1.5,3.275,0.908725
irregular,80,1.5,3.325,0.908725
irregular,80,1.5,3.375,0.908725
irregular,80,1.5,3.425,0.908725
irregular,80,1.5,3.475,0.908725
irregular,80,1.5,3.525,0.908725
irregular,80,1.5,3.575,0.908725
irregular,80,1.5,3.625,0.908725
irregular,80,1.5,3.675,0.908725
irregular,80,1.5,3.725,0.908725
irregular,80,1.5,3.775,0.908725
irregular,80,1.5,3.825,0.908725
irregular,80,1.5,3.875,0.908725
irregular,80,1.5,3.925,0.908725
irregular,80,1.5,3.975,0.908725
irregular,80,2.0,0.025,1.0663
irregular,80,2.0,0.075,1.0663
irregular,80,2.0,0.125,1.0663
irregular,80,2.0,0.175,1.0663
irregular,80,2.0,0.225,1.0663
irregular,80,2.0,0.275,1.0663
irregular,80,2.0,0.325,1.0663
irregular,80,2.0,0.375,1.0663
irregular,80,2.0,0.425,1.0663
irregular,80,2.0,0.475,1.0663
irregular,80,2.0,0.525,1.0663
irregular,80,2.0,0.575,1.0663
irregular,80,2.0,0.625,1.0663
irregular,80,2.0,0.675,1.0663
irregular,80,2.0,0.725,1.0663
irregular,80,2.0,0.775,1.0663
irregular,80,2.0,0.825,1.0663
irregular,80,2.0,0.875,1.0663
irregular,80,2.0,0.925,1.0663
irregular,80,2.0,0.975,1.0663
irregular,80,2.0,1.025,1.0663
irregular,80,2.0,1.075,1.0663
irregular,80,2.0,1.125,1.0663
irregular,80,2.0,1.175,1.0663
irregular,80,2.0,1.225,1.0663
irregular,80,2.0,1.275,1.0663
irregular,80,2.0,1.325,1.0663
irregular,80,2.0,1.375,1.0663
irregular,80,2.0,1.425,1.0663
irregular,80,2.0,1.475,1.0663
irregular,80,2.0,1.525,1.0663
irregular,80,2.0,1.575,1.0663
irregular,80,2.0,1.625,1.0663
irregular,80,2.0,1.675,1.0663
irregular,80,2.0,1.725,1.0663
irregular,80,2.0,1.775,1.0663
irregular,80,2.0,1.825,1.0663
irregular,80,2.0,1.875,1.0663
irregular,80,2.0,1.925,1.0663
irregular,80,2.0,1.975,1.0663
irregular,80,2.0,2.025,1.0663
irregular,80,2.0,2.075,1.0663
irregular,80,2.0,2.125,1.0663
irregular,80,2.0,2.175,1.0663
irregular,80,2.0,2.225,1.0663
irregular,80,2.0,2.275,1.0663
irregular,80,2.0,2.325,1.0663
irregular,80,2.0,2.375,1.0663
irregular,80,2.0,2.425,1.0663
irregular,80,2.0,2.475,1.0663
