level,n_station,n_sub,n_rk4_steps,t_strip_s,rep_spread,n_rep,t_ibl3_s,t_inviscid_s,p1_strip,p1_ibl3,speedup_vs_ibl3
S2,3557,1,3557,0.31463052998878993,0.014595633802127738,3,136.75,13.4,0.02347989029767089,10.205007513880568,434.63677858875394
S2,3557,2,7114,0.5632600109966006,0.014153220273432285,3,136.75,13.4,0.04203432917885079,10.205007513880568,242.78307944858759
S2,3557,4,14228,1.0507430430152453,0.013538635443935257,3,136.75,13.4,0.07841365992651085,10.205007513880568,130.1459961205909
S4,13764,1,13764,1.2239291899895761,0.014586569338078758,3,914.62,150.6,0.008127019853848448,6.073161481992048,747.2817933264502
S4,13764,2,27528,2.1880320140044205,0.005793738820907923,3,914.62,150.6,0.014528765033229885,6.073161481992048,418.0103372098797
S4,13764,4,55056,4.081485204020282,0.013078770667856633,3,914.62,150.6,0.027101495378620732,6.073161481992048,224.08999525444682
