state,arm,eta,x_percell,x_subcell
WB M0.86,P2,0.44,0.6777403348681909,0.6780984071727229
WB M0.86,P2,0.65,0.6310894004475307,0.6319832039249325
WB M0.86,P2,0.8,0.5677256124105129,0.5679024634379128
WB M0.86,P2,0.9,0.49632512906898485,0.49635158348191066
WB M0.86,P2,0.96,0.4732326850887026,0.4732585505775906
WB M0.86,P2,0.99,0.9856642771428016,0.9856944644192973
WB M0.86,P3,0.2,0.7194557331157457,0.7194558031366779
WB M0.86,P3,0.44,0.6777403348681909,0.6780446117484542
WB M0.86,P3,0.65,0.6310894004475307,0.631653355940477
WB M0.86,P3,0.8,0.5677256124105129,0.5679308738136788
WB M0.86,P3,0.9,0.49331122985745196,0.4955087527851262
WB M0.86,P3,0.96,0.4732326850887026,0.4732705383964577
WB M0.86,P3,0.99,0.979609834873758,0.9796210844605417
WB M0.86,S1,0.2,0.7290824691384524,0.7306153988318989
WB M0.86,S1,0.44,0.6684582277287107,0.6687048181361592
WB M0.86,S1,0.65,0.6310894004475307,0.6326269598092241
WB M0.86,S1,0.8,0.5731024054777184,0.5731825751529609
WB M0.86,S1,0.9,0.49632512906898485,0.496363467779858
WB M0.86,S1,0.96,0.9988092571372407,0.9988740288338971
WB M0.86,S1,0.99,0.9870995773858117,0.9871302607139268
WB M0.86,S2,0.2,0.7274234350563028,0.7274566303490283
WB M0.86,S2,0.44,0.6777403348681909,0.6778647494504331
WB M0.86,S2,0.65,0.6310894004475307,0.6323431007571464
WB M0.86,S2,0.8,0.5677256124105129,0.5679813663543066
WB M0.86,S2,0.9,0.49632512906898485,0.49633693681456503
WB M0.86,S2,0.96,0.4732326850887026,0.4732646163279234
WB M0.86,S2,0.99,0.9888425669619278,0.988906243670902
WB M0.86,S3,0.2,0.7274234350563028,0.7274258255416021
WB M0.86,S3,0.44,0.6777403348681909,0.6779622239094386
WB M0.86,S3,0.65,0.6310894004475307,0.6318715263287761
WB M0.86,S3,0.8,0.5731024054777184,0.573127709852608
WB M0.86,S3,0.9,0.49331122985745196,0.4955050384540681
WB M0.86,S3,0.96,0.4732326850887026,0.47324737300069547
WB M0.86,S3,0.99,0.9812463801052841,0.9812481787933245
WB M0.88,P0,0.2,0.7877396190340124,0.7877739052734902
WB M0.88,P0,0.44,0.7384673173155675,0.738481668104062
WB M0.88,P0,0.65,0.6713519338004706,0.6713642766103145
WB M0.88,P0,0.8,0.6306134632684176,0.6306334926132077
WB M0.88,P0,0.9,0.5745034042127092,0.5752665783929243
WB M0.88,P0,0.96,0.9988092571372407,0.9989372859010673
WB M0.88,P0,0.99,0.9911085833775706,0.9911398900361449
WB M0.88,P1,0.2,0.7877396190340124,0.7878146492478014
WB M0.88,P1,0.44,0.72716112575173,0.7271775376456341
WB M0.88,P1,0.65,0.6713519338004706,0.6713666772650797
WB M0.88,P1,0.8,0.6306134632684176,0.6307192475839295
WB M0.88,P1,0.9,0.5822946140558939,0.5823283632958404
WB M0.88,P1,0.96,0.5512268469467183,0.5512939003977848
WB M0.88,P1,0.99,0.9888425669619278,0.9888951430753875
WB M0.88,P2,0.2,0.7928681269628359,0.7939013028545476
WB M0.88,P2,0.44,0.72716112575173,0.727207624526697
WB M0.88,P2,0.65,0.6734309608697115,0.6734483773487603
WB M0.88,P2,0.8,0.6156084051703626,0.6163003198946664
WB M0.88,P2,0.9,0.5745034042127092,0.5806009039241
WB M0.88,P2,0.96,0.5467071407693307,0.5468601244184194
WB M0.88,P2,0.99,0.9915910193020939,0.9916042218097119
WB M0.88,P3,0.2,0.7851518455105314,0.7853482717730275
WB M0.88,P3,0.44,0.72716112575173,0.727177638048301
WB M0.88,P3,0.65,0.6801818784091338,0.680220716212478
WB M0.88,P3,0.8,0.6156084051703626,0.6158613103705041
WB M0.88,P3,0.9,0.5745034042127092,0.5756856129901929
WB M0.88,P3,0.96,0.5365409922127796,0.5390222550560592
WB M0.88,P3,0.99,0.9854375116138793,0.9854397087682175
WB M0.88,S1,0.2,0.7877396190340124,0.7877870906794572
WB M0.88,S1,0.44,0.72716112575173,0.7271767456096769
WB M0.88,S1,0.65,0.6713519338004706,0.6713678015872665
WB M0.88,S1,0.8,0.6306134632684176,0.630683099425044
WB M0.88,S1,0.9,0.5745034042127092,0.5781390204865474
WB M0.88,S1,0.96,0.9988092571372407,0.9989480777629279
WB M0.88,S1,0.99,0.9911085833775706,0.9911217068363601
WB M0.88,S2,0.2,0.7877396190340124,0.7877990335980137
WB M0.88,S2,0.44,0.72716112575173,0.7271859422891991
WB M0.88,S2,0.65,0.6798997092294007,0.6799155629542674
WB M0.88,S2,0.8,0.6156084051703626,0.6162162848334171
WB M0.88,S2,0.9,0.5745034042127092,0.5774563577834343
WB M0.88,S2,0.96,0.5467071407693307,0.5470579119184303
WB M0.88,S2,0.99,0.9888425669619278,0.9889736739745751
WB M0.88,S3,0.2,0.7877396190340124,0.7877787820813701
WB M0.88,S3,0.44,0.72716112575173,0.7271729519249372
WB M0.88,S3,0.65,0.6798997092294007,0.6799461713248693
WB M0.88,S3,0.8,0.6156084051703626,0.6158968187782143
WB M0.88,S3,0.9,0.5616382941762008,0.5616835317103039
WB M0.88,S3,0.96,0.5365409922127796,0.5381627599534957
WB M0.88,S3,0.99,0.9888425669619278,0.988886468531552
WB xcoarse,P0,0.2,0.7903757997127105,0.7905729227293092
WB xcoarse,P0,0.44,0.7106782049772911,0.7119319146761112
WB xcoarse,P0,0.65,0.6689681468563924,0.6691568678332293
WB xcoarse,P0,0.8,0.6248028277140217,0.6256433421040067
WB xcoarse,P0,0.9,0.5959825627011562,0.5970949456987232
WB xcoarse,P0,0.96,0.996113019716915,0.9962303391804571
WB xcoarse,P0,0.99,0.9706094845020539,0.9706196134312
WB xcoarse,P1,0.2,0.7777435231915271,0.7778817976560484
WB xcoarse,P1,0.44,0.7364953289034002,0.7365775164011179
WB xcoarse,P1,0.65,0.6689681468563924,0.6691312606695525
WB xcoarse,P1,0.8,0.6248028277140217,0.6249576905292543
WB xcoarse,P1,0.9,0.5781468284474695,0.5785138989418216
WB xcoarse,P1,0.96,0.9784667895234401,0.9788591885355395
WB xcoarse,P1,0.99,0.9618537664094173,0.9620625043425586
WB xcoarse,P2,0.2,0.7777435231915271,0.7778538378114725
WB xcoarse,P2,0.44,0.7364953289034002,0.7367051643321203
WB xcoarse,P2,0.65,0.6589359411058893,0.6643916460085753
WB xcoarse,P2,0.8,0.6356960267760956,0.6358006228117533
WB xcoarse,P2,0.9,0.5781468284474695,0.578220434473072
WB xcoarse,P2,0.96,0.9784667895234401,0.9786104570257435
WB xcoarse,P2,0.99,0.9578305324136142,0.9578571420365444
WB xcoarse,P3,0.2,0.7777435231915271,0.7777535725115247
WB xcoarse,P3,0.44,0.7106782049772911,0.7115152498368841
WB xcoarse,P3,0.65,0.6671437603088032,0.6679039965318867
WB xcoarse,P3,0.8,0.6108560114020334,0.6121169799318266
WB xcoarse,P3,0.9,0.5451458867330429,0.5453464669974123
WB xcoarse,P3,0.96,0.5159667986778733,0.5159781162224079
WB xcoarse,P3,0.99,0.9578305324136142,0.9578381156849383
WB xcoarse,S1,0.2,0.7777435231915271,0.7779034482353467
WB xcoarse,S1,0.44,0.7106782049772911,0.711871951713039
WB xcoarse,S1,0.65,0.6689681468563924,0.6691074718312976
WB xcoarse,S1,0.8,0.6248028277140217,0.6253020691043691
WB xcoarse,S1,0.9,0.5781468284474695,0.5784512529533382
WB xcoarse,S1,0.96,0.9996620504964836,0.9997290655857418
WB xcoarse,S1,0.99,0.9742986748093764,0.9743683364812782
WB xcoarse,S2,0.2,0.7777435231915271,0.7778415458489863
WB xcoarse,S2,0.44,0.7106782049772911,0.7115748772257926
WB xcoarse,S2,0.65,0.6689681468563924,0.6690145388567519
WB xcoarse,S2,0.8,0.6248028277140217,0.624923008668292
WB xcoarse,S2,0.9,0.5781468284474695,0.578217896321881
WB xcoarse,S2,0.96,0.9784667895234401,0.9787195826886662
WB xcoarse,S2,0.99,0.9618537664094173,0.9620209848932607
WB xcoarse,S3,0.2,0.7777435231915271,0.7777457251201384
WB xcoarse,S3,0.44,0.7106782049772911,0.7114021018088347
WB xcoarse,S3,0.65,0.6589359411058893,0.6639501168480133
WB xcoarse,S3,0.8,0.6108560114020334,0.611633899776453
WB xcoarse,S3,0.9,0.5451458867330429,0.5453253228295265
WB xcoarse,S3,0.96,0.4916603379682206,0.4918513505472504
WB xcoarse,S3,0.99,0.9578305324136142,0.957842859629063
WB medium,P0,0.2,0.8083960372644239,0.8091538965633058
WB medium,P0,0.44,0.7163415040462645,0.7163556097612307
WB medium,P0,0.65,0.6647290863190904,0.6647316213664228
WB medium,P0,0.8,0.5963199662333076,0.5965369236481046
WB medium,P0,0.9,0.5424517989086133,0.5425356220136316
WB medium,P0,0.96,1.0,0.998467470583701
WB medium,P0,0.99,0.9970886220451038,0.9970997485575137
WB medium,P1,0.2,0.8083960372644239,0.809083242387116
WB medium,P1,0.44,0.7251321706300207,0.7251862987194225
WB medium,P1,0.65,0.6629643486720292,0.6629778083538833
WB medium,P1,0.8,0.5974586195744334,0.5974886425740559
WB medium,P1,0.9,0.5422591744482393,0.5423634323913149
WB medium,P1,0.96,0.9992977203748251,0.9995600761240901
WB medium,P1,0.99,0.9970886220451038,0.9970941615130036
WB medium,P2,0.2,0.8107451424009221,0.810746859820852
WB medium,P2,0.44,0.7251321706300207,0.7254884596614202
WB medium,P2,0.65,0.6629643486720292,0.6629652222524474
WB medium,P2,0.8,0.5940263666545724,0.5940302247426764
WB medium,P2,0.9,0.5450965537167196,0.5452983910810925
WB medium,P2,0.96,0.9986291523810537,0.9988717822165657
WB medium,P2,0.99,0.9977655766193544,0.9977717009050053
WB medium,P3,0.2,0.8083960372644239,0.8086623427149594
WB medium,P3,0.44,0.7251321706300207,0.725378567251908
WB medium,P3,0.65,0.6629643486720292,0.6629717081501181
WB medium,P3,0.8,0.5935551965064175,0.5938378730343427
WB medium,P3,0.9,0.5450965537167196,0.5451232495397206
WB medium,P3,0.96,0.9986291523810537,0.9988116130822114
WB medium,P3,0.99,0.9970886220451038,0.9970950392525882
WB medium,S1,0.2,0.8083960372644239,0.80908073595542
WB medium,S1,0.44,0.7251321706300207,0.7251623014667257
WB medium,S1,0.65,0.6629643486720292,0.6629819957644882
WB medium,S1,0.8,0.5963199662333076,0.5964786534350298
WB medium,S1,0.9,0.5422591744482393,0.5423561577100116
WB medium,S1,0.96,1.0,0.9995701434784294
WB medium,S1,0.99,0.9952222418034996,0.9952633565887461
WB medium,S2,0.2,0.8083960372644239,0.8091097728519105
WB medium,S2,0.44,0.7251321706300207,0.7253039108038607
WB medium,S2,0.65,0.6629643486720292,0.6629728083135896
WB medium,S2,0.8,0.5963199662333076,0.5963600772110088
WB medium,S2,0.9,0.5422591744482393,0.5423305260325938
WB medium,S2,0.96,0.9986291523810537,0.9987720296742665
WB medium,S2,0.99,0.9970886220451038,0.9970917992641429
WB medium,S3,0.2,0.8077084633667514,0.8083106167092441
WB medium,S3,0.44,0.7251321706300207,0.7253298926930093
WB medium,S3,0.65,0.6629643486720292,0.662971311113127
WB medium,S3,0.8,0.5963199662333076,0.5963269451750131
WB medium,S3,0.9,0.5450965537167196,0.5451010598234411
WB medium,S3,0.96,0.9986291523810537,0.9988710566510983
WB medium,S3,0.99,0.9977655766193544,0.9977660060682224
