node,x_c,side,regime,region,F_delta,F_A,F_B,F_Psi,F_Ct1,F_Ct2,F_max
123,0.602715,1,turbulent,mid,-3.319514e-07,9.711344e-09,-6.280665e-07,3.429218e-08,-1.770579e-10,-1.335214e-20,6.280665e-07
124,0.582786,1,turbulent,mid,-3.251557e-07,-1.728450e-09,-6.177484e-07,2.064740e-08,2.039020e-10,-1.640572e-20,6.177484e-07
125,0.562852,1,turbulent,mid,-3.183057e-07,-4.336133e-09,-6.066573e-07,1.913270e-08,5.755183e-10,-2.010077e-20,6.066573e-07
126,0.542912,1,turbulent,mid,-3.107429e-07,-1.113037e-09,-5.936418e-07,2.316038e-08,9.614244e-10,-2.462734e-20,5.936418e-07
127,0.522966,1,turbulent,mid,-3.064606e-07,4.858828e-09,-5.863360e-07,2.988724e-08,1.325343e-09,-3.023986e-20,5.863360e-07
128,0.503015,1,turbulent,mid,-3.015349e-07,3.944693e-09,-5.779976e-07,2.807064e-08,1.715834e-09,-3.737799e-20,5.779976e-07
129,0.483058,1,turbulent,mid,-2.976057e-07,1.920081e-09,-5.715084e-07,2.514280e-08,2.100744e-09,-4.594606e-20,5.715084e-07
130,0.463095,1,turbulent,mid,-2.932067e-07,-6.845633e-10,-5.639822e-07,2.196866e-08,2.498759e-09,-5.590383e-20,5.639822e-07
131,0.443127,1,turbulent,mid,-2.892558e-07,-8.831339e-10,-5.573092e-07,2.211468e-08,2.895053e-09,-6.801254e-20,5.573092e-07
132,0.423154,1,turbulent,mid,-2.847751e-07,-1.396853e-09,-5.495975e-07,2.173100e-08,3.309114e-09,-8.192045e-20,5.495975e-07
133,0.403176,1,turbulent,mid,-2.797153e-07,-5.902026e-10,-5.409846e-07,2.346186e-08,3.726998e-09,-9.689450e-20,5.409846e-07
134,0.383193,1,turbulent,mid,-2.760722e-07,-4.155277e-11,-5.354570e-07,2.403253e-08,4.138670e-09,-1.137019e-19,5.354570e-07
135,0.363206,1,turbulent,mid,-2.743675e-07,-5.504133e-09,-5.342840e-07,1.690836e-08,4.560073e-09,-1.313076e-19,5.342840e-07
136,0.343215,1,turbulent,mid,-2.746425e-07,-1.370882e-08,-5.377470e-07,7.745911e-09,4.962832e-09,-1.418176e-19,5.377470e-07
137,0.323222,1,turbulent,mid,-2.773907e-07,-2.634359e-08,-5.471094e-07,-5.299618e-09,5.365874e-09,-1.386474e-19,5.471094e-07
138,0.303227,1,turbulent,mid,-2.824507e-07,-4.971339e-08,-5.628193e-07,-2.947121e-08,5.757044e-09,-1.117707e-19,5.628193e-07
139,0.283231,1,turbulent,mid,-2.798469e-07,-1.075476e-07,-5.656148e-07,-9.131835e-08,6.108606e-09,-1.150957e-20,5.656148e-07
140,0.263237,1,turbulent,mid,-2.319248e-07,-2.132845e-07,-4.789504e-07,-2.064531e-07,6.483265e-09,2.934902e-19,4.789504e-07
141,0.243247,1,turbulent,mid,-1.991742e-07,-5.587926e-07,-4.238330e-07,-6.117770e-07,7.325819e-09,1.314314e-18,6.117770e-07
142,0.223264,1,turbulent,mid,-1.685659e-07,3.588685e-07,-3.512054e-07,4.505746e-07,7.896272e-09,9.362331e-19,4.505746e-07
143,0.203292,1,turbulent,mid,-1.872821e-07,7.557540e-07,-3.452023e-07,8.958315e-07,1.224414e-08,8.588225e-19,8.958315e-07
144,0.183336,1,turbulent,mid,-2.076564e-07,-1.264123e-07,-3.708549e-07,-1.536041e-07,2.263733e-08,-1.936638e-17,3.708549e-07
145,0.163403,1,turbulent,mid,-3.775357e-07,-2.686118e-07,-9.352976e-07,-3.412411e-07,5.554072e-09,-2.714107e-17,9.352976e-07
146,0.143504,1,turbulent,mid,-4.932706e-07,3.019262e-07,-1.223224e-06,4.073590e-07,-3.418087e-09,-1.892484e-16,1.223224e-06
147,0.123653,1,turbulent,mid,1.642325e-07,5.337071e-08,4.304110e-07,7.749391e-08,-3.808796e-09,-2.916987e-16,4.304110e-07
148,0.103870,1,turbulent,mid,-6.685332e-08,-9.575971e-08,-1.179216e-07,-1.106087e-07,7.312512e-09,-1.140393e-15,1.179216e-07
149,0.084192,1,turbulent,mid,2.360895e-07,-3.931453e-09,7.038733e-07,4.813945e-09,1.006991e-08,-7.325921e-16,7.038733e-07
150,0.064677,1,turbulent,mid,5.997059e-07,4.760372e-08,1.792482e-06,6.484440e-08,1.812376e-08,-7.095424e-14,1.792482e-06
151,0.045445,1,laminar,le_band,5.617347e-07,1.582056e-08,1.520089e-06,1.646857e-08,6.498563e-19,0.000000e+00,1.520089e-06
152,0.026780,1,laminar,le_band,2.673842e-07,2.550891e-08,8.817671e-08,-3.506853e-09,0.000000e+00,0.000000e+00,2.673842e-07
