section,variant,n_cut,n_ext,n_beyond_tip,n_span_blended,converged,res,n_newton,n_limited,n_floored,cl_p,cl_kj,mmax,tip_mmax,wall_s,peak_x,peak_y,peak_z,cl_drift_pct,gamma_drift_max_pct,gamma_drift_mean_pct,delta_drift_max_pct,delta_drift_mean_pct,q_lo,q_hi,q_mid,z_mid,n_elem,delta_mean,delta_max,m2_main_max,gamma,metric,value,x_lo,x_hi
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.987775066308547,1.0036957871042496,0.9957354267063983,1.1083051307966476,13,0.04955638024206884,0.060748624223638914,0.2615145259532474,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0036957871042496,1.0196165078999522,1.0116561475021009,1.1236273820847915,18,0.0509868319503767,0.06336658865674383,0.2612260001327238,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0196165078999522,1.0355372286956546,1.0275768682978033,1.1389496333729352,17,0.05144315047489642,0.06177321553995263,0.25766505551791086,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0355372286956546,1.0514579494913572,1.0434975890935059,1.154271884661079,18,0.04681179802621481,0.06290467337857897,0.2559415374473977,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0514579494913572,1.0673786702870598,1.0594183098892085,1.1695941359492232,26,0.04078580889512505,0.06304497383381169,0.33641095534416326,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0673786702870598,1.0832993910827624,1.075339030684911,1.1849163872373671,28,0.03766870806451296,0.06140679337390875,0.9957274256139764,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0832993910827624,1.099220111878465,1.0912597514806137,1.200238638525511,27,0.03607549853848015,0.06223845543748785,2.537255632376207,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.099220111878465,1.1151408326741674,1.1071804722763163,1.2155608898136552,17,0.04637954772228742,0.06023831707045879,4.757965560653975,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.1151408326741674,1.13106155346987,1.1231011930720187,1.2308831411017989,14,0.05048390225512365,0.059785030793485516,0.34356400618925215,,,,,
ring,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.13106155346987,1.1469822742655726,1.1390219138677213,1.2462053923899428,10,0.05270105411414931,0.06067200623281088,0.4311464321426357,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,0.9400129039214393,0.932052543523588,1.0470161256440718,24,0.018269141224907495,0.031011193181514407,0.25445524984329176,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9400129039214393,0.9559336247171418,0.9479732643192906,1.0623383769322159,16,0.019505258843662367,0.029530391261184175,0.25464685545831545,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9559336247171418,0.9718543455128444,0.9638939851149931,1.0776606282203598,22,0.016128557864321155,0.027700450551671474,0.26004784447706975,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9718543455128444,0.987775066308547,0.9798147059106956,1.0929828795085035,18,0.015027139447408256,0.02613717557785905,0.25370048576582377,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.987775066308547,1.0036957871042496,0.9957354267063983,1.1083051307966476,13,0.01624326974068382,0.024333455331345677,0.2527497133311242,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0036957871042496,1.0196165078999522,1.0116561475021009,1.1236273820847915,18,0.013043627228522533,0.022039022689451848,0.2559315974766595,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0196165078999522,1.0355372286956546,1.0275768682978033,1.1389496333729352,17,0.009996681051344547,0.018864001492846394,0.25505326545412427,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0355372286956546,1.0514579494913572,1.0434975890935059,1.154271884661079,18,0.010879721018021557,0.018733250991155692,0.25553391212893456,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0514579494913572,1.0673786702870598,1.0594183098892085,1.1695941359492232,26,0.010113713535626472,0.014568594800727974,0.25406266984064546,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0673786702870598,1.0832993910827624,1.075339030684911,1.1849163872373671,28,0.006802822715474448,0.009852205274228476,0.2533047696683796,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0832993910827624,1.099220111878465,1.0912597514806137,1.200238638525511,27,0.003671167869771366,0.00504325673595879,0.26629887824487125,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.099220111878465,1.1151408326741674,1.1071804722763163,1.2155608898136552,17,0.002121801227669101,0.0038993673086382685,0.27357643896780026,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.1151408326741674,1.13106155346987,1.1231011930720187,1.2308831411017989,14,0.0018959477413439158,0.0037513006761199508,0.26355816226738066,,,,,
ring,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.13106155346987,1.1469822742655726,1.1390219138677213,1.2462053923899428,10,0.001315827951311682,0.0028125748515324123,0.2567872323984255,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.2390758044842884,1.0815839938050127,1.1909265984231079,308,0.07000624439293328,0.08143722694922223,57.90106583901172,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,1.2390758044842884,1.5540594258428402,1.3965676151635642,1.4940697952693238,45,0.07654694699567355,0.07833791304301707,0.33139440910878104,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,1.5540594258428402,1.869043047201392,1.7115512365221162,1.79721299211554,15,0.0776383951095982,0.07812974912117543,0.2792190132577049,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,1.869043047201392,2.1840266685599437,2.0265348578806677,2.100356188961756,8,0.07802993620932619,0.07825526449084452,0.25113734209990146,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,2.1840266685599437,2.4990102899184956,2.3415184792392196,2.4034993858079723,3,0.07807362250575807,0.07807802776805534,0.2516948770103287,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,2.4990102899184956,2.813993911277047,2.6565021005977716,2.7066425826541884,7,0.07822078446579837,0.07832715312322502,0.25158969365681716,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,2.813993911277047,3.1289775326355986,2.9714857219563227,3.0097857795004037,3,0.07829238923751722,0.07833791304301707,0.2549327855775135,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,3.1289775326355986,3.4439611539941506,3.2864693433148746,3.3129289763466203,2,0.07824462961586104,0.07824693001574046,0.2494448975483346,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,3.4439611539941506,3.7589447753527025,3.6014529646734266,3.6160721731928365,3,0.07826490369188076,0.07826727735345737,0.2521319269608902,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,3.7589447753527025,4.0739283967112545,3.9164365860319785,3.9192153700390526,2,0.07828465972912914,0.07828856023163319,0.25080550758347947,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,4.0739283967112545,4.388912018069806,4.23142020739053,4.222358566885268,3,0.07830311034220634,0.07832205958999161,0.2495395612432864,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,4.388912018069806,4.7038956394283575,4.5464038287490816,4.5255017637314845,1,0.07829756054457215,0.07829756054457215,0.24959822594128017,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,4.7038956394283575,5.0188792607869095,4.8613874501076335,4.8286449605777015,1,0.07833791304301707,0.07833791304301707,0.25084297882353285,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,5.0188792607869095,5.333862882145461,5.1763710714661855,5.131788157423918,2,0.07832099721781777,0.07833281950978366,0.24980187166044668,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,5.333862882145461,5.6488465035040125,5.4913546928247365,5.434931354270133,1,0.07831006004544983,0.07831006004544983,0.24896361464055555,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,5.6488465035040125,5.9638301248625645,5.8063383141832885,5.738074551116349,3,0.0783186276046975,0.07832562680874444,0.25028698388496584,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,5.9638301248625645,6.278813746221116,6.1213219355418405,6.041217747962565,2,0.07832120515932472,0.07832179812047957,0.24962993877368786,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,6.593797367579668,6.9087809889382195,6.7512891782589435,6.647504141654997,2,0.07833025506607424,0.07833638672853649,0.24976246846356404,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,7.223764610296771,7.538748231655323,7.381256420976047,7.25379053534743,1,0.07832656159508272,0.07832656159508272,0.2501822280055273,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,8.168715474372426,8.483699095730978,8.326207285051701,8.163220125886077,2,0.07833329959757329,0.07833638672853649,0.2499023916854263,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,8.483699095730978,8.79868271708953,8.641190906410255,8.466363322732295,1,0.07833255804027162,0.07833255804027162,0.24795129484578732,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,8.79868271708953,9.113666338448082,8.956174527768805,8.76950651957851,1,0.07833372367205221,0.07833372367205221,0.24722666694952503,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,9.428649959806634,9.743633581165184,9.58614177048591,9.375792913270942,2,0.07833465894939998,0.07833527674392499,0.2524546318998973,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,9.743633581165184,10.058617202523736,9.90112539184446,9.678936110117156,1,0.07833638672853649,0.07833638672853649,0.2496115225147385,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,11.003568066599392,11.318551687957944,11.161059877278667,10.891508897502021,1,0.07833755236031709,0.07833755236031709,0.24463381828408817,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,11.633535309316496,11.948518930675048,11.791027119995771,11.497795291194453,1,0.07833913468810838,0.07833913468810838,0.25118561957810237,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,11.948518930675048,12.2635025520336,12.106010741354325,11.800938488040671,1,0.07833910543218986,0.07833910543218986,0.24829401905263035,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,12.57848617339215,12.893469794750702,12.735977984071425,12.407224881733102,1,0.07833910543218996,0.07833910543218996,0.2492820393633643,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,12.893469794750702,13.208453416109254,13.050961605429979,12.71036807857932,1,0.07833989793397861,0.07833989793397861,0.2483991637438187,,,,,
ring,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,13.523437037467806,13.838420658826358,13.680928848147083,13.316654472271752,1,0.07833989793397872,0.07833989793397872,0.2487730348605504,,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05435836371327864,0.02717918185663932,0.1761575,3,,,,-0.07827311921418519,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.05435836371327864,0.10871672742655727,0.08153754556991796,0.2284725,4,,,,-0.0779121449459739,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.10871672742655727,0.16307509113983593,0.13589590928319661,0.2807875,3,,,,-0.07722238487160475,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.16307509113983593,0.21743345485311455,0.19025427299647524,0.33310249999999997,4,,,,-0.07672257885986664,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.21743345485311455,0.2717918185663932,0.24461263670975386,0.38541749999999997,4,,,,-0.07586755969272055,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.2717918185663932,0.32615018227967185,0.2989710004230325,0.43773249999999997,3,,,,-0.07473663454866612,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.32615018227967185,0.3805085459929505,0.35332936413631116,0.49004749999999997,4,,,,-0.07369761142368308,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.3805085459929505,0.4348669097062291,0.4076877278495898,0.5423625,4,,,,-0.07238705610124638,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.4348669097062291,0.4892252734195077,0.4620460915628684,0.5946775,3,,,,-0.07082396382687066,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.4892252734195077,0.5435836371327863,0.5164044552761471,0.6469925000000001,4,,,,-0.06940789727320307,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.5435836371327863,0.597942000846065,0.5707628189894256,0.6993075,4,,,,-0.06778015579061175,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.597942000846065,0.6523003645593437,0.6251211827027043,0.7516225000000001,3,,,,-0.06640042505268491,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.6523003645593437,0.7066587282726223,0.6794795464159831,0.8039375000000001,4,,,,-0.0646219725825799,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.7066587282726223,0.761017091985901,0.7338379101292616,0.8562525,4,,,,-0.061670678113289135,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.761017091985901,0.8153754556991796,0.7881962738425403,0.9085675000000001,3,,,,-0.05873587518030902,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.8153754556991796,0.8697338194124582,0.8425546375558188,0.9608825,4,,,,-0.05538593768905298,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.8697338194124582,0.9240921831257368,0.8969130012690976,1.0131975,4,,,,-0.05066086981318807,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257368,0.9784505468390154,0.9512713649823761,1.0655124999999999,3,,,,-0.04537068889543964,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,0.9784505468390154,1.0328089105522942,1.0056297286956548,1.1178275,4,,,,-0.038082894611991214,,,,
gamma,baseline,,,,,,,,,,,,,,,,,,,,,,,1.0328089105522942,1.0871672742655727,1.0599880924089335,1.1701425,5,,,,-0.02232930915922484,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05435836371327864,0.02717918185663932,0.1761575,3,,,,-0.07894982949164586,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.05435836371327864,0.10871672742655727,0.08153754556991796,0.2284725,4,,,,-0.0785939799353885,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.10871672742655727,0.16307509113983593,0.13589590928319661,0.2807875,3,,,,-0.07790918654681216,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.16307509113983593,0.21743345485311455,0.19025427299647524,0.33310249999999997,4,,,,-0.0774142777684588,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.21743345485311455,0.2717918185663932,0.24461263670975386,0.38541749999999997,4,,,,-0.07656533177439503,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.2717918185663932,0.32615018227967185,0.2989710004230325,0.43773249999999997,3,,,,-0.07544123635611384,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.32615018227967185,0.3805085459929505,0.35332936413631116,0.49004749999999997,4,,,,-0.07441044251891318,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.3805085459929505,0.4348669097062291,0.4076877278495898,0.5423625,4,,,,-0.07311279224689712,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.4348669097062291,0.4892252734195077,0.4620460915628684,0.5946775,3,,,,-0.07156502337865252,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.4892252734195077,0.5435836371327863,0.5164044552761471,0.6469925000000001,4,,,,-0.0701728113974979,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.5435836371327863,0.597942000846065,0.5707628189894256,0.6993075,4,,,,-0.06858526212611774,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.597942000846065,0.6523003645593437,0.6251211827027043,0.7516225000000001,3,,,,-0.06725720862408895,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.6523003645593437,0.7066587282726223,0.6794795464159831,0.8039375000000001,4,,,,-0.06555419398008794,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.7066587282726223,0.761017091985901,0.7338379101292616,0.8562525,4,,,,-0.06271740697350647,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.761017091985901,0.8153754556991796,0.7881962738425403,0.9085675000000001,3,,,,-0.05991696043692044,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.8153754556991796,0.8697338194124582,0.8425546375558188,0.9608825,4,,,,-0.056756918552915425,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.8697338194124582,0.9240921831257368,0.8969130012690976,1.0131975,4,,,,-0.05233049530960143,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257368,0.9784505468390154,0.9512713649823761,1.0655124999999999,3,,,,-0.04743430732008699,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.9784505468390154,1.0328089105522942,1.0056297286956548,1.1178275,4,,,,-0.04080723339637943,,,,
gamma,fringe_only,,,,,,,,,,,,,,,,,,,,,,,1.0328089105522942,1.0871672742655727,1.0599880924089335,1.1701425,5,,,,-0.026677488899173298,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05435836371327864,0.02717918185663932,0.1761575,3,,,,-0.06890451863768003,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.05435836371327864,0.10871672742655727,0.08153754556991796,0.2284725,4,,,,-0.06831771269229484,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.10871672742655727,0.16307509113983593,0.13589590928319661,0.2807875,3,,,,-0.06737567182545341,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.16307509113983593,0.21743345485311455,0.19025427299647524,0.33310249999999997,4,,,,-0.06660285295576682,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.21743345485311455,0.2717918185663932,0.24461263670975386,0.38541749999999997,4,,,,-0.06537374251538888,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.2717918185663932,0.32615018227967185,0.2989710004230325,0.43773249999999997,3,,,,-0.0639068297498796,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.32615018227967185,0.3805085459929505,0.35332936413631116,0.49004749999999997,4,,,,-0.06258770722615509,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.3805085459929505,0.4348669097062291,0.4076877278495898,0.5423625,4,,,,-0.0608766389502578,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.4348669097062291,0.4892252734195077,0.4620460915628684,0.5946775,3,,,,-0.05889095184913332,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.4892252734195077,0.5435836371327863,0.5164044552761471,0.6469925000000001,4,,,,-0.05709885298392009,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.5435836371327863,0.597942000846065,0.5707628189894256,0.6993075,4,,,,-0.0550381784972899,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.597942000846065,0.6523003645593437,0.6251211827027043,0.7516225000000001,3,,,,-0.05334460037141331,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.6523003645593437,0.7066587282726223,0.6794795464159831,0.8039375000000001,4,,,,-0.051333934646275614,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.7066587282726223,0.761017091985901,0.7338379101292616,0.8562525,4,,,,-0.04807465539307615,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.761017091985901,0.8153754556991796,0.7881962738425403,0.9085675000000001,3,,,,-0.044904052612631196,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.8153754556991796,0.8697338194124582,0.8425546375558188,0.9608825,4,,,,-0.041150236726718914,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.8697338194124582,0.9240921831257368,0.8969130012690976,1.0131975,4,,,,-0.036328716797360494,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257368,0.9784505468390154,0.9512713649823761,1.0655124999999999,3,,,,-0.03161769836180187,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9784505468390154,1.0328089105522942,1.0056297286956548,1.1178275,4,,,,-0.02542323009956665,,,,
gamma,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,1.0328089105522942,1.0871672742655727,1.0599880924089335,1.1701425,5,,,,-0.013492612764975754,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05435836371327864,0.02717918185663932,0.1761575,3,,,,-0.09071780273216468,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.05435836371327864,0.10871672742655727,0.08153754556991796,0.2284725,4,,,,-0.09041983763680617,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.10871672742655727,0.16307509113983593,0.13589590928319661,0.2807875,3,,,,-0.08980290962655253,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.16307509113983593,0.21743345485311455,0.19025427299647524,0.33310249999999997,4,,,,-0.08938080875857046,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.21743345485311455,0.2717918185663932,0.24461263670975386,0.38541749999999997,4,,,,-0.08863031674919347,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.2717918185663932,0.32615018227967185,0.2989710004230325,0.43773249999999997,3,,,,-0.08760839426813649,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.32615018227967185,0.3805085459929505,0.35332936413631116,0.49004749999999997,4,,,,-0.08667637323177987,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.3805085459929505,0.4348669097062291,0.4076877278495898,0.5423625,4,,,,-0.08551702661076069,,,,
