section,variant,n_cut,n_ext,n_beyond_tip,n_span_blended,converged,res,n_newton,n_limited,n_floored,cl_p,cl_kj,mmax,tip_mmax,wall_s,peak_x,peak_y,peak_z,cl_drift_pct,gamma_drift_max_pct,gamma_drift_mean_pct,delta_drift_max_pct,delta_drift_mean_pct,q_lo,q_hi,q_mid,z_mid,n_elem,delta_mean,delta_max,m2_main_max,gamma,metric,value,x_lo,x_hi
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.4348669097062291,0.4892252734195077,0.4620460915628684,0.5946775,3,,,,-0.08410973774564434,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.4892252734195077,0.5435836371327863,0.5164044552761471,0.6469925000000001,4,,,,-0.08287185343331938,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.5435836371327863,0.597942000846065,0.5707628189894256,0.6993075,4,,,,-0.08148768714329233,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.597942000846065,0.6523003645593437,0.6251211827027043,0.7516225000000001,3,,,,-0.08035664774937716,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.6523003645593437,0.7066587282726223,0.6794795464159831,0.8039375000000001,4,,,,-0.07887547233528475,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.7066587282726223,0.761017091985901,0.7338379101292616,0.8562525,4,,,,-0.07633935757739607,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.761017091985901,0.8153754556991796,0.7881962738425403,0.9085675000000001,3,,,,-0.07383014404595863,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.8153754556991796,0.8697338194124582,0.8425546375558188,0.9608825,4,,,,-0.07103469283020064,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.8697338194124582,0.9240921831257368,0.8969130012690976,1.0131975,4,,,,-0.06702515684806121,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257368,0.9784505468390154,0.9512713649823761,1.0655124999999999,3,,,,-0.06246658750300216,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.9784505468390154,1.0328089105522942,1.0056297286956548,1.1178275,4,,,,-0.05613984205758932,,,,
gamma,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,1.0328089105522942,1.0871672742655727,1.0599880924089335,1.1701425,5,,,,-0.04914763795497294,,,,
fringe_mech,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gamma_scalar,0.062388762584971336,,
fringe_mech,fringe_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gamma_scalar,0.06363316220076506,,
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gamma_scalar,0.05075779293691093,,
fringe_mech,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gamma_scalar,0.0783363325204908,,
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff_aux_total,4,,
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff_aux_in_fringe_band,0,,
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fringe_band_cut_elems_touching_farfield,0,,
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,fringe_band_cut_elems_by_x,49,0.0,2.0
fringe_mech,fringe_only,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,fringe_band_delta_mean,0.041588296833990804,0.0,2.0
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,fringe_band_delta_mean,0.0022599207820884703,0.0,2.0
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,fringe_band_cut_elems_by_x,13,2.0,5.0
fringe_mech,fringe_only,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,fringe_band_delta_mean,0.05835526790518856,2.0,5.0
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,fringe_band_delta_mean,0.0028611217257501573,2.0,5.0
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,fringe_band_cut_elems_by_x,0,5.0,30.0
fringe_mech,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.0871672742655727,,,,,,,,inboard_delta_ratio_vs_baseline,1.0827335026763774,0.0,2.0
fringe_mech,fringe_only,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.0871672742655727,,,,,,,,inboard_delta_ratio_vs_baseline,1.0399872473003073,2.0,30.0
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.0871672742655727,,,,,,,,inboard_delta_ratio_vs_baseline,0.37810320105408113,0.0,2.0
fringe_mech,fringe_fade,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.0871672742655727,,,,,,,,inboard_delta_ratio_vs_baseline,0.13305205464398462,2.0,30.0
fringe_mech,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.0871672742655727,,,,,,,,inboard_delta_ratio_vs_baseline,1.609392431406393,0.0,2.0
fringe_mech,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,0.9240921831257367,1.0871672742655727,,,,,,,,inboard_delta_ratio_vs_baseline,1.331158023313882,2.0,30.0
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ff_aux,4,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff_aux_q_min,-0.1558588274298534,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff_aux_q_max,5.030255583522224,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ff_aux_outboard,2,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinned_jump_abs_mean,0.06238876258497106,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinned_jump_abs_mean_outboard,0.0623887625849715,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_delta_on_pinned_hosts_mean,0.06237625093576776,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_delta_on_outboard_hosts_mean,0.062375876926585194,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pin_vs_local_mismatch_max,2.00389812028412e-05,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxR_ff_touching_main_rows,25.367370904263673,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxR_ff_adjacent_free_rows,6.164668775454629e-11,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_beyond_span,44,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_touching_farfield,6,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_q_max,2.820407734505739,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_z_max,2.8643869048181885,,
c3_audit,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_x_max,15.318587783206459,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ff_aux,12,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff_aux_q_min,-0.1558588274298534,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff_aux_q_max,16.626759945502368,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ff_aux_outboard,10,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinned_jump_abs_mean,0.07834148026176997,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinned_jump_abs_mean_outboard,0.07834148026176999,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_delta_on_pinned_hosts_mean,0.07833572511621915,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_delta_on_outboard_hosts_mean,0.07833671011949517,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pin_vs_local_mismatch_max,1.3628998865256037e-05,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxR_ff_touching_main_rows,25.366099473818473,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxR_ff_adjacent_free_rows,6.3028044579027664e-06,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_beyond_span,220,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_touching_farfield,26,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_q_max,14.15340428018491,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_z_max,13.771369267541077,,
c3_audit,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_x_max,15.318587783206459,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut,34242,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ext,12402,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_beyond_tip,2279,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_te_nodes,150,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_beyond_span,382,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_touching_farfield,9,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_q_max,1.5481756524754,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_z_max,1.6399787949184652,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_x_max,16.117354493279336,,
medium_class,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,te_aux_invariant,1,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut,36519,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_ext,13000,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_beyond_tip,1,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_te_nodes,150,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_beyond_span,2629,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_cut_touching_farfield,63,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_q_max,15.378447933136117,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_z_max,14.95036278990288,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut_centroid_x_max,16.117354493279336,,
medium_class,c3_noclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,te_aux_invariant,1,,
