eta,side,x_over_c,cp
0.96,upper,0.58394,-0.158938
0.96,upper,0.59595,-0.142028
0.96,upper,0.60995,-0.129835
0.96,upper,0.63308,-0.130696
0.96,upper,0.64716,-0.116592
0.96,upper,0.64776,-0.110907
0.96,upper,0.66180,-0.082241
0.96,upper,0.68433,-0.098669
0.96,upper,0.69845,-0.074103
0.96,upper,0.71160,-0.077023
0.96,upper,0.72554,-0.037024
0.96,upper,0.73550,-0.064892
0.96,upper,0.74961,-0.046380
0.96,upper,0.77272,-0.058831
0.96,upper,0.78666,-0.043761
0.96,upper,0.78927,-0.052291
0.96,upper,0.80318,-0.010137
0.96,upper,0.82345,-0.010080
0.96,upper,0.83746,0.001541
0.96,upper,0.85275,-0.010943
0.96,upper,0.86684,0.016759
0.96,upper,0.87489,0.055108
0.96,upper,0.88895,0.068003
0.96,upper,0.91201,0.064034
0.96,upper,0.92593,0.081138
0.96,upper,0.93083,0.098937
0.96,upper,0.94471,0.132616
0.96,upper,0.95881,0.180363
0.96,upper,0.96849,0.178924
0.96,upper,0.97603,0.257315
0.96,upper,0.98325,0.255728
0.96,upper,0.99286,0.347053
0.96,upper,1.00000,0.339583
0.96,lower,0.00007,0.786969
0.96,lower,0.00286,0.759299
0.96,lower,0.00907,0.382861
0.96,lower,0.01526,0.399477
0.96,lower,0.02287,-0.097844
0.96,lower,0.03027,-0.129158
0.96,lower,0.03818,-0.016416
0.96,lower,0.04696,-0.016739
0.96,lower,0.04904,-0.158310
0.96,lower,0.06071,-0.215910
0.96,lower,0.08397,-0.210263
0.96,lower,0.09840,-0.225453
0.96,lower,0.10840,-0.221475
0.96,lower,0.12279,-0.237318
0.96,lower,0.13160,-0.292000
0.96,lower,0.14622,-0.311998
0.96,lower,0.16388,-0.281862
0.96,lower,0.17882,-0.281330
0.96,lower,0.19658,-0.251371
0.96,lower,0.21050,-0.253440
0.96,lower,0.22924,-0.267624
0.96,lower,0.24519,-0.277683
0.96,lower,0.26311,-0.241428
0.96,lower,0.27811,-0.257899
0.96,lower,0.27866,-0.231034
0.96,lower,0.29348,-0.247987
0.96,lower,0.31167,-0.215075
0.96,lower,0.32661,-0.235005
0.96,lower,0.34482,-0.231417
0.96,lower,0.35968,-0.243333
0.96,lower,0.37793,-0.219361
0.96,lower,0.39275,-0.230961
0.96,lower,0.41087,-0.208339
0.96,lower,0.42586,-0.222841
0.96,lower,0.43442,-0.204836
0.96,lower,0.44928,-0.212439
0.96,lower,0.45892,-0.195462
0.96,lower,0.47377,-0.197130
0.96,lower,0.49201,-0.171808
0.96,lower,0.50691,-0.170584
0.96,lower,0.52502,-0.162700
0.96,lower,0.53993,-0.165458
0.96,lower,0.55833,-0.135011
0.96,lower,0.57313,-0.143082
0.96,lower,0.59033,-0.132522
0.96,lower,0.60524,-0.142526
0.96,lower,0.60597,-0.108528
0.96,lower,0.62084,-0.111920
0.96,lower,0.63902,-0.095398
0.96,lower,0.65386,-0.085369
0.96,lower,0.67195,-0.076497
0.96,lower,0.68673,-0.073304
0.96,lower,0.70512,-0.058096
0.96,lower,0.71987,-0.054971
0.96,lower,0.73821,-0.046724
0.96,lower,0.75321,-0.040959
0.96,lower,0.75999,-0.030789
0.96,lower,0.77474,-0.035950
0.96,lower,0.78560,-0.037397
0.96,lower,0.80044,-0.021727
0.96,lower,0.81854,-0.008337
0.96,lower,0.83335,-0.002732
0.96,lower,0.85143,0.015337
0.96,lower,0.86624,0.021687
0.96,lower,0.88399,0.026753
0.96,lower,0.89890,0.062590
0.96,lower,0.91402,0.083221
0.96,lower,0.92663,0.119161
0.96,lower,0.93671,0.096667
0.96,lower,0.95074,0.142150
0.96,lower,0.96123,0.173166
0.96,lower,0.96735,0.188132
0.96,lower,0.96893,0.210235
0.96,lower,0.97319,0.198572
0.96,lower,0.98013,0.240648
0.96,lower,0.98680,0.264123
0.96,lower,0.99310,0.351673
0.96,lower,0.99985,0.335354
0.99,upper,0.00000,-0.058404
0.99,upper,0.00273,-0.004859
0.99,upper,0.00475,-0.717669
0.99,upper,0.01015,-0.580058
0.99,upper,0.01624,-1.120335
0.99,upper,0.02148,-1.138478
0.99,upper,0.02822,-1.146231
0.99,upper,0.03458,-1.046255
0.99,upper,0.04194,-0.977587
0.99,upper,0.04937,-0.938585
0.99,upper,0.06618,-0.790495
0.99,upper,0.08148,-0.830290
0.99,upper,0.08403,-0.731091
0.99,upper,0.10096,-0.605155
0.99,upper,0.11751,-0.637909
0.99,upper,0.12157,-0.541053
0.99,upper,0.13713,-0.550757
0.99,upper,0.14967,-0.425093
0.99,upper,0.16189,-0.493819
0.99,upper,0.17744,-0.469315
0.99,upper,0.18185,-0.449514
0.99,upper,0.19809,-0.438737
0.99,upper,0.21422,-0.423958
0.99,upper,0.22093,-0.376087
0.99,upper,0.23576,-0.414195
0.99,upper,0.24440,-0.344145
0.99,upper,0.26052,-0.313799
0.99,upper,0.27887,-0.318268
0.99,upper,0.29756,-0.376709
0.99,upper,0.31384,-0.303623
0.99,upper,0.31398,-0.306788
0.99,upper,0.32928,-0.318238
0.99,upper,0.34571,-0.294302
0.99,upper,0.35398,-0.232032
0.99,upper,0.36870,-0.281093
0.99,upper,0.37736,-0.259855
0.99,upper,0.38505,-0.362473
0.99,upper,0.40048,-0.249913
0.99,upper,0.41102,-0.278523
0.99,upper,0.42654,-0.284928
0.99,upper,0.44209,-0.270229
0.99,upper,0.45799,-0.250931
0.99,upper,0.47348,-0.246070
0.99,upper,0.48244,-0.268895
0.99,upper,0.49877,-0.350919
0.99,upper,0.50896,-0.346045
0.99,upper,0.51624,-0.271691
0.99,upper,0.53220,-0.113739
0.99,upper,0.54800,-0.281326
0.99,upper,0.56065,-0.286084
0.99,upper,0.57080,-0.264622
0.99,upper,0.58896,-0.329565
0.99,upper,0.60504,-0.346241
0.99,upper,0.61658,-0.234805
0.99,upper,0.63214,-0.184057
0.99,upper,0.63774,-0.117660
0.99,upper,0.64237,-0.227974
0.99,upper,0.65710,-0.255368
0.99,upper,0.66908,-0.114740
0.99,upper,0.67994,-0.191720
0.99,upper,0.69545,-0.079344
0.99,upper,0.70241,-0.256550
0.99,upper,0.71678,-0.286446
0.99,upper,0.73355,-0.361650
0.99,upper,0.73716,-0.249598
0.99,upper,0.73805,-0.355836
0.99,upper,0.75311,-0.036638
0.99,upper,0.78029,-0.129962
0.99,upper,0.79583,-0.242089
0.99,upper,0.79965,-0.358272
0.99,upper,0.81618,-0.333263
0.99,upper,0.83343,-0.261903
0.99,upper,0.84913,-0.147962
0.99,upper,0.86499,-0.216408
0.99,upper,0.88178,-0.123988
0.99,upper,0.89675,-0.139805
0.99,upper,0.91269,-0.236904
0.99,upper,0.93098,-0.127542
0.99,upper,0.93896,-0.344550
0.99,upper,0.94991,0.055416
0.99,upper,0.95783,0.035251
0.99,upper,0.96747,0.027671
0.99,upper,0.97598,0.195541
0.99,upper,0.98315,0.247490
0.99,upper,0.99148,0.149881
0.99,upper,0.99858,0.161955
0.99,lower,0.00003,0.433625
0.99,lower,0.00291,0.541030
0.99,lower,0.00492,0.176883
0.99,lower,0.00913,0.037378
0.99,lower,0.01526,0.012797
0.99,lower,0.01845,-0.197407
0.99,lower,0.02124,-0.395669
0.99,lower,0.02915,-0.397871
0.99,lower,0.03797,-0.298042
0.99,lower,0.04374,-0.430721
0.99,lower,0.04833,-0.481014
0.99,lower,0.05620,-0.499364
0.99,lower,0.07221,-0.427985
0.99,lower,0.08499,-0.414738
0.99,lower,0.10189,-0.230412
0.99,lower,0.11631,-0.347297
0.99,lower,0.11653,-0.362521
0.99,lower,0.13213,-0.417782
0.99,lower,0.14906,-0.388114
0.99,lower,0.16657,-0.354076
0.99,lower,0.18482,-0.392918
0.99,lower,0.19108,-0.323305
0.99,lower,0.20529,-0.351315
0.99,lower,0.23093,-0.276803
0.99,lower,0.24724,-0.382318
0.99,lower,0.24818,-0.236541
0.99,lower,0.24994,-0.194341
0.99,lower,0.26617,-0.159911
0.99,lower,0.29126,-0.234079
0.99,lower,0.30501,-0.323745
0.99,lower,0.30913,-0.349557
0.99,lower,0.32497,-0.317991
0.99,lower,0.34329,-0.211552
0.99,lower,0.36192,-0.215141
0.99,lower,0.37822,-0.207368
0.99,lower,0.37932,-0.209113
0.99,lower,0.39584,-0.216024
0.99,lower,0.41227,-0.233890
0.99,lower,0.42731,-0.198273
0.99,lower,0.44284,-0.191947
0.99,lower,0.44919,-0.175509
0.99,lower,0.46441,-0.240845
0.99,lower,0.47502,-0.148567
0.99,lower,0.49131,-0.167657
0.99,lower,0.50755,-0.160228
0.99,lower,0.52424,-0.182669
0.99,lower,0.54024,-0.161329
0.99,lower,0.55670,-0.182746
0.99,lower,0.57287,-0.142251
0.99,lower,0.58852,-0.124517
0.99,lower,0.60503,-0.144288
0.99,lower,0.62053,-0.152686
0.99,lower,0.63649,-0.143586
0.99,lower,0.65249,-0.107258
0.99,lower,0.66922,-0.128885
0.99,lower,0.68425,-0.158135
0.99,lower,0.70245,-0.062591
0.99,lower,0.72320,-0.043775
0.99,lower,0.73946,-0.067711
0.99,lower,0.74059,-0.025109
0.99,lower,0.75471,-0.082573
0.99,lower,0.78130,-0.109637
0.99,lower,0.79575,-0.169802
0.99,lower,0.79773,0.000653
0.99,lower,0.81371,0.009034
0.99,lower,0.83132,-0.106057
0.99,lower,0.84763,-0.071169
0.99,lower,0.86344,-0.057975
0.99,lower,0.86520,-0.030093
0.99,lower,0.86828,-0.014659
0.99,lower,0.88391,-0.084274
0.99,lower,0.89775,-0.096129
0.99,lower,0.91363,-0.057707
0.99,lower,0.93098,-0.041140
0.99,lower,0.93898,0.004360
0.99,lower,0.95022,-0.009979
0.99,lower,0.95818,0.120104
0.99,lower,0.96724,0.043945
0.99,lower,0.97569,0.099195
0.99,lower,0.98293,0.052185
0.99,lower,0.99269,0.209808
0.99,lower,1.00000,0.017832
