eta,side,x_over_c,cp
0.80,lower,0.66203,-0.115561
0.80,lower,0.67527,-0.101750
0.80,lower,0.67923,-0.093650
0.80,lower,0.69247,-0.095260
0.80,lower,0.70467,-0.081200
0.80,lower,0.71790,-0.069636
0.80,lower,0.73405,-0.061762
0.80,lower,0.74728,-0.051649
0.80,lower,0.76343,-0.043795
0.80,lower,0.77665,-0.029426
0.80,lower,0.79281,-0.021933
0.80,lower,0.80602,-0.009616
0.80,lower,0.81828,0.003826
0.80,lower,0.83149,0.003143
0.80,lower,0.83533,0.010065
0.80,lower,0.84854,0.025421
0.80,lower,0.86469,0.038634
0.80,lower,0.87789,0.057415
0.80,lower,0.89400,0.067711
0.80,lower,0.90718,0.095006
0.80,lower,0.92540,0.135558
0.80,lower,0.93995,0.158921
0.80,lower,0.94537,0.200964
0.80,lower,0.95662,0.191773
0.80,lower,0.96676,0.246087
0.80,lower,0.97370,0.251646
0.80,lower,0.98503,0.301448
0.80,lower,0.99139,0.320869
0.80,lower,0.99369,0.369710
0.80,lower,1.00000,0.375677
0.90,upper,0.00000,0.266104
0.90,upper,0.00240,0.306000
0.90,upper,0.00793,-0.615470
0.90,upper,0.01348,-0.703440
0.90,upper,0.02010,-0.987062
0.90,upper,0.02947,-0.989168
0.90,upper,0.03730,-0.829008
0.90,upper,0.04649,-0.857077
0.90,upper,0.05765,-0.841967
0.90,upper,0.07431,-0.814424
0.90,upper,0.08876,-0.880403
0.90,upper,0.09607,-0.938512
0.90,upper,0.10995,-0.976050
0.90,upper,0.13288,-0.911872
0.90,upper,0.14636,-0.915035
0.90,upper,0.14972,-0.857160
0.90,upper,0.16321,-0.830215
0.90,upper,0.18223,-0.797336
0.90,upper,0.19570,-0.798930
0.90,upper,0.21062,-0.749376
0.90,upper,0.22408,-0.749107
0.90,upper,0.23143,-0.680306
0.90,upper,0.24489,-0.680029
0.90,upper,0.26709,-0.602361
0.90,upper,0.28056,-0.605415
0.90,upper,0.28517,-0.508898
0.90,upper,0.29861,-0.510656
0.90,upper,0.31624,-0.430859
0.90,upper,0.32973,-0.420386
0.90,upper,0.34640,-0.338550
0.90,upper,0.35988,-0.343875
0.90,upper,0.36539,-0.298440
0.90,upper,0.37886,-0.291640
0.90,upper,0.40106,-0.276985
0.90,upper,0.41453,-0.274782
0.90,upper,0.42114,-0.271567
0.90,upper,0.43462,-0.272216
0.90,upper,0.45018,-0.269875
0.90,upper,0.46363,-0.267881
0.90,upper,0.48236,-0.239595
0.90,upper,0.49583,-0.232509
0.90,upper,0.49931,-0.244601
0.90,upper,0.51277,-0.242139
0.90,upper,0.53494,-0.214143
0.90,upper,0.54839,-0.212459
0.90,upper,0.55701,-0.185539
0.90,upper,0.57046,-0.177809
0.90,upper,0.58399,-0.170690
0.90,upper,0.59744,-0.168629
0.90,upper,0.61814,-0.140946
0.90,upper,0.63159,-0.134995
0.90,upper,0.63303,-0.111392
0.90,upper,0.64646,-0.110631
0.90,upper,0.66860,-0.096170
0.90,upper,0.68202,-0.089558
0.90,upper,0.69259,-0.074955
0.90,upper,0.70601,-0.066667
0.90,upper,0.71754,-0.061690
0.90,upper,0.73095,-0.057359
0.90,upper,0.75310,-0.041140
0.90,upper,0.76653,-0.038042
0.90,upper,0.76696,-0.028414
0.90,upper,0.78037,-0.020515
0.90,upper,0.80206,-0.011362
0.90,upper,0.81547,-0.007451
0.90,upper,0.82785,0.018330
0.90,upper,0.84125,0.025455
0.90,upper,0.85094,0.036406
0.90,upper,0.86437,0.034506
0.90,upper,0.88638,0.067024
0.90,upper,0.89995,0.068629
0.90,upper,0.90348,0.102625
0.90,upper,0.91753,0.109480
0.90,upper,0.93502,0.165591
0.90,upper,0.94852,0.165100
0.90,upper,0.96513,0.228531
0.90,upper,0.97513,0.239612
0.90,upper,0.97697,0.305405
0.90,upper,0.98379,0.300607
0.90,upper,0.99305,0.355098
0.90,upper,0.99992,0.372557
0.90,lower,0.00007,0.836820
0.90,lower,0.00257,0.742630
0.90,lower,0.00716,0.480590
0.90,lower,0.01198,0.513492
0.90,lower,0.01352,0.082474
0.90,lower,0.01936,0.107959
0.90,lower,0.02579,0.137024
0.90,lower,0.03125,-0.001112
0.90,lower,0.03878,0.027260
0.90,lower,0.05039,0.003591
0.90,lower,0.06121,-0.047859
0.90,lower,0.07691,-0.067280
0.90,lower,0.09139,-0.104626
0.90,lower,0.09916,-0.094143
0.90,lower,0.11336,-0.093287
0.90,lower,0.12282,-0.137411
0.90,lower,0.13703,-0.180991
0.90,lower,0.15435,-0.196193
0.90,lower,0.16858,-0.193558
0.90,lower,0.18593,-0.219892
0.90,lower,0.20016,-0.229439
0.90,lower,0.21755,-0.220308
0.90,lower,0.23181,-0.230128
0.90,lower,0.24918,-0.255199
0.90,lower,0.26340,-0.263592
0.90,lower,0.26347,-0.248677
0.90,lower,0.27771,-0.252443
0.90,lower,0.29506,-0.266488
0.90,lower,0.30934,-0.270800
0.90,lower,0.32673,-0.257635
0.90,lower,0.34095,-0.268296
0.90,lower,0.35836,-0.253364
0.90,lower,0.37261,-0.248558
0.90,lower,0.39001,-0.262131
0.90,lower,0.40426,-0.268731
0.90,lower,0.41314,-0.256070
0.90,lower,0.42738,-0.257940
0.90,lower,0.43591,-0.244854
0.90,lower,0.45015,-0.235898
0.90,lower,0.46751,-0.229055
0.90,lower,0.48176,-0.228454
0.90,lower,0.49920,-0.203925
0.90,lower,0.51344,-0.199641
0.90,lower,0.53084,-0.184067
0.90,lower,0.54506,-0.178294
0.90,lower,0.56245,-0.180500
0.90,lower,0.57667,-0.163831
0.90,lower,0.57678,-0.153405
0.90,lower,0.59100,-0.155433
0.90,lower,0.60826,-0.138847
0.90,lower,0.62247,-0.126858
0.90,lower,0.63981,-0.110161
0.90,lower,0.65399,-0.101798
0.90,lower,0.67138,-0.093116
0.90,lower,0.68560,-0.083681
0.90,lower,0.70295,-0.065982
0.90,lower,0.71714,-0.056344
0.90,lower,0.72601,-0.051335
0.90,lower,0.74024,-0.053973
0.90,lower,0.74872,-0.042225
0.90,lower,0.76287,-0.032719
0.90,lower,0.78019,-0.025136
0.90,lower,0.79438,-0.017460
0.90,lower,0.81169,-0.003397
0.90,lower,0.82587,0.011142
0.90,lower,0.84318,0.020218
0.90,lower,0.85734,0.033606
0.90,lower,0.87416,0.042866
0.90,lower,0.88826,0.038817
0.90,lower,0.88889,0.053491
0.90,lower,0.90305,0.082355
0.90,lower,0.92007,0.113447
0.90,lower,0.93352,0.142960
0.90,lower,0.94770,0.151011
0.90,lower,0.95668,0.195942
0.90,lower,0.96203,0.196837
0.90,lower,0.96257,0.235758
0.90,lower,0.96936,0.235188
0.90,lower,0.97725,0.287685
0.90,lower,0.98437,0.282611
0.90,lower,0.99317,0.351937
0.90,lower,1.00000,0.374514
0.96,upper,0.00000,0.283313
0.96,upper,0.00276,0.240595
0.96,upper,0.00979,-0.726996
0.96,upper,0.01654,-0.615930
0.96,upper,0.01843,-1.079224
0.96,upper,0.02619,-0.944641
0.96,upper,0.03583,-0.962307
0.96,upper,0.04437,-1.149608
0.96,upper,0.05354,-1.323447
0.96,upper,0.06696,-0.798649
0.96,upper,0.08089,-0.792834
0.96,upper,0.08759,-0.851706
0.96,upper,0.10158,-0.858788
0.96,upper,0.12421,-0.821105
0.96,upper,0.13812,-0.798064
0.96,upper,0.14485,-0.736481
0.96,upper,0.15901,-0.749413
0.96,upper,0.17598,-0.630716
0.96,upper,0.19013,-0.601862
0.96,upper,0.20801,-0.518638
0.96,upper,0.22201,-0.536080
0.96,upper,0.22756,-0.449851
0.96,upper,0.24162,-0.441650
0.96,upper,0.26480,-0.360004
0.96,upper,0.27887,-0.340687
0.96,upper,0.28590,-0.306650
0.96,upper,0.29997,-0.290432
0.96,upper,0.31616,-0.282523
0.96,upper,0.33013,-0.270547
0.96,upper,0.35001,-0.286268
0.96,upper,0.36415,-0.274259
0.96,upper,0.36721,-0.252130
0.96,upper,0.38120,-0.240460
0.96,upper,0.40408,-0.286881
0.96,upper,0.41828,-0.266302
0.96,upper,0.42820,-0.270088
0.96,upper,0.44230,-0.239209
0.96,upper,0.45615,-0.248272
0.96,upper,0.47022,-0.222370
0.96,upper,0.49190,-0.248471
0.96,upper,0.50597,-0.222929
0.96,upper,0.50747,-0.192906
0.96,upper,0.52153,-0.173135
0.96,upper,0.54469,-0.207449
0.96,upper,0.55875,-0.186584
0.96,upper,0.56989,-0.191105
0.96,upper,0.58394,-0.158591
0.96,upper,0.59595,-0.141472
0.96,upper,0.60995,-0.128905
0.96,upper,0.63308,-0.130269
0.96,upper,0.64716,-0.115826
0.96,upper,0.64776,-0.110418
0.96,upper,0.66180,-0.081985
0.96,upper,0.68433,-0.097872
0.96,upper,0.69845,-0.073339
0.96,upper,0.71160,-0.075764
0.96,upper,0.72554,-0.036474
0.96,upper,0.73550,-0.063726
0.96,upper,0.74961,-0.045202
0.96,upper,0.77272,-0.057852
0.96,upper,0.78666,-0.042280
0.96,upper,0.78927,-0.051049
0.96,upper,0.80318,-0.009169
0.96,upper,0.82345,-0.009318
0.96,upper,0.83746,0.002303
0.96,upper,0.85275,-0.010660
0.96,upper,0.86684,0.018009
0.96,upper,0.87489,0.054986
0.96,upper,0.88895,0.068606
0.96,upper,0.91201,0.063531
0.96,upper,0.92593,0.080967
0.96,upper,0.93083,0.098185
0.96,upper,0.94471,0.132784
0.96,upper,0.95881,0.177601
0.96,upper,0.96849,0.176702
0.96,upper,0.97603,0.253131
0.96,upper,0.98325,0.252406
0.96,upper,0.99286,0.342445
0.96,upper,1.00000,0.335485
0.96,lower,0.00007,0.785373
0.96,lower,0.00286,0.757557
0.96,lower,0.00907,0.382652
0.96,lower,0.01526,0.398782
0.96,lower,0.02287,-0.095525
0.96,lower,0.03027,-0.127822
0.96,lower,0.03818,-0.016313
0.96,lower,0.04696,-0.016555
0.96,lower,0.04904,-0.157913
0.96,lower,0.06071,-0.214540
0.96,lower,0.08397,-0.209260
0.96,lower,0.09840,-0.223371
0.96,lower,0.10840,-0.219692
0.96,lower,0.12279,-0.235370
0.96,lower,0.13160,-0.291384
0.96,lower,0.14622,-0.311253
0.96,lower,0.16388,-0.281459
0.96,lower,0.17882,-0.281622
0.96,lower,0.19658,-0.251375
0.96,lower,0.21050,-0.253106
0.96,lower,0.22924,-0.267370
0.96,lower,0.24519,-0.276848
0.96,lower,0.26311,-0.239267
0.96,lower,0.27811,-0.255543
0.96,lower,0.27866,-0.230840
0.96,lower,0.29348,-0.247591
0.96,lower,0.31167,-0.215212
0.96,lower,0.32661,-0.235817
0.96,lower,0.34482,-0.231913
0.96,lower,0.35968,-0.244123
0.96,lower,0.37793,-0.219761
0.96,lower,0.39275,-0.230053
0.96,lower,0.41087,-0.207225
0.96,lower,0.42586,-0.220786
0.96,lower,0.43442,-0.206051
0.96,lower,0.44928,-0.213053
0.96,lower,0.45892,-0.196241
0.96,lower,0.47377,-0.197599
0.96,lower,0.49201,-0.174029
0.96,lower,0.50691,-0.173414
0.96,lower,0.52502,-0.165304
0.96,lower,0.53993,-0.168081
0.96,lower,0.55833,-0.137634
0.96,lower,0.57313,-0.145059
0.96,lower,0.59033,-0.133439
0.96,lower,0.60524,-0.143166
0.96,lower,0.60597,-0.110563
0.96,lower,0.62084,-0.114037
0.96,lower,0.63902,-0.097352
0.96,lower,0.65386,-0.087170
0.96,lower,0.67195,-0.079113
0.96,lower,0.68673,-0.075936
0.96,lower,0.70512,-0.060159
0.96,lower,0.71987,-0.056919
0.96,lower,0.73821,-0.048103
0.96,lower,0.75321,-0.041821
0.96,lower,0.75999,-0.033093
0.96,lower,0.77474,-0.037910
0.96,lower,0.78560,-0.039518
0.96,lower,0.80044,-0.023693
0.96,lower,0.81854,-0.010833
0.96,lower,0.83335,-0.005228
0.96,lower,0.85143,0.012140
0.96,lower,0.86624,0.018489
0.96,lower,0.88399,0.023961
0.96,lower,0.89890,0.060416
0.96,lower,0.91402,0.080434
0.96,lower,0.92663,0.115407
0.96,lower,0.93671,0.093089
0.96,lower,0.95074,0.137513
0.96,lower,0.96123,0.168142
0.96,lower,0.96735,0.183522
0.96,lower,0.96893,0.203323
0.96,lower,0.97319,0.193451
0.96,lower,0.98013,0.235945
0.96,lower,0.98680,0.259406
0.96,lower,0.99310,0.346495
0.96,lower,0.99985,0.331411
0.99,upper,0.00000,-0.057758
0.99,upper,0.00273,-0.004145
0.99,upper,0.00475,-0.714690
0.99,upper,0.01015,-0.578817
0.99,upper,0.01624,-1.120384
0.99,upper,0.02148,-1.137595
0.99,upper,0.02822,-1.144999
0.99,upper,0.03458,-1.043859
0.99,upper,0.04194,-0.974048
0.99,upper,0.04937,-0.935218
0.99,upper,0.06618,-0.786160
0.99,upper,0.08148,-0.825850
0.99,upper,0.08403,-0.722718
0.99,upper,0.10096,-0.597944
0.99,upper,0.11751,-0.627451
0.99,upper,0.12157,-0.531345
0.99,upper,0.13713,-0.540647
0.99,upper,0.14967,-0.416529
0.99,upper,0.16189,-0.481436
0.99,upper,0.17744,-0.457309
0.99,upper,0.18185,-0.435270
0.99,upper,0.19809,-0.424399
0.99,upper,0.21422,-0.411103
0.99,upper,0.22093,-0.368764
0.99,upper,0.23576,-0.405529
0.99,upper,0.24440,-0.334780
0.99,upper,0.26052,-0.301082
0.99,upper,0.27887,-0.309056
0.99,upper,0.29756,-0.367651
0.99,upper,0.31384,-0.297336
0.99,upper,0.31398,-0.302666
0.99,upper,0.32928,-0.313895
0.99,upper,0.34571,-0.292218
0.99,upper,0.35398,-0.229815
0.99,upper,0.36870,-0.276090
0.99,upper,0.37736,-0.254770
0.99,upper,0.38505,-0.356915
0.99,upper,0.40048,-0.248549
0.99,upper,0.41102,-0.276818
0.99,upper,0.42654,-0.282711
0.99,upper,0.44209,-0.268585
0.99,upper,0.45799,-0.248805
0.99,upper,0.47348,-0.244743
0.99,upper,0.48244,-0.267038
0.99,upper,0.49877,-0.345653
0.99,upper,0.50896,-0.340055
0.99,upper,0.51624,-0.265545
0.99,upper,0.53220,-0.110874
0.99,upper,0.54800,-0.278281
0.99,upper,0.56065,-0.280992
0.99,upper,0.57080,-0.259131
0.99,upper,0.58896,-0.323739
0.99,upper,0.60504,-0.339660
0.99,upper,0.61658,-0.229956
0.99,upper,0.63214,-0.180090
0.99,upper,0.63774,-0.115134
0.99,upper,0.64237,-0.224556
0.99,upper,0.65710,-0.251252
0.99,upper,0.66908,-0.111133
0.99,upper,0.67994,-0.188146
0.99,upper,0.69545,-0.077488
0.99,upper,0.70241,-0.251539
0.99,upper,0.71678,-0.280380
0.99,upper,0.73355,-0.352821
0.99,upper,0.73716,-0.239815
0.99,upper,0.73805,-0.347784
0.99,upper,0.75311,-0.034412
0.99,upper,0.78029,-0.126107
0.99,upper,0.79583,-0.233303
0.99,upper,0.79965,-0.350032
0.99,upper,0.81618,-0.325466
0.99,upper,0.83343,-0.253184
0.99,upper,0.84913,-0.143488
0.99,upper,0.86499,-0.212697
0.99,upper,0.88178,-0.118416
0.99,upper,0.89675,-0.133553
0.99,upper,0.91269,-0.231055
0.99,upper,0.93098,-0.124180
0.99,upper,0.93896,-0.331871
0.99,upper,0.94991,0.057941
0.99,upper,0.95783,0.039263
0.99,upper,0.96747,0.032551
0.99,upper,0.97598,0.194253
0.99,upper,0.98315,0.245622
0.99,upper,0.99148,0.155203
0.99,upper,0.99858,0.168934
0.99,lower,0.00003,0.431898
0.99,lower,0.00291,0.539441
0.99,lower,0.00492,0.175901
0.99,lower,0.00913,0.036487
0.99,lower,0.01526,0.011843
0.99,lower,0.01845,-0.198068
0.99,lower,0.02124,-0.395570
0.99,lower,0.02915,-0.397416
0.99,lower,0.03797,-0.297448
0.99,lower,0.04374,-0.430234
0.99,lower,0.04833,-0.480571
0.99,lower,0.05620,-0.498662
0.99,lower,0.07221,-0.427646
0.99,lower,0.08499,-0.414177
0.99,lower,0.10189,-0.229912
0.99,lower,0.11631,-0.346887
0.99,lower,0.11653,-0.361956
0.99,lower,0.13213,-0.417281
0.99,lower,0.14906,-0.386993
0.99,lower,0.16657,-0.353261
0.99,lower,0.18482,-0.391085
0.99,lower,0.19108,-0.321986
0.99,lower,0.20529,-0.349635
0.99,lower,0.23093,-0.275372
0.99,lower,0.24724,-0.380361
0.99,lower,0.24818,-0.234865
0.99,lower,0.24994,-0.193601
0.99,lower,0.26617,-0.159244
0.99,lower,0.29126,-0.233874
0.99,lower,0.30501,-0.322894
0.99,lower,0.30913,-0.347899
0.99,lower,0.32497,-0.316913
0.99,lower,0.34329,-0.211308
0.99,lower,0.36192,-0.215123
0.99,lower,0.37822,-0.207363
0.99,lower,0.37932,-0.209085
0.99,lower,0.39584,-0.216139
0.99,lower,0.41227,-0.234096
0.99,lower,0.42731,-0.199047
0.99,lower,0.44284,-0.193092
0.99,lower,0.44919,-0.176875
0.99,lower,0.46441,-0.241549
0.99,lower,0.47502,-0.149652
0.99,lower,0.49131,-0.168858
0.99,lower,0.50755,-0.161100
0.99,lower,0.52424,-0.183660
0.99,lower,0.54024,-0.162148
0.99,lower,0.55670,-0.183441
0.99,lower,0.57287,-0.143005
0.99,lower,0.58852,-0.125775
0.99,lower,0.60503,-0.144925
0.99,lower,0.62053,-0.153506
0.99,lower,0.63649,-0.144155
0.99,lower,0.65249,-0.108199
0.99,lower,0.66922,-0.129415
0.99,lower,0.68425,-0.158493
0.99,lower,0.70245,-0.063764
0.99,lower,0.72320,-0.045313
0.99,lower,0.73946,-0.068946
0.99,lower,0.74059,-0.027057
0.99,lower,0.75471,-0.083600
0.99,lower,0.78130,-0.110281
0.99,lower,0.79575,-0.169248
0.99,lower,0.79773,-0.000859
0.99,lower,0.81371,0.007170
0.99,lower,0.83132,-0.106388
0.99,lower,0.84763,-0.072085
0.99,lower,0.86344,-0.059344
0.99,lower,0.86520,-0.031618
0.99,lower,0.86828,-0.016832
0.99,lower,0.88391,-0.084854
0.99,lower,0.89775,-0.095654
0.99,lower,0.91363,-0.057576
0.99,lower,0.93098,-0.040710
0.99,lower,0.93898,0.004049
0.99,lower,0.95022,-0.010348
0.99,lower,0.95818,0.118148
0.99,lower,0.96724,0.043414
0.99,lower,0.97569,0.098895
0.99,lower,0.98293,0.052406
0.99,lower,0.99269,0.209584
0.99,lower,1.00000,0.030603
