gate,check,value,criterion,status,note
G0.1,max relative volume error,1.11e-16,< 1e-12,PASS,
G0.2,max linear-field gradient error,1.46e-13,< 1e-12,PASS,
G0.3,coloring valid on all 4 mesh families,True,validate_coloring == True,PASS,
G0.4,max round-trip difference,0.0e+00,< 1e-15,PASS,
