metric,value
n_nodes,554536
n_elements,3257273
total_volume,1900.2130305889643
min_volume,1.1302909200081417e-10
max_volume,0.3748630374688784
mean_volume,0.0005833754280310444
min_edge_length,0.0004856015165197109
max_edge_length,1.9543187734857665
mean_edge_length,0.023057600376146445
min_dihedral_deg,8.625682826406774
p01_dihedral_deg,18.524522235915153
max_aspect_ratio,6.40429263739066
p99_aspect_ratio,2.3297658063896804
n_wall_faces,107504
n_farfield_faces,2894
n_symmetry_faces,18240
n_wake_faces,58024
h_wall,0.0075
h_wake,0.0225
h_edge,0.00375
h_far,0.8999999999999999
h_tip,0.001875
gen_seconds,486.5
n_seam_edges,438
seam_crease_max_deg,18.05947610113781
seam_crease_p99_deg,13.735543933035347
wall_z_max,1.2184666279391452
tip_cap_apex_z,1.2184666637758528
quality_within_bounds,True
seam_within_bounds,True
