x_c,y_c,cp,mach_local,surface
0.000000,0.000000,1.171027,0.007563,upper
0.000006,0.000447,1.170880,0.013784,upper
0.000026,0.000915,1.168380,0.035870,upper
0.000063,0.001404,1.163112,0.058892,upper
0.000116,0.001914,1.154978,0.082838,upper
0.000191,0.002446,1.143655,0.107704,upper
0.000288,0.002999,1.128908,0.133446,upper
0.000410,0.003575,1.110516,0.160006,upper
0.000560,0.004172,1.088327,0.187302,upper
0.000740,0.004790,1.062263,0.215232,upper
0.000954,0.005430,1.032338,0.243678,upper
0.001204,0.006090,0.998655,0.272510,upper
0.001493,0.006769,0.961414,0.301589,upper
0.001823,0.007468,0.920897,0.330774,upper
0.002198,0.008184,0.877465,0.359918,upper
0.002619,0.008917,0.831543,0.388877,upper
0.003090,0.009666,0.783605,0.417512,upper
0.003612,0.010430,0.734147,0.445690,upper
0.004188,0.011208,0.683668,0.473298,upper
0.004820,0.011999,0.632647,0.500236,upper
0.005511,0.012801,0.581525,0.526426,upper
0.006262,0.013615,0.530702,0.551806,upper
0.007076,0.014439,0.480534,0.576325,upper
0.007954,0.015273,0.431319,0.599954,upper
0.008898,0.016115,0.383289,0.622678,upper
0.009912,0.016965,0.336611,0.644502,upper
0.010996,0.017824,0.291392,0.665443,upper
0.012154,0.018689,0.247695,0.685526,upper
0.013387,0.019562,0.205550,0.704783,upper
0.014699,0.020441,0.164959,0.723249,upper
0.016090,0.021326,0.125906,0.740958,upper
0.017565,0.022217,0.088361,0.757949,upper
0.019125,0.023114,0.052283,0.774258,upper
0.020774,0.024016,0.017623,0.789921,upper
0.022515,0.024923,-0.015675,0.804973,upper
0.024350,0.025835,-0.047671,0.819450,upper
0.026284,0.026751,-0.078426,0.833386,upper
0.028318,0.027671,-0.108004,0.846815,upper
0.030457,0.028595,-0.136466,0.859769,upper
0.032705,0.029523,-0.163876,0.872278,upper
0.035064,0.030454,-0.190294,0.884372,upper
0.037539,0.031388,-0.215777,0.896076,upper
0.040134,0.032325,-0.240381,0.907417,upper
0.042853,0.033263,-0.264159,0.918419,upper
0.045700,0.034202,-0.287161,0.929103,upper
0.048679,0.035143,-0.309433,0.939490,upper
0.051795,0.036084,-0.331022,0.949601,upper
0.055052,0.037024,-0.351969,0.959452,upper
0.058455,0.037963,-0.372312,0.969062,upper
0.062009,0.038900,-0.392089,0.978446,upper
0.065718,0.039835,-0.411333,0.987618,upper
0.069588,0.040766,-0.430076,0.996592,upper
0.073623,0.041693,-0.448347,1.005381,upper
0.077828,0.042613,-0.466172,1.013994,upper
0.082208,0.043527,-0.483575,1.022444,upper
0.086768,0.044434,-0.500578,1.030738,upper
0.091514,0.045331,-0.517199,1.038885,upper
0.096450,0.046217,-0.533457,1.046891,upper
0.101582,0.047092,-0.549365,1.054764,upper
0.106914,0.047954,-0.564937,1.062508,upper
0.112451,0.048801,-0.580184,1.070126,upper
0.118199,0.049631,-0.595115,1.077624,upper
0.124161,0.050443,-0.609739,1.085003,upper
0.130344,0.051236,-0.624062,1.092266,upper
0.136751,0.052007,-0.638090,1.099414,upper
0.143386,0.052754,-0.651825,1.106448,upper
0.150254,0.053477,-0.665270,1.113368,upper
0.157359,0.054172,-0.678427,1.120171,upper
0.164704,0.054838,-0.691294,1.126859,upper
0.172293,0.055473,-0.703871,1.133427,upper
0.180129,0.056074,-0.716156,1.139874,upper
0.188215,0.056641,-0.728145,1.146196,upper
0.196552,0.057170,-0.739834,1.152390,upper
0.205144,0.057660,-0.751219,1.158451,upper
0.213991,0.058109,-0.762294,1.164375,upper
0.223094,0.058515,-0.773054,1.170157,upper
0.232455,0.058876,-0.783490,1.175792,upper
0.242073,0.059190,-0.793597,1.181273,upper
0.251947,0.059455,-0.803367,1.186595,upper
0.262076,0.059671,-0.812793,1.191752,upper
0.272460,0.059834,-0.821866,1.196737,upper
0.283094,0.059944,-0.830578,1.201543,upper
0.293977,0.060000,-0.838921,1.206164,upper
0.305105,0.060000,-0.846886,1.210594,upper
0.316472,0.059943,-0.854466,1.214824,upper
0.328075,0.059829,-0.861652,1.218850,upper
0.339907,0.059657,-0.868436,1.222663,upper
0.351961,0.059426,-0.874809,1.226257,upper
0.364231,0.059136,-0.880763,1.229625,upper
