x_c,y_c,cp,mach_local,surface
0.000000,0.000000,0.870592,0.202252,upper
0.000002,0.000221,0.854635,0.210641,upper
0.000006,0.000447,0.837734,0.219194,upper
0.000015,0.000678,0.819733,0.227944,upper
0.000026,0.000915,0.800699,0.236884,upper
0.000042,0.001157,0.780579,0.246011,upper
0.000063,0.001404,0.759360,0.255323,upper
0.000087,0.001656,0.737018,0.264813,upper
0.000116,0.001914,0.713538,0.274477,upper
0.000151,0.002177,0.688908,0.284308,upper
0.000191,0.002446,0.663122,0.294297,upper
0.000236,0.002720,0.636183,0.304435,upper
0.000288,0.002999,0.608099,0.314713,upper
0.000345,0.003284,0.578884,0.325118,upper
0.000410,0.003575,0.548564,0.335639,upper
0.000481,0.003871,0.517170,0.346261,upper
0.000560,0.004172,0.484743,0.356969,upper
0.000646,0.004478,0.451333,0.367749,upper
0.000740,0.004790,0.416998,0.378581,upper
0.000843,0.005107,0.381804,0.389450,upper
0.000954,0.005430,0.345825,0.400337,upper
0.001074,0.005757,0.309143,0.411223,upper
0.001204,0.006090,0.271847,0.422087,upper
0.001343,0.006427,0.234030,0.432912,upper
0.001493,0.006769,0.195791,0.443676,upper
0.001653,0.007116,0.157234,0.454360,upper
0.001823,0.007468,0.118465,0.464944,upper
0.002005,0.007824,0.079590,0.475410,upper
0.002198,0.008184,0.040717,0.485738,upper
0.002402,0.008548,0.001956,0.495911,upper
0.002619,0.008917,-0.036590,0.505910,upper
0.002848,0.009290,-0.074817,0.515721,upper
0.003090,0.009666,-0.112627,0.525328,upper
0.003344,0.010046,-0.149930,0.534719,upper
0.003612,0.010430,-0.186643,0.543881,upper
0.003893,0.010817,-0.222685,0.552804,upper
0.004188,0.011208,-0.257986,0.561479,upper
0.004497,0.011602,-0.292480,0.569897,upper
0.004820,0.011999,-0.326106,0.578052,upper
0.005158,0.012399,-0.358815,0.585939,upper
0.005511,0.012801,-0.390559,0.593552,upper
0.005879,0.013207,-0.421304,0.600889,upper
0.006262,0.013615,-0.451020,0.607949,upper
0.006661,0.014026,-0.479685,0.614731,upper
0.007076,0.014439,-0.507282,0.621235,upper
0.007506,0.014855,-0.533803,0.627464,upper
0.007954,0.015273,-0.559243,0.633420,upper
0.008418,0.015693,-0.583602,0.639106,upper
0.008898,0.016115,-0.606887,0.644526,upper
0.009396,0.016539,-0.629110,0.649684,upper
0.009912,0.016965,-0.650285,0.654587,upper
0.010445,0.017394,-0.670426,0.659240,upper
0.010996,0.017824,-0.689554,0.663650,upper
0.011566,0.018256,-0.707690,0.667823,upper
0.012154,0.018689,-0.724857,0.671766,upper
0.012761,0.019125,-0.741082,0.675487,upper
0.013387,0.019562,-0.756389,0.678992,upper
0.014033,0.020001,-0.770808,0.682289,upper
0.014699,0.020441,-0.784365,0.685385,upper
0.015384,0.020883,-0.797090,0.688288,upper
0.016090,0.021326,-0.809012,0.691004,upper
0.016817,0.021771,-0.820159,0.693542,upper
0.017565,0.022217,-0.830561,0.695907,upper
0.018334,0.022665,-0.840246,0.698107,upper
0.019125,0.023114,-0.849242,0.700149,upper
0.019939,0.023564,-0.857577,0.702040,upper
0.020774,0.024016,-0.865279,0.703785,upper
0.021633,0.024469,-0.872374,0.705391,upper
0.022515,0.024923,-0.878889,0.706865,upper
0.023421,0.025378,-0.884849,0.708213,upper
0.024350,0.025835,-0.890280,0.709439,upper
0.025305,0.026292,-0.895204,0.710550,upper
0.026284,0.026751,-0.899645,0.711552,upper
0.027288,0.027210,-0.903626,0.712448,upper
0.028318,0.027671,-0.907168,0.713245,upper
0.029374,0.028133,-0.910292,0.713947,upper
0.030457,0.028595,-0.913018,0.714558,upper
0.031567,0.029059,-0.915365,0.715084,upper
0.032705,0.029523,-0.917351,0.715527,upper
0.033870,0.029988,-0.918995,0.715893,upper
0.035064,0.030454,-0.920312,0.716184,upper
0.036287,0.030921,-0.921318,0.716406,upper
0.037539,0.031388,-0.922030,0.716560,upper
0.038821,0.031856,-0.922462,0.716651,upper
0.040134,0.032325,-0.922626,0.716681,upper
0.041478,0.032793,-0.922537,0.716654,upper
0.042853,0.033263,-0.922207,0.716572,upper
0.044260,0.033732,-0.921647,0.716438,upper
0.045700,0.034202,-0.920870,0.716254,upper
0.047172,0.034673,-0.919884,0.716023,upper
0.048679,0.035143,-0.918701,0.715747,upper
0.050219,0.035613,-0.917330,0.715429,upper
0.051795,0.036084,-0.915779,0.715069,upper
0.053406,0.036554,-0.914056,0.714671,upper
0.055052,0.037024,-0.912171,0.714235,upper
0.056735,0.037494,-0.910130,0.713764,upper
0.058455,0.037963,-0.907940,0.713259,upper
0.060213,0.038432,-0.905608,0.712721,upper
0.062009,0.038900,-0.903139,0.712153,upper
