x_c,y_c,cp,mach_local,surface
0.000000,0.000000,0.874969,0.197040,upper
0.000013,0.000632,0.829162,0.220748,upper
0.000054,0.001304,0.775798,0.245621,upper
0.000130,0.002018,0.713379,0.271896,upper
0.000246,0.002775,0.642275,0.299408,upper
0.000410,0.003575,0.562297,0.328006,upper
0.000628,0.004417,0.473912,0.357443,upper
0.000908,0.005300,0.377936,0.387417,upper
0.001258,0.006224,0.275721,0.417565,upper
0.001686,0.007186,0.169064,0.447479,upper
0.002198,0.008184,0.060125,0.476730,upper
0.002801,0.009215,-0.048737,0.504899,upper
0.003503,0.010276,-0.155145,0.531601,upper
0.004310,0.011365,-0.256911,0.556518,upper
0.005228,0.012479,-0.352235,0.579410,upper
0.006262,0.013615,-0.439837,0.600133,upper
0.007419,0.014771,-0.518981,0.618634,upper
0.008704,0.015946,-0.589417,0.634946,upper
0.010123,0.017137,-0.651271,0.649159,upper
0.011682,0.018342,-0.704927,0.661406,upper
0.013387,0.019562,-0.750931,0.671843,upper
0.015245,0.020794,-0.789883,0.680634,upper
0.017263,0.022039,-0.822402,0.687941,upper
0.019448,0.023294,-0.849115,0.693921,upper
0.021808,0.024559,-0.870635,0.698720,upper
0.024350,0.025835,-0.887546,0.702478,upper
0.027085,0.027118,-0.900400,0.705320,upper
0.030021,0.028410,-0.909703,0.707362,upper
0.033167,0.029709,-0.915917,0.708710,upper
0.036535,0.031014,-0.919455,0.709456,upper
0.040134,0.032325,-0.920679,0.709681,upper
0.043976,0.033638,-0.919902,0.709453,upper
0.048072,0.034955,-0.917388,0.708834,upper
0.052435,0.036272,-0.913365,0.707872,upper
0.057076,0.037588,-0.908024,0.706611,upper
0.062009,0.038900,-0.901525,0.705086,upper
0.067247,0.040208,-0.894003,0.703327,upper
0.072802,0.041508,-0.885571,0.701359,upper
0.078690,0.042797,-0.876322,0.699203,upper
0.084922,0.044072,-0.866334,0.696876,upper
0.091514,0.045331,-0.855672,0.694391,upper
0.098479,0.046569,-0.844388,0.691762,upper
0.105831,0.047783,-0.832524,0.688996,upper
0.113584,0.048968,-0.820115,0.686102,upper
