state,arm,eta,rule,j1,foot,signed
W M0.78,P2,0.65,percell,0.35986938579084743,0.3309865929536707,-0.028882792837176707
W M0.78,P2,0.65,subcell,0.35986938579084743,0.33099162495280493,-0.0288777608380425
W M0.78,P2,0.8,percell,0.29573910690159105,0.3059953267734766,0.010256219871885519
W M0.78,P2,0.8,subcell,0.29573910690159105,0.30616959483029227,0.010430487928701215
W M0.78,P2,0.9,percell,0.2335662222796183,0.27108494588532045,0.03751872360570216
W M0.78,P2,0.9,subcell,0.2335662222796183,0.2722400752841103,0.038673853004492026
W M0.78,P2,0.96,percell,0.17069770758907693,0.20228103212804013,0.0315833245389632
W M0.78,P2,0.96,subcell,0.17069770758907693,0.20230928791719646,0.03161158032811953
W M0.78,P2,0.99,percell,0.10914388443267178,0.1561843297661347,0.04704044533346291
W M0.78,P2,0.99,subcell,0.10914388443267178,0.15626014680671008,0.04711626237403829
W M0.78,P3,0.44,percell,0.3975518828115314,0.36229787403012437,-0.035254008781407054
W M0.78,P3,0.44,subcell,0.3975518828115314,0.36249286332026265,-0.03505901949126877
W M0.78,P3,0.65,percell,0.35986938579084743,0.3309865929536707,-0.028882792837176707
W M0.78,P3,0.65,subcell,0.35986938579084743,0.33099613519972304,-0.02887325059112439
W M0.78,P3,0.8,percell,0.29573910690159105,0.2857509785347183,-0.00998812836687274
W M0.78,P3,0.8,subcell,0.29573910690159105,0.2857721330531209,-0.009966973848470173
W M0.78,P3,0.9,percell,0.2335662222796183,0.2589153628639305,0.02534914058431223
W M0.78,P3,0.9,subcell,0.2335662222796183,0.2589156660570613,0.025349443777442998
W M0.78,P3,0.96,percell,0.17069770758907693,0.20228103212804013,0.0315833245389632
W M0.78,P3,0.96,subcell,0.17069770758907693,0.2022903191594581,0.03159261157038118
W M0.78,P3,0.99,percell,0.10914388443267178,0.1561843297661347,0.04704044533346291
W M0.78,P3,0.99,subcell,0.10914388443267178,0.15622783967051218,0.0470839552378404
W M0.78,S1,0.2,percell,0.39956321318342125,0.3972202766165634,-0.002342936566857856
W M0.78,S1,0.2,subcell,0.39956321318342125,0.39724185964317493,-0.002321353540246318
W M0.78,S1,0.44,percell,0.3975518828115314,0.36229787403012437,-0.035254008781407054
W M0.78,S1,0.44,subcell,0.3975518828115314,0.36375586372728064,-0.033796019084250783
W M0.78,S1,0.65,percell,0.35986938579084743,0.3500874510560189,-0.009781934734828523
W M0.78,S1,0.65,subcell,0.35986938579084743,0.3503143541234421,-0.009555031667405345
W M0.78,S1,0.8,percell,0.29573910690159105,0.2857509785347183,-0.00998812836687274
W M0.78,S1,0.8,subcell,0.29573910690159105,0.28589774104642646,-0.009841365855164597
W M0.78,S1,0.9,percell,0.2335662222796183,0.27108494588532045,0.03751872360570216
W M0.78,S1,0.9,subcell,0.2335662222796183,0.27144767541425363,0.03788145313463534
W M0.78,S1,0.96,percell,0.17069770758907693,0.9856717028026137,0.8149739952135369
W M0.78,S1,0.96,subcell,0.17069770758907693,0.985758637196251,0.815060929607174
W M0.78,S1,0.99,percell,0.10914388443267178,0.9785004028722927,0.8693565184396209
W M0.78,S1,0.99,subcell,0.10914388443267178,0.9785064645729581,0.8693625801402863
W M0.78,S2,0.2,percell,0.39956321318342125,0.15438483005628267,-0.24517838312713858
W M0.78,S2,0.2,subcell,0.39956321318342125,0.15526111272969306,-0.2443021004537282
W M0.78,S2,0.44,percell,0.3975518828115314,0.36229787403012437,-0.035254008781407054
W M0.78,S2,0.44,subcell,0.3975518828115314,0.36231422105111555,-0.03523766176041587
W M0.78,S2,0.65,percell,0.35986938579084743,0.32629112206342586,-0.033578263727421565
W M0.78,S2,0.65,subcell,0.35986938579084743,0.32631772859225217,-0.033551657198595264
W M0.78,S2,0.8,percell,0.29573910690159105,0.2857509785347183,-0.00998812836687274
W M0.78,S2,0.8,subcell,0.29573910690159105,0.2858092708359043,-0.009929836065686759
W M0.78,S2,0.9,percell,0.2335662222796183,0.2506719044554258,0.01710568217580752
W M0.78,S2,0.9,subcell,0.2335662222796183,0.251299413163616,0.01773319088399769
W M0.78,S2,0.96,percell,0.17069770758907693,0.20228103212804013,0.0315833245389632
W M0.78,S2,0.96,subcell,0.17069770758907693,0.2023228103833557,0.03162510279427877
W M0.78,S2,0.99,percell,0.10914388443267178,0.1561843297661347,0.04704044533346291
W M0.78,S2,0.99,subcell,0.10914388443267178,0.1562372805715591,0.04709339613888733
W M0.78,S3,0.44,percell,0.3975518828115314,0.329806977351343,-0.06774490546018841
W M0.78,S3,0.44,subcell,0.3975518828115314,0.3298184228758443,-0.06773345993568713
W M0.78,S3,0.65,percell,0.35986938579084743,0.3309865929536707,-0.028882792837176707
W M0.78,S3,0.65,subcell,0.35986938579084743,0.33099532639619694,-0.028874059394650486
W M0.78,S3,0.8,percell,0.29573910690159105,0.2857509785347183,-0.00998812836687274
W M0.78,S3,0.8,subcell,0.29573910690159105,0.28577700398036376,-0.00996210292122729
W M0.78,S3,0.9,percell,0.2335662222796183,0.2506719044554258,0.01710568217580752
W M0.78,S3,0.9,subcell,0.2335662222796183,0.25128616026443,0.017719937984811723
W M0.78,S3,0.96,percell,0.17069770758907693,0.20228103212804013,0.0315833245389632
W M0.78,S3,0.96,subcell,0.17069770758907693,0.2022933401208216,0.03159563253174466
W M0.78,S3,0.99,percell,0.10914388443267178,0.1561843297661347,0.04704044533346291
W M0.78,S3,0.99,subcell,0.10914388443267178,0.15622593648573002,0.04708205205305824
W M0.80,P0,0.2,percell,0.5481954261749326,0.5570595183598465,0.008864092184913908
W M0.80,P0,0.2,subcell,0.5481954261749326,0.557072890061106,0.008877463886173498
W M0.80,P0,0.44,percell,0.4934961704324939,0.4969772627907579,0.003481092358263993
W M0.80,P0,0.44,subcell,0.4934961704324939,0.4975304280324028,0.004034257599908941
W M0.80,P0,0.65,percell,0.4374580906257188,0.45265681488503884,0.015198724259320062
W M0.80,P0,0.65,subcell,0.4374580906257188,0.4526792232640425,0.015221132638323698
W M0.80,P0,0.8,percell,0.3726151229072277,0.9783472120176484,0.6057320891104208
W M0.80,P0,0.8,subcell,0.3726151229072277,0.9796997476115028,0.6070846247042752
W M0.80,P0,0.9,percell,0.32530423258049546,0.3348532756083735,0.009549043027878068
W M0.80,P0,0.9,subcell,0.32530423258049546,0.3355360886221203,0.010231856041624854
W M0.80,P0,0.96,percell,0.20165859521533813,0.9856717028026137,0.7840131075872756
W M0.80,P0,0.96,subcell,0.20165859521533813,0.9858832497994784,0.7842246545841403
W M0.80,P0,0.99,percell,0.1429470944273265,0.9811729250069775,0.838225830579651
W M0.80,P0,0.99,subcell,0.1429470944273265,0.9812030659537351,0.8382559715264086
W M0.80,P1,0.2,percell,0.5481954261749326,0.54076169060975,-0.007433735565182564
W M0.80,P1,0.2,subcell,0.5481954261749326,0.5408047544018976,-0.007390671773034985
W M0.80,P1,0.44,percell,0.4934961704324939,0.4969772627907579,0.003481092358263993
W M0.80,P1,0.44,subcell,0.4934961704324939,0.49837907432702494,0.004882903894531054
W M0.80,P1,0.65,percell,0.4374580906257188,0.4524529411303098,0.01499485050459104
W M0.80,P1,0.65,subcell,0.4374580906257188,0.45245850025663714,0.015000409630918365
W M0.80,P1,0.8,percell,0.3726151229072277,0.37766694670288886,0.005051823795661159
W M0.80,P1,0.8,subcell,0.3726151229072277,0.37892480998929795,0.006309687082070248
W M0.80,P1,0.9,percell,0.32530423258049546,0.33435548768170376,0.0090512551012083
W M0.80,P1,0.9,subcell,0.32530423258049546,0.3344638209966702,0.009159588416174758
W M0.80,P1,0.96,percell,0.20165859521533813,0.9856717028026137,0.7840131075872756
W M0.80,P1,0.96,subcell,0.20165859521533813,0.9857046867235786,0.7840460915082405
W M0.80,P1,0.99,percell,0.1429470944273265,0.9738007765786793,0.8308536821513528
W M0.80,P1,0.99,subcell,0.1429470944273265,0.9739027916962588,0.8309556972689323
W M0.80,P2,0.2,percell,0.5481954261749326,0.5400553450861556,-0.008140081088776951
W M0.80,P2,0.2,subcell,0.5481954261749326,0.5400558657381997,-0.008139560436732807
W M0.80,P2,0.44,percell,0.4934961704324939,0.4702052458186443,-0.023290924613849573
W M0.80,P2,0.44,subcell,0.4934961704324939,0.47030155032458076,-0.023194620107913122
W M0.80,P2,0.65,percell,0.4374580906257188,0.42215031411149917,-0.015307776514219607
W M0.80,P2,0.65,subcell,0.4374580906257188,0.42254562089609427,-0.014912469729624511
W M0.80,P2,0.8,percell,0.3726151229072277,0.37766694670288886,0.005051823795661159
W M0.80,P2,0.8,subcell,0.3726151229072277,0.37791573173957044,0.005300608832342735
W M0.80,P2,0.9,percell,0.32530423258049546,0.31291896755806053,-0.012385265022434921
W M0.80,P2,0.9,subcell,0.32530423258049546,0.312946911030979,-0.012357321549516465
W M0.80,P2,0.96,percell,0.20165859521533813,0.2261231384956011,0.024464543280262957
W M0.80,P2,0.96,subcell,0.20165859521533813,0.22643094925129836,0.02477235403596023
W M0.80,P2,0.99,percell,0.1429470944273265,0.9681209873524655,0.8251738929251391
W M0.80,P2,0.99,subcell,0.1429470944273265,0.9681423679009721,0.8251952734736456
W M0.80,P3,0.2,percell,0.5481954261749326,0.5400553450861556,-0.008140081088776951
W M0.80,P3,0.2,subcell,0.5481954261749326,0.5400560511444344,-0.008139375030498108
W M0.80,P3,0.44,percell,0.4934961704324939,0.4746372935502178,-0.01885887688227611
W M0.80,P3,0.44,subcell,0.4934961704324939,0.4750155030781564,-0.01848066735433751
W M0.80,P3,0.65,percell,0.4374580906257188,0.43491516932948326,-0.002542921296235512
W M0.80,P3,0.65,subcell,0.4374580906257188,0.43495432452018323,-0.002503766105535543
W M0.80,P3,0.8,percell,0.3726151229072277,0.364595778816783,-0.008019344090444691
W M0.80,P3,0.8,subcell,0.3726151229072277,0.36463122572466355,-0.007983897182564148
W M0.80,P3,0.9,percell,0.32530423258049546,0.31291896755806053,-0.012385265022434921
W M0.80,P3,0.9,subcell,0.32530423258049546,0.31292756860275395,-0.012376663977741509
W M0.80,P3,0.96,percell,0.20165859521533813,0.2261231384956011,0.024464543280262957
W M0.80,P3,0.96,subcell,0.20165859521533813,0.22612511549162886,0.024466520276290732
W M0.80,P3,0.99,percell,0.1429470944273265,0.18871062489106002,0.04576353046373352
W M0.80,P3,0.99,subcell,0.1429470944273265,0.1887155736092094,0.0457684791818829
W M0.80,S1,0.2,percell,0.5481954261749326,0.54076169060975,-0.007433735565182564
W M0.80,S1,0.2,subcell,0.5481954261749326,0.5408106351556636,-0.0073847910192689215
W M0.80,S1,0.44,percell,0.4934961704324939,0.4969772627907579,0.003481092358263993
W M0.80,S1,0.44,subcell,0.4934961704324939,0.49777295222357865,0.0042767817910847605
W M0.80,S1,0.65,percell,0.4374580906257188,0.4524529411303098,0.01499485050459104
W M0.80,S1,0.65,subcell,0.4374580906257188,0.45246434548973574,0.015006254864016966
W M0.80,S1,0.8,percell,0.3726151229072277,0.364595778816783,-0.008019344090444691
W M0.80,S1,0.8,subcell,0.3726151229072277,0.36484332025044924,-0.007771802656778459
W M0.80,S1,0.9,percell,0.32530423258049546,0.3348532756083735,0.009549043027878068
W M0.80,S1,0.9,subcell,0.32530423258049546,0.33501226011371865,0.009708027533223196
W M0.80,S1,0.96,percell,0.20165859521533813,0.9856717028026137,0.7840131075872756
W M0.80,S1,0.96,subcell,0.20165859521533813,0.9857942166534123,0.7841356214380741
W M0.80,S1,0.99,percell,0.1429470944273265,0.9785004028722927,0.8355533084449662
W M0.80,S1,0.99,subcell,0.1429470944273265,0.9785135934251695,0.8355664989978431
W M0.80,S2,0.2,percell,0.5481954261749326,0.5400553450861556,-0.008140081088776951
W M0.80,S2,0.2,subcell,0.5481954261749326,0.5400566507633165,-0.008138775411616006
W M0.80,S2,0.44,percell,0.4934961704324939,0.4746372935502178,-0.01885887688227611
W M0.80,S2,0.44,subcell,0.4934961704324939,0.47525450817575854,-0.018241662256735347
W M0.80,S2,0.65,percell,0.4374580906257188,0.43491516932948326,-0.002542921296235512
W M0.80,S2,0.65,subcell,0.4374580906257188,0.4350312454667747,-0.002426845158944091
W M0.80,S2,0.8,percell,0.3726151229072277,0.364595778816783,-0.008019344090444691
W M0.80,S2,0.8,subcell,0.3726151229072277,0.36467843047568943,-0.007936692431538273
W M0.80,S2,0.9,percell,0.32530423258049546,0.3348532756083735,0.009549043027878068
W M0.80,S2,0.9,subcell,0.32530423258049546,0.334921405267962,0.009617172687466535
W M0.80,S2,0.96,percell,0.20165859521533813,0.9856717028026137,0.7840131075872756
W M0.80,S2,0.96,subcell,0.20165859521533813,0.9856760742211896,0.7840174790058515
W M0.80,S2,0.99,percell,0.1429470944273265,0.9753346931603681,0.8323875987330416
W M0.80,S2,0.99,subcell,0.1429470944273265,0.9753410773690293,0.8323939829417029
W M0.80,S3,0.2,percell,0.5481954261749326,0.5400553450861556,-0.008140081088776951
W M0.80,S3,0.2,subcell,0.5481954261749326,0.5400556267838797,-0.008139799391052804
W M0.80,S3,0.44,percell,0.4934961704324939,0.4591305203233057,-0.034365650109188184
W M0.80,S3,0.44,subcell,0.4934961704324939,0.46128323287805595,-0.03221293755443794
W M0.80,S3,0.65,percell,0.4374580906257188,0.43491516932948326,-0.002542921296235512
W M0.80,S3,0.65,subcell,0.4374580906257188,0.43493169637006246,-0.002526394255656317
W M0.80,S3,0.8,percell,0.3726151229072277,0.364595778816783,-0.008019344090444691
W M0.80,S3,0.8,subcell,0.3726151229072277,0.36465849806303796,-0.007956624844189741
W M0.80,S3,0.9,percell,0.32530423258049546,0.3201102711796227,-0.005193961400872749
W M0.80,S3,0.9,subcell,0.32530423258049546,0.32011569576750454,-0.005188536812990918
W M0.80,S3,0.96,percell,0.20165859521533813,0.22587270975334017,0.02421411453800204
W M0.80,S3,0.96,subcell,0.20165859521533813,0.22611871156614602,0.024460116350807887
W M0.80,S3,0.99,percell,0.1429470944273265,0.18871062489106002,0.04576353046373352
W M0.80,S3,0.99,subcell,0.1429470944273265,0.18871472645912066,0.04576763203179415
W M0.82,P0,0.2,percell,0.6203257000274321,0.6139075607811839,-0.006418139246248233
W M0.82,P0,0.2,subcell,0.6203257000274321,0.6140498490929603,-0.006275850934471805
W M0.82,P0,0.44,percell,0.5545803009717839,0.543394155618494,-0.011186145353289878
W M0.82,P0,0.44,subcell,0.5545803009717839,0.5439640403385622,-0.010616260633221741
W M0.82,P0,0.65,percell,0.5255158125965869,0.5276238154467355,0.0021080028501486714
W M0.82,P0,0.65,subcell,0.5255158125965869,0.5280790048087537,0.0025631922121668316
W M0.82,P0,0.8,percell,0.46531710410110644,0.9841854235306934,0.5188683194295869
W M0.82,P0,0.8,subcell,0.46531710410110644,0.9845018045244286,0.5191847004233221
W M0.82,P0,0.9,percell,0.37282630329915506,0.4097424969481016,0.03691619364894655
W M0.82,P0,0.9,subcell,0.37282630329915506,0.40980052979780807,0.03697422649865301
W M0.82,P0,0.96,percell,0.2890955799193211,0.9856717028026137,0.6965761228832926
W M0.82,P0,0.96,subcell,0.2890955799193211,0.9859053356320722,0.6968097557127511
W M0.82,P0,0.99,percell,0.2236815095254519,0.9811729250069775,0.7574914154815255
W M0.82,P0,0.99,subcell,0.2236815095254519,0.9812955899293732,0.7576140804039213
W M0.82,P1,0.2,percell,0.6203257000274321,0.6230957912177779,0.0027700911903457692
W M0.82,P1,0.2,subcell,0.6203257000274321,0.6231579349203968,0.0028322348929646912
W M0.82,P1,0.44,percell,0.5545803009717839,0.5484259171423621,-0.0061543838294217945
W M0.82,P1,0.44,subcell,0.5545803009717839,0.548663559429336,-0.005916741542447923
W M0.82,P1,0.65,percell,0.5255158125965869,0.5276238154467355,0.0021080028501486714
W M0.82,P1,0.65,subcell,0.5255158125965869,0.5283126791944314,0.002796866597844505
W M0.82,P1,0.8,percell,0.46531710410110644,0.4590256635502404,-0.0062914405508660565
W M0.82,P1,0.8,subcell,0.46531710410110644,0.4613842023751635,-0.003932901725942961
W M0.82,P1,0.9,percell,0.37282630329915506,0.3767209718996567,0.0038946686005016384
W M0.82,P1,0.9,subcell,0.37282630329915506,0.37793147610179345,0.005105172802638391
W M0.82,P1,0.96,percell,0.2890955799193211,0.9856717028026137,0.6965761228832926
W M0.82,P1,0.96,subcell,0.2890955799193211,0.9857529984828929,0.6966574185635718
W M0.82,P1,0.99,percell,0.2236815095254519,0.9753346931603681,0.7516531836349163
W M0.82,P1,0.99,subcell,0.2236815095254519,0.9753424448459114,0.7516609353204595
W M0.82,P2,0.2,percell,0.6203257000274321,0.6139075607811839,-0.006418139246248233
W M0.82,P2,0.2,subcell,0.6203257000274321,0.6140272877992765,-0.0062984122281556365
W M0.82,P2,0.44,percell,0.5545803009717839,0.5484259171423621,-0.0061543838294217945
W M0.82,P2,0.44,subcell,0.5545803009717839,0.5485169438266557,-0.006063357145128179
W M0.82,P2,0.65,percell,0.5255158125965869,0.5276238154467355,0.0021080028501486714
W M0.82,P2,0.65,subcell,0.5255158125965869,0.5277320683273824,0.0022162557307955355
W M0.82,P2,0.8,percell,0.46531710410110644,0.4358361934606343,-0.029480910640472147
W M0.82,P2,0.8,subcell,0.46531710410110644,0.4362104425043882,-0.029106661596718264
W M0.82,P2,0.9,percell,0.37282630329915506,0.3767209718996567,0.0038946686005016384
W M0.82,P2,0.9,subcell,0.37282630329915506,0.3787549354619095,0.005928632162754466
