x,y,z,xc_local,z_over_b,side,ds,ds_over_c,H,B,Psi,Ctau1,Ctau2,cf1,pinned,tip_masked
0.905762,0.000000,0.353125,1.0000,0.2952,-1,2.694587e-03,3.839069e-03,1.6287,1.292825e+01,-1.710008e-01,2.246975e-03,2.711625e-12,1.297249e-03,0,0
0.907796,0.000000,0.360331,1.0000,0.3012,-1,2.623324e-03,3.748899e-03,1.6216,1.815623e+01,-6.742041e-01,2.317585e-03,2.554842e-12,1.350318e-03,0,0
0.909830,0.000000,0.367538,1.0000,0.3072,-1,2.866586e-03,4.109025e-03,1.6461,2.512502e+01,-1.362176e+00,2.311369e-03,2.198997e-12,1.341479e-03,0,0
0.911864,0.000000,0.374745,1.0000,0.3133,-1,2.857468e-03,4.108481e-03,1.6502,3.813833e+00,7.078897e-01,2.298605e-03,1.570646e-12,1.235976e-03,0,0
0.913897,0.000000,0.381951,1.0000,0.3193,-1,2.673942e-03,3.856400e-03,1.6263,1.302576e+01,-2.878181e-01,2.328450e-03,9.152085e-13,1.308088e-03,0,0
0.915931,0.000000,0.389158,1.0000,0.3253,-1,2.802670e-03,4.054491e-03,1.6521,2.256684e+01,-1.014232e+00,2.331302e-03,4.620388e-13,1.301998e-03,0,0
0.917965,0.000000,0.396364,1.0000,0.3313,-1,2.817699e-03,4.088814e-03,1.6583,1.657134e+01,-3.494534e-01,2.307045e-03,1.628306e-13,1.235154e-03,0,0
0.919999,0.000000,0.403571,1.0000,0.3373,-1,2.705088e-03,3.937555e-03,1.6351,1.471108e+01,-2.183414e-01,2.242089e-03,2.539142e-14,1.286187e-03,0,0
0.922033,0.000000,0.410778,1.0000,0.3434,-1,2.669727e-03,3.898152e-03,1.6218,2.546692e+01,-1.471081e+00,2.318793e-03,2.093447e-14,1.424249e-03,0,0
0.924066,0.000000,0.417984,1.0000,0.3494,-1,2.696864e-03,3.950043e-03,1.6288,1.744170e+01,-6.479239e-01,2.177715e-03,1.923915e-14,1.323267e-03,0,0
0.926100,0.000000,0.425191,1.0000,0.3554,-1,2.643460e-03,3.883923e-03,1.6182,-7.128445e-01,1.053064e+00,2.188768e-03,1.148006e-14,1.342232e-03,0,0
0.928134,0.000000,0.432398,1.0000,0.3614,-1,2.507399e-03,3.695564e-03,1.5987,1.486131e+01,-6.082007e-01,2.262990e-03,4.082644e-16,1.403670e-03,0,0
0.930168,0.000000,0.439604,1.0000,0.3675,-1,2.805286e-03,4.147610e-03,1.6623,1.808853e+01,-6.561248e-01,2.287666e-03,-2.870383e-15,1.247063e-03,0,0
0.932201,0.000000,0.446811,1.0000,0.3735,-1,2.826149e-03,4.191637e-03,1.6650,1.271913e+01,-9.283057e-02,2.271788e-03,6.630378e-15,1.208171e-03,0,0
0.934235,0.000000,0.454017,1.0000,0.3795,-1,2.670267e-03,3.972973e-03,1.6350,1.990156e+01,-8.901618e-01,2.307853e-03,2.670319e-14,1.335271e-03,0,0
0.936269,0.000000,0.461224,1.0000,0.3855,-1,2.813965e-03,4.200065e-03,1.6628,1.359107e+01,-1.064700e-01,2.270568e-03,4.424015e-14,1.214775e-03,0,0
0.938303,0.000000,0.468431,1.0000,0.3916,-1,2.807193e-03,4.203301e-03,1.6674,1.606367e+01,-3.200616e-01,2.328339e-03,5.697664e-14,1.216862e-03,0,0
0.940337,0.000000,0.475637,1.0000,0.3976,-1,2.804403e-03,4.212540e-03,1.6726,1.613271e+01,-3.337300e-01,2.282259e-03,5.239951e-14,1.207983e-03,0,0
0.942370,0.000000,0.482844,1.0000,0.4036,-1,2.769551e-03,4.173522e-03,1.6533,1.830781e+01,-5.348686e-01,2.307293e-03,4.164810e-14,1.262219e-03,0,0
0.944404,0.000000,0.490051,1.0000,0.4096,-1,2.752446e-03,4.161083e-03,1.6547,2.104880e+01,-8.765592e-01,2.282504e-03,2.592041e-14,1.288906e-03,0,0
0.946438,0.000000,0.497257,1.0000,0.4157,-1,2.654854e-03,4.026493e-03,1.6392,8.038637e+00,3.443589e-01,2.227621e-03,1.344908e-14,1.271520e-03,0,0
0.948472,0.000000,0.504464,1.0000,0.4217,-1,2.573776e-03,3.916160e-03,1.6249,2.061464e+01,-1.014299e+00,2.272034e-03,5.803036e-15,1.378654e-03,0,0
0.950506,0.000000,0.511670,1.0000,0.4277,-1,2.741785e-03,4.185340e-03,1.6617,1.409143e+01,-1.571276e-01,2.218449e-03,1.315720e-16,1.226571e-03,0,0
0.952539,0.000000,0.518877,1.0000,0.4337,-1,2.579219e-03,3.950007e-03,1.6057,1.785439e+01,-6.593340e-01,2.205884e-03,-3.619119e-15,1.387434e-03,0,0
0.954573,0.000000,0.526084,1.0000,0.4398,-1,2.533178e-03,3.892175e-03,1.6154,1.557915e+01,-4.076940e-01,2.199906e-03,-5.042918e-15,1.356443e-03,0,0
0.956607,0.000000,0.533290,1.0000,0.4458,-1,2.533922e-03,3.906083e-03,1.6269,1.424539e+01,-3.367079e-01,2.163275e-03,-1.759315e-15,1.327227e-03,0,0
0.958641,0.000000,0.540497,1.0000,0.4518,-1,2.362792e-03,3.654266e-03,1.5875,1.489631e+01,-5.597510e-01,2.134983e-03,-2.748400e-15,1.446429e-03,0,0
0.960675,0.000000,0.547704,1.0000,0.4578,-1,2.486360e-03,3.858065e-03,1.6122,1.028031e+01,7.043617e-03,2.148150e-03,-3.777058e-15,1.351268e-03,0,0
0.962708,0.000000,0.554910,1.0000,0.4639,-1,2.659180e-03,4.139892e-03,1.6505,1.181069e+01,-4.793836e-02,2.193531e-03,-1.983877e-15,1.252678e-03,0,0
