k,ds_max,ds_change_rel,ds_neg_floored,mdot_max,ibl_n_iter,ibl_converged,ibl_final_residual,inflow_n_pinned,cl,cd_p,ds_wake_te,th_wake_te,mdot_wake_max
0,,,,0.0,,,,,0.2843718324331468,0.0015643358802351626,,,
1,0.0034540636638663463,inf,0,0.018878277702012503,100,False,1.8257568977560046e-06,14,0.28195592742934183,0.002381809807756234,,,
2,0.0034690381707143014,0.012229222550799732,0,0.018363515581805826,16,False,1.829022953435261e-06,,0.2824432491496806,0.002369090415528313,,,
3,0.0034705937682702314,0.000768149998284616,0,0.01827286029056918,11,False,1.8249835890879495e-06,,0.2824599912391945,0.0023674469839319286,,,
