level,h_wall,h_far,h_wake,h_edge,h_tip,h_junction,h_body,h_body_tip,n_nodes,n_tets,min_dihedral_deg,max_aspect_ratio,fuselage_crease_p99_deg,fuselage_crease_max_deg,fuselage_crease_median_deg,n_tris_wall,n_tris_fuselage,n_tris_farfield,n_tris_symmetry,n_tris_wake,n_wake_nodes,wake_z_min,wake_z_max,wake_x_max,n_tets_below_5deg,bad_tet_x_min,bad_tet_x_med,bad_tet_x_max,cut_n_stations,cut_n_te_nodes,cut_n_free,cut_n_dup,n_waterline_nodes,cut_ingest_s
xcoarse,0.044,8.799999999999999,0.132,0.022,0.011,0.022,0.088,0.011,7389,33459,2.209782644943971,29.646213225645315,30.536157610896446,33.03305046606117,2.445631110400853,3270,1278,116,1700,3028,1682,-1.830167357801715e-14,1.1963,16.5548031849291,72,3.7023250361378865,10.031476658538015,16.307107857317312,51,51,124,1558,35,0.41226966999238357
