node,x_c,F_delta,F_A,F_B,F_Psi,F_Ct1,F_Ct2,F_max
15,0.86126204317495,-1.8032047571346701e-07,5.687555628901621e-10,-2.9026512436170653e-07,1.5392148700676845e-08,-6.484180465810958e-10,5.719524299553566e-24,2.9026512436170653e-07
16,0.8513372708998309,-1.7110596326000361e-07,-1.4768438194766264e-10,-2.7759401699495126e-07,1.4258873772048528e-08,-5.643245388454339e-10,6.359989938440404e-24,2.7759401699495126e-07
17,0.8414107621536647,-1.6347022114782292e-07,-1.3448003981998472e-10,-2.6732710326895946e-07,1.3618688067763838e-08,-4.893280066730022e-10,7.11140840535037e-24,2.6732710326895946e-07
18,0.8314825540294565,-1.5609901127778375e-07,3.8023815344838233e-10,-2.570642168204952e-07,1.3700844515025047e-08,-3.9658410046732024e-10,7.908774466950926e-24,2.570642168204952e-07
19,0.8215526788075067,-1.4950423031916932e-07,2.2941662459725153e-10,-2.478412340655306e-07,1.3000125138190882e-08,-3.228833318506448e-10,8.808258564808177e-24,2.478412340655306e-07
20,0.8116211704484549,-1.4389906311681167e-07,4.3397657342160883e-10,-2.401225682838861e-07,1.2821946964311667e-08,-2.5786687829302633e-10,9.845968872057265e-24,2.401225682838861e-07
21,0.801688052595607,-1.3913972938731842e-07,4.895344428466055e-10,-2.3350955717196295e-07,1.2410072760339317e-08,-1.8977475805143443e-10,1.0991689081927515e-23,2.3350955717196295e-07
22,0.7917533557402486,-1.342621951685056e-07,4.272430544320883e-10,-2.2662257069745683e-07,1.2236128664384443e-08,-1.3064629488215985e-10,1.2290025992361536e-23,2.2662257069745683e-07
23,0.7818171009316631,-1.2978645795610147e-07,7.326267255712056e-10,-2.2028270455191404e-07,1.2198270252503524e-08,-7.362274326062414e-11,1.3750902947489626e-23,2.2028270455191404e-07
24,0.7718793102344086,-1.2609308214834622e-07,6.62926689048508e-10,-2.1513535001101426e-07,1.155773543529172e-08,-1.7244214133387332e-11,1.538985381533678e-23,2.1513535001101426e-07
25,0.7619400045632136,-1.2308381601448814e-07,8.18216429772359e-10,-2.1094073234096701e-07,1.1650453564977514e-08,2.9769883166713737e-11,1.7271604667085805e-23,2.1094073234096701e-07
26,0.7519991999240196,-1.2004834218735875e-07,7.014919190579245e-10,-2.0659766243583604e-07,1.1378577900607966e-08,7.701208429544488e-11,1.9390933614308713e-23,2.0659766243583604e-07
27,0.7420569139685426,-1.1725515471085339e-07,8.391906171016694e-10,-2.0267652410606234e-07,1.1211566419120502e-08,1.2361745608700915e-10,2.1772788389018136e-23,2.0267652410606234e-07
28,0.732113159426416,-1.1472366131283847e-07,1.0649941922450115e-09,-1.990504889176687e-07,1.1023670137496596e-08,1.7120246625089913e-10,2.4486230006400146e-23,1.990504889176687e-07
29,0.7221679483608356,-1.1206390559015339e-07,1.1982310818977777e-09,-1.9515163148133622e-07,1.1330632278613142e-08,2.1335323213728727e-10,2.761340203122591e-23,1.9515163148133622e-07
30,0.7122212926073156,-1.0993199908925594e-07,1.6715962973269166e-09,-1.9209987600592627e-07,1.1850081488482454e-08,2.5067968802457216e-10,3.115304166414135e-23,1.9209987600592627e-07
31,0.7022731999000958,-1.0786294454924994e-07,1.6716459562106146e-09,-1.8911731850704218e-07,1.139983482498271e-08,2.922028302767644e-10,3.5149510933897596e-23,1.8911731850704218e-07
32,0.6923236795979286,-1.0581124641731053e-07,1.6526684231279986e-09,-1.861029242868758e-07,1.1351189545519315e-08,3.3212951745359573e-10,3.9767036983221917e-23,1.861029242868758e-07
33,0.6823727368032297,-1.0419380874865215e-07,1.883630037729898e-09,-1.8376849415363597e-07,1.1541874766294408e-08,3.668307540507707e-10,4.506644027178255e-23,1.8376849415363597e-07
34,0.6724203752258999,-1.0277486179381987e-07,1.7353900656991483e-09,-1.817641832637924e-07,1.1194412047936453e-08,4.017384028305743e-10,5.113638922835635e-23,1.817641832637924e-07
35,0.6624666007591165,-1.0150831537242504e-07,1.714649418792408e-09,-1.7999616121943444e-07,1.1336728432994665e-08,4.3088996030071285e-10,5.814467485156312e-23,1.7999616121943444e-07
36,0.6525114152960629,-1.0019592768266637e-07,1.4258587940381672e-09,-1.7809095205557705e-07,1.0798655668154786e-08,4.6351852768221675e-10,6.612269310633628e-23,1.7809095205557705e-07
37,0.6425548184644789,-9.890572490861446e-08,1.2442967185545898e-09,-1.761915367490891e-07,1.0217173108125422e-08,4.984263876357505e-10,7.527250820162286e-23,1.761915367490891e-07
38,0.6325968138346085,-9.817571356717815e-08,8.528651409998669e-10,-1.7519029398912233e-07,9.359942818760336e-09,5.366113667251484e-10,8.588284390252134e-23,1.7519029398912233e-07
39,0.6226374001373497,-9.68318320396132e-08,1.0676404887156097e-09,-1.731057339995428e-07,9.959618619445579e-09,5.678873576578541e-10,9.839191237272648e-23,1.731057339995428e-07
40,0.6126765756197974,-9.565539356326508e-08,1.2560381912697522e-09,-1.7131853299487204e-07,1.0131674400077665e-08,5.963936325694859e-10,1.1275679586141475e-22,1.7131853299487204e-07
41,0.6027143402539177,-9.486961239035074e-08,1.2594825853920825e-09,-1.702013323725881e-07,9.938001588775781e-09,6.273309901830751e-10,1.2940427215008433e-22,1.702013323725881e-07
42,0.592750693193475,-9.423249478242134e-08,1.1380163032037915e-09,-1.6925948483631933e-07,9.618155993175299e-09,6.564523872890999e-10,1.4880433915916682e-22,1.6925948483631933e-07
43,0.5827856313067526,-9.39651339198617e-08,9.889600353762014e-10,-1.6890668947735627e-07,9.1919300452451e-09,6.90683202660899e-10,1.7144533606525236e-22,1.6890668947735627e-07
44,0.5728191526028106,-9.297256476991822e-08,1.2483637325475123e-09,-1.6735329862960094e-07,9.755680087638663e-09,7.197594869808873e-10,1.9826388084137174e-22,1.6735329862960094e-07
45,0.5628512569017231,-9.192887127301961e-08,1.4759318985059268e-09,-1.6564388800805686e-07,9.898153561507908e-09,7.53045685220516e-10,2.2952459603568625e-22,1.6564388800805686e-07
46,0.5528819418182068,-9.094407429620398e-08,1.5900592765162179e-09,-1.6412329639385418e-07,1.0058202746810323e-08,7.818372000156316e-10,2.6643955709643635e-22,1.6412329639385418e-07
47,0.5429112056327131,-9.052326716913916e-08,1.5166815268504595e-09,-1.6350744796290516e-07,9.752555964790508e-09,8.12634370355584e-10,3.098703535059728e-22,1.6350744796290516e-07
48,0.5329390496012941,-9.002423117230432e-08,1.3890961634897641e-09,-1.6276261422267968e-07,9.60767630956578e-09,8.398063576604807e-10,3.6144855375103655e-22,1.6276261422267968e-07
49,0.5229654745547798,-8.995327678929114e-08,1.3363216702286474e-09,-1.627223064415403e-07,9.299623381346647e-09,8.711529961410321e-10,4.223410294944492e-22,1.627223064415403e-07
50,0.5129904816483042,-8.950709377825219e-08,1.3146085427113018e-09,-1.6205156530343988e-07,9.262012830808919e-09,9.023536032603624e-10,4.951074310068931e-22,1.6205156530343988e-07
51,0.5030140740261183,-8.894611048908597e-08,1.6381079504505897e-09,-1.6111679123110334e-07,9.619930683513715e-09,9.34840719019291e-10,5.820769695906887e-22,1.6111679123110334e-07
52,0.4930362582830874,-8.824270178233467e-08,1.683312259007234e-09,-1.6000829865237893e-07,9.659104485616754e-09,9.676244368354844e-10,6.863180106495997e-22,1.6000829865237893e-07
53,0.483057041536239,-8.76093504753095e-08,1.946482846644924e-09,-1.5902801526696722e-07,1.0094537088773811e-08,9.960428437502368e-10,8.122941951735711e-22,1.5902801526696722e-07
54,0.47307643296699775,-8.700219568321182e-08,1.8003880339811282e-09,-1.5807476983844665e-07,9.711791447857682e-09,1.0280226653055892e-09,9.632852128489275e-22,1.5807476983844665e-07
55,0.463094444947318,-8.715407007768928e-08,1.6617148152520193e-09,-1.5854517694509202e-07,9.46240741170672e-09,1.0567047853026319e-09,1.1460541153914078e-21,1.5854517694509202e-07
56,0.4531110948784052,-8.706547982764141e-08,1.5497731005344884e-09,-1.5852603644084176e-07,9.271947317554331e-09,1.0893325998934581e-09,1.3682689120562564e-21,1.5852603644084176e-07
57,0.44312640165990447,-8.623211244969868e-08,1.268330804175239e-09,-1.572280225157184e-07,8.98989713301543e-09,1.121045110392709e-09,1.63963274421905e-21,1.572280225157184e-07
58,0.4331403891138494,-8.613176061864452e-08,1.4350518349228546e-09,-1.572760033577139e-07,8.908104007812115e-09,1.1556904378334068e-09,1.9694433461953197e-21,1.572760033577139e-07
59,0.4231530855525473,-8.584451845820685e-08,1.276004044647239e-09,-1.5697833068591396e-07,8.593022835502253e-09,1.1907890868672996e-09,2.374887019246281e-21,1.5697833068591396e-07
60,0.41316452636063977,-8.571809714687201e-08,1.2856951777847293e-09,-1.5694886987386167e-07,8.698745905621146e-09,1.2239952439629425e-09,2.876348210502259e-21,1.5694886987386167e-07
61,0.4031747509935614,-8.588198871806041e-08,1.1959838526809962e-09,-1.5760548914621815e-07,8.487197991992583e-09,1.2549409906155496e-09,3.495562410934981e-21,1.5760548914621815e-07
62,0.3931838063645967,-8.54796030592099e-08,1.2715476969790807e-09,-1.5714268364774222e-07,8.592818142634551e-09,1.2921728723816847e-09,4.265472405594849e-21,1.5714268364774222e-07
63,0.3831917477947701,-8.483681175820739e-08,9.797553129686978e-10,-1.5632255808354098e-07,8.16513460280127e-09,1.3288065563081598e-09,5.224832543932904e-21,1.5632255808354098e-07
64,0.37319863880152093,-8.538049806365521e-08,1.1928620959340311e-09,-1.5777398631512185e-07,8.04870350107701e-09,1.3727046307989797e-09,6.412338605400689e-21,1.5777398631512185e-07
65,0.3632045516862651,-8.491108385672182e-08,1.1268295365517991e-09,-1.5736160632484198e-07,8.190767512979752e-09,1.408863625420018e-09,7.920325250174779e-21,1.5736160632484198e-07
66,0.3532095716655414,-8.489062438385624e-08,1.2289292717588905e-09,-1.5778761926718037e-07,8.512922726160995e-09,1.4439272821708266e-09,9.820437862792418e-21,1.5778761926718037e-07
67,0.3432137934155042,-8.46061393739595e-08,8.122165981511407e-10,-1.5793021641063932e-07,7.837527039515639e-09,1.4808588372705736e-09,1.2207199980860953e-20,1.5793021641063932e-07
68,0.3332173281650474,-8.52885762462142e-08,6.382189312924517e-10,-1.5985274849411424e-07,7.287202175056247e-09,1.5278635723150094e-09,1.5172666417502657e-20,1.5985274849411424e-07
69,0.32322030091462295,-8.580644134560196e-08,4.613548334297501e-10,-1.615149259812557e-07,7.173209554819267e-09,1.5738560003038753e-09,1.891460796998776e-20,1.615149259812557e-07
70,0.3132228543676948,-8.624400273112419e-08,4.5008146172752044e-10,-1.631228902884829e-07,7.381527307084351e-09,1.6180492767392552e-09,2.3617756218610518e-20,1.631228902884829e-07
71,0.30322515094541974,-8.644996409337496e-08,1.1852818578644826e-10,-1.644889481392528e-07,7.15589949089464e-09,1.6643923260263444e-09,2.944512486634008e-20,1.644889481392528e-07
72,0.2932273752288534,-8.672807525649806e-08,-3.137921342685646e-10,-1.661200404854755e-07,6.935598981478226e-09,1.7086062630459026e-09,3.657646505814239e-20,1.661200404854755e-07
73,0.28322973706905646,-8.780070785225425e-08,-1.711638544911873e-09,-1.6950673171837924e-07,5.376008614285463e-09,1.7537831665278399e-09,4.4942417528225887e-20,1.6950673171837924e-07
74,0.27323247586145144,-9.013129458882345e-08,-4.571886707598e-09,-1.7567887315441653e-07,2.4657544865001906e-09,1.7918100486316462e-09,5.42826744110193e-20,1.7567887315441653e-07
75,0.2632358604220335,-9.230360336025837e-08,-1.0325007435968687e-08,-1.8222122749960418e-07,-3.2233205947894683e-09,1.806644688120512e-09,6.399577052252768e-20,1.8222122749960418e-07
76,0.25324020253031365,-9.2152670446626e-08,-2.3174356218275127e-08,-1.855284746754791e-07,-1.6635633916228286e-08,1.77156898639317e-09,7.242826519926866e-20,1.855284746754791e-07
77,0.24324585272856705,-8.194101624891111e-08,-5.439512270472634e-08,-1.7049897628465478e-07,-5.137071504211848e-08,1.6439880641132225e-09,7.566877987605387e-20,1.7049897628465478e-07
78,0.2332532147894953,-3.420999510717521e-08,-1.1875560076281548e-07,-7.699155181596496e-08,-1.2768133988531008e-07,1.3286211681455253e-09,6.064295476586924e-20,1.2768133988531008e-07
79,0.22326274906558055,2.832787967214219e-08,-2.577509558900434e-07,5.5617276817934675e-08,-2.941359024015342e-07,4.1058466733968547e-10,-3.109190016517189e-20,2.941359024015342e-07
80,0.21327498540380732,1.099207989330806e-07,3.7898446448643934e-07,2.6366974862162527e-07,3.975406558353239e-07,-8.706167696269688e-09,-1.6066228733671827e-18,3.975406558353239e-07
81,0.2032905323748017,-2.2356325475783257e-07,-2.46151817482462e-07,-6.469094518304131e-07,-3.0561126341212957e-07,-1.1606944353003753e-08,-9.672637699025115e-19,6.469094518304131e-07
82,0.19331009878920147,-5.45622301239022e-08,3.472656053114253e-07,-1.7279897447166778e-07,4.271066519400265e-07,-1.031366628216091e-08,1.0879542901312855e-18,4.271066519400265e-07
83,0.18333450549969868,-2.256759779291157e-07,-1.8040894743011878e-07,-5.318924344034078e-07,-2.0336854231209316e-07,-5.6946379790793924e-09,-5.599037932169919e-18,5.318924344034078e-07
84,0.1733647128387056,-1.071357584145697e-07,1.9169063248974662e-09,-2.1581764757717542e-07,3.4399271023593977e-08,1.995390430474227e-08,-7.417719472726506e-18,2.1581764757717542e-07
85,0.16340185302815757,-4.607416002350595e-08,7.518050672161e-08,-7.23455259199336e-08,7.583166110668404e-08,7.69523122246628e-09,6.068072195707133e-19,7.583166110668404e-08
86,0.15344726908224227,-8.545283595795835e-08,1.0042518693096787e-08,-2.0850100787908358e-07,1.2169379239094827e-08,1.8615002346237633e-09,-1.4803420591486025e-18,2.0850100787908358e-07
87,0.14350256330656763,-7.532661351700854e-07,-1.23268378288418e-07,-1.8426216487115692e-06,-1.1128965006516798e-07,1.2028804689536043e-08,-7.609309315360116e-18,1.8426216487115692e-06
88,0.133569679339037,7.040180162768399e-07,1.5195192659738868e-07,1.9144694329204137e-06,2.7723842161559194e-07,1.6144808001721437e-08,-1.582301200120862e-17,1.9144694329204137e-06
89,0.12365098950869396,-1.09463858112617e-07,-1.78902639856525e-08,-3.323761124364979e-07,3.80801597246036e-09,-1.4527417139409946e-09,-1.611460349929499e-17,3.323761124364979e-07
90,0.11374943178757883,1.6271909344138484e-08,1.9653884054761995e-08,6.204503119537342e-08,2.6159094788601028e-08,2.082730840170011e-09,-2.6178015002670452e-17,6.204503119537342e-08
91,0.10386870755488974,8.708813352256739e-08,7.0047002003006265e-09,2.2492596387768554e-07,1.138461970078756e-08,5.672292925611541e-10,-4.0569349132460024e-17,2.2492596387768554e-07
92,0.09401356129771836,8.254182807000232e-08,-2.5304291622090927e-08,2.299093858077682e-07,-3.066995359570854e-08,2.8683970146712286e-09,-4.453536534446214e-17,2.299093858077682e-07
93,0.08419020786742286,1.0718564220370263e-07,2.987006742793209e-08,3.131453013570664e-07,3.7706061551939595e-08,3.1278463682575315e-09,8.257729429748113e-17,3.131453013570664e-07
94,0.07440700286433335,1.427488180023424e-07,2.6116987280675067e-09,3.978066511589433e-07,5.380191047662238e-09,3.0988637840051217e-09,9.053471366945948e-16,3.978066511589433e-07
95,0.0646755325324012,2.3173200777742965e-07,-1.2663169000998776e-08,6.005247151924814e-07,-1.5054681136450532e-08,1.767000716966237e-09,6.729912208049921e-15,6.005247151924814e-07
96,0.055012498702031475,1.3818384344771104e-07,-4.609451308545397e-09,4.4926008134644634e-07,-3.826231528248296e-09,3.9568544282588275e-09,-2.4044794763300562e-14,4.4926008134644634e-07
97,0.045443153800991516,-3.3445121948935836e-08,-4.2799309354554455e-09,-8.604017842923591e-08,-8.582606131456577e-09,5.215456314771972e-17,-2.1706736987851697e-10,8.604017842923591e-08
98,0.036008080678837574,1.8184669647013992e-08,2.8727721685131703e-10,4.664351201763685e-08,-5.122453949260235e-09,0.0,-2.17067369878512e-10,4.664351201763685e-08
99,0.026778000454259234,1.6729898776956276e-08,4.475825038028673e-09,4.82535280719958e-09,-6.035883563042163e-10,0.0,-2.17067369878512e-10,1.6729898776956276e-08
100,0.017890475740218563,-1.5807667674838655e-16,0.0,1.3587970768027444e-17,1.0130486899000206e-16,0.0,0.0,1.5807667674838655e-16
101,0.009656878754864286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0029280046020373667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.002928004628695131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.009656878830778867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.017890475873309455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0267780006449475,0.011472114924706494,0.0007085568930624427,-0.09040960572286363,-0.14955967542740387,0.0,-2.17067369878512e-10,0.14955967542740387
107,0.03600808092699955,7.056785258211428e-06,-7.653112859053625e-06,-5.622709868752555e-06,-1.824610053349815e-05,0.0,-2.17067369878512e-10,1.824610053349815e-05
108,0.04544315410538627,1.4518484137040339e-05,-2.4944661498445227e-05,3.268991513540266e-05,-0.00010747357724451715,0.0,-2.17067369878512e-10,0.00010747357724451715
109,0.05501249906370645,-2.8668553556408554e-06,-7.031606577591704e-06,0.0003153836782047307,-0.00043377593270798307,2.0885364152845074e-06,-2.0136100762648012e-08,0.00043377593270798307
110,0.06467553295054075,-4.814621305559872e-06,5.008145792655861e-06,0.000260902305346348,0.0022098573632590834,3.586556586473818e-05,-4.550149360297943e-06,0.0022098573632590834
111,0.07440700333898069,-0.00014331795739416342,3.7467502617762195e-05,-0.0002677518957704349,0.0005166430288472803,0.00012253629306983646,-3.340084683218834e-05,0.0005166430288472803
112,0.08419020840001401,0.00012482755148778354,-2.5895224290121756e-05,0.0002992194400347896,-0.00027520104836269876,-8.875126774256426e-05,-4.802636481347228e-05,0.0002992194400347896
113,0.09401356188692885,-0.00012123519880776906,4.6447383507392446e-05,-0.00016505778464037007,-0.0002957061025382246,6.199747009687232e-06,-7.374820476450035e-06,0.0002957061025382246
114,0.10386870820108043,-7.644042108794414e-05,0.00010249024020580497,-3.838389046171792e-05,-0.0005489137866438298,4.694131298556921e-06,1.103143022105739e-07,0.0005489137866438298
115,0.11374943249048204,2.244635309873726e-05,6.217200144508548e-06,0.00029200180344885406,-0.0009361121505118706,1.3274032471106003e-06,2.660405346528598e-07,0.0009361121505118706
116,0.12365099026841783,-0.0014979360259090508,-0.00010838656401636698,-0.0019114851452218767,-0.000652774555231411,-1.884249021229216e-06,-4.8588206788222104e-08,0.0019114851452218767
117,0.13356968015527088,-0.009346076949857732,-0.0004991251057931047,-0.012863670100518289,-0.0009204107864182485,-0.001129472375361107,-4.126647874692925e-09,0.012863670100518289
118,0.1435025641777411,-0.0015712650402597503,-8.01839558407169e-05,-0.0021636994687810277,-9.729592003301206e-05,-0.00034460123690050967,-1.4369496062826955e-08,0.0021636994687810277
119,0.15344727001052919,0.0005263848857011604,0.00019560586513003657,0.0045430619327457575,0.02238413282390942,0.00012931948692025897,1.8208395563161638e-09,0.02238413282390942
120,0.16340185401186597,0.0005146557207271082,0.00023199341696795864,0.004694014942833563,0.022269113507715804,2.7989877414573125e-05,-1.524025157280261e-08,0.022269113507715804
121,0.17336471387761648,1.284936795579772e-05,4.7744611133916655e-05,-7.937620136556883e-05,-0.0001328309352726288,4.378439634140891e-06,-6.620046508641353e-11,0.0001328309352726288
122,0.18333450659637918,-8.377541775402774e-07,-6.352677652317237e-06,6.495487723954792e-05,-0.00015666193955870799,-5.666261497963121e-06,-8.511804670777318e-10,0.00015666193955870799
123,0.19331009994334047,6.114879727634682e-06,8.145285571910673e-07,-1.0552168276170769e-07,-8.540945285246383e-07,-1.257410400105768e-06,-6.871704951404359e-10,6.114879727634682e-06
124,0.20329053358506027,-7.725648684754561e-06,-1.2077037988657358e-06,-2.9220059004618874e-05,-3.979686546960074e-05,1.750263709230868e-06,-3.829676919800614e-12,3.979686546960074e-05
125,0.2132749866687433,9.783064768874159e-06,2.1782507123042334e-06,1.965159843919772e-05,-5.226276426737715e-07,-1.9875921626009576e-06,-2.1352651994483656e-13,1.965159843919772e-05
126,0.22326275038389795,-1.531974976525986e-06,-2.2416046142117107e-06,-3.88317879215177e-06,-2.7788609291966106e-06,6.768521529466512e-07,5.376029798643402e-13,3.88317879215177e-06
127,0.23325321616449693,3.7467487496935664e-06,8.881285518903787e-07,8.981656579414499e-06,1.0476548994396437e-06,-3.2842808170244486e-07,-4.3211587272913236e-13,8.981656579414499e-06
128,0.24324585415782976,2.4362886047538306e-06,4.976031577575697e-07,5.110315344669921e-06,5.388063178706717e-07,1.315022655823743e-07,-4.1190122240966704e-14,5.110315344669921e-06
129,0.2532402040137527,-8.34663902957845e-08,1.4997723568014204e-07,-3.1483016222822405e-07,1.2770522059906286e-07,5.891585086413818e-08,-6.498376093411907e-14,3.1483016222822405e-07
130,0.26323586196339144,6.221031079562962e-07,-1.6977247087670997e-08,1.2565643914547636e-06,-5.719439767298224e-08,6.971855910156851e-08,-1.5774871219740707e-14,1.2565643914547636e-06
131,0.27323247746215096,4.78726990686671e-07,-6.41614828153763e-08,9.570051326649642e-07,-5.2198812629917944e-08,4.2832376088040376e-08,-2.1786601661090128e-15,9.570051326649642e-07
132,0.2832297387247238,3.844471509856929e-07,-7.95419553984958e-07,7.517919251338011e-07,-7.571022883488055e-07,2.983285145015522e-08,-6.7582744444079876e-15,7.95419553984958e-07
133,0.2932273769406551,5.637599861669355e-07,1.484599031639522e-07,1.2855028489539738e-06,1.6402763440507875e-07,1.8228030083204055e-08,-6.6897032687697186e-15,1.2855028489539738e-06
134,0.30322515271765055,-1.3924189953600402e-06,4.5549276997240976e-07,-2.791519810212308e-06,4.3229919781662454e-07,9.054574194555696e-09,-4.530904778794838e-15,2.791519810212308e-06
135,0.313222856193014,7.066299385942132e-07,-5.457573910727602e-07,1.5100560533206232e-06,-5.302535922836984e-07,5.995942766003451e-09,-3.4753676880451048e-15,1.5100560533206232e-06
136,0.3232203027963086,-2.482858434447295e-07,-1.5216658220126048e-06,-6.657871390582426e-07,-1.4973698185427159e-06,3.269198465969036e-09,-2.3601966392556097e-15,1.5216658220126048e-06
137,0.3332173301049513,1.6032951686134616e-07,-1.5424494219958703e-07,3.564028725100349e-07,-1.7630400144138134e-07,8.339486735039565e-09,-1.5048581517149535e-15,3.564028725100349e-07
138,0.3432137954102555,-7.813113880818671e-07,9.932094597602006e-07,-1.4225474551221276e-06,1.1763468339534125e-06,1.1654531312212404e-08,-9.127790670598625e-16,1.4225474551221276e-06
139,0.3532095737192942,-6.253356366130833e-08,1.2518931098202878e-06,-1.3778795552357728e-07,1.2213260583486658e-06,-1.846790436105692e-08,-5.991400778982407e-16,1.2518931098202878e-06
140,0.3632045537943491,3.6695065474372e-07,1.6253247611124155e-07,6.380955119603621e-07,9.456491488496131e-08,-1.2828837375218916e-08,-2.9044398708728766e-16,6.380955119603621e-07
141,0.3731986409643311,-9.682683807748196e-08,-1.1304578766998071e-07,-1.5699887053213261e-07,-9.362316437160204e-08,2.611341917716038e-09,-3.711966188992771e-16,1.5699887053213261e-07
142,0.3831917500127638,-1.8120064310825058e-07,6.574539123418944e-08,-3.064062246542312e-07,6.905161140582478e-08,2.741028973682414e-09,-2.87432854288255e-16,3.064062246542312e-07
143,0.39318380863391494,-1.270955819600222e-07,6.032202513030036e-08,-2.0859956234506063e-07,6.269225424308534e-08,2.6633651383552493e-09,-2.1175794349714418e-16,2.0859956234506063e-07
144,0.4031747533144754,-7.779659031446227e-08,3.531941651713778e-08,-1.1919015143733366e-07,3.8736721566768696e-08,2.512956194493255e-09,-1.5491654088892603e-16,1.1919015143733366e-07
145,0.4131645287336001,-4.743981889275434e-08,1.674284310376697e-08,-6.442017859070623e-08,2.064062115470073e-08,2.3301776242332495e-09,-1.141160314652957e-16,6.442017859070623e-08
146,0.42315308798536977,-3.0337258156775586e-08,6.41679412748067e-09,-3.425849267844682e-08,1.0445009885104115e-08,2.1390388935700697e-09,-8.493115514910091e-17,3.425849267844682e-08
147,0.43314039160150275,-2.0963255897483678e-08,3.5015119284979003e-09,-1.8426265583930912e-08,7.400843631203561e-09,1.9570317993695506e-09,-6.376810390276653e-17,2.0963255897483678e-08
148,0.4431264042012629,-1.6147425312887643e-08,1.9055223123005485e-09,-1.098578290454616e-08,5.623125273878429e-09,1.79335316923116e-09,-4.825860250691129e-17,1.6147425312887643e-08
149,0.4531110974761132,-1.4152943526287172e-08,2.9496129214769817e-09,-8.609408638774067e-09,6.601973265205982e-09,1.6491958441498027e-09,-3.6781612016281e-17,1.4152943526287172e-08
150,0.4630944476041593,-1.3679096317191303e-08,4.549936650192708e-09,-8.941142831507276e-09,8.092842966843216e-09,1.524653600878671e-09,-2.819839534804022e-17,1.3679096317191303e-08
151,0.4730764356808704,-1.3910271800035847e-08,4.504291937203493e-09,-1.0471451307256122e-08,8.212635371203489e-09,1.4185671030033269e-09,-2.173659328466703e-17,1.3910271800035847e-08
152,0.4830570443073074,-1.5218855114869747e-08,3.613941977989624e-09,-1.3916097598103389e-08,7.389775116721079e-09,1.3215875476664474e-09,-1.6833313137492443e-17,1.5218855114869747e-08
153,0.49303626110825477,-1.6643125049501468e-08,1.421284190409225e-09,-1.760181902100142e-08,5.1671253082296616e-09,1.235452821131976e-09,-1.3094655526241667e-17,1.760181902100142e-08
154,0.503014076866635,-1.8363032784149778e-08,1.8240266807811675e-09,-2.1795616821770807e-08,5.504056038723554e-09,1.1620419316098063e-09,-1.0229790629168473e-17,2.1795616821770807e-08
155,0.5129904844281422,-2.011637890489453e-08,3.355716053130518e-09,-2.596972677705714e-08,7.080601150033774e-09,1.0993449178524988e-09,-8.020671687608047e-18,2.596972677705714e-08
156,0.5229654772827211,-2.1766401004915464e-08,3.79081140442532e-09,-2.984878796055602e-08,7.582357514549256e-09,1.0447640534302908e-09,-6.308323249366104e-18,2.984878796055602e-08
157,0.532939052276885,-2.3541091404989042e-08,4.842212661115829e-09,-3.3840509492697636e-08,8.730202504579917e-09,9.968698074292474e-10,-4.976475397187776e-18,3.3840509492697636e-08
158,0.5429112082571138,-2.502350106535564e-08,3.939550648002819e-09,-3.7319084910257695e-08,7.967278462938153e-09,9.515887643147503e-10,-3.936356679292224e-18,3.7319084910257695e-08
159,0.5528819443917188,-2.6495607472495275e-08,3.925322164713324e-09,-4.074997088894527e-08,8.108156179773557e-09,9.12891919457432e-10,-3.121716480132987e-18,4.074997088894527e-08
160,0.5628512594138629,-2.82407240572558e-08,4.422045921643608e-09,-4.4582240927687384e-08,8.697064075090664e-09,8.775907929129546e-10,-2.481573934403065e-18,4.4582240927687384e-08
161,0.5728191550571956,-2.9822500005160086e-08,3.4533158085286574e-09,-4.808769171376829e-08,7.793307316860298e-09,8.426380838509394e-10,-1.9768806592798723e-18,4.808769171376829e-08
162,0.5827856337129814,-3.1603410421691515e-08,3.652104740848597e-09,-5.187534947844274e-08,8.138767060635976e-09,8.110088767516438e-10,-1.5781691790899294e-18,5.187534947844274e-08
