station,side,x_over_c,cp
0.20,upper,0.0,0.2582064534421288
0.20,upper,0.004319208457968116,0.1908013457933081
0.20,upper,0.011842472300029045,-0.56064846348157
0.20,upper,0.02631389035000463,-0.6306775508321248
0.20,upper,0.04128754645961583,-0.7919372461916645
0.20,upper,0.052651791793070855,-0.4991702907577857
0.20,upper,0.06946441908860697,-0.5677031267719717
0.20,upper,0.08722033405706005,-0.5042076634832795
0.20,upper,0.10548255378160624,-0.4834730831070688
0.20,upper,0.12858521129028566,-0.3816321822237929
0.20,upper,0.1462695173751908,-0.40133000805705
0.20,upper,0.154742877397291,-0.3783408008959434
0.20,upper,0.1724517767224664,-0.36102776407024595
0.20,upper,0.204107067904212,-0.34256538735389064
0.20,upper,0.22182923633501347,-0.3457796183344313
0.20,upper,0.22190103050084906,-0.3389097517465548
0.20,upper,0.23963169798361564,-0.32501692505078505
0.20,upper,0.2714316957414151,-0.3265657900564837
0.20,upper,0.28917238421902186,-0.3060285055161062
0.20,upper,0.2973254309711231,-0.30289460179912314
0.20,upper,0.3150152578080772,-0.29908549828908576
0.20,upper,0.3387342866432975,-0.31473109436989016
0.20,upper,0.35651146451535737,-0.3069637828482102
0.20,upper,0.3724557213017284,-0.30891911456712395
0.20,upper,0.3902261273996354,-0.30773857247370234
0.20,upper,0.4065898989823944,-0.3120673273732485
0.20,upper,0.4243210411365101,-0.28996834817235523
0.20,upper,0.44846690212746304,-0.2996807491538091
0.20,upper,0.4662206957444994,-0.29230220837699267
0.20,upper,0.4734684272627087,-0.2821866369984871
0.20,upper,0.4912018246228373,-0.2695313701087944
0.20,upper,0.5230450274372807,-0.2736455476731311
0.20,upper,0.5407723485166772,-0.24966628288370898
0.20,upper,0.5416845286939471,-0.2448437398727548
0.20,upper,0.5593987356266169,-0.24481328548024603
0.20,upper,0.5902909549934591,-0.23524842734033197
0.20,upper,0.607997636801943,-0.21913642942633046
0.20,upper,0.6168600286784494,-0.20946202424464402
0.20,upper,0.6345174667199096,-0.20288622397258102
0.20,upper,0.6576376546884616,-0.19417651428429597
0.20,upper,0.6754063560520376,-0.1846881247708592
0.20,upper,0.6924505579659264,-0.165883052217504
0.20,upper,0.7100948910356358,-0.16755863139551305
0.20,upper,0.7247217704979475,-0.15397656132137996
0.20,upper,0.7421661180647853,-0.14604080832866526
0.20,upper,0.7673073265343049,-0.12701057043092703
0.20,upper,0.7852012674004851,-0.12384124330172458
0.20,upper,0.7916078152141613,-0.1095156974943144
0.20,upper,0.8092769598931924,-0.10581065518026987
0.20,upper,0.8409384352629007,-0.07773425323035393
0.20,upper,0.8585777007773355,-0.06748403283139938
0.20,upper,0.8605807617559083,-0.051915316531004105
0.20,upper,0.878119423798656,-0.05312814708741279
0.20,upper,0.9071973577042446,-0.007983445117442249
0.20,upper,0.923524971355121,0.003554642439011094
0.20,upper,0.9307727474011412,0.06641105594645909
0.20,upper,0.9472064860724857,0.06024665325349637
0.20,upper,0.968562453796977,0.14012811497407693
0.20,upper,0.9801348191642509,0.1286555184518853
0.20,upper,0.9883176018167927,0.23166546357730539
0.20,upper,0.9977842574992893,0.2100842144491961
0.20,lower,7.417414655524815e-05,0.7851707735710991
0.20,lower,0.0052948336669109385,0.783729742310868
0.20,lower,0.015104596546315107,0.2457136899872684
0.20,lower,0.02786729418718414,0.27686750834562246
0.20,lower,0.04715578644452995,0.08476534502721376
0.20,lower,0.06596908431814849,0.0929342168300451
0.20,lower,0.08922665097790244,0.03579506779717587
0.20,lower,0.11042386777164956,0.04266166617014479
0.20,lower,0.1316365934954175,-0.004886665656723212
0.20,lower,0.1519519624395129,-0.015725949048288612
0.20,lower,0.1724324962676013,-0.023123427324577124
0.20,lower,0.19318988822806218,-0.027068810509896277
0.20,lower,0.21365415781929883,-0.047874018977519056
0.20,lower,0.23361304640711394,-0.06046923737098491
0.20,lower,0.25409239659856153,-0.059212078872568394
0.20,lower,0.27448367424873965,-0.06488196115681014
0.20,lower,0.29496442722963045,-0.08127243842367816
0.20,lower,0.31536738598106034,-0.09283986261444697
0.20,lower,0.3358274549482846,-0.0953244011070918
0.20,lower,0.3566277673623416,-0.10125238316887751
0.20,lower,0.37713176181427954,-0.11133791800546014
0.20,lower,0.39715749250024174,-0.11647134187833252
0.20,lower,0.4176355738992218,-0.11726520237149263
0.20,lower,0.4380550900590547,-0.12879655815689997
0.20,lower,0.45821806796986164,-0.12298462634970633
0.20,lower,0.47853075406440027,-0.11825903241663724
0.20,lower,0.49870419682703876,-0.11869213266529233
0.20,lower,0.5193998299296707,-0.12867646544016192
0.20,lower,0.5398867010676985,-0.11423163351404206
0.20,lower,0.5602455591935337,-0.11391774368277716
0.20,lower,0.5807784626686652,-0.1125174315505736
0.20,lower,0.6009857243989403,-0.11245268242827487
0.20,lower,0.6217594118215652,-0.09781064022132746
0.20,lower,0.6414188086774029,-0.09917441693623757
0.20,lower,0.662959216146192,-0.08157085974304946
0.20,lower,0.6831642232392693,-0.07886559311758047
0.20,lower,0.7025786756863779,-0.07144927947659609
0.20,lower,0.7237383934903143,-0.06708970570134579
0.20,lower,0.7441341940363755,-0.05707696824752568
0.20,lower,0.7644749550380021,-0.05345373087974194
0.20,lower,0.7845292335078453,-0.04715271266892846
0.20,lower,0.8050832265665644,-0.044792892734713624
0.20,lower,0.825808475764876,-0.03298022175893272
0.20,lower,0.8458592417266886,-0.0218706748419027
0.20,lower,0.8662432564292563,-0.00743631246151225
0.20,lower,0.8865136424409518,0.001136007567125016
0.20,lower,0.905499189939553,0.033310541988641314
0.20,lower,0.9245532696992892,0.0412504871701128
0.20,lower,0.9416031567404359,0.0822175819928907
0.20,lower,0.9575252357735516,0.106908149331081
0.20,lower,0.9688885079902823,0.1362805883863822
0.20,lower,0.9810371523253846,0.17920412044844752
0.20,lower,0.9906908934268494,0.22678129192121485
0.20,lower,1.0,0.2225850172800811
0.44,upper,0.0028656072102851773,-0.02555134449799252
0.44,upper,0.00820010344847237,-0.04209404310217721
0.44,upper,0.008914844095830545,-0.8888255557822295
0.44,upper,0.01897464487781758,-0.7395271886028995
0.44,upper,0.028890918099082855,-0.7376704575294513
0.44,upper,0.03888808964816766,-0.8053007182318986
0.44,upper,0.06101160253149761,-0.6102311118771737
0.44,upper,0.07863822279084115,-0.5281743179326253
0.44,upper,0.09076075753143205,-0.5091100939601758
0.44,upper,0.11167454785675408,-0.5127638243467203
0.44,upper,0.1391962474866894,-0.4475789194122313
0.44,upper,0.15923185828182382,-0.4179076565579828
0.44,upper,0.17460834977029294,-0.4072811576310593
0.44,upper,0.19471023377563793,-0.4232747372698542
0.44,upper,0.21527488766536976,-0.4003104248578466
0.44,upper,0.23537034151216182,-0.4020332056406208
