station,side,x_over_c,cp
0.20,upper,0.0,0.047367367830752335
0.20,upper,0.018034410817323297,0.08051577400001787
0.20,upper,0.019638094190510692,-0.20255634605863848
0.20,upper,0.05196268851775761,-0.5948645044091182
0.20,upper,0.08851315749811996,-0.582712070761765
0.20,upper,0.1280628957162984,-0.45977031792583206
0.20,upper,0.16964016865660642,-0.40427953730849725
0.20,upper,0.21084782458638984,-0.41756850816724017
0.20,upper,0.25404866527456005,-0.5111382767702081
0.20,upper,0.28608119656313186,-0.49881671869987665
0.20,upper,0.33764483424115066,-0.485764623588909
0.20,upper,0.3678275078908986,-0.48664897593859086
0.20,upper,0.3733350142809278,-0.5374708809142037
0.20,upper,0.4092690562473573,-0.5116537181761527
0.20,upper,0.45400153932778,-0.5013037706227687
0.20,upper,0.49154552403272195,-0.46362358483595467
0.20,upper,0.541932313472575,-0.45436675286745143
0.20,upper,0.5794989268719751,-0.4700223700606331
0.20,upper,0.6275603528040973,-0.4111702081634484
0.20,upper,0.6650657161734783,-0.40670086993043153
0.20,upper,0.6672237461787655,-0.35692185100625656
0.20,upper,0.7048869449599601,-0.3332944685460231
0.20,upper,0.7549899378254216,-0.27004243745427653
0.20,upper,0.7899087645526593,-0.2712479545790826
0.20,upper,0.8297600679201207,-0.23981691117032908
0.20,upper,0.8697338743079308,-0.20619058436879198
0.20,upper,0.910883541789334,-0.12006999034272704
0.20,upper,0.9454668542220501,-0.1309511790242486
0.20,upper,0.972729605733356,-0.21046644914404056
0.20,upper,0.9955847338307982,-0.27135772893793686
0.20,lower,0.00046253104748864,0.6404422465763835
0.20,lower,0.01837453718619169,0.6744002783643351
0.20,lower,0.018961450180524895,0.48396669863351166
0.20,lower,0.05193061008837138,-0.0052540497458330475
0.20,lower,0.08945505155856343,0.005437033327365956
0.20,lower,0.12890766562105188,-0.0851901480511438
0.20,lower,0.17021621001572304,-0.08436311860003397
0.20,lower,0.21119550856694483,-0.09610847755507283
0.20,lower,0.2542392585955871,-0.1258221622950048
0.20,lower,0.28604215155807083,-0.1710353282030789
0.20,lower,0.3376736349381676,-0.19015345709313294
0.20,lower,0.36792730338834384,-0.17959244918665807
0.20,lower,0.3733434392256458,-0.2474750271610154
0.20,lower,0.40925286036524544,-0.24674749992539055
0.20,lower,0.4541026119722843,-0.24568331367703064
0.20,lower,0.4916307709560427,-0.24062012474313038
0.20,lower,0.5418941393283099,-0.21919771098665353
0.20,lower,0.579460399647125,-0.21104826332617313
0.20,lower,0.6277760630918607,-0.19012782533077185
0.20,lower,0.6652763558075464,-0.18989286911548653
0.20,lower,0.6670981686024097,-0.16023079432498175
0.20,lower,0.704576490369465,-0.1678000942174761
0.20,lower,0.7547972263712744,-0.15345472148784062
0.20,lower,0.7904812517871568,-0.14724831092055155
0.20,lower,0.8299814012782708,-0.1622757841832829
0.20,lower,0.8664401804071324,-0.14235354767040603
0.20,lower,0.9092132484785097,-0.04662703892291049
0.20,lower,0.9435707481227475,-0.07982610297774795
0.20,lower,0.97397651908941,-0.21105407187636646
0.20,lower,1.0,-0.2849302292411825
0.44,upper,0.0,-0.11320454527809812
0.44,upper,0.019077733151307986,-0.11284759733111575
0.44,upper,0.04163115539062785,-0.5271854178929966
0.44,upper,0.07800209941929859,-0.672957330105249
0.44,upper,0.13754886873448097,-0.5345390586425556
0.44,upper,0.1846395417343354,-0.5240112980360249
0.44,upper,0.20550731358519217,-0.48596545965306054
0.44,upper,0.25102379505523026,-0.6045124247239808
0.44,upper,0.29310664606342096,-0.5765384007068804
0.44,upper,0.2970993552441652,-0.5536103614940748
0.44,upper,0.3384751594310381,-0.5578474601818812
0.44,upper,0.394607210552705,-0.5094637215960444
0.44,upper,0.43698618460210137,-0.4886308344051953
0.44,upper,0.4935475931747608,-0.46691712988766243
0.44,upper,0.5358894467668789,-0.48092804404065415
0.44,upper,0.5852679205820814,-0.4171189954639649
0.44,upper,0.6275077463897059,-0.4151471509322398
0.44,upper,0.6348310562125239,-0.31406182124216564
0.44,upper,0.67701820712186,-0.3182424197225581
0.44,upper,0.7333689514063139,-0.20923542068300832
0.44,upper,0.7753065499724318,-0.18263064549748165
0.44,upper,0.8368987581294016,-0.14622430281782103
0.44,upper,0.8811522671170036,-0.16767015461709533
0.44,upper,0.9093307452724689,-0.12633917363213434
0.44,upper,0.9452375611255623,-0.12970626984385838
0.44,upper,0.9686020723801639,-0.30627127718847824
0.44,upper,0.9948478495602482,-0.2524298005439655
0.44,lower,0.0010707816089207366,0.5640473647003283
0.44,lower,0.022903098194622024,0.5383825249306745
0.44,lower,0.05206203298835567,-0.06989277156301864
0.44,lower,0.09083330166203019,-0.013342194820267746
0.44,lower,0.15443605455619916,-0.049026276014921016
0.44,lower,0.19827400055262123,-0.02633650095286239
0.44,lower,0.2051148737159727,-0.12384720328273431
0.44,lower,0.2436998770628767,-0.161708168099962
0.44,lower,0.28808328929594607,-0.16002951402954824
0.44,lower,0.29706657365530514,-0.23294022921034052
0.44,lower,0.3384419843878835,-0.20893343547358895
0.44,lower,0.3946327677661689,-0.23351177412188107
0.44,lower,0.43719678870984036,-0.22551531900723007
0.44,lower,0.4938338070609908,-0.2541516803958392
0.44,lower,0.5359523539523124,-0.2479890285501288
0.44,lower,0.5853863335756823,-0.19419414616728978
0.44,lower,0.6276471647970606,-0.19237387793072067
0.44,lower,0.6347121448561605,-0.14990609978973526
0.44,lower,0.6769191931893173,-0.1655302355561559
0.44,lower,0.7338584557574871,-0.13343501807753771
0.44,lower,0.7769281460130062,-0.14035697020869678
0.44,lower,0.8381818010804188,-0.15041400215920922
0.44,lower,0.8840621963784331,-0.13392616008251795
0.44,lower,0.9106583455788531,-0.09310964146305199
0.44,lower,0.9450286388434046,-0.10303521748743563
0.44,lower,0.9749848680876396,-0.3050354385574434
0.44,lower,1.0,-0.24868117386528601
0.65,upper,0.0,-0.16531269307139657
0.65,upper,0.021164514677515577,-0.2987434155927928
0.65,upper,0.04594669776327807,-0.6460128361261959
0.65,upper,0.08853148850801522,-0.6797447299574088
0.65,upper,0.14008991953720573,-0.5455336036981754
0.65,upper,0.18710589972910222,-0.5084161284180543
0.65,upper,0.2432764786537268,-0.619433855066503
0.65,upper,0.2833762905063036,-0.6039657073612885
0.65,upper,0.3120868395973603,-0.5250835733625555
0.65,upper,0.3607556425714013,-0.5283978914145785
0.65,upper,0.40014115926414384,-0.4765549324865142
0.65,upper,0.447730598468056,-0.49183954540726976
0.65,upper,0.5113400314513107,-0.41811291912507126
0.65,upper,0.5588704404847087,-0.38040778733845143
0.65,upper,0.6222457095240043,-0.31792444285816107
0.65,upper,0.6696947372351105,-0.3530341336383861
0.65,upper,0.6878479398729822,-0.2010857923252424
0.65,upper,0.7354783087980985,-0.20575610787430296
0.65,upper,0.7817995466159091,-0.18762467537644417
0.65,upper,0.8318403603401197,-0.17803955152889783
0.65,upper,0.8924103713272675,-0.09938403965629193
0.65,upper,0.9341804709522739,-0.11437473559080448
0.65,upper,0.9703140692317899,-0.25029473148981457
0.65,upper,0.9966034643654733,-0.2997383910739083
0.65,lower,0.0003424262186681269,0.532608450601679
0.65,lower,0.022260646634778235,0.5020509554761817
0.65,lower,0.04746959211399185,0.06627704318502425
0.65,lower,0.08992787925684617,-0.005174420524245911
0.65,lower,0.14058626211350186,-0.10270914818427027
0.65,lower,0.1868297196241305,-0.0789542663016464
0.65,lower,0.24364567996859463,-0.14906961008936537
0.65,lower,0.28406144270257133,-0.1598337060730794
0.65,lower,0.31108268798345723,-0.22775985437048946
0.65,lower,0.35958086062068445,-0.22012409145273368
0.65,lower,0.4001056799308138,-0.25868952550957863
0.65,lower,0.4476720311408722,-0.23937539988565937
0.65,lower,0.5112463660888407,-0.20637063905181163
0.65,lower,0.5588055681905777,-0.20421814894410428
0.65,lower,0.6224340838372799,-0.2222976551618913
0.65,lower,0.6699255108904342,-0.22559544627258488
0.65,lower,0.6875412303581139,-0.12236482764445011
0.65,lower,0.7355634444150043,-0.12682467269538425
0.65,lower,0.7829397686055767,-0.11192090189016772
0.65,lower,0.8322644962730747,-0.1452758173762827
0.65,lower,0.89517287446131,-0.1147681999369894
0.65,lower,0.9347140802843759,-0.12106878259009726
0.65,lower,0.9712055745560015,-0.23535721543452953
0.65,lower,1.0,-0.32185944101149905
0.80,upper,0.0,-0.3613036802181464
0.80,upper,0.024199485468803825,-0.2982574026221568
0.80,upper,0.061913671565249066,-0.641781747272211
0.80,upper,0.09883968622663221,-0.6523096988788755
0.80,upper,0.12364798168033606,-0.655873771171585
0.80,upper,0.1737654559179872,-0.5614170730338245
0.80,upper,0.2670947506570297,-0.5548302043120663
0.80,upper,0.3228219815337198,-0.5113319090700317
0.80,upper,0.32422156398473523,-0.47434040473733413
0.80,upper,0.3770886623576025,-0.41385162007451676
0.80,upper,0.4566705502294604,-0.428103343087186
0.80,upper,0.5129666788147978,-0.40427810780253365
0.80,upper,0.5809934413069001,-0.27066108191150123
0.80,upper,0.6341060080900893,-0.26344216542141946
0.80,upper,0.6904651064491035,-0.2008996135324369
0.80,upper,0.7429025459204035,-0.20121830527218298
0.80,upper,0.7562038197002603,-0.17246990300806028
0.80,upper,0.8096239598302671,-0.15550726070415144
0.80,upper,0.8735865054150335,-0.1360421088792159
0.80,upper,0.917090164525875,-0.15228880062462893
0.80,upper,0.966317328511782,-0.39098098427095773
0.80,upper,0.9999934669731247,-0.3511232057100918
0.80,lower,0.0007220176612631977,0.4291532158602485
0.80,lower,0.025896868045345245,0.48422860309423826
0.80,lower,0.061091499520199245,0.019053019878425073
0.80,lower,0.09600602353585111,0.09226461217417463
0.80,lower,0.12129958086338172,-0.006395175640495975
0.80,lower,0.17766362513829662,-0.062202468696079684
0.80,lower,0.234125685561269,-0.13718254925311266
0.80,lower,0.28380815124558323,-0.23945427881945416
0.80,lower,0.33194644920525146,-0.24099947956191187
0.80,lower,0.345543340900916,-0.2544139415866336
0.80,lower,0.39583667897685854,-0.24166591855990435
0.80,lower,0.46529192536375225,-0.2659876079908782
0.80,lower,0.5157795988845129,-0.26727972324014276
0.80,lower,0.5831324079039194,-0.16323477787163682
0.80,lower,0.6347227870739142,-0.1599340324996211
0.80,lower,0.6905179136622168,-0.13465115828601737
0.80,lower,0.7427362656928591,-0.14139404727552488
0.80,lower,0.7540463301293905,-0.1478666560398295
0.80,lower,0.8067336677448596,-0.16577443807080278
0.80,lower,0.8666737527274895,-0.09423951044900275
0.80,lower,0.9145704001297604,-0.12257008285755419
0.80,lower,0.9692532811037542,-0.3903815325935772
0.80,lower,1.0,-0.3342146488476862
0.90,upper,0.0019183367636924997,-0.28130150777245
0.90,upper,0.029470914184895898,-0.34496051034201697
0.90,upper,0.06255527257753783,-0.6664595778601119
0.90,upper,0.12284086221143951,-0.5863842161918889
0.90,upper,0.19027926145786572,-0.544242022059574
0.90,upper,0.26361777475349396,-0.5132313399095413
0.90,upper,0.3287596536709174,-0.401716817868197
0.90,upper,0.3997827104271239,-0.32625564352275194
0.90,upper,0.4621968619191871,-0.34726338116336236
0.90,upper,0.5210558711807198,-0.2924530468430321
0.90,upper,0.5855028355269927,-0.21073108626739737
0.90,upper,0.6492276414521375,-0.13110675774794014
0.90,upper,0.7112658087029968,-0.17123012487545494
0.90,upper,0.7648553553536572,-0.19190074988638642
0.90,upper,0.8306015197850101,-0.17902389953385509
0.90,upper,0.9031472286237838,-0.18759852285347614
0.90,upper,0.9449067333127125,-0.2484695240807976
0.90,upper,0.9529439616174302,-0.12623891670846754
0.90,upper,0.9867033494683558,-0.15274869536388014
0.90,lower,0.0,0.5240166552290687
0.90,lower,0.02408255165788395,0.4353475295557884
0.90,lower,0.05166461895029956,-0.006886494258659576
