x_c,y_c,cp,mach_local,surface
0.000000,0.000000,1.171469,0.000000,upper
0.000006,0.000447,1.171289,0.000000,upper
0.000026,0.000915,1.168721,0.000000,upper
0.000063,0.001404,1.163358,0.000000,upper
0.000116,0.001914,1.155105,0.000000,upper
0.000191,0.002446,1.143637,0.000000,upper
0.000288,0.002999,1.128722,0.000000,upper
0.000410,0.003575,1.110144,0.000000,upper
0.000560,0.004172,1.087760,0.000000,upper
0.000740,0.004790,1.061506,0.000000,upper
0.000954,0.005430,1.031406,0.000000,upper
0.001204,0.006090,0.997582,0.000000,upper
0.001493,0.006769,0.960250,0.000000,upper
0.001823,0.007468,0.919716,0.000000,upper
0.002198,0.008184,0.876364,0.000000,upper
0.002619,0.008917,0.830632,0.000000,upper
0.003090,0.009666,0.782998,0.000000,upper
0.003612,0.010430,0.733956,0.000000,upper
0.004188,0.011208,0.683983,0.000000,upper
0.004820,0.011999,0.633511,0.000000,upper
0.005511,0.012801,0.582915,0.000000,upper
0.006262,0.013615,0.532632,0.000000,upper
0.007076,0.014439,0.483231,0.000000,upper
0.007954,0.015273,0.435140,0.000000,upper
0.008898,0.016115,0.388414,0.000000,upper
0.009912,0.016965,0.342837,0.000000,upper
0.010996,0.017824,0.298320,0.000000,upper
0.012154,0.018689,0.255044,0.000000,upper
0.013387,0.019562,0.213184,0.000000,upper
0.014699,0.020441,0.172816,0.000000,upper
0.016090,0.021326,0.133951,0.000000,upper
0.017565,0.022217,0.096575,0.000000,upper
0.019125,0.023114,0.060651,0.000000,upper
0.020774,0.024016,0.026129,0.000000,upper
0.022515,0.024923,-0.007045,0.000000,upper
0.024350,0.025835,-0.038932,0.000000,upper
0.026284,0.026751,-0.069593,0.000000,upper
0.028318,0.027671,-0.099092,0.000000,upper
0.030457,0.028595,-0.127490,0.000000,upper
0.032705,0.029523,-0.154850,0.000000,upper
0.035064,0.030454,-0.181230,0.000000,upper
0.037539,0.031388,-0.206688,0.000000,upper
0.040134,0.032325,-0.231279,0.000000,upper
0.042853,0.033263,-0.255055,0.000000,upper
0.045700,0.034202,-0.278064,0.000000,upper
0.048679,0.035143,-0.300353,0.000000,upper
0.051795,0.036084,-0.321965,0.000000,upper
0.055052,0.037024,-0.342942,0.000000,upper
0.058455,0.037963,-0.363322,0.000000,upper
0.062009,0.038900,-0.383139,0.000000,upper
0.065718,0.039835,-0.402426,0.000000,upper
0.069588,0.040766,-0.421215,0.000000,upper
0.073623,0.041693,-0.439533,0.000000,upper
0.077828,0.042613,-0.457405,0.000000,upper
0.082208,0.043527,-0.474854,0.000000,upper
0.086768,0.044434,-0.491901,0.000000,upper
0.091514,0.045331,-0.508565,0.000000,upper
0.096450,0.046217,-0.524865,0.000000,upper
0.101582,0.047092,-0.540813,0.000000,upper
0.106914,0.047954,-0.556423,0.000000,upper
0.112451,0.048801,-0.571707,0.000000,upper
0.118199,0.049631,-0.586673,0.000000,upper
0.124161,0.050443,-0.601330,0.000000,upper
0.130344,0.051236,-0.615683,0.000000,upper
0.136751,0.052007,-0.629739,0.000000,upper
0.143386,0.052754,-0.643499,0.000000,upper
0.150254,0.053477,-0.656968,0.000000,upper
0.157359,0.054172,-0.670145,0.000000,upper
0.164704,0.054838,-0.683030,0.000000,upper
0.172293,0.055473,-0.695622,0.000000,upper
0.180129,0.056074,-0.707920,0.000000,upper
0.188215,0.056641,-0.719918,0.000000,upper
0.196552,0.057170,-0.731615,0.000000,upper
0.205144,0.057660,-0.743003,0.000000,upper
0.213991,0.058109,-0.754079,0.000000,upper
0.223094,0.058515,-0.764836,0.000000,upper
0.232455,0.058876,-0.775266,0.000000,upper
0.242073,0.059190,-0.785364,0.000000,upper
0.251947,0.059455,-0.795120,0.000000,upper
0.262076,0.059671,-0.804528,0.000000,upper
0.272460,0.059834,-0.813579,0.000000,upper
0.283094,0.059944,-0.822264,0.000000,upper
0.293977,0.060000,-0.830574,0.000000,upper
0.305105,0.060000,-0.838502,0.000000,upper
0.316472,0.059943,-0.846037,0.000000,upper
0.328075,0.059829,-0.853172,0.000000,upper
0.339907,0.059657,-0.859896,0.000000,upper
0.351961,0.059426,-0.866201,0.000000,upper
0.364231,0.059136,-0.872077,0.000000,upper
0.376708,0.058787,-0.877514,0.000000,upper
0.389384,0.058379,-0.882502,0.000000,upper
0.402248,0.057913,-0.887031,0.000000,upper
