x_c,y_c,cp,mach_local,surface
0.000000,0.000000,0.895312,0.000000,upper
0.000006,0.000447,0.864766,0.000000,upper
0.000026,0.000915,0.830422,0.000000,upper
0.000063,0.001404,0.791558,0.000000,upper
0.000116,0.001914,0.748401,0.000000,upper
0.000191,0.002446,0.700738,0.000000,upper
0.000288,0.002999,0.648602,0.000000,upper
0.000410,0.003575,0.592062,0.000000,upper
0.000560,0.004172,0.531330,0.000000,upper
0.000740,0.004790,0.466736,0.000000,upper
0.000954,0.005430,0.398741,0.000000,upper
0.001204,0.006090,0.327919,0.000000,upper
0.001493,0.006769,0.254950,0.000000,upper
0.001823,0.007468,0.180585,0.000000,upper
0.002198,0.008184,0.105620,0.000000,upper
0.002619,0.008917,0.030861,0.000000,upper
0.003090,0.009666,-0.042916,0.000000,upper
0.003612,0.010430,-0.114987,0.000000,upper
0.004188,0.011208,-0.184711,0.000000,upper
0.004820,0.011999,-0.251540,0.000000,upper
0.005511,0.012801,-0.315031,0.000000,upper
0.006262,0.013615,-0.374855,0.000000,upper
0.007076,0.014439,-0.430789,0.000000,upper
0.007954,0.015273,-0.482709,0.000000,upper
0.008898,0.016115,-0.530578,0.000000,upper
0.009912,0.016965,-0.574427,0.000000,upper
0.010996,0.017824,-0.614350,0.000000,upper
0.012154,0.018689,-0.650482,0.000000,upper
0.013387,0.019562,-0.682993,0.000000,upper
0.014699,0.020441,-0.712077,0.000000,upper
0.016090,0.021326,-0.737940,0.000000,upper
0.017565,0.022217,-0.760797,0.000000,upper
0.019125,0.023114,-0.780862,0.000000,upper
0.020774,0.024016,-0.798350,0.000000,upper
0.022515,0.024923,-0.813465,0.000000,upper
0.024350,0.025835,-0.826409,0.000000,upper
0.026284,0.026751,-0.837370,0.000000,upper
0.028318,0.027671,-0.846532,0.000000,upper
0.030457,0.028595,-0.854066,0.000000,upper
0.032705,0.029523,-0.860130,0.000000,upper
0.035064,0.030454,-0.864879,0.000000,upper
0.037539,0.031388,-0.868579,0.000000,upper
0.040134,0.032325,-0.871779,0.000000,upper
0.042853,0.033263,-0.874948,0.000000,upper
