x_c,y_c,cp,mach_local,surface
0.000000,0.000000,-4.111695,0.000000,upper
0.000013,0.000632,-4.370128,0.000000,upper
0.000054,0.001304,-4.643795,0.000000,upper
0.000130,0.002018,-4.935257,0.000000,upper
0.000246,0.002775,-5.237951,0.000000,upper
0.000410,0.003575,-5.548067,0.000000,upper
0.000628,0.004417,-5.860351,0.000000,upper
0.000908,0.005300,-6.169256,0.000000,upper
0.001258,0.006224,-6.469003,0.000000,upper
0.001686,0.007186,-6.754013,0.000000,upper
0.002198,0.008184,-7.019473,0.000000,upper
0.002801,0.009215,-7.261549,0.000000,upper
0.003503,0.010276,-7.479226,0.000000,upper
0.004310,0.011365,-7.671804,0.000000,upper
0.005228,0.012479,-7.839204,0.000000,upper
0.006262,0.013615,-7.962662,0.000000,upper
0.007419,0.014771,-8.037308,0.000000,upper
0.008704,0.015946,-8.015515,0.000000,upper
0.010123,0.017137,-7.732074,0.000000,upper
0.011682,0.018342,-7.162609,0.000000,upper
0.013387,0.019562,-6.674351,0.000000,upper
0.015245,0.020794,-6.047820,0.000000,upper
0.017263,0.022039,-5.421906,0.000000,upper
0.019448,0.023294,-5.092022,0.000000,upper
0.021808,0.024559,-4.749060,0.000000,upper
0.024350,0.025835,-4.461474,0.000000,upper
0.027085,0.027118,-4.238684,0.000000,upper
0.030021,0.028410,-4.050562,0.000000,upper
0.033167,0.029709,-3.877216,0.000000,upper
0.036535,0.031014,-3.712401,0.000000,upper
0.040134,0.032325,-3.552085,0.000000,upper
0.043976,0.033638,-3.394487,0.000000,upper
0.048072,0.034955,-3.251227,0.000000,upper
0.052435,0.036272,-3.128831,0.000000,upper
0.057076,0.037588,-3.008496,0.000000,upper
0.062009,0.038900,-2.876923,0.000000,upper
0.067247,0.040208,-2.749023,0.000000,upper
0.072802,0.041508,-2.638369,0.000000,upper
0.078690,0.042797,-2.539218,0.000000,upper
0.084922,0.044072,-2.441395,0.000000,upper
0.091514,0.045331,-2.338531,0.000000,upper
0.098479,0.046569,-2.233962,0.000000,upper
0.105831,0.047783,-2.139462,0.000000,upper
0.113584,0.048968,-2.055696,0.000000,upper
0.121750,0.050121,-1.974243,0.000000,upper
0.130344,0.051236,-1.892562,0.000000,upper
0.139377,0.052309,-1.810395,0.000000,upper
0.148862,0.053334,-1.730424,0.000000,upper
0.158809,0.054308,-1.657921,0.000000,upper
0.169228,0.055223,-1.590067,0.000000,upper
0.180129,0.056074,-1.523090,0.000000,upper
0.191520,0.056857,-1.456106,0.000000,upper
0.203405,0.057565,-1.386410,0.000000,upper
0.215791,0.058194,-1.318060,0.000000,upper
0.228680,0.058737,-1.255813,0.000000,upper
0.242073,0.059190,-1.197447,0.000000,upper
0.255968,0.059548,-1.142727,0.000000,upper
0.270363,0.059806,-1.089162,0.000000,upper
0.285251,0.059960,-1.032362,0.000000,upper
0.300625,0.060007,-0.975820,0.000000,upper
0.316472,0.059943,-0.922624,0.000000,upper
0.332780,0.059767,-0.872339,0.000000,upper
0.349533,0.059477,-0.826196,0.000000,upper
0.366710,0.059071,-0.781032,0.000000,upper
0.384290,0.058549,-0.733283,0.000000,upper
0.402248,0.057913,-0.685986,0.000000,upper
0.420558,0.057162,-0.640847,0.000000,upper
0.439188,0.056299,-0.598949,0.000000,upper
0.458108,0.055328,-0.562357,0.000000,upper
0.477282,0.054251,-0.527273,0.000000,upper
0.496674,0.053072,-0.490607,0.000000,upper
0.516245,0.051797,-0.453463,0.000000,upper
0.535957,0.050430,-0.415965,0.000000,upper
0.555769,0.048978,-0.382034,0.000000,upper
0.575639,0.047446,-0.355360,0.000000,upper
0.595525,0.045841,-0.333182,0.000000,upper
0.615384,0.044170,-0.313601,0.000000,upper
0.635175,0.042438,-0.293845,0.000000,upper
0.654857,0.040654,-0.270805,0.000000,upper
0.674389,0.038824,-0.247920,0.000000,upper
0.693732,0.036954,-0.228088,0.000000,upper
0.712848,0.035052,-0.212037,0.000000,upper
0.731701,0.033124,-0.200999,0.000000,upper
0.750258,0.031177,-0.191895,0.000000,upper
0.768486,0.029216,-0.181814,0.000000,upper
0.786357,0.027248,-0.171132,0.000000,upper
0.803844,0.025278,-0.159809,0.000000,upper
0.820924,0.023312,-0.149451,0.000000,upper
0.837576,0.021355,-0.141695,0.000000,upper
0.853780,0.019411,-0.135552,0.000000,upper
0.869523,0.017485,-0.130376,0.000000,upper
0.884790,0.015582,-0.125541,0.000000,upper
0.899573,0.013705,-0.120210,0.000000,upper
0.913864,0.011858,-0.114603,0.000000,upper
0.927658,0.010044,-0.109068,0.000000,upper
0.940953,0.008266,-0.104280,0.000000,upper
0.953748,0.006527,-0.099646,0.000000,upper
0.966046,0.004829,-0.094435,0.000000,upper
0.977850,0.003174,-0.087558,0.000000,upper
0.989166,0.001564,-0.092772,0.000000,upper
1.000000,0.000000,-0.068822,0.119115,upper
0.000000,0.000000,-4.111695,0.000000,lower
0.000013,-0.000632,-3.849463,0.000000,lower
0.000054,-0.001304,-3.573205,0.000000,lower
0.000130,-0.002018,-3.281838,0.000000,lower
0.000246,-0.002775,-2.974694,0.000000,lower
0.000410,-0.003575,-2.654359,0.000000,lower
0.000628,-0.004417,-2.324292,0.000000,lower
0.000908,-0.005300,-1.989246,0.000000,lower
0.001258,-0.006224,-1.654776,0.000000,lower
0.001686,-0.007186,-1.326884,0.000000,lower
0.002198,-0.008184,-1.011497,0.000000,lower
0.002801,-0.009215,-0.713963,0.000000,lower
0.003503,-0.010276,-0.438611,0.000000,lower
0.004310,-0.011365,-0.188503,0.000000,lower
0.005228,-0.012479,0.034651,0.000000,lower
0.006262,-0.013615,0.230403,0.000000,lower
0.007419,-0.014771,0.399328,0.000000,lower
0.008704,-0.015946,0.542769,0.000000,lower
0.010123,-0.017137,0.662602,0.000000,lower
0.011682,-0.018342,0.761000,0.000000,lower
0.013387,-0.019562,0.840256,0.000000,lower
0.015245,-0.020794,0.902643,0.000000,lower
0.017263,-0.022039,0.950328,0.000000,lower
0.019448,-0.023294,0.985310,0.000000,lower
0.021808,-0.024559,1.009396,0.000000,lower
0.024350,-0.025835,1.024193,0.000000,lower
0.027085,-0.027118,1.031115,0.000000,lower
0.030021,-0.028410,1.031392,0.000000,lower
0.033167,-0.029709,1.026089,0.000000,lower
0.036535,-0.031014,1.016118,0.000000,lower
0.040134,-0.032325,1.002267,0.000000,lower
0.043976,-0.033638,0.985206,0.000000,lower
0.048072,-0.034955,0.965507,0.000000,lower
0.052435,-0.036272,0.943659,0.000000,lower
0.057076,-0.037588,0.920084,0.000000,lower
0.062009,-0.038900,0.895140,0.000000,lower
0.067247,-0.040208,0.869131,0.000000,lower
0.072802,-0.041508,0.842324,0.000000,lower
0.078690,-0.042797,0.814973,0.000000,lower
0.084922,-0.044072,0.787305,0.000000,lower
0.091514,-0.045331,0.759505,0.000000,lower
0.098479,-0.046569,0.731672,0.000000,lower
0.105831,-0.047783,0.703842,0.000000,lower
0.113584,-0.048968,0.676101,0.000000,lower
0.121750,-0.050121,0.648572,0.000000,lower
0.130344,-0.051236,0.621383,0.000000,lower
0.139377,-0.052309,0.594643,0.000000,lower
0.148862,-0.053334,0.568420,0.000000,lower
0.158809,-0.054308,0.542776,0.000000,lower
0.169228,-0.055223,0.517743,0.000000,lower
0.180129,-0.056074,0.493370,0.000000,lower
0.191520,-0.056857,0.469705,0.000000,lower
0.203405,-0.057565,0.446758,0.000000,lower
0.215791,-0.058194,0.424551,0.000000,lower
0.228680,-0.058737,0.403097,0.000000,lower
0.242073,-0.059190,0.382407,0.000000,lower
0.255968,-0.059548,0.362507,0.000000,lower
0.270363,-0.059806,0.343433,0.000000,lower
0.285251,-0.059960,0.325167,0.000000,lower
0.300625,-0.060007,0.307687,0.000000,lower
0.316472,-0.059943,0.291016,0.000000,lower
0.332780,-0.059767,0.275116,0.000000,lower
0.349533,-0.059477,0.260006,0.000000,lower
0.366710,-0.059071,0.245690,0.000000,lower
0.384290,-0.058549,0.232091,0.000000,lower
0.402248,-0.057913,0.219175,0.000000,lower
0.420558,-0.057162,0.206912,0.000000,lower
0.439188,-0.056299,0.195271,0.000000,lower
0.458108,-0.055328,0.184216,0.000000,lower
0.477282,-0.054251,0.173720,0.000000,lower
0.496674,-0.053072,0.163708,0.000000,lower
0.516245,-0.051797,0.154116,0.000000,lower
0.535957,-0.050430,0.144952,0.000000,lower
0.555769,-0.048978,0.136194,0.000000,lower
0.575639,-0.047446,0.127822,0.000000,lower
0.595525,-0.045841,0.119803,0.000000,lower
0.615384,-0.044170,0.112099,0.000000,lower
0.635175,-0.042438,0.104696,0.000000,lower
0.654857,-0.040654,0.097591,0.000000,lower
0.674389,-0.038824,0.090767,0.000000,lower
0.693732,-0.036954,0.084182,0.000000,lower
0.712848,-0.035052,0.077805,0.000000,lower
0.731701,-0.033124,0.071612,0.000000,lower
0.750258,-0.031177,0.065592,0.000000,lower
0.768486,-0.029216,0.059719,0.000000,lower
0.786357,-0.027248,0.053976,0.000000,lower
0.803844,-0.025278,0.048360,0.000000,lower
0.820924,-0.023312,0.042866,0.000000,lower
0.837576,-0.021355,0.037478,0.000000,lower
0.853780,-0.019411,0.032126,0.000000,lower
0.869523,-0.017485,0.026737,0.000000,lower
0.884790,-0.015582,0.021302,0.000000,lower
0.899573,-0.013705,0.015818,0.000000,lower
0.913864,-0.011858,0.010214,0.000000,lower
0.927658,-0.010044,0.004324,0.000000,lower
0.940953,-0.008266,-0.002242,0.000000,lower
0.953748,-0.006527,-0.009910,0.000000,lower
0.966046,-0.004829,-0.019146,0.000000,lower
0.977850,-0.003174,-0.031230,0.000000,lower
0.989166,-0.001564,-0.044789,0.000000,lower
1.000000,-0.000000,-0.043386,0.119219,lower
