x_c,y_c,cp,mach_local,surface
0.000000,0.000000,0.890852,0.000000,upper
0.000006,0.000447,0.859916,0.000000,upper
0.000026,0.000915,0.825172,0.000000,upper
0.000063,0.001404,0.785894,0.000000,upper
0.000116,0.001914,0.742314,0.000000,upper
0.000191,0.002446,0.694224,0.000000,upper
0.000288,0.002999,0.641657,0.000000,upper
0.000410,0.003575,0.584688,0.000000,upper
0.000560,0.004172,0.523535,0.000000,upper
0.000740,0.004790,0.458530,0.000000,upper
0.000954,0.005430,0.390140,0.000000,upper
0.001204,0.006090,0.318945,0.000000,upper
0.001493,0.006769,0.245628,0.000000,upper
0.001823,0.007468,0.170945,0.000000,upper
0.002198,0.008184,0.095696,0.000000,upper
0.002619,0.008917,0.020688,0.000000,upper
0.003090,0.009666,-0.053300,0.000000,upper
0.003612,0.010430,-0.125545,0.000000,upper
0.004188,0.011208,-0.195403,0.000000,upper
0.004820,0.011999,-0.262329,0.000000,upper
0.005511,0.012801,-0.325881,0.000000,upper
0.006262,0.013615,-0.385732,0.000000,upper
0.007076,0.014439,-0.441661,0.000000,upper
0.007954,0.015273,-0.493546,0.000000,upper
0.008898,0.016115,-0.541352,0.000000,upper
0.009912,0.016965,-0.585117,0.000000,upper
0.010996,0.017824,-0.624934,0.000000,upper
0.012154,0.018689,-0.660943,0.000000,upper
0.013387,0.019562,-0.693317,0.000000,upper
0.014699,0.020441,-0.722253,0.000000,upper
0.016090,0.021326,-0.747960,0.000000,upper
0.017565,0.022217,-0.770656,0.000000,upper
0.019125,0.023114,-0.790560,0.000000,upper
0.020774,0.024016,-0.807889,0.000000,upper
0.022515,0.024923,-0.822856,0.000000,upper
0.024350,0.025835,-0.835665,0.000000,upper
0.026284,0.026751,-0.846515,0.000000,upper
0.028318,0.027671,-0.855600,0.000000,upper
0.030457,0.028595,-0.863098,0.000000,upper
0.032705,0.029523,-0.869206,0.000000,upper
0.035064,0.030454,-0.874276,0.000000,upper
0.037539,0.031388,-0.878947,0.000000,upper
0.040134,0.032325,-0.883592,0.000000,upper
0.042853,0.033263,-0.887192,0.000000,upper
0.045700,0.034202,-0.887520,0.000000,upper
0.048679,0.035143,-0.881392,0.000000,upper
0.051795,0.036084,-0.856809,0.000000,upper
0.055052,0.037024,-0.838618,0.000000,upper
0.058455,0.037963,-0.844209,0.000000,upper
0.062009,0.038900,-0.848524,0.000000,upper
0.065718,0.039835,-0.847901,0.000000,upper
0.069588,0.040766,-0.845870,0.000000,upper
0.073623,0.041693,-0.842395,0.000000,upper
0.077828,0.042613,-0.837909,0.000000,upper
0.082208,0.043527,-0.832648,0.000000,upper
0.086768,0.044434,-0.826784,0.000000,upper
0.091514,0.045331,-0.820412,0.000000,upper
0.096450,0.046217,-0.813598,0.000000,upper
0.101582,0.047092,-0.806387,0.000000,upper
0.106914,0.047954,-0.798814,0.000000,upper
0.112451,0.048801,-0.790902,0.000000,upper
0.118199,0.049631,-0.782672,0.000000,upper
0.124161,0.050443,-0.774141,0.000000,upper
0.130344,0.051236,-0.765322,0.000000,upper
0.136751,0.052007,-0.756225,0.000000,upper
0.143386,0.052754,-0.746861,0.000000,upper
0.150254,0.053477,-0.737237,0.000000,upper
0.157359,0.054172,-0.727361,0.000000,upper
0.164704,0.054838,-0.717239,0.000000,upper
0.172293,0.055473,-0.706879,0.000000,upper
0.180129,0.056074,-0.696286,0.000000,upper
0.188215,0.056641,-0.685468,0.000000,upper
0.196552,0.057170,-0.674430,0.000000,upper
0.205144,0.057660,-0.663180,0.000000,upper
0.213991,0.058109,-0.651726,0.000000,upper
0.223094,0.058515,-0.640076,0.000000,upper
0.232455,0.058876,-0.628237,0.000000,upper
0.242073,0.059190,-0.616219,0.000000,upper
0.251947,0.059455,-0.604033,0.000000,upper
0.262076,0.059671,-0.591688,0.000000,upper
0.272460,0.059834,-0.579196,0.000000,upper
0.283094,0.059944,-0.566569,0.000000,upper
0.293977,0.060000,-0.553819,0.000000,upper
0.305105,0.060000,-0.540959,0.000000,upper
0.316472,0.059943,-0.528003,0.000000,upper
0.328075,0.059829,-0.514963,0.000000,upper
0.339907,0.059657,-0.501855,0.000000,upper
0.351961,0.059426,-0.488694,0.000000,upper
0.364231,0.059136,-0.475491,0.000000,upper
0.376708,0.058787,-0.462264,0.000000,upper
0.389384,0.058379,-0.449025,0.000000,upper
0.402248,0.057913,-0.435789,0.000000,upper
0.415292,0.057388,-0.422568,0.000000,upper
0.428505,0.056806,-0.409376,0.000000,upper
0.441874,0.056167,-0.396223,0.000000,upper
0.455389,0.055473,-0.383123,0.000000,upper
