x_c,y_c,cp,mach_local,surface
0.000000,0.000000,-4.514386,0.000000,upper
0.000002,0.000221,-4.607171,0.000000,upper
0.000006,0.000447,-4.702018,0.000000,upper
0.000015,0.000678,-4.799450,0.000000,upper
0.000026,0.000915,-4.899133,0.000000,upper
0.000042,0.001157,-5.000998,0.000000,upper
0.000063,0.001404,-5.104870,0.000000,upper
0.000087,0.001656,-5.210590,0.000000,upper
0.000116,0.001914,-5.317984,0.000000,upper
0.000151,0.002177,-5.426871,0.000000,upper
0.000191,0.002446,-5.537058,0.000000,upper
0.000236,0.002720,-5.648344,0.000000,upper
0.000288,0.002999,-5.760520,0.000000,upper
0.000345,0.003284,-5.873371,0.000000,upper
0.000410,0.003575,-5.986665,0.000000,upper
0.000481,0.003871,-6.100161,0.000000,upper
0.000560,0.004172,-6.213616,0.000000,upper
0.000646,0.004478,-6.326782,0.000000,upper
0.000740,0.004790,-6.439407,0.000000,upper
0.000843,0.005107,-6.551240,0.000000,upper
0.000954,0.005430,-6.662028,0.000000,upper
0.001074,0.005757,-6.771524,0.000000,upper
0.001204,0.006090,-6.879486,0.000000,upper
0.001343,0.006427,-6.985678,0.000000,upper
0.001493,0.006769,-7.089876,0.000000,upper
0.001653,0.007116,-7.191866,0.000000,upper
0.001823,0.007468,-7.291452,0.000000,upper
0.002005,0.007824,-7.388450,0.000000,upper
0.002198,0.008184,-7.482697,0.000000,upper
0.002402,0.008548,-7.574046,0.000000,upper
0.002619,0.008917,-7.662364,0.000000,upper
0.002848,0.009290,-7.747539,0.000000,upper
0.003090,0.009666,-7.829472,0.000000,upper
0.003344,0.010046,-7.908083,0.000000,upper
0.003612,0.010430,-7.983306,0.000000,upper
0.003893,0.010817,-8.055096,0.000000,upper
0.004188,0.011208,-8.123418,0.000000,upper
0.004497,0.011602,-8.188255,0.000000,upper
0.004820,0.011999,-8.249598,0.000000,upper
0.005158,0.012399,-8.307448,0.000000,upper
0.005511,0.012801,-8.361815,0.000000,upper
0.005879,0.013207,-8.412706,0.000000,upper
0.006262,0.013615,-8.460140,0.000000,upper
0.006661,0.014026,-8.504153,0.000000,upper
0.007076,0.014439,-8.544815,0.000000,upper
0.007506,0.014855,-8.582255,0.000000,upper
0.007954,0.015273,-8.616531,0.000000,upper
0.008418,0.015693,-8.647709,0.000000,upper
0.008898,0.016115,-8.675424,0.000000,upper
0.009396,0.016539,-8.698404,0.000000,upper
0.009912,0.016965,-8.715632,0.000000,upper
0.010445,0.017394,-8.726611,0.000000,upper
0.010996,0.017824,-8.727936,0.000000,upper
0.011566,0.018256,-8.696864,0.000000,upper
0.012154,0.018689,-8.600276,0.000000,upper
0.012761,0.019125,-8.397093,0.000000,upper
0.013387,0.019562,-8.073360,0.000000,upper
0.014033,0.020001,-7.747308,0.000000,upper
0.014699,0.020441,-7.489798,0.000000,upper
0.015384,0.020883,-7.262092,0.000000,upper
0.016090,0.021326,-7.057295,0.000000,upper
0.016817,0.021771,-6.893247,0.000000,upper
0.017565,0.022217,-6.765328,0.000000,upper
0.018334,0.022665,-6.641193,0.000000,upper
0.019125,0.023114,-6.530828,0.000000,upper
0.019939,0.023564,-6.407472,0.000000,upper
0.020774,0.024016,-6.251589,0.000000,upper
0.021633,0.024469,-6.091641,0.000000,upper
0.022515,0.024923,-5.933617,0.000000,upper
0.023421,0.025378,-5.766514,0.000000,upper
0.024350,0.025835,-5.585902,0.000000,upper
0.025305,0.026292,-5.408698,0.000000,upper
0.026284,0.026751,-5.243180,0.000000,upper
0.027288,0.027210,-5.090811,0.000000,upper
