state,arm,eta,half,d
W M0.82,S2,0.8,0.01,-0.014036455112031554
W M0.82,S2,0.9,0.01,-0.0553892046876861
W M0.82,S2,0.96,0.01,0.005958263436218303
W M0.82,S2,0.99,0.01,0.7528638763360567
W M0.82,S2,0.2,0.02,0.0027700911903457692
W M0.82,S2,0.44,0.02,-0.0061543838294217945
W M0.82,S2,0.65,0.02,0.0021080028501486714
W M0.82,S2,0.8,0.02,-0.013950214027209862
W M0.82,S2,0.9,0.02,-0.0017784012734767818
W M0.82,S2,0.96,0.02,0.6965761228832926
W M0.82,S2,0.99,0.02,0.7516531836349163
W M0.82,S2,0.2,0.04,0.005993093585540121
W M0.82,S2,0.44,0.04,0.0227408263218154
W M0.82,S2,0.65,0.04,0.002180278603153618
W M0.82,S2,0.8,0.04,-0.0003383911176629839
W M0.82,S2,0.9,0.04,0.00799772408740379
W M0.82,S2,0.96,0.04,0.6894223958829176
W M0.82,S2,0.99,0.04,0.7525242743485905
W M0.82,S3,0.2,0.01,-0.008122059454005237
W M0.82,S3,0.44,0.01,-0.013504388600761197
W M0.82,S3,0.65,0.01,-0.013042227048627675
W M0.82,S3,0.8,0.01,-0.014036455112031554
W M0.82,S3,0.9,0.01,-0.012117724698399057
W M0.82,S3,0.96,0.01,0.005958263436218303
W M0.82,S3,0.99,0.01,0.020962451423518297
W M0.82,S3,0.2,0.02,-0.006418139246248233
W M0.82,S3,0.44,0.02,-0.011186145353289878
W M0.82,S3,0.65,0.02,-0.010068481390232864
W M0.82,S3,0.8,0.02,-0.013950214027209862
W M0.82,S3,0.9,0.02,0.0038946686005016384
W M0.82,S3,0.96,0.02,0.013006860464949532
W M0.82,S3,0.99,0.02,0.032898355216420705
W M0.82,S3,0.2,0.04,-0.004787717253563417
W M0.82,S3,0.44,0.04,0.0227408263218154
W M0.82,S3,0.65,0.04,-0.00958310948255403
W M0.82,S3,0.8,0.04,-0.0003383911176629839
W M0.82,S3,0.9,0.04,0.005917328261071053
W M0.82,S3,0.96,0.04,0.02685494055848514
W M0.82,S3,0.99,0.04,0.06719978190609471
W M0.8395,P0,0.2,0.01,-0.006487176258751615
W M0.8395,P0,0.44,0.01,-0.02108592072442117
W M0.8395,P0,0.65,0.01,-0.00012082285169223717
W M0.8395,P0,0.8,0.01,0.4685054093901786
W M0.8395,P0,0.9,0.01,-0.014293135216671082
W M0.8395,P0,0.96,0.01,0.5991486111543811
W M0.8395,P0,0.99,0.01,0.6359575488198397
W M0.8395,P0,0.2,0.02,-0.005499914028199937
W M0.8395,P0,0.44,0.02,-0.013210876856558307
W M0.8395,P0,0.65,0.02,0.002926791829485631
W M0.8395,P0,0.8,0.02,0.46401070384439336
W M0.8395,P0,0.9,0.02,-0.0005738468020136667
W M0.8395,P0,0.96,0.02,0.6129851919774215
W M0.8395,P0,0.99,0.02,0.6373614749092195
W M0.8395,P0,0.2,0.04,-0.006242322744379636
W M0.8395,P0,0.44,0.04,0.008534911915633492
W M0.8395,P0,0.65,0.04,0.01334291538841137
W M0.8395,P0,0.8,0.04,0.45291246515771544
W M0.8395,P0,0.9,0.04,0.025226182021554355
W M0.8395,P0,0.96,0.04,0.6087839643558993
W M0.8395,P0,0.99,0.04,0.6380263800854941
W M0.8395,P1,0.2,0.01,-0.006487176258751615
W M0.8395,P1,0.44,0.01,-0.02108592072442117
W M0.8395,P1,0.65,0.01,-0.011327903866989675
W M0.8395,P1,0.8,0.01,-0.016526812124474044
W M0.8395,P1,0.9,0.01,-0.014293135216671082
W M0.8395,P1,0.96,0.01,-0.010685476133239002
W M0.8395,P1,0.99,0.01,0.6359575488198397
W M0.8395,P1,0.2,0.02,-0.005499914028199937
W M0.8395,P1,0.44,0.02,-0.013210876856558307
W M0.8395,P1,0.65,0.02,0.002926791829485631
W M0.8395,P1,0.8,0.02,-0.01688696450596905
W M0.8395,P1,0.9,0.02,0.020850299798040317
W M0.8395,P1,0.96,0.02,0.6193166245005446
W M0.8395,P1,0.99,0.02,0.6346889527745346
W M0.8395,P1,0.2,0.04,-0.007185477772425286
W M0.8395,P1,0.44,0.04,0.008534911915633492
W M0.8395,P1,0.65,0.04,0.0013608260808268824
W M0.8395,P1,0.8,0.04,0.01504387986008171
W M0.8395,P1,0.9,0.04,0.019440705694818594
W M0.8395,P1,0.96,0.04,0.6087839643558993
W M0.8395,P1,0.99,0.04,0.6354482419059226
W M0.8395,P2,0.2,0.01,-0.006487176258751615
W M0.8395,P2,0.44,0.01,-0.004616490640646065
W M0.8395,P2,0.65,0.01,-0.022177111850441134
W M0.8395,P2,0.8,0.01,-0.012630980874072772
W M0.8395,P2,0.9,0.01,-0.014293135216671082
W M0.8395,P2,0.96,0.01,-0.010685476133239002
W M0.8395,P2,0.99,0.01,0.6327339357637505
W M0.8395,P2,0.2,0.02,-0.005499914028199937
W M0.8395,P2,0.44,0.02,-0.004616490640646065
W M0.8395,P2,0.65,0.02,0.002926791829485631
W M0.8395,P2,0.8,0.02,-0.013024342433658243
W M0.8395,P2,0.9,0.02,0.020850299798040317
W M0.8395,P2,0.96,0.02,0.003991337490141411
W M0.8395,P2,0.99,0.02,0.6315232430626101
W M0.8395,P2,0.2,0.04,-0.007185477772425286
W M0.8395,P2,0.44,0.04,0.008534911915633492
W M0.8395,P2,0.65,0.04,0.0013608260808268824
W M0.8395,P2,0.8,0.04,0.01461319111392112
W M0.8395,P2,0.9,0.04,0.019440705694818594
W M0.8395,P2,0.96,0.04,0.6058314649770465
W M0.8395,P2,0.99,0.04,0.6323943337762843
W M0.8395,P3,0.2,0.01,-0.006487176258751615
W M0.8395,P3,0.44,0.01,-0.02108592072442117
W M0.8395,P3,0.65,0.01,-0.011327903866989675
W M0.8395,P3,0.8,0.01,0.004913853843031557
W M0.8395,P3,0.9,0.01,-0.014293135216671082
W M0.8395,P3,0.96,0.01,-0.010685476133239002
W M0.8395,P3,0.99,0.01,0.6311719626298721
W M0.8395,P3,0.2,0.02,-0.005499914028199937
W M0.8395,P3,0.44,0.02,-0.02108592072442117
W M0.8395,P3,0.65,0.02,-0.008654167492810005
W M0.8395,P3,0.8,0.02,0.004370935102131379
W M0.8395,P3,0.9,0.02,0.0015024137538504068
W M0.8395,P3,0.96,0.02,0.003991337490141411
W M0.8395,P3,0.99,0.02,0.6299893264809212
W M0.8395,P3,0.2,0.04,-0.007185477772425286
W M0.8395,P3,0.44,0.04,-0.0036274108454540377
W M0.8395,P3,0.65,0.04,-0.003150087086865483
W M0.8395,P3,0.8,0.04,0.01504387986008171
W M0.8395,P3,0.9,0.04,0.0032652550553777804
W M0.8395,P3,0.96,0.04,0.6044008575724609
W M0.8395,P3,0.99,0.04,0.6309145896603405
W M0.8395,S1,0.2,0.01,-0.006487176258751615
W M0.8395,S1,0.44,0.01,-0.02108592072442117
W M0.8395,S1,0.65,0.01,-0.00012082285169223717
W M0.8395,S1,0.8,0.01,-0.012630980874072772
W M0.8395,S1,0.9,0.01,-0.014293135216671082
W M0.8395,S1,0.96,0.01,0.5906229640137411
W M0.8395,S1,0.99,0.01,0.6359575488198397
W M0.8395,S1,0.2,0.02,-0.005499914028199937
W M0.8395,S1,0.44,0.02,-0.013210876856558307
W M0.8395,S1,0.65,0.02,0.002926791829485631
W M0.8395,S1,0.8,0.02,-0.013024342433658243
W M0.8395,S1,0.9,0.02,-0.0005738468020136667
W M0.8395,S1,0.96,0.02,0.6129851919774215
W M0.8395,S1,0.99,0.02,0.6346889527745346
W M0.8395,S1,0.2,0.04,-0.007185477772425286
W M0.8395,S1,0.44,0.04,0.008534911915633492
W M0.8395,S1,0.65,0.04,0.0013608260808268824
W M0.8395,S1,0.8,0.04,0.01504387986008171
W M0.8395,S1,0.9,0.04,0.0032652550553777804
W M0.8395,S1,0.96,0.04,0.6087839643558993
W M0.8395,S1,0.99,0.04,0.6354482419059226
W M0.8395,S2,0.2,0.01,-0.006487176258751615
W M0.8395,S2,0.44,0.01,-0.02108592072442117
W M0.8395,S2,0.65,0.01,-0.011327903866989675
W M0.8395,S2,0.8,0.01,-0.016526812124474044
W M0.8395,S2,0.9,0.01,-0.014293135216671082
W M0.8395,S2,0.96,0.01,-0.010685476133239002
W M0.8395,S2,0.99,0.01,0.6359575488198397
W M0.8395,S2,0.2,0.02,-0.005499914028199937
W M0.8395,S2,0.44,0.02,-0.013210876856558307
W M0.8395,S2,0.65,0.02,0.002926791829485631
W M0.8395,S2,0.8,0.02,-0.01688696450596905
W M0.8395,S2,0.9,0.02,0.0015024137538504068
W M0.8395,S2,0.96,0.02,0.6129851919774215
W M0.8395,S2,0.99,0.02,0.6346889527745346
W M0.8395,S2,0.2,0.04,-0.007185477772425286
W M0.8395,S2,0.44,0.04,0.008534911915633492
W M0.8395,S2,0.65,0.04,0.0013608260808268824
W M0.8395,S2,0.8,0.04,0.01461319111392112
W M0.8395,S2,0.9,0.04,0.0032652550553777804
W M0.8395,S2,0.96,0.04,0.6087839643558993
W M0.8395,S2,0.99,0.04,0.6354482419059226
W M0.8395,S3,0.2,0.01,-0.006487176258751615
W M0.8395,S3,0.44,0.01,-0.02108592072442117
W M0.8395,S3,0.65,0.01,-0.022177111850441134
W M0.8395,S3,0.8,0.01,-0.016526812124474044
W M0.8395,S3,0.9,0.01,-0.014293135216671082
W M0.8395,S3,0.96,0.01,-0.010685476133239002
W M0.8395,S3,0.99,0.01,0.6327339357637505
W M0.8395,S3,0.2,0.02,-0.005499914028199937
W M0.8395,S3,0.44,0.02,-0.013210876856558307
W M0.8395,S3,0.65,0.02,-0.014145397173679464
W M0.8395,S3,0.8,0.02,-0.01688696450596905
W M0.8395,S3,0.9,0.02,0.0015024137538504068
W M0.8395,S3,0.96,0.02,-0.004306268914620215
W M0.8395,S3,0.99,0.02,0.6315232430626101
W M0.8395,S3,0.2,0.04,-0.007185477772425286
W M0.8395,S3,0.44,0.04,-0.0036274108454540377
W M0.8395,S3,0.65,0.04,-0.003150087086865483
W M0.8395,S3,0.8,0.04,-0.0038196073035658973
W M0.8395,S3,0.9,0.04,0.0032652550553777804
W M0.8395,S3,0.96,0.04,0.6058314649770465
W M0.8395,S3,0.99,0.04,0.6323943337762843
W M0.86,P0,0.2,0.01,0.007876947268001477
W M0.86,P0,0.44,0.01,-0.004508857460609805
W M0.86,P0,0.65,0.01,-0.004404654278058584
W M0.86,P0,0.8,0.01,0.40971309469407935
W M0.86,P0,0.9,0.01,-0.018707429079338755
W M0.86,P0,0.96,0.01,0.4920141821214196
W M0.86,P0,0.99,0.01,0.5404359229815905
W M0.86,P0,0.2,0.02,0.007096183997321148
W M0.86,P0,0.44,0.02,-0.004508857460609805
W M0.86,P0,0.65,0.02,0.004219004060120324
W M0.86,P0,0.8,0.02,0.4052183891482941
W M0.86,P0,0.9,0.02,0.014047353396729356
W M0.86,P0,0.96,0.02,0.5123337490927795
W M0.86,P0,0.99,0.02,0.5390459279766768
W M0.86,P0,0.2,0.04,-9.889458106093763e-05
W M0.86,P0,0.44,0.04,-0.005093770560102517
W M0.86,P0,0.65,0.04,0.011193715234449342
W M0.86,P0,0.8,0.04,0.3941201504616162
W M0.86,P0,0.9,0.04,0.009951624257318548
W M0.86,P0,0.96,0.04,0.5078396847522739
W M0.86,P0,0.99,0.04,0.5395708162117447
W M0.86,P1,0.2,0.01,-0.015402999770814052
W M0.86,P1,0.44,0.01,-0.004508857460609805
W M0.86,P1,0.65,0.01,-0.004404654278058584
W M0.86,P1,0.8,0.01,-0.023361483283994455
W M0.86,P1,0.9,0.01,-0.018707429079338755
W M0.86,P1,0.96,0.01,0.4829843178541841
W M0.86,P1,0.99,0.01,0.536898079801317
W M0.86,P1,0.2,0.02,0.0016595062779042324
W M0.86,P1,0.44,0.02,-0.004508857460609805
W M0.86,P1,0.65,0.02,0.004219004060120324
W M0.86,P1,0.8,0.02,0.0008600459451556519
W M0.86,P1,0.9,0.02,-0.007345970619558773
W M0.86,P1,0.96,0.02,0.5121821954675831
W M0.86,P1,0.99,0.02,0.5355716324206696
W M0.86,P1,0.2,0.04,-0.005890299320836734
W M0.86,P1,0.44,0.04,0.010473629598426792
W M0.86,P1,0.65,0.04,0.011193715234449342
W M0.86,P1,0.8,0.04,0.008514382366316187
W M0.86,P1,0.9,0.04,0.005020949970509947
W M0.86,P1,0.96,0.04,0.5045993827648796
W M0.86,P1,0.99,0.04,0.5362192203900272
W M0.86,P2,0.2,0.01,-0.015402999770814052
W M0.86,P2,0.44,0.01,-0.004508857460609805
W M0.86,P2,0.65,0.01,-0.004404654278058584
W M0.86,P2,0.8,0.01,-0.023361483283994455
W M0.86,P2,0.9,0.01,-0.030115629777035746
W M0.86,P2,0.96,0.01,0.48348853498077965
W M0.86,P2,0.99,0.01,0.5304537491405353
W M0.86,P2,0.2,0.02,-0.011474791085988256
W M0.86,P2,0.44,0.02,-0.004508857460609805
W M0.86,P2,0.65,0.02,0.004219004060120324
W M0.86,P2,0.8,0.02,-0.003864994321057136
W M0.86,P2,0.9,0.02,0.002122878858864752
W M0.86,P2,0.96,0.02,0.50585076294446
W M0.86,P2,0.99,0.02,0.529243056439395
W M0.86,P2,0.2,0.04,-0.009785115616296691
W M0.86,P2,0.44,0.04,0.010473629598426792
W M0.86,P2,0.65,0.04,0.011193715234449342
W M0.86,P2,0.8,0.04,0.005289181566957679
W M0.86,P2,0.9,0.04,-0.0015171638078088634
W M0.86,P2,0.96,0.04,0.49869703594408504
W M0.86,P2,0.99,0.04,0.5301141471530691
W M0.86,P3,0.2,0.01,-0.015402999770814052
W M0.86,P3,0.44,0.01,-0.004508857460609805
W M0.86,P3,0.65,0.01,-0.004404654278058584
W M0.86,P3,0.8,0.01,-0.002963289187403406
W M0.86,P3,0.9,0.01,-0.018707429079338755
W M0.86,P3,0.96,0.01,-0.05452099144630462
W M0.86,P3,0.99,0.01,0.5304537491405353
W M0.86,P3,0.2,0.02,0.0016595062779042324
W M0.86,P3,0.44,0.02,-0.004508857460609805
W M0.86,P3,0.65,0.02,0.004219004060120324
W M0.86,P3,0.8,0.02,0.0008600459451556519
W M0.86,P3,0.9,0.02,-0.007345970619558773
W M0.86,P3,0.96,0.02,0.4912844986811467
W M0.86,P3,0.99,0.02,0.529243056439395
W M0.86,P3,0.2,0.04,-0.005890299320836734
W M0.86,P3,0.44,0.04,-0.005093770560102517
W M0.86,P3,0.65,0.04,0.011193715234449342
W M0.86,P3,0.8,0.04,0.008514382366316187
W M0.86,P3,0.9,0.04,0.005020949970509947
W M0.86,P3,0.96,0.04,0.49869703594408504
W M0.86,P3,0.99,0.04,0.5301141471530691
W M0.86,S1,0.2,0.01,-0.015402999770814052
W M0.86,S1,0.44,0.01,-0.004508857460609805
W M0.86,S1,0.65,0.01,-0.004404654278058584
W M0.86,S1,0.8,0.01,-0.023361483283994455
W M0.86,S1,0.9,0.01,-0.018707429079338755
W M0.86,S1,0.96,0.01,0.4920141821214196
W M0.86,S1,0.99,0.01,0.5336773621966245
W M0.86,S1,0.2,0.02,0.0016595062779042324
W M0.86,S1,0.44,0.02,-0.004508857460609805
W M0.86,S1,0.65,0.02,0.004219004060120324
W M0.86,S1,0.8,0.02,0.0008600459451556519
W M0.86,S1,0.9,0.02,0.014047353396729356
W M0.86,S1,0.96,0.02,0.50585076294446
W M0.86,S1,0.99,0.02,0.5324087661513195
W M0.86,S1,0.2,0.04,-9.889458106093763e-05
W M0.86,S1,0.44,0.04,0.010473629598426792
W M0.86,S1,0.65,0.04,0.011193715234449342
W M0.86,S1,0.8,0.04,0.008514382366316187
W M0.86,S1,0.9,0.04,0.009951624257318548
W M0.86,S1,0.96,0.04,0.5016495353229378
W M0.86,S1,0.99,0.04,0.5331680552827075
W M0.86,S2,0.2,0.01,-0.015402999770814052
W M0.86,S2,0.44,0.01,-0.004508857460609805
W M0.86,S2,0.65,0.01,-0.004404654278058584
W M0.86,S2,0.8,0.01,-0.023361483283994455
W M0.86,S2,0.9,0.01,-0.030115629777035746
W M0.86,S2,0.96,0.01,0.48348853498077965
W M0.86,S2,0.99,0.01,0.536898079801317
W M0.86,S2,0.2,0.02,0.0016595062779042324
W M0.86,S2,0.44,0.02,-0.004508857460609805
W M0.86,S2,0.65,0.02,0.004219004060120324
W M0.86,S2,0.8,0.02,0.0008600459451556519
W M0.86,S2,0.9,0.02,-0.018384074288752217
W M0.86,S2,0.96,0.02,0.50585076294446
W M0.86,S2,0.99,0.02,0.5355716324206696
W M0.86,S2,0.2,0.04,-0.005890299320836734
W M0.86,S2,0.44,0.04,0.010473629598426792
W M0.86,S2,0.65,0.04,0.011193715234449342
W M0.86,S2,0.8,0.04,0.008514382366316187
W M0.86,S2,0.9,0.04,-0.015133412358986909
W M0.86,S2,0.96,0.04,0.5045993827648796
W M0.86,S2,0.99,0.04,0.5362192203900272
W M0.86,S3,0.2,0.01,-0.015402999770814052
W M0.86,S3,0.44,0.01,-0.004508857460609805
W M0.86,S3,0.65,0.01,-0.004404654278058584
W M0.86,S3,0.8,0.01,-0.023361483283994455
W M0.86,S3,0.9,0.01,-0.030115629777035746
W M0.86,S3,0.96,0.01,-0.030201881842294054
W M0.86,S3,0.99,0.01,0.5304537491405353
W M0.86,S3,0.2,0.02,0.0016595062779042324
W M0.86,S3,0.44,0.02,-0.004508857460609805
W M0.86,S3,0.65,0.02,0.004219004060120324
W M0.86,S3,0.8,0.02,0.0008600459451556519
W M0.86,S3,0.9,0.02,-0.018384074288752217
W M0.86,S3,0.96,0.02,0.50585076294446
W M0.86,S3,0.99,0.02,0.529243056439395
W M0.86,S3,0.2,0.04,-0.005890299320836734
W M0.86,S3,0.44,0.04,0.010473629598426792
W M0.86,S3,0.65,0.04,0.011193715234449342
W M0.86,S3,0.8,0.04,0.008514382366316187
W M0.86,S3,0.9,0.04,-0.015133412358986909
W M0.86,S3,0.96,0.04,0.49869703594408504
W M0.86,S3,0.99,0.04,0.5301141471530691
W M0.88,P0,0.2,0.01,-0.014557928289716249
W M0.88,P0,0.44,0.01,-0.003644165394176224
W M0.88,P0,0.65,0.01,-0.00295096645674775
W M0.88,P0,0.8,0.01,0.3515190206529468
W M0.88,P0,0.9,0.01,-0.027859330560028872
W M0.88,P0,0.96,0.01,0.43765812624668643
W M0.88,P0,0.99,0.01,0.42374799957999887
W M0.88,P0,0.2,0.02,-0.01202589483033678
W M0.88,P0,0.44,0.02,-0.0022725298915381442
W M0.88,P0,0.65,0.02,-0.0009898540699766478
W M0.88,P0,0.8,0.02,0.3470243151071616
W M0.88,P0,0.9,0.02,0.0022162645434344874
W M0.88,P0,0.96,0.02,0.4579910743837212
W M0.88,P0,0.99,0.02,0.4223282097919324
W M0.88,P0,0.2,0.04,-0.020528403813553475
W M0.88,P0,0.44,0.04,-0.0032390540257303257
W M0.88,P0,0.65,0.04,0.008715275439755699
W M0.88,P0,0.8,0.04,0.33592607642048367
W M0.88,P0,0.9,0.04,-0.003436807246587903
W M0.88,P0,0.96,0.04,0.45500286891489705
W M0.88,P0,0.99,0.04,0.4227955693307148
W M0.88,P1,0.2,0.01,-0.014557928289716249
W M0.88,P1,0.44,0.01,-0.013954478908190127
W M0.88,P1,0.65,0.01,-0.00295096645674775
W M0.88,P1,0.8,0.01,-0.02020993490598144
W M0.88,P1,0.9,0.01,-0.014191644562439376
W M0.88,P1,0.96,0.01,0.4336039973021528
W M0.88,P1,0.99,0.01,0.42208925510918427
W M0.88,P1,0.2,0.02,-0.01202589483033678
W M0.88,P1,0.44,0.02,-0.0022725298915381442
W M0.88,P1,0.65,0.02,-0.0009898540699766478
W M0.88,P1,0.8,0.02,-0.0007994488652462994
W M0.88,P1,0.9,0.02,0.0022162645434344874
W M0.88,P1,0.96,0.02,0.4578261395928499
W M0.88,P1,0.99,0.02,0.4206992601042706
W M0.88,P1,0.2,0.04,-0.007285858301882331
W M0.88,P1,0.44,0.04,-0.0032390540257303257
W M0.88,P1,0.65,0.04,0.011692204330774225
W M0.88,P1,0.8,0.04,0.004233032557656613
W M0.88,P1,0.9,0.04,-0.003932191833986742
W M0.88,P1,0.96,0.04,0.4534836288775407
W M0.88,P1,0.99,0.04,0.4212241483393385
W M0.88,P2,0.2,0.01,-0.014557928289716249
W M0.88,P2,0.44,0.01,-0.013954478908190127
W M0.88,P2,0.65,0.01,-0.004428070538246565
W M0.88,P2,0.8,0.01,-0.02020993490598144
W M0.88,P2,0.9,0.01,-0.014191644562439376
W M0.88,P2,0.96,0.01,0.42913247910604646
W M0.88,P2,0.99,0.01,0.41855141192891077
W M0.88,P2,0.2,0.02,-0.01202589483033678
W M0.88,P2,0.44,0.02,-0.010482379926978092
W M0.88,P2,0.65,0.02,-0.0024579483179173467
W M0.88,P2,0.8,0.02,-0.02096757129187421
W M0.88,P2,0.9,0.02,-0.002854508614418494
W M0.88,P2,0.96,0.02,0.4578261395928499
W M0.88,P2,0.99,0.02,0.4172249645482634
W M0.88,P2,0.2,0.04,-0.007285858301882331
W M0.88,P2,0.44,0.04,-0.0032390540257303257
W M0.88,P2,0.65,0.04,0.011692204330774225
W M0.88,P2,0.8,0.04,-0.007068414877796192
W M0.88,P2,0.9,0.04,-0.0088091885091095
W M0.88,P2,0.96,0.04,0.45024332689014634
W M0.88,P2,0.99,0.04,0.417872552517621
W M0.88,P3,0.2,0.01,-0.014557928289716249
W M0.88,P3,0.44,0.01,-0.013954478908190127
W M0.88,P3,0.65,0.01,-0.00295096645674775
W M0.88,P3,0.8,0.01,-0.02020993490598144
W M0.88,P3,0.9,0.01,-0.010025330469087379
W M0.88,P3,0.96,0.01,0.007475547174260577
W M0.88,P3,0.99,0.01,0.41855141192891077
W M0.88,P3,0.2,0.02,-0.01202589483033678
W M0.88,P3,0.44,0.02,-0.0022725298915381442
W M0.88,P3,0.65,0.02,-0.0009898540699766478
W M0.88,P3,0.8,0.02,-0.0007994488652462994
W M0.88,P3,0.9,0.02,0.0022162645434344874
W M0.88,P3,0.96,0.02,0.45149470706972683
W M0.88,P3,0.99,0.02,0.4172249645482634
W M0.88,P3,0.2,0.04,-0.01910323801127356
W M0.88,P3,0.44,0.04,-0.0045325972709490125
W M0.88,P3,0.65,0.04,0.011692204330774225
W M0.88,P3,0.8,0.04,0.004233032557656613
W M0.88,P3,0.9,0.04,-0.003932191833986742
W M0.88,P3,0.96,0.04,0.45024332689014634
W M0.88,P3,0.99,0.04,0.417872552517621
W M0.88,S1,0.2,0.01,-0.014557928289716249
W M0.88,S1,0.44,0.01,-0.003644165394176224
W M0.88,S1,0.65,0.01,-0.00295096645674775
W M0.88,S1,0.8,0.01,-0.02020993490598144
W M0.88,S1,0.9,0.01,-0.014191644562439376
W M0.88,S1,0.96,0.01,0.43765812624668643
W M0.88,S1,0.99,0.01,0.42208925510918427
W M0.88,S1,0.2,0.02,-0.01202589483033678
W M0.88,S1,0.44,0.02,-0.0022725298915381442
W M0.88,S1,0.65,0.02,-0.0009898540699766478
W M0.88,S1,0.8,0.02,-0.0007994488652462994
W M0.88,S1,0.9,0.02,0.0022162645434344874
W M0.88,S1,0.96,0.02,0.45149470706972683
W M0.88,S1,0.99,0.02,0.4206992601042706
W M0.88,S1,0.2,0.04,-0.007285858301882331
W M0.88,S1,0.44,0.04,-0.0032390540257303257
W M0.88,S1,0.65,0.04,0.011692204330774225
W M0.88,S1,0.8,0.04,0.004233032557656613
W M0.88,S1,0.9,0.04,-0.003436807246587903
W M0.88,S1,0.96,0.04,0.4534836288775407
W M0.88,S1,0.99,0.04,0.4212241483393385
W M0.88,S2,0.2,0.01,-0.014557928289716249
W M0.88,S2,0.44,0.01,-0.013954478908190127
W M0.88,S2,0.65,0.01,-0.00295096645674775
W M0.88,S2,0.8,0.01,-0.02020993490598144
W M0.88,S2,0.9,0.01,-0.014191644562439376
W M0.88,S2,0.96,0.01,0.42913247910604646
W M0.88,S2,0.99,0.01,0.41855141192891077
W M0.88,S2,0.2,0.02,-0.01202589483033678
W M0.88,S2,0.44,0.02,-0.0022725298915381442
W M0.88,S2,0.65,0.02,-0.0009898540699766478
W M0.88,S2,0.8,0.02,-0.0007994488652462994
W M0.88,S2,0.9,0.02,-0.002854508614418494
W M0.88,S2,0.96,0.02,0.4578261395928499
W M0.88,S2,0.99,0.02,0.4172249645482634
W M0.88,S2,0.2,0.04,-0.007285858301882331
W M0.88,S2,0.44,0.04,-0.0032390540257303257
W M0.88,S2,0.65,0.04,0.011692204330774225
W M0.88,S2,0.8,0.04,0.004233032557656613
W M0.88,S2,0.9,0.04,-0.0088091885091095
W M0.88,S2,0.96,0.04,0.45024332689014634
W M0.88,S2,0.99,0.04,0.417872552517621
W M0.88,S3,0.2,0.01,-0.014557928289716249
W M0.88,S3,0.44,0.01,-0.013954478908190127
W M0.88,S3,0.65,0.01,-0.00295096645674775
W M0.88,S3,0.8,0.01,-0.02020993490598144
W M0.88,S3,0.9,0.01,-0.03626431882322523
W M0.88,S3,0.96,0.01,-0.01148346543803902
W M0.88,S3,0.99,0.01,0.41855141192891077
W M0.88,S3,0.2,0.02,-0.01202589483033678
W M0.88,S3,0.44,0.02,-0.0022725298915381442
W M0.88,S3,0.65,0.02,-0.0009898540699766478
W M0.88,S3,0.8,0.02,-0.02096757129187421
W M0.88,S3,0.9,0.02,-0.015159522232924383
W M0.88,S3,0.96,0.02,0.45149470706972683
W M0.88,S3,0.99,0.02,0.4172249645482634
W M0.88,S3,0.2,0.04,-0.007285858301882331
W M0.88,S3,0.44,0.04,-0.0032390540257303257
W M0.88,S3,0.65,0.04,0.011692204330774225
W M0.88,S3,0.8,0.04,-0.007068414877796192
W M0.88,S3,0.9,0.04,-0.015012146363404755
W M0.88,S3,0.96,0.04,0.45024332689014634
W M0.88,S3,0.99,0.04,0.417872552517621
WB M0.78,P0,0.2,0.01,0.0073969328923415845
WB M0.78,P0,0.44,0.01,0.015896062982588388
WB M0.78,P0,0.65,0.01,0.008242319604481296
WB M0.78,P0,0.8,0.01,0.03002780032992286
WB M0.78,P0,0.9,0.01,0.01911693180467497
WB M0.78,P0,0.96,0.01,0.8333381511095905
WB M0.78,P0,0.99,0.01,0.8737181314903679
WB M0.78,P0,0.2,0.02,0.024476737582574598
WB M0.78,P0,0.44,0.02,0.021410635610141338
WB M0.78,P0,0.65,0.02,0.0195446660510592
WB M0.78,P0,0.8,0.02,0.044821321312221496
WB M0.78,P0,0.9,0.02,0.01879154587511747
WB M0.78,P0,0.96,0.02,0.8290480059379108
WB M0.78,P0,0.99,0.02,0.874265532362104
WB M0.78,P0,0.2,0.04,0.08302862165345684
WB M0.78,P0,0.44,0.04,0.03668887259242537
WB M0.78,P0,0.65,0.04,0.05950764513816709
WB M0.78,P0,0.8,0.04,0.0924281340330278
WB M0.78,P0,0.9,0.04,0.03970610871936156
WB M0.78,P0,0.96,0.04,0.8224058189716961
WB M0.78,P0,0.99,0.04,0.8747642821894183
WB M0.78,P1,0.2,0.01,0.0073969328923415845
WB M0.78,P1,0.44,0.01,-0.0366569188702969
WB M0.78,P1,0.65,0.01,-0.02499126519442907
WB M0.78,P1,0.8,0.01,0.03002780032992286
WB M0.78,P1,0.9,0.01,0.008016775324030029
WB M0.78,P1,0.96,0.01,0.02118906203461307
WB M0.78,P1,0.99,0.01,0.870052509585278
WB M0.78,P1,0.2,0.02,0.024476737582574598
WB M0.78,P1,0.44,0.02,-0.0013307145978228019
WB M0.78,P1,0.65,0.02,0.0035946584818699057
WB M0.78,P1,0.8,0.02,0.031607215783300446
WB M0.78,P1,0.9,0.02,0.005982616282034531
WB M0.78,P1,0.96,0.02,0.03405453339225034
WB M0.78,P1,0.99,0.02,0.8707038720376259
WB M0.78,P1,0.2,0.04,0.05724921539009828
WB M0.78,P1,0.44,0.04,0.03266370891310777
WB M0.78,P1,0.65,0.04,0.0427258762717449
WB M0.78,P1,0.8,0.04,0.0603131773715731
