state,arm,eta,half,d
WB M0.88,S2,0.44,0.02,-0.0017126119939386841
WB M0.88,S2,0.65,0.02,0.0032785884903208107
WB M0.88,S2,0.8,0.02,-0.013248362320039564
WB M0.88,S2,0.9,0.02,-0.00023379338990847653
WB M0.88,S2,0.96,0.02,-0.005113955017669203
WB M0.88,S2,0.99,0.02,0.4280946983959184
WB M0.88,S2,0.2,0.04,0.000678643972682913
WB M0.88,S2,0.44,0.04,-0.0013560687245193215
WB M0.88,S2,0.65,0.04,0.003197579141195561
WB M0.88,S2,0.8,0.04,-0.011842219594991876
WB M0.88,S2,0.9,0.04,0.01239290473388488
WB M0.88,S2,0.96,0.04,0.4375889101169498
WB M0.88,S2,0.99,0.04,0.4283914287249029
WB M0.88,S3,0.2,0.01,-0.007953867377275436
WB M0.88,S3,0.44,0.01,-0.0007687532347353532
WB M0.88,S3,0.65,0.01,-0.015937261906113886
WB M0.88,S3,0.8,0.01,-0.010872840515338877
WB M0.88,S3,0.9,0.01,-0.006695941585179166
WB M0.88,S3,0.96,0.01,-0.01940046232419268
WB M0.88,S3,0.99,0.01,0.42776902321397137
WB M0.88,S3,0.2,0.02,-0.0037737729651361462
WB M0.88,S3,0.44,0.02,-0.0017126119939386841
WB M0.88,S3,0.65,0.02,0.0032785884903208107
WB M0.88,S3,0.8,0.02,-0.013248362320039564
WB M0.88,S3,0.9,0.02,-0.013098903426416841
WB M0.88,S3,0.96,0.02,-0.015280103574220272
WB M0.88,S3,0.99,0.02,0.4280946983959184
WB M0.88,S3,0.2,0.04,0.000678643972682913
WB M0.88,S3,0.44,0.04,-0.0013560687245193215
WB M0.88,S3,0.65,0.04,0.003197579141195561
WB M0.88,S3,0.8,0.04,-0.011842219594991876
WB M0.88,S3,0.9,0.04,0.011523025431851908
WB M0.88,S3,0.96,0.04,0.4375889101169498
WB M0.88,S3,0.99,0.04,0.4283914287249029
WB xcoarse,P0,0.2,0.01,-0.01049274200520478
WB xcoarse,P0,0.44,0.01,-0.049776280233098436
WB xcoarse,P0,0.65,0.01,-0.013384556250832014
WB xcoarse,P0,0.8,0.01,-0.00798269419299058
WB xcoarse,P0,0.9,0.01,-0.024404008446178183
WB xcoarse,P0,0.96,0.01,0.4826576140149089
WB xcoarse,P0,0.99,0.01,0.4287480671924251
WB xcoarse,P0,0.2,0.02,-0.01049274200520478
WB xcoarse,P0,0.44,0.02,-0.02723247486889291
WB xcoarse,P0,0.65,0.02,-0.019182362618126114
WB xcoarse,P0,0.8,0.02,-0.012469833463029989
WB xcoarse,P0,0.9,0.02,0.00580942769212156
WB xcoarse,P0,0.96,0.02,0.48037439873474774
WB xcoarse,P0,0.99,0.02,0.4360123405001127
WB xcoarse,P0,0.2,0.04,-0.008175095324420512
WB xcoarse,P0,0.44,0.04,-0.01574767445193348
WB xcoarse,P0,0.65,0.04,0.002526351048354858
WB xcoarse,P0,0.8,0.04,-0.0013209585639955002
WB xcoarse,P0,0.9,0.04,0.02675163503194322
WB xcoarse,P0,0.96,0.04,0.45892573987557483
WB xcoarse,P0,0.99,0.04,0.4378020426145399
WB xcoarse,P1,0.2,0.01,-0.03970156483198295
WB xcoarse,P1,0.44,0.01,-0.049776280233098436
WB xcoarse,P1,0.65,0.01,-0.013384556250832014
WB xcoarse,P1,0.8,0.01,-0.00798269419299058
WB xcoarse,P1,0.9,0.01,-0.024404008446178183
WB xcoarse,P1,0.96,0.01,0.0031568726577118067
WB xcoarse,P1,0.99,0.01,0.4287480671924251
WB xcoarse,P1,0.2,0.02,-0.023125018526388263
WB xcoarse,P1,0.44,0.02,-0.0014153509427837774
WB xcoarse,P1,0.65,0.02,-0.019182362618126114
WB xcoarse,P1,0.8,0.02,-0.012469833463029989
WB xcoarse,P1,0.9,0.02,-0.012026306561565225
WB xcoarse,P1,0.96,0.02,0.46272816854127286
WB xcoarse,P1,0.99,0.02,0.4272566224074762
WB xcoarse,P1,0.2,0.04,-0.011980839565031598
WB xcoarse,P1,0.44,0.04,-0.0028636404622567335
WB xcoarse,P1,0.65,0.04,0.002526351048354858
WB xcoarse,P1,0.8,0.04,-0.0013209585639955002
WB xcoarse,P1,0.9,0.04,-0.0038855517072898804
WB xcoarse,P1,0.96,0.04,0.4508004250244645
WB xcoarse,P1,0.99,0.04,0.4295794940467732
WB xcoarse,P2,0.2,0.01,-0.03970156483198295
WB xcoarse,P2,0.44,0.01,-0.049776280233098436
WB xcoarse,P2,0.65,0.01,-0.03742077850192449
WB xcoarse,P2,0.8,0.01,-0.06237493397667404
WB xcoarse,P2,0.9,0.01,-0.024404008446178183
WB xcoarse,P2,0.96,0.01,-0.031875050290470386
WB xcoarse,P2,0.99,0.01,0.4246581348517877
WB xcoarse,P2,0.2,0.02,-0.023125018526388263
WB xcoarse,P2,0.44,0.02,-0.0014153509427837774
WB xcoarse,P2,0.65,0.02,-0.029214568368629235
WB xcoarse,P2,0.8,0.02,-0.0015766344009561228
WB xcoarse,P2,0.9,0.02,-0.012026306561565225
WB xcoarse,P2,0.96,0.02,0.46272816854127286
WB xcoarse,P2,0.99,0.02,0.423233388411673
WB xcoarse,P2,0.2,0.04,-0.011980839565031598
WB xcoarse,P2,0.44,0.04,-0.0028636404622567335
WB xcoarse,P2,0.65,0.04,0.002526351048354858
WB xcoarse,P2,0.8,0.04,0.009087572391115795
WB xcoarse,P2,0.9,0.04,-0.0038855517072898804
WB xcoarse,P2,0.96,0.04,0.4470668599884815
WB xcoarse,P2,0.99,0.04,0.42580125032307414
WB xcoarse,P3,0.2,0.01,-0.03970156483198295
WB xcoarse,P3,0.44,0.01,-0.049776280233098436
WB xcoarse,P3,0.65,0.01,-0.03742077850192449
WB xcoarse,P3,0.8,0.01,-0.06237493397667404
WB xcoarse,P3,0.9,0.01,-0.058571010300756066
WB xcoarse,P3,0.96,0.01,0.0031568726577118067
WB xcoarse,P3,0.99,0.01,0.4246581348517877
WB xcoarse,P3,0.2,0.02,-0.023125018526388263
WB xcoarse,P3,0.44,0.02,-0.02723247486889291
WB xcoarse,P3,0.65,0.02,-0.02100674916571532
WB xcoarse,P3,0.8,0.02,-0.02641664977501834
WB xcoarse,P3,0.9,0.02,-0.045027248275991805
WB xcoarse,P3,0.96,0.02,0.0002281776957060444
WB xcoarse,P3,0.99,0.02,0.423233388411673
WB xcoarse,P3,0.2,0.04,-0.022748306612950464
WB xcoarse,P3,0.44,0.04,-0.01574767445193348
WB xcoarse,P3,0.65,0.04,-0.012448948694723905
WB xcoarse,P3,0.8,0.04,-0.014647243017384182
WB xcoarse,P3,0.9,0.04,-0.02267500716929438
WB xcoarse,P3,0.96,0.04,0.4470668599884815
WB xcoarse,P3,0.99,0.04,0.42580125032307414
WB xcoarse,S1,0.2,0.01,-0.03970156483198295
WB xcoarse,S1,0.44,0.01,-0.049776280233098436
WB xcoarse,S1,0.65,0.01,-0.013384556250832014
WB xcoarse,S1,0.8,0.01,-0.00798269419299058
WB xcoarse,S1,0.9,0.01,-0.024404008446178183
WB xcoarse,S1,0.96,0.01,0.0031568726577118067
WB xcoarse,S1,0.99,0.01,0.4287480671924251
WB xcoarse,S1,0.2,0.02,-0.023125018526388263
WB xcoarse,S1,0.44,0.02,-0.02723247486889291
WB xcoarse,S1,0.65,0.02,-0.019182362618126114
WB xcoarse,S1,0.8,0.02,-0.012469833463029989
WB xcoarse,S1,0.9,0.02,-0.012026306561565225
WB xcoarse,S1,0.96,0.02,0.48392342951431633
WB xcoarse,S1,0.99,0.02,0.43970153080743524
WB xcoarse,S1,0.2,0.04,-0.011980839565031598
WB xcoarse,S1,0.44,0.04,-0.01574767445193348
WB xcoarse,S1,0.65,0.04,0.002526351048354858
WB xcoarse,S1,0.8,0.04,-0.0013209585639955002
WB xcoarse,S1,0.9,0.04,0.0044837082513969895
WB xcoarse,S1,0.96,0.04,0.4623493120458425
WB xcoarse,S1,0.99,0.04,0.44126658386138573
WB xcoarse,S2,0.2,0.01,-0.03970156483198295
WB xcoarse,S2,0.44,0.01,-0.049776280233098436
WB xcoarse,S2,0.65,0.01,-0.013384556250832014
WB xcoarse,S2,0.8,0.01,-0.00798269419299058
WB xcoarse,S2,0.9,0.01,-0.024404008446178183
WB xcoarse,S2,0.96,0.01,-0.031875050290470386
WB xcoarse,S2,0.99,0.01,0.4287480671924251
WB xcoarse,S2,0.2,0.02,-0.023125018526388263
WB xcoarse,S2,0.44,0.02,-0.02723247486889291
WB xcoarse,S2,0.65,0.02,-0.019182362618126114
WB xcoarse,S2,0.8,0.02,-0.012469833463029989
WB xcoarse,S2,0.9,0.02,-0.012026306561565225
WB xcoarse,S2,0.96,0.02,0.46272816854127286
WB xcoarse,S2,0.99,0.02,0.4272566224074762
WB xcoarse,S2,0.2,0.04,-0.014385344826588486
WB xcoarse,S2,0.44,0.04,-0.01574767445193348
WB xcoarse,S2,0.65,0.04,0.002526351048354858
WB xcoarse,S2,0.8,0.04,-0.0013209585639955002
WB xcoarse,S2,0.9,0.04,-0.0038855517072898804
WB xcoarse,S2,0.96,0.04,0.4508004250244645
WB xcoarse,S2,0.99,0.04,0.4295794940467732
WB xcoarse,S3,0.2,0.01,-0.03970156483198295
WB xcoarse,S3,0.44,0.01,-0.049776280233098436
WB xcoarse,S3,0.65,0.01,-0.03742077850192449
WB xcoarse,S3,0.8,0.01,-0.06237493397667404
WB xcoarse,S3,0.9,0.01,-0.058571010300756066
WB xcoarse,S3,0.96,0.01,-0.031875050290470386
WB xcoarse,S3,0.99,0.01,0.4246581348517877
WB xcoarse,S3,0.2,0.02,-0.023125018526388263
WB xcoarse,S3,0.44,0.02,-0.02723247486889291
WB xcoarse,S3,0.65,0.02,-0.029214568368629235
WB xcoarse,S3,0.8,0.02,-0.02641664977501834
WB xcoarse,S3,0.9,0.02,-0.045027248275991805
WB xcoarse,S3,0.96,0.02,-0.024078283013946655
WB xcoarse,S3,0.99,0.02,0.423233388411673
WB xcoarse,S3,0.2,0.04,-0.022748306612950464
WB xcoarse,S3,0.44,0.04,-0.01574767445193348
WB xcoarse,S3,0.65,0.04,-0.012448948694723905
WB xcoarse,S3,0.8,0.04,-0.014647243017384182
WB xcoarse,S3,0.9,0.04,-0.02267500716929438
WB xcoarse,S3,0.96,0.04,0.4470668599884815
WB xcoarse,S3,0.99,0.04,0.42580125032307414
WB medium,P0,0.2,0.01,-0.009597250744347807
WB medium,P0,0.44,0.01,-0.008046160236137023
WB medium,P0,0.65,0.01,0.001607987498686847
WB medium,P0,0.8,0.01,0.00046086887155571965
WB medium,P0,0.9,0.01,0.005511133617041253
WB medium,P0,0.96,0.01,0.485138939981009
WB medium,P0,0.99,0.01,0.47903954098583723
WB medium,P0,0.2,0.02,-0.006699711293244648
WB medium,P0,0.44,0.02,-0.006224856336718876
WB medium,P0,0.65,0.02,0.0005048322280146733
WB medium,P0,0.8,0.02,0.0027370759022274926
WB medium,P0,0.9,0.02,0.011728492310815741
WB medium,P0,0.96,0.02,0.48740253587763704
WB medium,P0,0.99,0.02,0.4790952886518913
WB medium,P0,0.2,0.04,-0.011960635524171703
WB medium,P0,0.44,0.04,0.01366042987639593
WB medium,P0,0.65,0.04,0.008528790983339807
WB medium,P0,0.8,0.04,0.012191979839200728
WB medium,P0,0.9,0.04,0.048886235979481274
WB medium,P0,0.96,0.04,0.48467590570071273
WB medium,P0,0.99,0.04,0.4791623018232313
WB medium,P1,0.2,0.01,-0.009597250744347807
WB medium,P1,0.44,0.01,5.9687504014749315e-05
WB medium,P1,0.65,0.01,-0.0015751299398484297
WB medium,P1,0.8,0.01,0.001624585878437057
WB medium,P1,0.9,0.01,0.0010416054594576396
WB medium,P1,0.96,0.01,0.48340890316347773
WB medium,P1,0.99,0.01,0.47903954098583723
WB medium,P1,0.2,0.02,-0.006699711293244648
WB medium,P1,0.44,0.02,0.0025658102470372812
WB medium,P1,0.65,0.02,-0.0012599054190465253
WB medium,P1,0.8,0.02,0.003875729243353221
WB medium,P1,0.9,0.02,0.011535867850441806
WB medium,P1,0.96,0.02,0.48670025625246216
WB medium,P1,0.99,0.02,0.4790952886518913
WB medium,P1,0.2,0.04,-0.009585001557807393
WB medium,P1,0.44,0.04,0.0082473260352518
WB medium,P1,0.65,0.04,0.008528790983339807
WB medium,P1,0.8,0.04,0.010180688143621053
WB medium,P1,0.9,0.04,0.03260076543435886
WB medium,P1,0.96,0.04,0.48467590570071273
WB medium,P1,0.99,0.04,0.4791623018232313
WB medium,P2,0.2,0.01,-0.003815444614357566
WB medium,P2,0.44,0.01,-0.008046160236137023
WB medium,P2,0.65,0.01,-0.003928046218714232
WB medium,P2,0.8,0.01,-0.0018832166726107102
WB medium,P2,0.9,0.01,0.005511133617041253
WB medium,P2,0.96,0.01,0.4706937878195445
WB medium,P2,0.99,0.01,0.4797294580260141
WB medium,P2,0.2,0.02,-0.004350606156746428
WB medium,P2,0.44,0.02,0.0025658102470372812
WB medium,P2,0.65,0.02,-0.0012599054190465253
WB medium,P2,0.8,0.02,0.0004434763234922867
WB medium,P2,0.9,0.02,0.014373247118922072
WB medium,P2,0.96,0.02,0.4860316882586907
WB medium,P2,0.99,0.02,0.47977224322614187
WB medium,P2,0.2,0.04,-0.009585001557807393
WB medium,P2,0.44,0.04,0.01366042987639593
WB medium,P2,0.65,0.04,0.008528790983339807
WB medium,P2,0.8,0.04,0.012191979839200728
WB medium,P2,0.9,0.04,0.03260076543435886
WB medium,P2,0.96,0.04,0.4853099026599377
WB medium,P2,0.99,0.04,0.4798236744725046
WB medium,P3,0.2,0.01,-0.009597250744347807
WB medium,P3,0.44,0.01,5.9687504014749315e-05
WB medium,P3,0.65,0.01,-0.0015751299398484297
WB medium,P3,0.8,0.01,-0.002364758064304695
WB medium,P3,0.9,0.01,0.004026429461554404
WB medium,P3,0.96,0.01,0.4706937878195445
WB medium,P3,0.99,0.01,0.47903954098583723
WB medium,P3,0.2,0.02,-0.006699711293244648
WB medium,P3,0.44,0.02,0.0025658102470372812
WB medium,P3,0.65,0.02,-0.0012599054190465253
WB medium,P3,0.8,0.02,-2.7693824662611277e-05
WB medium,P3,0.9,0.02,0.014373247118922072
WB medium,P3,0.96,0.02,0.4860316882586907
WB medium,P3,0.99,0.02,0.4790952886518913
WB medium,P3,0.2,0.04,-0.009585001557807393
WB medium,P3,0.44,0.04,0.01366042987639593
WB medium,P3,0.65,0.04,0.0074353654902458155
WB medium,P3,0.8,0.04,0.012191979839200728
WB medium,P3,0.9,0.04,0.03260076543435886
WB medium,P3,0.96,0.04,0.48467590570071273
WB medium,P3,0.99,0.04,0.4791623018232313
WB medium,S1,0.2,0.01,-0.009597250744347807
WB medium,S1,0.44,0.01,5.9687504014749315e-05
WB medium,S1,0.65,0.01,-0.0015751299398484297
WB medium,S1,0.8,0.01,0.00046086887155571965
WB medium,S1,0.9,0.01,-0.00041225783386655834
WB medium,S1,0.96,0.01,0.4799115409702088
WB medium,S1,0.99,0.01,0.47713742291010397
WB medium,S1,0.2,0.02,-0.006699711293244648
WB medium,S1,0.44,0.02,0.0025658102470372812
WB medium,S1,0.65,0.02,-0.0012599054190465253
WB medium,S1,0.8,0.02,0.0027370759022274926
WB medium,S1,0.9,0.02,0.011535867850441806
WB medium,S1,0.96,0.02,0.48740253587763704
WB medium,S1,0.99,0.02,0.4772289084102871
WB medium,S1,0.2,0.04,-0.009585001557807393
WB medium,S1,0.44,0.04,0.0082473260352518
WB medium,S1,0.65,0.04,0.008528790983339807
WB medium,S1,0.8,0.04,0.008552390354033323
WB medium,S1,0.9,0.04,0.03260076543435886
WB medium,S1,0.96,0.04,0.48292796064953347
WB medium,S1,0.99,0.04,0.47733888132812985
WB medium,S2,0.2,0.01,-0.009597250744347807
WB medium,S2,0.44,0.01,-0.008046160236137023
WB medium,S2,0.65,0.01,-0.0015751299398484297
WB medium,S2,0.8,0.01,0.00046086887155571965
WB medium,S2,0.9,0.01,0.0025263096149444886
WB medium,S2,0.96,0.01,0.4706937878195445
WB medium,S2,0.99,0.01,0.47903954098583723
WB medium,S2,0.2,0.02,-0.006699711293244648
WB medium,S2,0.44,0.02,0.0025658102470372812
WB medium,S2,0.65,0.02,-0.0012599054190465253
WB medium,S2,0.8,0.02,0.0027370759022274926
WB medium,S2,0.9,0.02,0.011535867850441806
WB medium,S2,0.96,0.02,0.4860316882586907
WB medium,S2,0.99,0.02,0.4790952886518913
WB medium,S2,0.2,0.04,-0.009585001557807393
WB medium,S2,0.44,0.04,0.0082473260352518
WB medium,S2,0.65,0.04,0.008528790983339807
WB medium,S2,0.8,0.04,0.012191979839200728
WB medium,S2,0.9,0.04,0.03260076543435886
WB medium,S2,0.96,0.04,0.48467590570071273
WB medium,S2,0.99,0.04,0.4791623018232313
WB medium,S3,0.2,0.01,-0.009597250744347807
WB medium,S3,0.44,0.01,-0.008046160236137023
WB medium,S3,0.65,0.01,-0.0015751299398484297
WB medium,S3,0.8,0.01,0.00046086887155571965
WB medium,S3,0.9,0.01,0.004026429461554404
WB medium,S3,0.96,0.01,0.001864974140486031
WB medium,S3,0.99,0.01,0.4797294580260141
WB medium,S3,0.2,0.02,-0.007387285190917137
WB medium,S3,0.44,0.02,0.0025658102470372812
WB medium,S3,0.65,0.02,-0.0012599054190465253
WB medium,S3,0.8,0.02,0.0027370759022274926
WB medium,S3,0.9,0.02,0.014373247118922072
WB medium,S3,0.96,0.02,0.4860316882586907
WB medium,S3,0.99,0.02,0.47977224322614187
WB medium,S3,0.2,0.04,-0.009585001557807393
WB medium,S3,0.44,0.04,0.0082473260352518
WB medium,S3,0.65,0.04,0.008528790983339807
WB medium,S3,0.8,0.04,0.012191979839200728
WB medium,S3,0.9,0.04,0.02079189997864528
WB medium,S3,0.96,0.04,0.4853099026599377
WB medium,S3,0.99,0.04,0.4798236744725046
