state,arm,eta,d
W M0.80,S1,0.44,0.003481092358263993
W M0.80,S1,0.65,0.01499485050459104
W M0.80,S1,0.8,-0.008019344090444691
W M0.80,S1,0.9,0.009549043027878068
W M0.80,S1,0.96,0.7840131075872756
W M0.80,S1,0.99,0.8355533084449662
W M0.80,S2,0.2,-0.008140081088776951
W M0.80,S2,0.44,-0.01885887688227611
W M0.80,S2,0.65,-0.002542921296235512
W M0.80,S2,0.8,-0.008019344090444691
W M0.80,S2,0.9,0.009549043027878068
W M0.80,S2,0.96,0.7840131075872756
W M0.80,S2,0.99,0.8323875987330416
W M0.80,S3,0.2,-0.008140081088776951
W M0.80,S3,0.44,-0.034365650109188184
W M0.80,S3,0.65,-0.002542921296235512
W M0.80,S3,0.8,-0.008019344090444691
W M0.80,S3,0.9,-0.005193961400872749
W M0.80,S3,0.96,0.02421411453800204
W M0.80,S3,0.99,0.04576353046373352
W M0.82,P0,0.2,-0.006418139246248233
W M0.82,P0,0.44,-0.011186145353289878
W M0.82,P0,0.65,0.0021080028501486714
W M0.82,P0,0.8,0.5188683194295869
W M0.82,P0,0.9,0.03691619364894655
W M0.82,P0,0.96,0.6965761228832926
W M0.82,P0,0.99,0.7574914154815255
W M0.82,P1,0.2,0.0027700911903457692
W M0.82,P1,0.44,-0.0061543838294217945
W M0.82,P1,0.65,0.0021080028501486714
W M0.82,P1,0.8,-0.0062914405508660565
W M0.82,P1,0.9,0.0038946686005016384
W M0.82,P1,0.96,0.6965761228832926
W M0.82,P1,0.99,0.7516531836349163
W M0.82,P2,0.2,-0.006418139246248233
W M0.82,P2,0.44,-0.0061543838294217945
W M0.82,P2,0.65,0.0021080028501486714
W M0.82,P2,0.8,-0.029480910640472147
W M0.82,P2,0.9,0.0038946686005016384
W M0.82,P2,0.96,0.013006860464949532
W M0.82,P2,0.99,0.7455840417345516
W M0.82,P3,0.2,-0.006418139246248233
W M0.82,P3,0.44,-0.0010155195615980661
W M0.82,P3,0.65,0.0021080028501486714
W M0.82,P3,0.8,-0.013950214027209862
W M0.82,P3,0.9,0.0038946686005016384
W M0.82,P3,0.96,-0.001806703715931668
W M0.82,P3,0.99,0.7356671876525991
W M0.82,S1,0.2,-0.006418139246248233
W M0.82,S1,0.44,-0.0061543838294217945
W M0.82,S1,0.65,0.0021080028501486714
W M0.82,S1,0.8,-0.013073768913096362
W M0.82,S1,0.9,0.03691619364894655
W M0.82,S1,0.96,0.6965761228832926
W M0.82,S1,0.99,0.7548188933468407
W M0.82,S2,0.2,0.0027700911903457692
W M0.82,S2,0.44,-0.0061543838294217945
W M0.82,S2,0.65,0.0021080028501486714
W M0.82,S2,0.8,-0.013950214027209862
W M0.82,S2,0.9,-0.0017784012734767818
W M0.82,S2,0.96,0.6965761228832926
W M0.82,S2,0.99,0.7516531836349163
W M0.82,S3,0.2,-0.006418139246248233
W M0.82,S3,0.44,-0.011186145353289878
W M0.82,S3,0.65,-0.010068481390232864
W M0.82,S3,0.8,-0.013950214027209862
W M0.82,S3,0.9,0.0038946686005016384
W M0.82,S3,0.96,0.013006860464949532
W M0.82,S3,0.99,0.032898355216420705
W M0.8395,P0,0.2,-0.005499914028199937
W M0.8395,P0,0.44,-0.013210876856558307
W M0.8395,P0,0.65,0.002926791829485631
W M0.8395,P0,0.8,0.46401070384439336
W M0.8395,P0,0.9,-0.0005738468020136667
W M0.8395,P0,0.96,0.6129851919774215
W M0.8395,P0,0.99,0.6373614749092195
W M0.8395,P1,0.2,-0.005499914028199937
W M0.8395,P1,0.44,-0.013210876856558307
W M0.8395,P1,0.65,0.002926791829485631
W M0.8395,P1,0.8,-0.01688696450596905
W M0.8395,P1,0.9,0.020850299798040317
W M0.8395,P1,0.96,0.6193166245005446
W M0.8395,P1,0.99,0.6346889527745346
W M0.8395,P2,0.2,-0.005499914028199937
W M0.8395,P2,0.44,-0.004616490640646065
W M0.8395,P2,0.65,0.002926791829485631
W M0.8395,P2,0.8,-0.013024342433658243
W M0.8395,P2,0.9,0.020850299798040317
W M0.8395,P2,0.96,0.003991337490141411
W M0.8395,P2,0.99,0.6315232430626101
W M0.8395,P3,0.2,-0.005499914028199937
W M0.8395,P3,0.44,-0.02108592072442117
W M0.8395,P3,0.65,-0.008654167492810005
W M0.8395,P3,0.8,0.004370935102131379
W M0.8395,P3,0.9,0.0015024137538504068
W M0.8395,P3,0.96,0.003991337490141411
W M0.8395,P3,0.99,0.6299893264809212
W M0.8395,S1,0.2,-0.005499914028199937
W M0.8395,S1,0.44,-0.013210876856558307
W M0.8395,S1,0.65,0.002926791829485631
W M0.8395,S1,0.8,-0.013024342433658243
W M0.8395,S1,0.9,-0.0005738468020136667
W M0.8395,S1,0.96,0.6129851919774215
W M0.8395,S1,0.99,0.6346889527745346
W M0.8395,S2,0.2,-0.005499914028199937
W M0.8395,S2,0.44,-0.013210876856558307
W M0.8395,S2,0.65,0.002926791829485631
W M0.8395,S2,0.8,-0.01688696450596905
W M0.8395,S2,0.9,0.0015024137538504068
W M0.8395,S2,0.96,0.6129851919774215
W M0.8395,S2,0.99,0.6346889527745346
W M0.8395,S3,0.2,-0.005499914028199937
W M0.8395,S3,0.44,-0.013210876856558307
W M0.8395,S3,0.65,-0.014145397173679464
W M0.8395,S3,0.8,-0.01688696450596905
W M0.8395,S3,0.9,0.0015024137538504068
W M0.8395,S3,0.96,-0.004306268914620215
W M0.8395,S3,0.99,0.6315232430626101
W M0.86,P0,0.2,0.007096183997321148
W M0.86,P0,0.44,-0.004508857460609805
W M0.86,P0,0.65,0.004219004060120324
W M0.86,P0,0.8,0.4052183891482941
W M0.86,P0,0.9,0.014047353396729356
W M0.86,P0,0.96,0.5123337490927795
W M0.86,P0,0.99,0.5390459279766768
W M0.86,P1,0.2,0.0016595062779042324
W M0.86,P1,0.44,-0.004508857460609805
W M0.86,P1,0.65,0.004219004060120324
W M0.86,P1,0.8,0.0008600459451556519
W M0.86,P1,0.9,-0.007345970619558773
W M0.86,P1,0.96,0.5121821954675831
W M0.86,P1,0.99,0.5355716324206696
W M0.86,P2,0.2,-0.011474791085988256
W M0.86,P2,0.44,-0.004508857460609805
W M0.86,P2,0.65,0.004219004060120324
W M0.86,P2,0.8,-0.003864994321057136
W M0.86,P2,0.9,0.002122878858864752
W M0.86,P2,0.96,0.50585076294446
W M0.86,P2,0.99,0.529243056439395
W M0.86,P3,0.2,0.0016595062779042324
W M0.86,P3,0.44,-0.004508857460609805
W M0.86,P3,0.65,0.004219004060120324
W M0.86,P3,0.8,0.0008600459451556519
W M0.86,P3,0.9,-0.007345970619558773
W M0.86,P3,0.96,0.4912844986811467
W M0.86,P3,0.99,0.529243056439395
W M0.86,S1,0.2,0.0016595062779042324
W M0.86,S1,0.44,-0.004508857460609805
W M0.86,S1,0.65,0.004219004060120324
W M0.86,S1,0.8,0.0008600459451556519
W M0.86,S1,0.9,0.014047353396729356
W M0.86,S1,0.96,0.50585076294446
W M0.86,S1,0.99,0.5324087661513195
W M0.86,S2,0.2,0.0016595062779042324
W M0.86,S2,0.44,-0.004508857460609805
W M0.86,S2,0.65,0.004219004060120324
W M0.86,S2,0.8,0.0008600459451556519
W M0.86,S2,0.9,-0.018384074288752217
W M0.86,S2,0.96,0.50585076294446
W M0.86,S2,0.99,0.5355716324206696
W M0.86,S3,0.2,0.0016595062779042324
W M0.86,S3,0.44,-0.004508857460609805
W M0.86,S3,0.65,0.004219004060120324
W M0.86,S3,0.8,0.0008600459451556519
W M0.86,S3,0.9,-0.018384074288752217
W M0.86,S3,0.96,0.50585076294446
W M0.86,S3,0.99,0.529243056439395
W M0.88,P0,0.2,-0.01202589483033678
W M0.88,P0,0.44,-0.0022725298915381442
W M0.88,P0,0.65,-0.0009898540699766478
W M0.88,P0,0.8,0.3470243151071616
W M0.88,P0,0.9,0.0022162645434344874
W M0.88,P0,0.96,0.4579910743837212
W M0.88,P0,0.99,0.4223282097919324
W M0.88,P1,0.2,-0.01202589483033678
W M0.88,P1,0.44,-0.0022725298915381442
W M0.88,P1,0.65,-0.0009898540699766478
W M0.88,P1,0.8,-0.0007994488652462994
W M0.88,P1,0.9,0.0022162645434344874
W M0.88,P1,0.96,0.4578261395928499
W M0.88,P1,0.99,0.4206992601042706
W M0.88,P2,0.2,-0.01202589483033678
W M0.88,P2,0.44,-0.010482379926978092
W M0.88,P2,0.65,-0.0024579483179173467
W M0.88,P2,0.8,-0.02096757129187421
W M0.88,P2,0.9,-0.002854508614418494
W M0.88,P2,0.96,0.4578261395928499
W M0.88,P2,0.99,0.4172249645482634
W M0.88,P3,0.2,-0.01202589483033678
W M0.88,P3,0.44,-0.0022725298915381442
W M0.88,P3,0.65,-0.0009898540699766478
W M0.88,P3,0.8,-0.0007994488652462994
W M0.88,P3,0.9,0.0022162645434344874
W M0.88,P3,0.96,0.45149470706972683
W M0.88,P3,0.99,0.4172249645482634
W M0.88,S1,0.2,-0.01202589483033678
W M0.88,S1,0.44,-0.0022725298915381442
W M0.88,S1,0.65,-0.0009898540699766478
W M0.88,S1,0.8,-0.0007994488652462994
W M0.88,S1,0.9,0.0022162645434344874
W M0.88,S1,0.96,0.45149470706972683
W M0.88,S1,0.99,0.4206992601042706
W M0.88,S2,0.2,-0.01202589483033678
W M0.88,S2,0.44,-0.0022725298915381442
W M0.88,S2,0.65,-0.0009898540699766478
W M0.88,S2,0.8,-0.0007994488652462994
W M0.88,S2,0.9,-0.002854508614418494
W M0.88,S2,0.96,0.4578261395928499
W M0.88,S2,0.99,0.4172249645482634
W M0.88,S3,0.2,-0.01202589483033678
W M0.88,S3,0.44,-0.0022725298915381442
W M0.88,S3,0.65,-0.0009898540699766478
W M0.88,S3,0.8,-0.02096757129187421
W M0.88,S3,0.9,-0.015159522232924383
W M0.88,S3,0.96,0.45149470706972683
W M0.88,S3,0.99,0.4172249645482634
WB M0.78,P0,0.2,0.024476737582574598
WB M0.78,P0,0.44,0.021410635610141338
WB M0.78,P0,0.65,0.0195446660510592
WB M0.78,P0,0.8,0.044821321312221496
WB M0.78,P0,0.9,0.01879154587511747
WB M0.78,P0,0.96,0.8290480059379108
WB M0.78,P0,0.99,0.874265532362104
WB M0.78,P1,0.2,0.024476737582574598
WB M0.78,P1,0.44,-0.0013307145978228019
WB M0.78,P1,0.65,0.0035946584818699057
WB M0.78,P1,0.8,0.031607215783300446
WB M0.78,P1,0.9,0.005982616282034531
WB M0.78,P1,0.96,0.03405453339225034
WB M0.78,P1,0.99,0.8707038720376259
WB M0.78,P2,0.2,0.03121411348289263
WB M0.78,P2,0.44,-0.013153301999206224
WB M0.78,P2,0.65,0.0035946584818699057
WB M0.78,P2,0.8,0.03699988737213378
WB M0.78,P2,0.9,0.003221735966385336
WB M0.78,P2,0.96,0.03405453339225034
WB M0.78,P2,0.99,0.8656864963794035
WB M0.78,P3,0.44,-0.015027551278525647
WB M0.78,P3,0.65,-0.00389036751819144
WB M0.78,P3,0.8,0.03699988737213378
WB M0.78,P3,0.9,0.016833950792111613
WB M0.78,P3,0.96,0.017392258240455954
WB M0.78,P3,0.99,0.053128141416765695
WB M0.78,S1,0.2,0.014637611521536226
WB M0.78,S1,0.44,-0.015027551278525647
WB M0.78,S1,0.65,-0.00389036751819144
WB M0.78,S1,0.8,0.03699988737213378
WB M0.78,S1,0.9,0.01879154587511747
WB M0.78,S1,0.96,0.03405453339225034
WB M0.78,S1,0.99,0.874265532362104
WB M0.78,S2,0.44,-0.015027551278525647
WB M0.78,S2,0.65,-0.00389036751819144
WB M0.78,S2,0.8,0.03699988737213378
WB M0.78,S2,0.9,0.003221735966385336
WB M0.78,S2,0.96,0.03405453339225034
WB M0.78,S2,0.99,0.060293273874773734
WB M0.78,S3,0.44,-0.025474838804210503
WB M0.78,S3,0.65,-0.00389036751819144
WB M0.78,S3,0.8,0.03699988737213378
WB M0.78,S3,0.9,0.003221735966385336
WB M0.78,S3,0.96,0.03405453339225034
WB M0.78,S3,0.99,0.053128141416765695
WB M0.82,P0,0.2,0.02383491440630303
WB M0.82,P0,0.44,0.02495680971033476
WB M0.82,P0,0.65,0.02838375157449774
WB M0.82,P0,0.8,0.008918458103013338
WB M0.82,P0,0.9,0.006391635305328047
WB M0.82,P0,0.96,0.7363572851932523
WB M0.82,P0,0.99,0.7857619583565585
WB M0.82,P1,0.2,0.020767329861518746
WB M0.82,P1,0.44,0.012385290436472185
WB M0.82,P1,0.65,0.013698859885522718
WB M0.82,P1,0.8,-0.0038078280364245987
WB M0.82,P1,0.9,0.006391635305328047
WB M0.82,P1,0.96,0.016101571250608737
WB M0.82,P1,0.99,0.7833516161220834
WB M0.82,P2,0.2,0.006146634373612514
WB M0.82,P2,0.44,0.006658716737287351
WB M0.82,P2,0.65,-0.0034772788192437565
WB M0.82,P2,0.8,-0.0038078280364245987
WB M0.82,P2,0.9,-0.007286052799670095
WB M0.82,P2,0.96,0.016101571250608737
WB M0.82,P2,0.99,0.7752299950381653
WB M0.82,P3,0.2,-0.0073967817808487935
WB M0.82,P3,0.44,0.006658716737287351
WB M0.82,P3,0.65,0.0037551280763516437
WB M0.82,P3,0.8,-0.020416090081396387
WB M0.82,P3,0.9,-0.007286052799670095
WB M0.82,P3,0.96,0.02799890732736665
WB M0.82,P3,0.99,0.05327695091750198
WB M0.82,S1,0.2,0.020767329861518746
WB M0.82,S1,0.44,0.012385290436472185
WB M0.82,S1,0.65,0.0037551280763516437
WB M0.82,S1,0.8,-0.001208585217133351
WB M0.82,S1,0.9,0.006391635305328047
WB M0.82,S1,0.96,0.02799890732736665
WB M0.82,S1,0.99,0.7833516161220834
WB M0.82,S2,0.2,0.020767329861518746
WB M0.82,S2,0.44,0.006658716737287351
WB M0.82,S2,0.65,0.0037551280763516437
WB M0.82,S2,0.8,-0.0038078280364245987
WB M0.82,S2,0.9,-0.007286052799670095
WB M0.82,S2,0.96,0.016101571250608737
WB M0.82,S2,0.99,0.7833516161220834
WB M0.82,S3,0.2,0.006146634373612514
WB M0.82,S3,0.44,0.006658716737287351
WB M0.82,S3,0.65,-0.0034772788192437565
WB M0.82,S3,0.8,-0.0038078280364245987
WB M0.82,S3,0.9,-0.007286052799670095
WB M0.82,S3,0.96,0.016101571250608737
WB M0.82,S3,0.99,0.7797899557976052
WB M0.86,P0,0.2,-0.004643425583015559
WB M0.86,P0,0.44,-0.004481330682395868
WB M0.86,P0,0.65,-0.0014282217659995489
WB M0.86,P0,0.8,0.0003399491156417245
WB M0.86,P0,0.9,-0.02617079112272347
WB M0.86,P0,0.96,0.5620023459340564
WB M0.86,P0,0.99,0.5401799800887142
WB M0.86,P1,0.2,-0.010355973060876322
WB M0.86,P1,0.44,-0.0015517989311477631
WB M0.86,P1,0.65,-0.0014282217659995489
WB M0.86,P1,0.8,-0.005036843951563785
WB M0.86,P1,0.9,-0.029184690334256358
WB M0.86,P1,0.96,0.036425773885518375
WB M0.86,P1,0.99,0.5343304450313334
WB M0.86,P2,0.2,-0.012015007143025946
WB M0.86,P2,0.44,-0.0015517989311477631
WB M0.86,P2,0.65,-0.0014282217659995489
WB M0.86,P2,0.8,-0.005036843951563785
WB M0.86,P2,0.9,-0.02617079112272347
WB M0.86,P2,0.96,0.036425773885518375
WB M0.86,P2,0.99,0.5387446798457041
WB M0.86,P3,0.2,-0.019982709083583017
WB M0.86,P3,0.44,-0.0015517989311477631
WB M0.86,P3,0.65,-0.0014282217659995489
WB M0.86,P3,0.8,-0.005036843951563785
WB M0.86,P3,0.9,-0.029184690334256358
WB M0.86,P3,0.96,0.036425773885518375
WB M0.86,P3,0.99,0.5326902375766605
WB M0.86,S1,0.2,-0.010355973060876322
WB M0.86,S1,0.44,-0.010833906070627952
WB M0.86,S1,0.65,-0.0014282217659995489
WB M0.86,S1,0.8,0.0003399491156417245
WB M0.86,S1,0.9,-0.02617079112272347
WB M0.86,S1,0.96,0.5620023459340564
WB M0.86,S1,0.99,0.5401799800887142
WB M0.86,S2,0.2,-0.012015007143025946
WB M0.86,S2,0.44,-0.0015517989311477631
WB M0.86,S2,0.65,-0.0014282217659995489
WB M0.86,S2,0.8,-0.005036843951563785
WB M0.86,S2,0.9,-0.02617079112272347
WB M0.86,S2,0.96,0.036425773885518375
WB M0.86,S2,0.99,0.5419229696648303
WB M0.86,S3,0.2,-0.012015007143025946
WB M0.86,S3,0.44,-0.0015517989311477631
WB M0.86,S3,0.65,-0.0014282217659995489
WB M0.86,S3,0.8,0.0003399491156417245
WB M0.86,S3,0.9,-0.029184690334256358
WB M0.86,S3,0.96,0.036425773885518375
WB M0.86,S3,0.99,0.5343267828081866
WB M0.88,P0,0.2,-0.0037737729651361462
WB M0.88,P0,0.44,0.009593579569898814
WB M0.88,P0,0.65,-0.005269186938609227
WB M0.88,P0,0.8,0.0017566957780154047
WB M0.88,P0,0.9,-0.00023379338990847653
WB M0.88,P0,0.96,0.4469881613502408
WB M0.88,P0,0.99,0.43036071481156113
WB M0.88,P1,0.2,-0.0037737729651361462
WB M0.88,P1,0.44,-0.0017126119939386841
WB M0.88,P1,0.65,-0.005269186938609227
WB M0.88,P1,0.8,0.0017566957780154047
WB M0.88,P1,0.9,0.007557416453276233
WB M0.88,P1,0.96,-0.000594248840281586
WB M0.88,P1,0.99,0.4280946983959184
WB M0.88,P2,0.2,0.0013547349636874317
WB M0.88,P2,0.44,-0.0017126119939386841
WB M0.88,P2,0.65,-0.0031901598693683253
WB M0.88,P2,0.8,-0.013248362320039564
WB M0.88,P2,0.9,-0.00023379338990847653
WB M0.88,P2,0.96,-0.005113955017669203
WB M0.88,P2,0.99,0.4308431507360845
WB M0.88,P3,0.2,-0.006361546488617087
WB M0.88,P3,0.44,-0.0017126119939386841
WB M0.88,P3,0.65,0.0035607576700539267
WB M0.88,P3,0.8,-0.013248362320039564
WB M0.88,P3,0.9,-0.00023379338990847653
WB M0.88,P3,0.96,-0.015280103574220272
WB M0.88,P3,0.99,0.4246896430478698
WB M0.88,S1,0.2,-0.0037737729651361462
WB M0.88,S1,0.44,-0.0017126119939386841
WB M0.88,S1,0.65,-0.005269186938609227
WB M0.88,S1,0.8,0.0017566957780154047
WB M0.88,S1,0.9,-0.00023379338990847653
WB M0.88,S1,0.96,0.4469881613502408
WB M0.88,S1,0.99,0.43036071481156113
WB M0.88,S2,0.2,-0.0037737729651361462
WB M0.88,S2,0.44,-0.0017126119939386841
WB M0.88,S2,0.65,0.0032785884903208107
WB M0.88,S2,0.8,-0.013248362320039564
WB M0.88,S2,0.9,-0.00023379338990847653
WB M0.88,S2,0.96,-0.005113955017669203
WB M0.88,S2,0.99,0.4280946983959184
WB M0.88,S3,0.2,-0.0037737729651361462
WB M0.88,S3,0.44,-0.0017126119939386841
WB M0.88,S3,0.65,0.0032785884903208107
WB M0.88,S3,0.8,-0.013248362320039564
WB M0.88,S3,0.9,-0.013098903426416841
WB M0.88,S3,0.96,-0.015280103574220272
WB M0.88,S3,0.99,0.4280946983959184
WB xcoarse,P0,0.2,-0.01049274200520478
WB xcoarse,P0,0.44,-0.02723247486889291
WB xcoarse,P0,0.65,-0.019182362618126114
WB xcoarse,P0,0.8,-0.012469833463029989
WB xcoarse,P0,0.9,0.00580942769212156
WB xcoarse,P0,0.96,0.48037439873474774
WB xcoarse,P0,0.99,0.4360123405001127
WB xcoarse,P1,0.2,-0.023125018526388263
WB xcoarse,P1,0.44,-0.0014153509427837774
WB xcoarse,P1,0.65,-0.019182362618126114
WB xcoarse,P1,0.8,-0.012469833463029989
WB xcoarse,P1,0.9,-0.012026306561565225
WB xcoarse,P1,0.96,0.46272816854127286
WB xcoarse,P1,0.99,0.4272566224074762
WB xcoarse,P2,0.2,-0.023125018526388263
WB xcoarse,P2,0.44,-0.0014153509427837774
WB xcoarse,P2,0.65,-0.029214568368629235
WB xcoarse,P2,0.8,-0.0015766344009561228
WB xcoarse,P2,0.9,-0.012026306561565225
WB xcoarse,P2,0.96,0.46272816854127286
WB xcoarse,P2,0.99,0.423233388411673
WB xcoarse,P3,0.2,-0.023125018526388263
WB xcoarse,P3,0.44,-0.02723247486889291
WB xcoarse,P3,0.65,-0.02100674916571532
WB xcoarse,P3,0.8,-0.02641664977501834
WB xcoarse,P3,0.9,-0.045027248275991805
WB xcoarse,P3,0.96,0.0002281776957060444
WB xcoarse,P3,0.99,0.423233388411673
WB xcoarse,S1,0.2,-0.023125018526388263
WB xcoarse,S1,0.44,-0.02723247486889291
WB xcoarse,S1,0.65,-0.019182362618126114
WB xcoarse,S1,0.8,-0.012469833463029989
WB xcoarse,S1,0.9,-0.012026306561565225
WB xcoarse,S1,0.96,0.48392342951431633
WB xcoarse,S1,0.99,0.43970153080743524
WB xcoarse,S2,0.2,-0.023125018526388263
WB xcoarse,S2,0.44,-0.02723247486889291
WB xcoarse,S2,0.65,-0.019182362618126114
WB xcoarse,S2,0.8,-0.012469833463029989
WB xcoarse,S2,0.9,-0.012026306561565225
WB xcoarse,S2,0.96,0.46272816854127286
WB xcoarse,S2,0.99,0.4272566224074762
WB xcoarse,S3,0.2,-0.023125018526388263
WB xcoarse,S3,0.44,-0.02723247486889291
WB xcoarse,S3,0.65,-0.029214568368629235
WB xcoarse,S3,0.8,-0.02641664977501834
WB xcoarse,S3,0.9,-0.045027248275991805
WB xcoarse,S3,0.96,-0.024078283013946655
WB xcoarse,S3,0.99,0.423233388411673
WB medium,P0,0.2,-0.006699711293244648
WB medium,P0,0.44,-0.006224856336718876
WB medium,P0,0.65,0.0005048322280146733
WB medium,P0,0.8,0.0027370759022274926
WB medium,P0,0.9,0.011728492310815741
WB medium,P0,0.96,0.48740253587763704
WB medium,P0,0.99,0.4790952886518913
WB medium,P1,0.2,-0.006699711293244648
WB medium,P1,0.44,0.0025658102470372812
WB medium,P1,0.65,-0.0012599054190465253
WB medium,P1,0.8,0.003875729243353221
WB medium,P1,0.9,0.011535867850441806
WB medium,P1,0.96,0.48670025625246216
WB medium,P1,0.99,0.4790952886518913
WB medium,P2,0.2,-0.004350606156746428
WB medium,P2,0.44,0.0025658102470372812
WB medium,P2,0.65,-0.0012599054190465253
WB medium,P2,0.8,0.0004434763234922867
WB medium,P2,0.9,0.014373247118922072
WB medium,P2,0.96,0.4860316882586907
WB medium,P2,0.99,0.47977224322614187
WB medium,P3,0.2,-0.006699711293244648
WB medium,P3,0.44,0.0025658102470372812
WB medium,P3,0.65,-0.0012599054190465253
WB medium,P3,0.8,-2.7693824662611277e-05
