state,arm,eta,d
WB medium,P3,0.9,0.014373247118922072
WB medium,P3,0.96,0.4860316882586907
WB medium,P3,0.99,0.4790952886518913
WB medium,S1,0.2,-0.006699711293244648
WB medium,S1,0.44,0.0025658102470372812
WB medium,S1,0.65,-0.0012599054190465253
WB medium,S1,0.8,0.0027370759022274926
WB medium,S1,0.9,0.011535867850441806
WB medium,S1,0.96,0.48740253587763704
WB medium,S1,0.99,0.4772289084102871
WB medium,S2,0.2,-0.006699711293244648
WB medium,S2,0.44,0.0025658102470372812
WB medium,S2,0.65,-0.0012599054190465253
WB medium,S2,0.8,0.0027370759022274926
WB medium,S2,0.9,0.011535867850441806
WB medium,S2,0.96,0.4860316882586907
WB medium,S2,0.99,0.4790952886518913
WB medium,S3,0.2,-0.007387285190917137
WB medium,S3,0.44,0.0025658102470372812
WB medium,S3,0.65,-0.0012599054190465253
WB medium,S3,0.8,0.0027370759022274926
WB medium,S3,0.9,0.014373247118922072
WB medium,S3,0.96,0.4860316882586907
WB medium,S3,0.99,0.47977224322614187
