node,x_c,F_delta,F_A,F_B,F_Psi,F_Ct1,F_Ct2,F_max
32,0.3831929544222934,-2.4744773039714287e-07,2.4576005676937544e-11,-4.719022185375017e-07,1.759134186142277e-08,2.735931636212738e-09,-2.291456208250192e-20,4.719022185375017e-07
33,0.36320579572874384,-2.4458838859995245e-07,-4.3606803464021366e-09,-4.6978792235085413e-07,1.2665004406632216e-08,3.075051666762436e-09,3.296585443821266e-20,4.6978792235085413e-07
34,0.34321507758318626,-2.429030657757495e-07,-9.980856237099054e-09,-4.708359320944089e-07,6.5487688478722e-09,3.406109570902492e-09,1.4407134226370665e-19,4.708359320944089e-07
35,0.3232216244094982,-2.419293036506117e-07,-1.879480137028229e-08,-4.746886727593689e-07,-2.6403199572912938e-09,3.72872940941832e-09,3.4483924797130127e-19,4.746886727593689e-07
36,0.3032265131406656,-2.42002340532137e-07,-3.46741094520769e-08,-4.823778982817767e-07,-1.9650011195041582e-08,4.019140510246388e-09,6.993448761822106e-19,4.823778982817767e-07
37,0.2832311380891473,-2.3724536441670572e-07,-6.715708144574828e-08,-4.828517290531627e-07,-5.5032025769486476e-08,4.268807094065364e-09,1.3070475117259073e-18,4.828517290531627e-07
38,0.26323730059671746,-2.1032099589556082e-07,-1.1976473978927477e-07,-4.401394383229252e-07,-1.1456266987445465e-07,4.454770261586704e-09,2.2532888677515562e-18,4.401394383229252e-07
39,0.24324733138979288,-1.6906925953391452e-07,-1.7724465939578915e-07,-3.62494555129811e-07,-1.8973372191965013e-07,4.559559283262881e-09,3.16296048102077e-18,3.62494555129811e-07
40,0.22326426555089093,-4.5552837110654216e-08,4.34672084843622e-07,-8.509852025537976e-08,5.175817801368939e-07,4.307268510296481e-09,3.0528499255071066e-18,5.175817801368939e-07
41,0.20329208732221482,-2.7981957751085603e-08,6.680260456534445e-08,-1.6412165515419275e-09,8.113013185058597e-08,9.704265197052878e-09,1.9334217089969727e-17,8.113013185058597e-08
42,0.18333609760198502,-2.0551624291949508e-07,-1.7024628389181e-07,-5.056565399696479e-07,-2.490814307066409e-07,6.988112293034477e-09,-3.0357026472941226e-17,5.056565399696479e-07
