state,z,gamma,resid_localfit,abs_F,d_up,d_lo,asym,dz_up,dz_lo,shared_up,shared_lo
conf_picard_medium,1.02334,0.057859,0.001416,2.24e-04,0.00728,0.00727,0.0010,0.00530,0.00190,1,1
conf_picard_medium,1.03055,0.055755,0.000251,2.23e-04,0.00726,0.00720,0.0044,0.00190,0.00185,1,0
conf_picard_medium,1.03775,0.054806,0.000383,2.16e-04,0.00737,0.00739,0.0017,0.00192,0.00180,0,0
conf_picard_medium,1.04496,0.053702,0.000471,2.10e-04,0.00746,0.00746,0.0005,0.00187,0.00184,0,0
conf_picard_medium,1.05217,0.052678,0.000713,2.00e-04,0.00748,0.00748,0.0004,0.00186,0.00186,0,0
conf_picard_medium,1.05937,0.051377,0.000694,1.91e-04,0.00749,0.00749,0.0002,0.00186,0.00186,0,0
conf_picard_medium,1.06658,0.048228,0.001235,1.85e-04,0.00749,0.00747,0.0014,0.00535,0.00533,0,0
conf_picard_medium,1.07379,0.046943,0.001416,1.80e-04,0.00748,0.00749,0.0000,0.00535,0.00543,1,0
conf_picard_medium,1.08099,0.044626,0.002732,1.78e-04,0.00748,0.00734,0.0099,0.00186,0.00540,1,1
conf_picard_medium,1.08820,0.047364,0.000976,1.69e-04,0.00745,0.00721,0.0166,0.00529,0.00181,0,1
conf_picard_medium,1.09541,0.046273,0.000925,1.61e-04,0.00749,0.00726,0.0156,0.00535,0.00194,0,0
conf_picard_medium,1.10261,0.042751,0.001392,1.50e-04,0.00717,0.00748,0.0211,0.00494,0.00534,0,1
conf_picard_medium,1.10982,0.043885,0.001164,1.46e-04,0.00720,0.00749,0.0195,0.00473,0.00187,0,1
conf_picard_medium,1.11703,0.042852,0.001773,1.38e-04,0.00749,0.00749,0.0000,0.00535,0.00186,0,0
conf_picard_medium,1.12423,0.041971,0.002740,1.30e-04,0.00702,0.00748,0.0322,0.00533,0.00181,1,0
conf_picard_medium,1.13144,0.039174,0.001999,1.27e-04,0.00683,0.00744,0.0421,0.00188,0.00163,1,0
conf_picard_medium,1.13865,0.030732,0.004162,1.26e-04,0.00702,0.00608,0.0714,0.00164,0.00489,0,1
conf_picard_medium,1.14585,0.030890,0.001505,1.24e-04,0.00738,0.00608,0.0967,0.00179,0.00231,0,1
conf_picard_medium,1.15306,0.027032,0.002693,1.18e-04,0.00746,0.00745,0.0006,0.00184,0.00553,0,1
conf_picard_medium,1.16027,0.028218,0.001244,1.10e-04,0.00748,0.00720,0.0194,0.00535,0.00168,1,1
conf_picard_medium,1.16747,0.025949,0.001697,1.07e-04,0.00749,0.00740,0.0056,0.00186,0.00181,1,0
conf_picard_medium,1.17468,0.022935,0.001294,8.70e-05,0.00723,0.00749,0.0176,0.00494,0.00186,0,0
conf_picard_medium,1.18189,0.018996,0.000074,7.15e-05,0.00659,0.00744,0.0608,0.00374,0.00180,1,0
conf_picard_medium,1.18909,0.015136,0.001007,6.31e-05,0.00820,0.00732,0.0570,0.00346,0.00162,1,0
conf_newton_medium,-0.00000,0.103799,0.000442,0.00e+00,0.00743,0.00743,0.0000,0.00000,0.00000,0,0
conf_newton_medium,0.00721,0.103880,0.000340,4.16e-17,0.00677,0.00686,0.0066,0.00098,0.00088,0,0
conf_newton_medium,0.01441,0.103928,0.000866,2.78e-17,0.00688,0.00712,0.0172,0.00153,0.00160,0,0
conf_newton_medium,0.02162,0.101667,0.001122,1.39e-17,0.00729,0.00749,0.0136,0.00184,0.00535,0,0
conf_newton_medium,0.02883,0.103112,0.000442,5.55e-17,0.00734,0.00743,0.0060,0.00531,0.00533,1,0
conf_newton_medium,0.03603,0.100943,0.001727,4.16e-17,0.00733,0.00718,0.0103,0.00189,0.00523,1,0
conf_newton_medium,0.04324,0.102910,0.000154,8.33e-17,0.00717,0.00705,0.0085,0.00492,0.00501,1,1
conf_newton_medium,0.05045,0.102910,0.000009,8.33e-17,0.00759,0.00731,0.0188,0.00229,0.00219,1,1
conf_newton_medium,0.05765,0.103508,0.000426,8.33e-17,0.00740,0.00744,0.0028,0.00561,0.00561,1,1
conf_newton_medium,0.06486,0.103508,0.000230,8.33e-17,0.00702,0.00708,0.0047,0.00160,0.00160,1,1
conf_newton_medium,0.07207,0.103302,0.000158,0.00e+00,0.00738,0.00724,0.0099,0.00179,0.00183,0,0
conf_newton_medium,0.07927,0.103345,0.000237,4.16e-17,0.00748,0.00736,0.0081,0.00185,0.00193,0,0
conf_newton_medium,0.08648,0.103381,0.000209,6.94e-17,0.00748,0.00745,0.0019,0.00185,0.00187,0,0
conf_newton_medium,0.09369,0.105547,0.002111,9.71e-17,0.00727,0.00746,0.0127,0.00511,0.00187,1,0
conf_newton_medium,0.10089,0.101328,0.001768,0.00e+00,0.00748,0.00748,0.0002,0.00210,0.00534,1,0
conf_newton_medium,0.10810,0.103330,0.000758,1.39e-17,0.00764,0.00749,0.0101,0.00586,0.00535,1,1
conf_newton_medium,0.11531,0.103330,0.001418,1.39e-17,0.00705,0.00749,0.0300,0.00135,0.00186,1,1
conf_newton_medium,0.12251,0.100474,0.000733,1.39e-17,0.00715,0.00748,0.0230,0.00165,0.00534,0,1
conf_newton_medium,0.12972,0.101955,0.001395,1.39e-17,0.00745,0.00749,0.0023,0.00187,0.00186,0,1
conf_newton_medium,0.13693,0.099503,0.000546,1.39e-17,0.00746,0.00747,0.0008,0.00187,0.00534,0,0
conf_newton_medium,0.14413,0.098988,0.000726,2.78e-17,0.00748,0.00740,0.0055,0.00185,0.00531,0,0
conf_newton_medium,0.15134,0.098349,0.001230,0.00e+00,0.00748,0.00701,0.0326,0.00185,0.00507,0,0
conf_newton_medium,0.15855,0.097389,0.002273,2.78e-17,0.00748,0.00630,0.0863,0.00186,0.00478,0,1
conf_newton_medium,0.16575,0.099371,0.000588,4.16e-17,0.00739,0.00658,0.0585,0.00178,0.00243,0,1
conf_newton_medium,0.17296,0.101715,0.001284,0.00e+00,0.00727,0.00733,0.0043,0.00511,0.00548,1,1
conf_newton_medium,0.18017,0.101715,0.000708,0.00e+00,0.00748,0.00709,0.0271,0.00210,0.00172,1,1
conf_newton_medium,0.18737,0.104374,0.002768,5.55e-17,0.00732,0.00733,0.0000,0.00547,0.00185,1,0
conf_newton_medium,0.19458,0.100584,0.001578,2.78e-17,0.00710,0.00748,0.0265,0.00173,0.00534,1,0
conf_newton_medium,0.20179,0.100468,0.002171,5.55e-17,0.00721,0.00749,0.0188,0.00181,0.00535,0,1
conf_newton_medium,0.20899,0.105105,0.002084,1.39e-17,0.00744,0.00749,0.0035,0.00529,0.00186,0,1
conf_newton_medium,0.21620,0.105593,0.002291,9.71e-17,0.00723,0.00744,0.0139,0.00507,0.00169,0,0
conf_newton_medium,0.22341,0.101077,0.002390,9.71e-17,0.00723,0.00606,0.0882,0.00501,0.00489,0,1
conf_newton_medium,0.23061,0.103362,0.000145,9.71e-17,0.00748,0.00606,0.1046,0.00541,0.00232,1,1
conf_newton_medium,0.23782,0.100604,0.002814,8.33e-17,0.00740,0.00713,0.0183,0.00180,0.00519,1,1
conf_newton_medium,0.24503,0.104982,0.001778,5.55e-17,0.00746,0.00720,0.0180,0.00532,0.00202,0,1
conf_newton_medium,0.25223,0.105445,0.002561,8.33e-17,0.00737,0.00737,0.0001,0.00522,0.00190,1,0
conf_newton_medium,0.25944,0.103405,0.000915,5.55e-17,0.00748,0.00749,0.0003,0.00199,0.00186,1,0
conf_newton_medium,0.26665,0.102373,0.000326,6.94e-17,0.00730,0.00748,0.0125,0.00553,0.00535,1,0
conf_newton_medium,0.27385,0.100001,0.001573,5.55e-17,0.00698,0.00747,0.0342,0.00167,0.00534,1,0
conf_newton_medium,0.28106,0.099125,0.001947,1.39e-17,0.00722,0.00740,0.0123,0.00188,0.00533,0,0
conf_newton_medium,0.28827,0.100990,0.000433,5.55e-17,0.00745,0.00736,0.0056,0.00533,0.00530,1,1
conf_newton_medium,0.29547,0.100990,0.000892,5.55e-17,0.00745,0.00738,0.0050,0.00188,0.00191,1,1
conf_newton_medium,0.30268,0.098450,0.001344,0.00e+00,0.00749,0.00733,0.0109,0.00186,0.00508,0,0
conf_newton_medium,0.30988,0.100571,0.000881,5.55e-17,0.00749,0.00749,0.0000,0.00535,0.00535,1,1
conf_newton_medium,0.31709,0.100571,0.000838,5.55e-17,0.00749,0.00749,0.0001,0.00186,0.00186,1,1
conf_newton_medium,0.32430,0.097786,0.002018,4.16e-17,0.00748,0.00746,0.0014,0.00185,0.00553,0,1
conf_newton_medium,0.33150,0.099519,0.000270,6.94e-17,0.00749,0.00721,0.0189,0.00186,0.00167,0,1
conf_newton_medium,0.33871,0.100060,0.000407,2.78e-17,0.00749,0.00743,0.0042,0.00186,0.00182,0,0
conf_newton_medium,0.34592,0.100143,0.000715,4.16e-17,0.00744,0.00729,0.0099,0.00532,0.00524,0,0
conf_newton_medium,0.35312,0.100145,0.000970,5.55e-17,0.00733,0.00733,0.0001,0.00530,0.00529,0,1
conf_newton_medium,0.36033,0.102016,0.003074,8.33e-17,0.00722,0.00735,0.0087,0.00525,0.00192,1,1
conf_newton_medium,0.36754,0.097534,0.001214,2.78e-17,0.00724,0.00749,0.0169,0.00196,0.00535,1,0
conf_newton_medium,0.37474,0.095613,0.002966,0.00e+00,0.00743,0.00678,0.0462,0.00189,0.00529,0,1
conf_newton_medium,0.38195,0.097434,0.000992,2.78e-17,0.00745,0.00654,0.0648,0.00187,0.00192,0,1
conf_newton_medium,0.38916,0.098077,0.000221,8.33e-17,0.00747,0.00682,0.0454,0.00187,0.00157,0,0
conf_newton_medium,0.39636,0.098642,0.000420,6.94e-17,0.00748,0.00734,0.0098,0.00186,0.00176,0,0
conf_newton_medium,0.40357,0.098870,0.000653,9.71e-17,0.00749,0.00748,0.0005,0.00535,0.00535,1,1
conf_newton_medium,0.41078,0.098870,0.000605,9.71e-17,0.00748,0.00748,0.0001,0.00185,0.00186,1,1
conf_newton_medium,0.41798,0.098765,0.000461,1.39e-17,0.00718,0.00748,0.0209,0.00500,0.00534,0,0
conf_newton_medium,0.42519,0.098536,0.000277,5.55e-17,0.00721,0.00745,0.0164,0.00497,0.00531,0,0
conf_newton_medium,0.43240,0.098390,0.000308,1.53e-16,0.00713,0.00737,0.0164,0.00519,0.00528,1,0
conf_newton_medium,0.43960,0.096315,0.001454,1.25e-16,0.00719,0.00741,0.0147,0.00202,0.00531,1,1
conf_newton_medium,0.44681,0.098178,0.000794,1.11e-16,0.00727,0.00743,0.0105,0.00197,0.00190,0,1
conf_newton_medium,0.45402,0.098166,0.001141,8.33e-17,0.00730,0.00748,0.0122,0.00181,0.00187,0,0
conf_newton_medium,0.46122,0.095492,0.001266,1.25e-16,0.00735,0.00749,0.0091,0.00180,0.00535,0,1
conf_newton_medium,0.46843,0.097157,0.000559,6.94e-17,0.00742,0.00749,0.0047,0.00187,0.00186,0,1
conf_newton_medium,0.47564,0.094683,0.001836,5.55e-17,0.00749,0.00749,0.0000,0.00186,0.00535,0,0
conf_newton_medium,0.48284,0.096840,0.000366,1.53e-16,0.00749,0.00748,0.0005,0.00535,0.00534,1,1
conf_newton_medium,0.49005,0.096840,0.000411,1.53e-16,0.00748,0.00749,0.0004,0.00185,0.00187,1,1
conf_newton_medium,0.49726,0.094540,0.001838,8.33e-17,0.00749,0.00733,0.0104,0.00186,0.00531,0,1
conf_newton_medium,0.50446,0.098815,0.002478,5.55e-17,0.00743,0.00732,0.0076,0.00537,0.00189,0,1
conf_newton_medium,0.51167,0.097448,0.001112,4.16e-17,0.00685,0.00749,0.0444,0.00499,0.00535,0,0
conf_newton_medium,0.51888,0.097121,0.000727,9.71e-17,0.00683,0.00744,0.0425,0.00516,0.00531,1,0
conf_newton_medium,0.52608,0.094992,0.001525,1.39e-17,0.00681,0.00725,0.0312,0.00205,0.00511,1,1
conf_newton_medium,0.53329,0.096600,0.000109,1.25e-16,0.00690,0.00746,0.0388,0.00155,0.00210,0,1
conf_newton_medium,0.54050,0.093899,0.003067,8.33e-17,0.00766,0.00747,0.0129,0.00213,0.00547,0,1
conf_newton_medium,0.54770,0.098398,0.001136,1.39e-17,0.00749,0.00730,0.0125,0.00535,0.00174,1,1
conf_newton_medium,0.55491,0.096776,0.000778,1.39e-17,0.00749,0.00748,0.0006,0.00186,0.00185,1,0
conf_newton_medium,0.56212,0.099362,0.001569,9.71e-17,0.00749,0.00762,0.0081,0.00533,0.00192,0,0
conf_newton_medium,0.56932,0.097380,0.000563,4.16e-17,0.00749,0.00749,0.0001,0.00535,0.00535,0,1
conf_newton_medium,0.57653,0.099439,0.001461,1.11e-16,0.00749,0.00749,0.0000,0.00535,0.00186,0,1
conf_newton_medium,0.58374,0.099052,0.001179,1.25e-16,0.00744,0.00707,0.0252,0.00530,0.00128,0,0
conf_newton_medium,0.59094,0.098567,0.000958,4.16e-17,0.00728,0.00703,0.0172,0.00512,0.00152,1,0
conf_newton_medium,0.59815,0.096586,0.000601,8.33e-17,0.00748,0.00730,0.0122,0.00208,0.00191,1,0
conf_newton_medium,0.60536,0.095003,0.001634,1.39e-17,0.00760,0.00708,0.0353,0.00577,0.00540,1,1
conf_newton_medium,0.61256,0.095003,0.001024,1.39e-17,0.00710,0.00683,0.0192,0.00143,0.00181,1,1
conf_newton_medium,0.61977,0.094950,0.000489,0.00e+00,0.00719,0.00700,0.0129,0.00170,0.00174,0,0
conf_newton_medium,0.62698,0.096694,0.001747,0.00e+00,0.00747,0.00720,0.0184,0.00534,0.00162,1,0
conf_newton_medium,0.63418,0.094983,0.000389,5.55e-17,0.00747,0.00756,0.0061,0.00186,0.00174,1,0
conf_newton_medium,0.64139,0.094770,0.000386,9.71e-17,0.00748,0.00794,0.0298,0.00185,0.00163,0,0
conf_newton_medium,0.64860,0.092073,0.002194,2.78e-17,0.00749,0.00614,0.0985,0.00535,0.00491,0,1
conf_newton_medium,0.65580,0.094003,0.000158,4.16e-17,0.00749,0.00614,0.0986,0.00535,0.00229,0,1
conf_newton_medium,0.66301,0.092903,0.001100,2.78e-17,0.00747,0.00745,0.0010,0.00533,0.00555,0,1
conf_newton_medium,0.67022,0.094863,0.001097,4.16e-17,0.00729,0.00718,0.0078,0.00514,0.00165,0,1
conf_newton_medium,0.67742,0.095090,0.001644,5.55e-17,0.00709,0.00741,0.0224,0.00503,0.00180,0,0
conf_newton_medium,0.68463,0.092608,0.000419,6.94e-17,0.00697,0.00748,0.0354,0.00511,0.00535,1,1
conf_newton_medium,0.69184,0.092608,0.000125,6.94e-17,0.00706,0.00748,0.0288,0.00209,0.00186,1,1
conf_newton_medium,0.69904,0.093579,0.001787,2.78e-17,0.00722,0.00749,0.0184,0.00514,0.00186,0,0
conf_newton_medium,0.70625,0.090067,0.000901,6.94e-17,0.00718,0.00749,0.0209,0.00472,0.00535,0,0
conf_newton_medium,0.71346,0.089233,0.000824,8.33e-17,0.00739,0.00748,0.0058,0.00496,0.00535,0,0
conf_newton_medium,0.72066,0.089027,0.000113,0.00e+00,0.00746,0.00713,0.0224,0.00525,0.00499,0,1
conf_newton_medium,0.72787,0.090424,0.002130,2.78e-17,0.00749,0.00745,0.0027,0.00535,0.00221,1,1
conf_newton_medium,0.73508,0.084796,0.002771,2.78e-17,0.00749,0.00675,0.0515,0.00186,0.00517,1,1
conf_newton_medium,0.74228,0.086243,0.000734,1.39e-16,0.00748,0.00668,0.0564,0.00185,0.00204,0,1
conf_newton_medium,0.74949,0.086463,0.000053,6.94e-17,0.00749,0.00706,0.0291,0.00186,0.00177,0,0
conf_newton_medium,0.75670,0.086527,0.000389,8.33e-17,0.00749,0.00749,0.0001,0.00185,0.00185,0,0
conf_newton_medium,0.76390,0.085746,0.000026,1.39e-16,0.00732,0.00745,0.0089,0.00550,0.00558,1,1
conf_newton_medium,0.77111,0.085746,0.000407,1.39e-16,0.00705,0.00715,0.0069,0.00170,0.00163,1,1
conf_newton_medium,0.77832,0.085243,0.000454,6.94e-17,0.00739,0.00728,0.0075,0.00181,0.00182,0,0
conf_newton_medium,0.78552,0.084278,0.000137,6.94e-17,0.00761,0.00718,0.0288,0.00596,0.00529,1,1
conf_newton_medium,0.79273,0.084278,0.000826,6.94e-17,0.00685,0.00713,0.0203,0.00124,0.00192,1,1
conf_newton_medium,0.79994,0.083793,0.001018,0.00e+00,0.00700,0.00725,0.0179,0.00163,0.00202,0,0
conf_newton_medium,0.80714,0.082878,0.000732,1.11e-16,0.00736,0.00738,0.0011,0.00177,0.00203,0,0
conf_newton_medium,0.81435,0.078948,0.002617,1.53e-16,0.00748,0.00752,0.0024,0.00186,0.00538,0,0
conf_newton_medium,0.82156,0.078407,0.002595,1.67e-16,0.00748,0.00749,0.0009,0.00185,0.00535,0,0
conf_newton_medium,0.82876,0.079854,0.000552,1.25e-16,0.00749,0.00737,0.0078,0.00535,0.00533,0,0
conf_newton_medium,0.83597,0.079740,0.000009,4.16e-17,0.00744,0.00734,0.0073,0.00531,0.00533,0,1
conf_newton_medium,0.84318,0.081611,0.002661,2.78e-17,0.00732,0.00730,0.0012,0.00517,0.00188,0,1
conf_newton_medium,0.85038,0.081132,0.003061,0.00e+00,0.00719,0.00744,0.0172,0.00508,0.00183,0,0
conf_newton_medium,0.85759,0.077332,0.000215,1.53e-16,0.00716,0.00747,0.0213,0.00519,0.00534,1,0
conf_newton_medium,0.86480,0.074972,0.001140,0.00e+00,0.00723,0.00747,0.0162,0.00202,0.00534,1,1
conf_newton_medium,0.87200,0.075989,0.000907,8.33e-17,0.00743,0.00748,0.0034,0.00190,0.00187,0,1
conf_newton_medium,0.87921,0.072650,0.001432,1.39e-17,0.00744,0.00749,0.0030,0.00187,0.00535,0,0
conf_newton_medium,0.88642,0.071671,0.001525,5.55e-17,0.00746,0.00744,0.0016,0.00187,0.00531,0,0
conf_newton_medium,0.89362,0.070921,0.001581,6.94e-17,0.00748,0.00732,0.0109,0.00185,0.00517,0,0
conf_newton_medium,0.90083,0.070555,0.001464,1.39e-17,0.00749,0.00737,0.0079,0.00185,0.00520,0,0
conf_newton_medium,0.90803,0.072261,0.000575,8.33e-17,0.00743,0.00744,0.0003,0.00529,0.00539,0,1
conf_newton_medium,0.91524,0.074044,0.002635,4.16e-17,0.00725,0.00737,0.0079,0.00509,0.00182,0,1
conf_newton_medium,0.92245,0.071172,0.000090,9.71e-17,0.00651,0.00728,0.0553,0.00423,0.00531,0,0
conf_newton_medium,0.92965,0.070569,0.000056,9.71e-17,0.00723,0.00711,0.0084,0.00545,0.00524,1,1
conf_newton_medium,0.93686,0.070569,0.000572,9.71e-17,0.00699,0.00711,0.0082,0.00175,0.00197,1,1
conf_newton_medium,0.94407,0.071675,0.002476,1.25e-16,0.00704,0.00732,0.0194,0.00504,0.00200,1,0
conf_newton_medium,0.95127,0.066840,0.001418,1.80e-16,0.00725,0.00737,0.0080,0.00216,0.00525,1,0
conf_newton_medium,0.95848,0.066714,0.000512,8.33e-17,0.00736,0.00741,0.0037,0.00556,0.00530,1,0
conf_newton_medium,0.96569,0.064196,0.001989,1.80e-16,0.00703,0.00728,0.0169,0.00165,0.00545,1,1
conf_newton_medium,0.97289,0.065389,0.000180,2.78e-17,0.00737,0.00705,0.0218,0.00179,0.00176,0,1
conf_newton_medium,0.98010,0.066209,0.001863,1.39e-17,0.00740,0.00711,0.0201,0.00526,0.00165,1,0
conf_newton_medium,0.98731,0.061755,0.001850,1.32e-16,0.00748,0.00728,0.0136,0.00195,0.00520,1,0
conf_newton_medium,0.99451,0.062405,0.000563,5.55e-17,0.00769,0.00718,0.0343,0.00515,0.00507,0,1
conf_newton_medium,1.00172,0.064021,0.001619,0.00e+00,0.00748,0.00740,0.0055,0.00517,0.00213,0,1
conf_newton_medium,1.00893,0.060895,0.000953,9.71e-17,0.00731,0.00751,0.0137,0.00526,0.00550,0,0
conf_newton_medium,1.01613,0.060207,0.001002,2.78e-17,0.00730,0.00730,0.0001,0.00526,0.00531,0,1
conf_newton_medium,1.02334,0.061824,0.001416,6.25e-17,0.00728,0.00727,0.0010,0.00530,0.00190,1,1
conf_newton_medium,1.03055,0.059700,0.000275,3.47e-17,0.00726,0.00720,0.0044,0.00190,0.00185,1,0
conf_newton_medium,1.03775,0.058686,0.000404,1.39e-17,0.00737,0.00739,0.0017,0.00192,0.00180,0,0
conf_newton_medium,1.04496,0.057537,0.000523,5.55e-17,0.00746,0.00746,0.0005,0.00187,0.00184,0,0
conf_newton_medium,1.05217,0.056416,0.000758,1.53e-16,0.00748,0.00748,0.0004,0.00186,0.00186,0,0
conf_newton_medium,1.05937,0.055013,0.000738,4.16e-17,0.00749,0.00749,0.0002,0.00186,0.00186,0,0
conf_newton_medium,1.06658,0.051635,0.001310,1.39e-17,0.00749,0.00747,0.0014,0.00535,0.00533,0,0
conf_newton_medium,1.07379,0.050243,0.001484,1.39e-16,0.00748,0.00749,0.0000,0.00535,0.00543,1,0
conf_newton_medium,1.08099,0.047884,0.002727,4.16e-17,0.00748,0.00734,0.0099,0.00186,0.00540,1,1
conf_newton_medium,1.08820,0.050506,0.000979,5.55e-17,0.00745,0.00721,0.0166,0.00529,0.00181,0,1
conf_newton_medium,1.09541,0.049311,0.000933,1.11e-16,0.00749,0.00726,0.0156,0.00535,0.00194,0,0
conf_newton_medium,1.10261,0.045622,0.001447,1.25e-16,0.00717,0.00748,0.0211,0.00494,0.00534,0,1
conf_newton_medium,1.10982,0.046701,0.001154,1.39e-16,0.00720,0.00749,0.0195,0.00473,0.00187,0,1
conf_newton_medium,1.11703,0.045562,0.001757,5.55e-17,0.00749,0.00749,0.0000,0.00535,0.00186,0,0
conf_newton_medium,1.12423,0.044577,0.002726,1.25e-16,0.00702,0.00748,0.0322,0.00533,0.00181,1,0
conf_newton_medium,1.13144,0.041722,0.002043,1.39e-17,0.00683,0.00744,0.0421,0.00188,0.00163,1,0
conf_newton_medium,1.13865,0.033105,0.004168,2.08e-17,0.00702,0.00608,0.0714,0.00164,0.00489,0,1
conf_newton_medium,1.14585,0.033198,0.001435,1.11e-16,0.00738,0.00608,0.0967,0.00179,0.00231,0,1
conf_newton_medium,1.15306,0.029096,0.002714,7.29e-17,0.00746,0.00745,0.0006,0.00184,0.00553,0,1
conf_newton_medium,1.16027,0.030121,0.001233,1.73e-17,0.00748,0.00720,0.0194,0.00535,0.00168,1,1
conf_newton_medium,1.16747,0.027768,0.001793,7.63e-17,0.00749,0.00740,0.0056,0.00186,0.00181,1,0
conf_newton_medium,1.17468,0.024413,0.001263,1.94e-16,0.00723,0.00749,0.0176,0.00494,0.00186,0,0
conf_newton_medium,1.18189,0.020210,0.000135,3.12e-17,0.00659,0.00744,0.0608,0.00374,0.00180,1,0
conf_newton_medium,1.18909,0.016194,0.000969,3.82e-17,0.00820,0.00732,0.0570,0.00346,0.00162,1,0
