level,h_wall,h_far,h_wake,h_edge,h_tip,h_junction,h_body,h_body_tip,n_nodes,n_tets,min_dihedral_deg,max_aspect_ratio,fuselage_crease_p99_deg,fuselage_crease_max_deg,fuselage_crease_median_deg,n_tris_wall,n_tris_fuselage,n_tris_farfield,n_tris_symmetry,junction_z,d_wake_inboard_end,d_tip_te_corner,n_wall_nodes_near_junction,fuselage_radius_err_max,wall_z_max,fus_edge_med_under_wing,fus_edge_med_cyl_far,fus_edge_med_nose_tip,fus_edge_med_tail_tip,fus_edge_med_all,body_length,body_length_in_root_chords,x_nose_tip,x_tail_tip,nose_tip_to_root_le,root_te_to_tail_tip,l_nose_in_diameters,nose_tip_curv_radius,r_far,r_far_in_mac,farfield_clearance_nose,farfield_clearance_tail,farfield_clearance_in_body_lengths,body_span_frac_of_farfield_diameter
coarse,0.03,6.0,0.09,0.015,0.0075,0.015,0.06,0.0075,14154,65621,19.494571704059524,5.512978663130857,20.72552272414282,24.909158390733772,4.275143436902158,6508,2564,125,2739,0.15,2.220446049250313e-16,0.0,342,0.0007892350765118239,1.218464698896661,0.02072766573064172,0.05947581035810187,0.01111293551209031,0.008656850420854822,0.028486534070991824,4.030531849290996,5.0,-1.6122127397163983,2.4183191095745973,1.6122127397163983,1.6122127397163981,2.0,0.0375,16.15175,25.0,14.136484075354502,14.136484075354502,3.507349551856594,0.12477074772984338
medium,0.015,3.0,0.045,0.0075,0.00375,0.0075,0.03,0.00375,101914,533129,11.040416182984643,4.829990367775753,10.066117432673753,12.050138451529792,2.2682980017496672,25170,9968,458,10676,0.15,2.220446049250313e-16,0.0,1129,0.000828133614078852,1.2184663784924776,0.011338798755807442,0.029988382233264752,0.005674861321961794,0.0045103736698445555,0.014704911186703782,4.030531849290996,5.0,-1.6122127397163983,2.4183191095745973,1.6122127397163983,1.6122127397163981,2.0,0.0375,16.15175,25.0,14.136484075354502,14.136484075354502,3.507349551856594,0.12477074772984338
