side,x,re_theta_xfoil,theta_x,theta_o,ctau_x,ctau_o,ctau_eq_o,delta_o,s
side_b,0.51818,3094.1946,0.000966,0.0009651791055618187,0.0013194329760000002,0.0013195284827288655,0.0013279386617715177,0.008490237548017122,0.5290600000000001
side_b,0.52766,3149.8231499999997,0.000985,0.0009851297592618612,0.0013178352040000001,0.0013179051597155891,0.0013271389920502673,0.00866828932740027,0.5385600000000001
side_b,0.53714,3208.8343499999996,0.001005,0.0010047242323491074,0.001315948176,0.001316010009887345,0.0013253996375572675,0.008845187929807718,0.54806
side_b,0.54663,3267.34125,0.001025,0.0010247247175957973,0.001314352516,0.0013143964902465456,0.0013243313535770355,0.0090244216067175,0.55758
side_b,0.55612,3323.1146400000002,0.001044,0.0010440909931170538,0.001312250625,0.0013123014603124356,0.0013218346913500755,0.00920119726960668,0.5671000000000002
side_b,0.56562,3384.0161999999996,0.001065,0.001064622582835986,0.0013110192639999999,0.0013110702046899144,0.0013216706937326877,0.00938340206772747,0.5766200000000001
side_b,0.57512,3441.9346500000006,0.001085,0.0010847896009713541,0.0013094989689999997,0.0013095666247680425,0.0013205283576458403,0.009564578350245576,0.58615
side_b,0.58463,3499.7780999999995,0.001105,0.0011048972206085831,0.0013079072250000003,0.0013079990900007055,0.001319116849479542,0.009745943539745726,0.59569
side_b,0.59414,3560.1079799999998,0.001126,0.00112557264390223,0.001306750201,0.0013068256366772783,0.0013186869811461159,0.009930181336043328,0.6052300000000002
side_b,0.60366,3617.2916999999998,0.001146,0.0011460811453622736,0.0013054491610000002,0.0013055209367124172,0.0013177321745929883,0.010114223325538158,0.6147800000000001
side_b,0.61318,3677.59044,0.001167,0.0011664770995081352,0.001304076544,0.001304131113155217,0.001316455377002481,0.010298132486834814,0.62433
side_b,0.6227,3737.2460400000004,0.001188,0.0011874024245261286,0.001303065604,0.0013030825984072392,0.001316034421385673,0.01048474038561912,0.63388
side_b,0.63222,3793.8206399999995,0.001208,0.0012081134027353256,0.0013018385610000002,0.0013018726835482219,0.0013150421955712723,0.01067092065934746,0.64344
side_b,0.64175,3856.0499999999997,0.00123,0.0012293537221522031,0.0013009727609999998,0.0013009734970369662,0.0013148204215812371,0.010859914923574049,0.6530100000000001
side_b,0.65128,3914.5666499999993,0.001251,0.0012510297567480712,0.0013003236000000001,0.0013003562503078284,0.0013152041561932718,0.011051216792991567,0.6625700000000001
side_b,0.66081,3973.5626399999996,0.001272,0.0012720352652981141,0.001299242025,0.0012993013196487822,0.0013142255503024438,0.011240147065860925,0.67214
