level,turb,points,nj,nk,ni,n_tail,k_crit,basin_depth,mach,alpha_deg,re_root_chord,h1_wall,cl,cd,cd_pressure,cd_friction,cm_quarter_chord,cl_raw_sref1,cd_raw_sref1,s_ref_half_planform,wetted_area,resid_final,resid_decades,ncyc_fine,wall_s,yplus_wing_avg,yplus_wing_max,n_yplus_gt5_wing,n_pts_wing,yplus_te_base_avg,yplus_te_base_max,n_pts_te_base,yplus_tip_avg,yplus_aggregate_avg,n_yplus_gt5_all,n_pts_all,te_base_area_frac,te_base_cdv_share,te_base_cdp_share,note
L1,none,769131,225,61,33,9,29,0.2360,0.5000,3.06,1.4620e+07,2.0000e-03,0.221895,0.004876,0.004876,0.000000,0.076469,0.257248,0.005652,1.15932,2.387431,2.136772e-09,2.90,1512,,,,,,,,,,,,,+0.071,,-8.901,"euler, alpha = experimental UNCORRECTED; grid normalised to root chord = 1; coefficients divided by the half-planform area (deck SREF = 1)"
L2,none,2001667,329,77,45,17,37,0.2360,0.5000,3.06,1.4620e+07,1.4140e-03,0.220773,0.004670,0.004670,0.000000,0.075614,0.255947,0.005414,1.15932,2.387446,8.812825e-10,2.83,1512,,,,,,,,,,,,,+0.071,,-9.299,"euler, alpha = experimental UNCORRECTED; grid normalised to root chord = 1; coefficients divided by the half-planform area (deck SREF = 1)"
L3,none,4813279,441,101,61,25,49,0.2360,0.5000,3.06,1.4620e+07,1.0000e-03,0.220604,0.004569,0.004569,0.000000,0.075461,0.255751,0.005297,1.15932,2.387451,9.425824e-10,2.42,1512,,,,,,,,,,,,,+0.071,,-8.972,"euler, alpha = experimental UNCORRECTED; grid normalised to root chord = 1; coefficients divided by the half-planform area (deck SREF = 1)"
L4,none,11277855,593,133,81,33,65,0.2360,0.5000,3.06,1.4620e+07,7.0720e-04,0.220675,0.004527,0.004527,0.000000,0.075489,0.255834,0.005249,1.15932,2.387454,6.406615e-10,2.15,1512,,,,,,,,,,,,,+0.071,,-8.318,"euler, alpha = experimental UNCORRECTED; grid normalised to root chord = 1; coefficients divided by the half-planform area (deck SREF = 1)"
