level,turb,eta_requested,eta_grid,x_c,y_c,cp,surface
L2,none,0.20,0.2000,0.035358,0.027068,-0.846313,upper
L2,none,0.20,0.2000,0.038327,0.027735,-0.810477,upper
L2,none,0.20,0.2000,0.041456,0.028383,-0.774377,upper
L2,none,0.20,0.2000,0.044751,0.029015,-0.738719,upper
L2,none,0.20,0.2000,0.048218,0.029633,-0.704063,upper
L2,none,0.20,0.2000,0.051862,0.030238,-0.670838,upper
L2,none,0.20,0.2000,0.055691,0.030834,-0.639373,upper
L2,none,0.20,0.2000,0.059710,0.031422,-0.609907,upper
L2,none,0.20,0.2000,0.063928,0.032006,-0.582605,upper
L2,none,0.20,0.2000,0.068352,0.032587,-0.557569,upper
L2,none,0.20,0.2000,0.072988,0.033168,-0.534847,upper
L2,none,0.20,0.2000,0.077844,0.033751,-0.514440,upper
L2,none,0.20,0.2000,0.082928,0.034338,-0.496309,upper
L2,none,0.20,0.2000,0.088248,0.034931,-0.480381,upper
L2,none,0.20,0.2000,0.093813,0.035530,-0.466550,upper
L2,none,0.20,0.2000,0.099629,0.036137,-0.454684,upper
L2,none,0.20,0.2000,0.105705,0.036752,-0.444626,upper
L2,none,0.20,0.2000,0.112049,0.037375,-0.436200,upper
L2,none,0.20,0.2000,0.118669,0.038006,-0.429212,upper
L2,none,0.20,0.2000,0.125573,0.038642,-0.423456,upper
L2,none,0.20,0.2000,0.132769,0.039282,-0.418718,upper
L2,none,0.20,0.2000,0.140263,0.039924,-0.414781,upper
L2,none,0.20,0.2000,0.148065,0.040566,-0.411434,upper
L2,none,0.20,0.2000,0.156179,0.041204,-0.408475,upper
L2,none,0.20,0.2000,0.164613,0.041835,-0.405721,upper
L2,none,0.20,0.2000,0.173373,0.042456,-0.403013,upper
L2,none,0.20,0.2000,0.182464,0.043064,-0.400226,upper
L2,none,0.20,0.2000,0.191890,0.043654,-0.397268,upper
L2,none,0.20,0.2000,0.201657,0.044225,-0.394088,upper
L2,none,0.20,0.2000,0.211767,0.044773,-0.390677,upper
L2,none,0.20,0.2000,0.222222,0.045296,-0.387062,upper
L2,none,0.20,0.2000,0.233025,0.045792,-0.383304,upper
L2,none,0.20,0.2000,0.244175,0.046258,-0.379491,upper
L2,none,0.20,0.2000,0.255672,0.046694,-0.375725,upper
L2,none,0.20,0.2000,0.267515,0.047098,-0.372115,upper
L2,none,0.20,0.2000,0.279701,0.047468,-0.368760,upper
L2,none,0.20,0.2000,0.292227,0.047803,-0.365741,upper
L2,none,0.20,0.2000,0.305086,0.048100,-0.363106,upper
L2,none,0.20,0.2000,0.318273,0.048357,-0.360865,upper
L2,none,0.20,0.2000,0.331780,0.048569,-0.358979,upper
L2,none,0.20,0.2000,0.345598,0.048733,-0.357360,upper
L2,none,0.20,0.2000,0.359716,0.048843,-0.355873,upper
L2,none,0.20,0.2000,0.374124,0.048893,-0.354339,upper
L2,none,0.20,0.2000,0.388807,0.048878,-0.352547,upper
L2,none,0.20,0.2000,0.403750,0.048790,-0.350268,upper
L2,none,0.20,0.2000,0.418939,0.048624,-0.347273,upper
L2,none,0.20,0.2000,0.434356,0.048373,-0.343350,upper
L2,none,0.20,0.2000,0.449981,0.048033,-0.338324,upper
L2,none,0.20,0.2000,0.465797,0.047599,-0.332074,upper
L2,none,0.20,0.2000,0.481780,0.047071,-0.324542,upper
L2,none,0.20,0.2000,0.497911,0.046447,-0.315742,upper
L2,none,0.20,0.2000,0.514167,0.045730,-0.305753,upper
L2,none,0.20,0.2000,0.530524,0.044922,-0.294720,upper
L2,none,0.20,0.2000,0.546959,0.044030,-0.282832,upper
L2,none,0.20,0.2000,0.563448,0.043058,-0.270310,upper
L2,none,0.20,0.2000,0.579967,0.042016,-0.257387,upper
L2,none,0.20,0.2000,0.596493,0.040910,-0.244287,upper
L2,none,0.20,0.2000,0.613000,0.039748,-0.231207,upper
L2,none,0.20,0.2000,0.629465,0.038539,-0.218308,upper
L2,none,0.20,0.2000,0.645864,0.037290,-0.205705,upper
L2,none,0.20,0.2000,0.662174,0.036007,-0.193464,upper
L2,none,0.20,0.2000,0.678372,0.034695,-0.181611,upper
L2,none,0.20,0.2000,0.694435,0.033360,-0.170135,upper
L2,none,0.20,0.2000,0.710341,0.032005,-0.158982,upper
L2,none,0.20,0.2000,0.726071,0.030634,-0.148072,upper
L2,none,0.20,0.2000,0.741604,0.029247,-0.137304,upper
L2,none,0.20,0.2000,0.756920,0.027848,-0.126566,upper
L2,none,0.20,0.2000,0.772003,0.026438,-0.115748,upper
L2,none,0.20,0.2000,0.786835,0.025019,-0.104744,upper
L2,none,0.20,0.2000,0.801401,0.023592,-0.093455,upper
L2,none,0.20,0.2000,0.815688,0.022159,-0.081793,upper
L2,none,0.20,0.2000,0.829682,0.020722,-0.069675,upper
L2,none,0.20,0.2000,0.843373,0.019283,-0.057022,upper
L2,none,0.20,0.2000,0.856750,0.017845,-0.043759,upper
L2,none,0.20,0.2000,0.869805,0.016409,-0.029803,upper
L2,none,0.20,0.2000,0.882530,0.014979,-0.015069,upper
L2,none,0.20,0.2000,0.894920,0.013557,0.000539,upper
L2,none,0.20,0.2000,0.906971,0.012147,0.017133,upper
L2,none,0.20,0.2000,0.918679,0.010753,0.034841,upper
L2,none,0.20,0.2000,0.930042,0.009377,0.053820,upper
L2,none,0.20,0.2000,0.941059,0.008025,0.074273,upper
L2,none,0.20,0.2000,0.951731,0.006700,0.096495,upper
L2,none,0.20,0.2000,0.962060,0.005410,0.120954,upper
L2,none,0.20,0.2000,0.972047,0.004158,0.148690,upper
L2,none,0.20,0.2000,0.981697,0.002952,0.181527,upper
L2,none,0.20,0.2000,0.991012,0.001799,0.219933,upper
L2,none,0.20,0.2000,1.000000,0.000705,0.273313,upper
L2,none,0.20,0.2000,0.000000,0.000000,0.643302,lower
L2,none,0.20,0.2000,0.000008,-0.000522,0.667507,lower
L2,none,0.20,0.2000,0.000034,-0.001072,0.690194,lower
L2,none,0.20,0.2000,0.000080,-0.001650,0.710952,lower
L2,none,0.20,0.2000,0.000151,-0.002259,0.729695,lower
L2,none,0.20,0.2000,0.000249,-0.002897,0.745887,lower
L2,none,0.20,0.2000,0.000377,-0.003566,0.759065,lower
L2,none,0.20,0.2000,0.000541,-0.004266,0.768708,lower
L2,none,0.20,0.2000,0.000745,-0.004995,0.774300,lower
L2,none,0.20,0.2000,0.000993,-0.005755,0.775346,lower
L2,none,0.20,0.2000,0.001290,-0.006543,0.771392,lower
L2,none,0.20,0.2000,0.001641,-0.007359,0.762038,lower
L2,none,0.20,0.2000,0.002052,-0.008200,0.746986,lower
L2,none,0.20,0.2000,0.002527,-0.009065,0.726078,lower
L2,none,0.20,0.2000,0.003073,-0.009951,0.699308,lower
L2,none,0.20,0.2000,0.003694,-0.010854,0.666868,lower
L2,none,0.20,0.2000,0.004395,-0.011772,0.629156,lower
L2,none,0.20,0.2000,0.005182,-0.012701,0.586785,lower
L2,none,0.20,0.2000,0.006058,-0.013638,0.540566,lower
L2,none,0.20,0.2000,0.007029,-0.014577,0.491480,lower
L2,none,0.20,0.2000,0.008099,-0.015516,0.440632,lower
L2,none,0.20,0.2000,0.009271,-0.016451,0.389186,lower
L2,none,0.20,0.2000,0.010549,-0.017378,0.338305,lower
L2,none,0.20,0.2000,0.011936,-0.018294,0.289081,lower
L2,none,0.20,0.2000,0.013436,-0.019195,0.242479,lower
L2,none,0.20,0.2000,0.015052,-0.020080,0.199290,lower
L2,none,0.20,0.2000,0.016786,-0.020946,0.160103,lower
L2,none,0.20,0.2000,0.018643,-0.021791,0.125301,lower
L2,none,0.20,0.2000,0.020625,-0.022613,0.095060,lower
L2,none,0.20,0.2000,0.022735,-0.023413,0.069375,lower
L2,none,0.20,0.2000,0.024979,-0.024190,0.048086,lower
L2,none,0.20,0.2000,0.027358,-0.024943,0.030910,lower
L2,none,0.20,0.2000,0.029878,-0.025674,0.017475,lower
L2,none,0.20,0.2000,0.032543,-0.026382,0.007354,lower
L2,none,0.20,0.2000,0.035358,-0.027068,0.000087,lower
L2,none,0.20,0.2000,0.038327,-0.027735,-0.004787,lower
L2,none,0.20,0.2000,0.041456,-0.028383,-0.007720,lower
L2,none,0.20,0.2000,0.044751,-0.029015,-0.009135,lower
L2,none,0.20,0.2000,0.048218,-0.029633,-0.009425,lower
L2,none,0.20,0.2000,0.051862,-0.030238,-0.008942,lower
L2,none,0.20,0.2000,0.055691,-0.030834,-0.008002,lower
L2,none,0.20,0.2000,0.059710,-0.031422,-0.006877,lower
L2,none,0.20,0.2000,0.063928,-0.032006,-0.005803,lower
L2,none,0.20,0.2000,0.068352,-0.032587,-0.004975,lower
L2,none,0.20,0.2000,0.072988,-0.033168,-0.004556,lower
L2,none,0.20,0.2000,0.077844,-0.033751,-0.004670,lower
L2,none,0.20,0.2000,0.082928,-0.034338,-0.005411,lower
L2,none,0.20,0.2000,0.088248,-0.034931,-0.006841,lower
L2,none,0.20,0.2000,0.093813,-0.035530,-0.008992,lower
L2,none,0.20,0.2000,0.099629,-0.036137,-0.011870,lower
L2,none,0.20,0.2000,0.105705,-0.036752,-0.015453,lower
L2,none,0.20,0.2000,0.112049,-0.037375,-0.019698,lower
L2,none,0.20,0.2000,0.118669,-0.038006,-0.024536,lower
L2,none,0.20,0.2000,0.125573,-0.038642,-0.029883,lower
L2,none,0.20,0.2000,0.132769,-0.039282,-0.035638,lower
L2,none,0.20,0.2000,0.140263,-0.039924,-0.041688,lower
L2,none,0.20,0.2000,0.148065,-0.040566,-0.047917,lower
L2,none,0.20,0.2000,0.156179,-0.041204,-0.054204,lower
L2,none,0.20,0.2000,0.164613,-0.041835,-0.060436,lower
L2,none,0.20,0.2000,0.173373,-0.042456,-0.066511,lower
L2,none,0.20,0.2000,0.182464,-0.043064,-0.072343,lower
L2,none,0.20,0.2000,0.191890,-0.043654,-0.077869,lower
L2,none,0.20,0.2000,0.201657,-0.044225,-0.083053,lower
L2,none,0.20,0.2000,0.211767,-0.044773,-0.087888,lower
L2,none,0.20,0.2000,0.222222,-0.045296,-0.092393,lower
L2,none,0.20,0.2000,0.233025,-0.045792,-0.096615,lower
L2,none,0.20,0.2000,0.244175,-0.046258,-0.100622,lower
L2,none,0.20,0.2000,0.255672,-0.046694,-0.104498,lower
L2,none,0.20,0.2000,0.267515,-0.047098,-0.108333,lower
L2,none,0.20,0.2000,0.279701,-0.047468,-0.112212,lower
L2,none,0.20,0.2000,0.292227,-0.047803,-0.116210,lower
L2,none,0.20,0.2000,0.305086,-0.048100,-0.120376,lower
L2,none,0.20,0.2000,0.318273,-0.048357,-0.124731,lower
L2,none,0.20,0.2000,0.331780,-0.048569,-0.129257,lower
L2,none,0.20,0.2000,0.345598,-0.048733,-0.133893,lower
L2,none,0.20,0.2000,0.359716,-0.048843,-0.138538,lower
L2,none,0.20,0.2000,0.374124,-0.048893,-0.143052,lower
L2,none,0.20,0.2000,0.388807,-0.048878,-0.147264,lower
L2,none,0.20,0.2000,0.403750,-0.048790,-0.150982,lower
L2,none,0.20,0.2000,0.418939,-0.048624,-0.154012,lower
L2,none,0.20,0.2000,0.434356,-0.048373,-0.156164,lower
L2,none,0.20,0.2000,0.449981,-0.048033,-0.157279,lower
L2,none,0.20,0.2000,0.465797,-0.047599,-0.157237,lower
L2,none,0.20,0.2000,0.481780,-0.047071,-0.155971,lower
L2,none,0.20,0.2000,0.497911,-0.046447,-0.153475,lower
L2,none,0.20,0.2000,0.514167,-0.045730,-0.149799,lower
L2,none,0.20,0.2000,0.530524,-0.044922,-0.145051,lower
L2,none,0.20,0.2000,0.546959,-0.044030,-0.139384,lower
L2,none,0.20,0.2000,0.563448,-0.043058,-0.132982,lower
L2,none,0.20,0.2000,0.579967,-0.042016,-0.126044,lower
L2,none,0.20,0.2000,0.596493,-0.040910,-0.118768,lower
L2,none,0.20,0.2000,0.613000,-0.039748,-0.111335,lower
L2,none,0.20,0.2000,0.629465,-0.038539,-0.103895,lower
L2,none,0.20,0.2000,0.645864,-0.037290,-0.096565,lower
L2,none,0.20,0.2000,0.662174,-0.036007,-0.089415,lower
L2,none,0.20,0.2000,0.678372,-0.034695,-0.082477,lower
L2,none,0.20,0.2000,0.694435,-0.033360,-0.075743,lower
L2,none,0.20,0.2000,0.710341,-0.032005,-0.069171,lower
L2,none,0.20,0.2000,0.726071,-0.030634,-0.062694,lower
L2,none,0.20,0.2000,0.741604,-0.029247,-0.056227,lower
L2,none,0.20,0.2000,0.756920,-0.027848,-0.049677,lower
L2,none,0.20,0.2000,0.772003,-0.026438,-0.042947,lower
L2,none,0.20,0.2000,0.786835,-0.025019,-0.035943,lower
L2,none,0.20,0.2000,0.801401,-0.023592,-0.028576,lower
L2,none,0.20,0.2000,0.815688,-0.022159,-0.020764,lower
L2,none,0.20,0.2000,0.829682,-0.020722,-0.012430,lower
L2,none,0.20,0.2000,0.843373,-0.019283,-0.003501,lower
L2,none,0.20,0.2000,0.856750,-0.017845,0.006095,lower
L2,none,0.20,0.2000,0.869805,-0.016409,0.016436,lower
L2,none,0.20,0.2000,0.882530,-0.014979,0.027604,lower
L2,none,0.20,0.2000,0.894920,-0.013557,0.039693,lower
L2,none,0.20,0.2000,0.906971,-0.012147,0.052807,lower
L2,none,0.20,0.2000,0.918679,-0.010753,0.067070,lower
L2,none,0.20,0.2000,0.930042,-0.009377,0.082628,lower
L2,none,0.20,0.2000,0.941059,-0.008025,0.099675,lower
L2,none,0.20,0.2000,0.951731,-0.006700,0.118482,lower
L2,none,0.20,0.2000,0.962060,-0.005410,0.139477,lower
L2,none,0.20,0.2000,0.972047,-0.004158,0.163618,lower
L2,none,0.20,0.2000,0.981697,-0.002952,0.192713,lower
L2,none,0.20,0.2000,0.991012,-0.001799,0.227862,lower
L2,none,0.20,0.2000,1.000000,-0.000705,0.276387,lower
L2,none,0.44,0.4400,-0.000000,0.000000,0.588976,upper
L2,none,0.44,0.4400,0.000008,0.000522,0.558706,upper
L2,none,0.44,0.4400,0.000034,0.001072,0.524558,upper
L2,none,0.44,0.4400,0.000080,0.001650,0.485614,upper
L2,none,0.44,0.4400,0.000151,0.002259,0.441901,upper
L2,none,0.44,0.4400,0.000249,0.002897,0.392959,upper
L2,none,0.44,0.4400,0.000377,0.003566,0.338510,upper
L2,none,0.44,0.4400,0.000541,0.004266,0.278266,upper
L2,none,0.44,0.4400,0.000745,0.004995,0.212043,upper
L2,none,0.44,0.4400,0.000993,0.005755,0.139753,upper
L2,none,0.44,0.4400,0.001290,0.006543,0.061457,upper
L2,none,0.44,0.4400,0.001641,0.007359,-0.022619,upper
L2,none,0.44,0.4400,0.002052,0.008200,-0.112032,upper
L2,none,0.44,0.4400,0.002527,0.009065,-0.206086,upper
L2,none,0.44,0.4400,0.003073,0.009951,-0.303831,upper
L2,none,0.44,0.4400,0.003694,0.010854,-0.404035,upper
L2,none,0.44,0.4400,0.004395,0.011772,-0.505189,upper
L2,none,0.44,0.4400,0.005181,0.012701,-0.605539,upper
L2,none,0.44,0.4400,0.006058,0.013638,-0.703130,upper
L2,none,0.44,0.4400,0.007029,0.014577,-0.795896,upper
L2,none,0.44,0.4400,0.008099,0.015516,-0.881762,upper
L2,none,0.44,0.4400,0.009271,0.016451,-0.958769,upper
L2,none,0.44,0.4400,0.010549,0.017378,-1.025203,upper
L2,none,0.44,0.4400,0.011936,0.018294,-1.079724,upper
L2,none,0.44,0.4400,0.013436,0.019195,-1.121488,upper
L2,none,0.44,0.4400,0.015052,0.020080,-1.150207,upper
L2,none,0.44,0.4400,0.016786,0.020946,-1.166103,upper
L2,none,0.44,0.4400,0.018643,0.021791,-1.169881,upper
L2,none,0.44,0.4400,0.020625,0.022613,-1.162654,upper
L2,none,0.44,0.4400,0.022735,0.023413,-1.145817,upper
L2,none,0.44,0.4400,0.024979,0.024190,-1.120929,upper
L2,none,0.44,0.4400,0.027358,0.024943,-1.089607,upper
L2,none,0.44,0.4400,0.029878,0.025674,-1.053434,upper
L2,none,0.44,0.4400,0.032543,0.026382,-1.013892,upper
L2,none,0.44,0.4400,0.035358,0.027068,-0.972312,upper
L2,none,0.44,0.4400,0.038327,0.027735,-0.929837,upper
L2,none,0.44,0.4400,0.041456,0.028383,-0.887409,upper
L2,none,0.44,0.4400,0.044751,0.029015,-0.845776,upper
L2,none,0.44,0.4400,0.048218,0.029633,-0.805511,upper
L2,none,0.44,0.4400,0.051862,0.030238,-0.767045,upper
L2,none,0.44,0.4400,0.055691,0.030834,-0.730697,upper
L2,none,0.44,0.4400,0.059710,0.031422,-0.696690,upper
L2,none,0.44,0.4400,0.063928,0.032006,-0.665171,upper
L2,none,0.44,0.4400,0.068352,0.032587,-0.636223,upper
L2,none,0.44,0.4400,0.072988,0.033168,-0.609871,upper
L2,none,0.44,0.4400,0.077844,0.033751,-0.586094,upper
L2,none,0.44,0.4400,0.082928,0.034338,-0.564831,upper
L2,none,0.44,0.4400,0.088248,0.034931,-0.545985,upper
L2,none,0.44,0.4400,0.093813,0.035530,-0.529427,upper
L2,none,0.44,0.4400,0.099629,0.036137,-0.515004,upper
L2,none,0.44,0.4400,0.105705,0.036752,-0.502537,upper
L2,none,0.44,0.4400,0.112049,0.037375,-0.491828,upper
L2,none,0.44,0.4400,0.118669,0.038006,-0.482662,upper
L2,none,0.44,0.4400,0.125573,0.038642,-0.474814,upper
L2,none,0.44,0.4400,0.132769,0.039282,-0.468052,upper
L2,none,0.44,0.4400,0.140263,0.039924,-0.462143,upper
L2,none,0.44,0.4400,0.148065,0.040566,-0.456858,upper
L2,none,0.44,0.4400,0.156179,0.041204,-0.451984,upper
L2,none,0.44,0.4400,0.164613,0.041835,-0.447327,upper
L2,none,0.44,0.4400,0.173373,0.042456,-0.442719,upper
L2,none,0.44,0.4400,0.182464,0.043064,-0.438029,upper
L2,none,0.44,0.4400,0.191890,0.043654,-0.433163,upper
L2,none,0.44,0.4400,0.201657,0.044225,-0.428068,upper
L2,none,0.44,0.4400,0.211767,0.044773,-0.422736,upper
L2,none,0.44,0.4400,0.222222,0.045296,-0.417199,upper
L2,none,0.44,0.4400,0.233025,0.045792,-0.411521,upper
L2,none,0.44,0.4400,0.244175,0.046258,-0.405795,upper
L2,none,0.44,0.4400,0.255672,0.046694,-0.400130,upper
L2,none,0.44,0.4400,0.267515,0.047098,-0.394639,upper
L2,none,0.44,0.4400,0.279701,0.047468,-0.389426,upper
L2,none,0.44,0.4400,0.292227,0.047803,-0.384575,upper
L2,none,0.44,0.4400,0.305086,0.048100,-0.380136,upper
L2,none,0.44,0.4400,0.318273,0.048357,-0.376120,upper
L2,none,0.44,0.4400,0.331780,0.048569,-0.372488,upper
L2,none,0.44,0.4400,0.345598,0.048733,-0.369152,upper
L2,none,0.44,0.4400,0.359716,0.048843,-0.365974,upper
L2,none,0.44,0.4400,0.374124,0.048893,-0.362774,upper
L2,none,0.44,0.4400,0.388807,0.048878,-0.359342,upper
L2,none,0.44,0.4400,0.403751,0.048790,-0.355450,upper
L2,none,0.44,0.4400,0.418939,0.048624,-0.350871,upper
L2,none,0.44,0.4400,0.434356,0.048373,-0.345397,upper
L2,none,0.44,0.4400,0.449981,0.048033,-0.338859,upper
L2,none,0.44,0.4400,0.465797,0.047599,-0.331143,upper
L2,none,0.44,0.4400,0.481780,0.047071,-0.322200,upper
L2,none,0.44,0.4400,0.497911,0.046447,-0.312051,upper
L2,none,0.44,0.4400,0.514167,0.045730,-0.300787,upper
L2,none,0.44,0.4400,0.530524,0.044922,-0.288557,upper
L2,none,0.44,0.4400,0.546959,0.044030,-0.275558,upper
L2,none,0.44,0.4400,0.563448,0.043058,-0.262016,upper
L2,none,0.44,0.4400,0.579967,0.042016,-0.248167,upper
L2,none,0.44,0.4400,0.596493,0.040910,-0.234237,upper
L2,none,0.44,0.4400,0.613000,0.039748,-0.220425,upper
L2,none,0.44,0.4400,0.629465,0.038539,-0.206890,upper
L2,none,0.44,0.4400,0.645864,0.037290,-0.193742,upper
L2,none,0.44,0.4400,0.662174,0.036007,-0.181039,upper
L2,none,0.44,0.4400,0.678372,0.034695,-0.168804,upper
L2,none,0.44,0.4400,0.694435,0.033360,-0.157022,upper
L2,none,0.44,0.4400,0.710342,0.032005,-0.145639,upper
L2,none,0.44,0.4400,0.726071,0.030634,-0.134577,upper
L2,none,0.44,0.4400,0.741604,0.029247,-0.123730,upper
L2,none,0.44,0.4400,0.756920,0.027848,-0.112985,upper
L2,none,0.44,0.4400,0.772003,0.026438,-0.102225,upper
L2,none,0.44,0.4400,0.786835,0.025019,-0.091342,upper
L2,none,0.44,0.4400,0.801401,0.023592,-0.080233,upper
L2,none,0.44,0.4400,0.815688,0.022159,-0.068805,upper
L2,none,0.44,0.4400,0.829682,0.020722,-0.056972,upper
L2,none,0.44,0.4400,0.843373,0.019283,-0.044649,upper
L2,none,0.44,0.4400,0.856750,0.017845,-0.031755,upper
L2,none,0.44,0.4400,0.869805,0.016409,-0.018205,upper
L2,none,0.44,0.4400,0.882530,0.014979,-0.003907,upper
L2,none,0.44,0.4400,0.894920,0.013557,0.011240,upper
L2,none,0.44,0.4400,0.906971,0.012147,0.027351,upper
L2,none,0.44,0.4400,0.918679,0.010753,0.044558,upper
L2,none,0.44,0.4400,0.930042,0.009377,0.063022,upper
L2,none,0.44,0.4400,0.941059,0.008025,0.082948,upper
L2,none,0.44,0.4400,0.951731,0.006700,0.104630,upper
L2,none,0.44,0.4400,0.962060,0.005410,0.128533,upper
L2,none,0.44,0.4400,0.972047,0.004158,0.155688,upper
L2,none,0.44,0.4400,0.981697,0.002952,0.187857,upper
L2,none,0.44,0.4400,0.991012,0.001799,0.225267,upper
L2,none,0.44,0.4400,1.000000,0.000705,0.277684,upper
L2,none,0.44,0.4400,-0.000000,0.000000,0.588976,lower
L2,none,0.44,0.4400,0.000008,-0.000522,0.617599,lower
L2,none,0.44,0.4400,0.000034,-0.001072,0.644855,lower
L2,none,0.44,0.4400,0.000080,-0.001650,0.670362,lower
L2,none,0.44,0.4400,0.000151,-0.002259,0.694025,lower
L2,none,0.44,0.4400,0.000249,-0.002897,0.715292,lower
L2,none,0.44,0.4400,0.000377,-0.003566,0.733684,lower
L2,none,0.44,0.4400,0.000541,-0.004266,0.748650,lower
L2,none,0.44,0.4400,0.000745,-0.004995,0.759647,lower
L2,none,0.44,0.4400,0.000993,-0.005755,0.766137,lower
L2,none,0.44,0.4400,0.001290,-0.006543,0.767623,lower
L2,none,0.44,0.4400,0.001641,-0.007359,0.763664,lower
L2,none,0.44,0.4400,0.002052,-0.008200,0.753905,lower
L2,none,0.44,0.4400,0.002527,-0.009065,0.738125,lower
L2,none,0.44,0.4400,0.003073,-0.009951,0.716255,lower
L2,none,0.44,0.4400,0.003694,-0.010854,0.688417,lower
L2,none,0.44,0.4400,0.004395,-0.011772,0.654943,lower
L2,none,0.44,0.4400,0.005181,-0.012701,0.616382,lower
L2,none,0.44,0.4400,0.006058,-0.013638,0.573489,lower
L2,none,0.44,0.4400,0.007029,-0.014577,0.527203,lower
L2,none,0.44,0.4400,0.008099,-0.015516,0.478594,lower
L2,none,0.44,0.4400,0.009271,-0.016451,0.428814,lower
L2,none,0.44,0.4400,0.010549,-0.017378,0.379027,lower
L2,none,0.44,0.4400,0.011936,-0.018294,0.330341,lower
L2,none,0.44,0.4400,0.013436,-0.019195,0.283754,lower
L2,none,0.44,0.4400,0.015052,-0.020080,0.240103,lower
L2,none,0.44,0.4400,0.016786,-0.020946,0.200035,lower
L2,none,0.44,0.4400,0.018643,-0.021791,0.163990,lower
L2,none,0.44,0.4400,0.020625,-0.022613,0.132213,lower
L2,none,0.44,0.4400,0.022735,-0.023413,0.104761,lower
L2,none,0.44,0.4400,0.024979,-0.024190,0.081536,lower
L2,none,0.44,0.4400,0.027358,-0.024943,0.062312,lower
L2,none,0.44,0.4400,0.029878,-0.025674,0.046767,lower
L2,none,0.44,0.4400,0.032543,-0.026382,0.034514,lower
L2,none,0.44,0.4400,0.035358,-0.027068,0.025133,lower
L2,none,0.44,0.4400,0.038327,-0.027735,0.018188,lower
L2,none,0.44,0.4400,0.041456,-0.028383,0.013249,lower
L2,none,0.44,0.4400,0.044751,-0.029015,0.009908,lower
L2,none,0.44,0.4400,0.048218,-0.029633,0.007783,lower
L2,none,0.44,0.4400,0.051862,-0.030238,0.006525,lower
L2,none,0.44,0.4400,0.055691,-0.030834,0.005825,lower
L2,none,0.44,0.4400,0.059710,-0.031422,0.005409,lower
L2,none,0.44,0.4400,0.063928,-0.032006,0.005041,lower
L2,none,0.44,0.4400,0.068352,-0.032587,0.004521,lower
L2,none,0.44,0.4400,0.072988,-0.033168,0.003686,lower
L2,none,0.44,0.4400,0.077844,-0.033751,0.002405,lower
L2,none,0.44,0.4400,0.082928,-0.034338,0.000580,lower
L2,none,0.44,0.4400,0.088248,-0.034931,-0.001855,lower
L2,none,0.44,0.4400,0.093813,-0.035530,-0.004939,lower
L2,none,0.44,0.4400,0.099629,-0.036137,-0.008683,lower
L2,none,0.44,0.4400,0.105705,-0.036752,-0.013068,lower
L2,none,0.44,0.4400,0.112049,-0.037375,-0.018055,lower
L2,none,0.44,0.4400,0.118669,-0.038006,-0.023581,lower
L2,none,0.44,0.4400,0.125573,-0.038642,-0.029564,lower
L2,none,0.44,0.4400,0.132769,-0.039282,-0.035905,lower
L2,none,0.44,0.4400,0.140263,-0.039924,-0.042496,lower
L2,none,0.44,0.4400,0.148065,-0.040566,-0.049219,lower
L2,none,0.44,0.4400,0.156179,-0.041204,-0.055955,lower
L2,none,0.44,0.4400,0.164613,-0.041835,-0.062592,lower
L2,none,0.44,0.4400,0.173373,-0.042456,-0.069028,lower
L2,none,0.44,0.4400,0.182464,-0.043064,-0.075176,lower
L2,none,0.44,0.4400,0.191890,-0.043654,-0.080974,lower
L2,none,0.44,0.4400,0.201657,-0.044225,-0.086383,lower
L2,none,0.44,0.4400,0.211767,-0.044773,-0.091395,lower
L2,none,0.44,0.4400,0.222222,-0.045296,-0.096031,lower
L2,none,0.44,0.4400,0.233025,-0.045792,-0.100336,lower
L2,none,0.44,0.4400,0.244175,-0.046258,-0.104377,lower
L2,none,0.44,0.4400,0.255672,-0.046694,-0.108240,lower
L2,none,0.44,0.4400,0.267515,-0.047098,-0.112012,lower
L2,none,0.44,0.4400,0.279701,-0.047468,-0.115782,lower
L2,none,0.44,0.4400,0.292227,-0.047803,-0.119624,lower
L2,none,0.44,0.4400,0.305086,-0.048100,-0.123589,lower
L2,none,0.44,0.4400,0.318273,-0.048357,-0.127697,lower
L2,none,0.44,0.4400,0.331780,-0.048569,-0.131933,lower
L2,none,0.44,0.4400,0.345598,-0.048733,-0.136238,lower
L2,none,0.44,0.4400,0.359716,-0.048843,-0.140513,lower
L2,none,0.44,0.4400,0.374124,-0.048893,-0.144620,lower
L2,none,0.44,0.4400,0.388807,-0.048878,-0.148393,lower
L2,none,0.44,0.4400,0.403751,-0.048790,-0.151644,lower
L2,none,0.44,0.4400,0.418939,-0.048624,-0.154181,lower
L2,none,0.44,0.4400,0.434356,-0.048373,-0.155823,lower
L2,none,0.44,0.4400,0.449981,-0.048033,-0.156414,lower
L2,none,0.44,0.4400,0.465797,-0.047599,-0.155844,lower
L2,none,0.44,0.4400,0.481780,-0.047071,-0.154050,lower
L2,none,0.44,0.4400,0.497911,-0.046447,-0.151031,lower
L2,none,0.44,0.4400,0.514167,-0.045730,-0.146847,lower
L2,none,0.44,0.4400,0.530524,-0.044922,-0.141608,lower
L2,none,0.44,0.4400,0.546959,-0.044030,-0.135473,lower
L2,none,0.44,0.4400,0.563448,-0.043058,-0.128627,lower
L2,none,0.44,0.4400,0.579967,-0.042016,-0.121272,lower
L2,none,0.44,0.4400,0.596493,-0.040910,-0.113607,lower
