level,alpha,all,poles,no_poles,band_bw0.015,out_bw0.015,areafrac_bw0.015,band_bw0.03,out_bw0.03,areafrac_bw0.03,band_bw0.06,out_bw0.06,areafrac_bw0.06,band_bw0.12,out_bw0.12,areafrac_bw0.12
medium,0.0,4.97987468778004e-06,6.232032680484753e-06,-1.2521579926994367e-06,9.34827084375939e-07,4.045047603402032e-06,0.0664963120458841,-2.1057628948607516e-06,7.085637582637185e-06,0.10046429265108557,8.973317920712978e-05,-8.475330451934864e-05,0.1597523436398568,0.00016197397995421122,-0.000156994105266429,0.27544861751384764
medium,1.0,0.005595382040405261,-0.0001707021111662321,0.005766084151571495,-4.1327634509914234e-05,0.005636709674915175,0.0664963120458841,-0.0003395246747477226,0.005934906715152984,0.10046429265108557,-0.0011125402595218358,0.006707922299927091,0.1597523436398568,-0.003635726134923626,0.009231108175328885,0.27544861751384764
medium,2.0,0.014174762436637981,-0.0002286279847035196,0.014403390421341498,0.0015457728280432398,0.01262898960859474,0.0664963120458841,0.0016557328689506808,0.012519029567687297,0.10046429265108557,0.0006127352792599393,0.013562027157378033,0.1597523436398568,-0.00409627456136635,0.01827103699800433,0.27544861751384764
medium,3.06,0.035711107154009054,-0.00012087096858746829,0.0358319781225965,0.009885000144584306,0.02582610700942472,0.0664963120458841,0.014667562288534964,0.021043544865474086,0.10046429265108557,0.014335227134308135,0.021375880019700914,0.1597523436398568,0.007590770652244092,0.02812033650176494,0.27544861751384764
coarse,0.0,-0.00023602756932811523,-1.506505364529671e-05,-0.00022096251568282509,0.0001615935530297138,-0.0003976211223578333,0.06176384587691506,-3.505896491349277e-05,-0.0002009686044146261,0.09809043151902122,0.0005306018497445635,-0.00076662941907268,0.15729741510451337,-0.0002733265377474543,3.729896841933977e-05,0.2720240671756081
coarse,3.06,0.032236849886590896,-0.00029391587426614153,0.032530765760857054,0.001518850910706727,0.03071799897588418,0.06176384587691506,0.0038261335739381624,0.02841071631265274,0.09809043151902122,0.00898642224238895,0.02325042764420196,0.15729741510451337,0.003268239096215759,0.02896861079037514,0.2720240671756081
