level,alpha,n_tets,converged,n_outer,wall_s,mmax,m2_max,argmax_elem,argmax_x,argmax_y,argmax_z,argmax_dist_fus,argmax_z_minus_zjunc,argmax_dist_te_junc,n_sup,sup_x_min,sup_x_max,sup_y_min,sup_y_max,sup_z_min,sup_z_max,cl_p,cl_fus,cl_fus_over_wing
medium,0.0,533129,True,16,251.38376209698617,0.6571148374268136,0.43179990956646774,349627,0.16357684597371902,-0.02025108025150677,0.26152585635123704,0.11230874898028245,0.11152585635123705,0.6941779593870337,0,nan,nan,nan,nan,nan,nan,5.307631129695831e-05,4.97987468778004e-06,0.09382480745351696
medium,1.0,533129,True,24,336.77532025799155,0.9978016033859513,0.9956080397195752,320098,1.7119537872464108,0.004243004746964989,0.15726101460729341,0.007318243711904315,0.00726101460729342,0.8635566535190318,0,nan,nan,nan,nan,nan,nan,0.06979172711157076,0.005595382040405261,0.08017256875532462
medium,2.0,533129,True,67,1083.7990170940757,1.7106630095073674,2.9263679320968032,334179,1.5662428297398872,0.03795045614576327,0.1506541525597356,0.005360583177212608,0.0006541525597356102,0.7188075659947202,28,1.1354808585834821,2.3230185433431423,-0.00529279447086112,0.06219162944307106,0.12890542926348142,1.19708956367095,0.13692447739238256,0.014174762436637981,0.10352248704238295
medium,3.06,533129,True,59,834.3410833887756,14.662489237919898,214.98859065211684,458116,2.131130988812329,0.07215538633743238,0.1562324183620544,0.09065237650057709,0.006232418362054404,1.2847358984957529,104,1.1316297550234462,2.372057727170147,-0.0011053152111545833,0.09293840282086237,0.12047816311055418,1.1994397149477103,0.21173079701472794,0.035711107154009054,0.1686627909473415
