tag,h_junction,junc_mmax,junc_x,junc_z,tip_mmax,tip_x,tip_z,sheet_mmax,sheet_x,sheet_z,n_sheet
j100,0.015,2.705425348338805,1.5101757615521032,0.15346891526473969,4.705405242666941,1.1348387693007749,1.1970808019341694,2.705425348338805,1.5101757615521032,0.15346891526473969,21691
j050,0.0075,14.662489237919898,2.131130988812329,0.1562324183620544,4.552510923410519,1.1354808585834821,1.19708956367095,14.662489237919898,2.131130988812329,0.1562324183620544,21856
j025,0.00375,9.271637534437444,1.6819509195278621,0.1471755131773026,23.730537639240424,1.135736716861002,1.1983033895577666,9.271637534437444,1.6819509195278621,0.1471755131773026,24698
