family,leg,item,committed,rerun,abs_diff,verdict
ls_levels,LS C medium ceiling,level[8@0.7625].n_limited,1,1,0.0,bit
ls_levels,LS C medium ceiling,level[8@0.7625].n_floored,2,2,0.0,bit
ls_levels,LS C medium ceiling,level[8@0.7625].cl_kj,0.1490586644041402,0.1490586644041402,0.0,bit
ls_levels,LS C medium ceiling,level[8@0.7625].n_newton,22,22,0.0,bit
ls_levels,LS C medium ceiling,level[8@0.7625].tag,strict,strict,,bit
ls_levels,LS C medium ceiling,level[8@0.7625].converged,True,True,,bit
ls_levels,LS C medium ceiling,level[9].m_inf,0.7750000000000002,0.7750000000000002,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].residual_norm,2.287198116235345e-06,2.287198116235345e-06,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].mach_max,4.176324175743897,4.176324175743897,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].n_limited,8,8,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].n_floored,7,7,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].cl_kj,0.1508792872244997,0.1508792872244997,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].n_newton,80,80,0.0,bit
ls_levels,LS C medium ceiling,level[9@0.775].tag,strict,strict,,bit
ls_levels,LS C medium ceiling,level[9@0.775].converged,False,False,,bit
