x,y,z,xc_local,z_over_b,side,ds,ds_over_c,H,B,Psi,Ctau1,Ctau2,cf1,pinned,tip_masked
0.643629,0.025156,0.247780,0.6829,0.2071,1,1.269688e-03,1.732234e-03,1.4455,-5.450543e+00,2.671409e-01,9.702321e-04,3.420074e-14,2.085992e-03,0,0
0.658017,0.023353,0.221555,0.7157,0.1852,1,1.423970e-03,1.922421e-03,1.4622,-5.606426e+00,-3.114403e-02,1.353207e-03,7.230002e-15,1.974734e-03,0,0
0.673524,0.022578,0.247224,0.7240,0.2067,1,1.407794e-03,1.920222e-03,1.4639,-5.714685e+00,1.084660e-01,1.113847e-03,2.283362e-14,1.975492e-03,0,0
0.687889,0.020659,0.220957,0.7563,0.1847,1,1.510533e-03,2.038799e-03,1.4731,-7.285214e+00,2.446589e-01,1.478904e-03,4.870621e-15,1.917081e-03,0,0
0.703394,0.019853,0.246627,0.7650,0.2062,1,1.515379e-03,2.066471e-03,1.4712,-6.560356e+00,1.714437e-01,1.233332e-03,1.499526e-14,1.918855e-03,0,0
0.748779,0.025366,0.973194,0.3602,0.8135,1,3.995372e-04,7.700005e-04,1.3537,-3.850913e+00,-2.427678e-01,4.691767e-04,8.864359e-12,3.140165e-03,0,0
0.733258,0.025714,0.947565,0.3537,0.7921,1,3.825998e-04,7.267637e-04,1.4153,-2.176674e+00,9.928638e+00,1.496149e-03,-8.216338e-12,3.008548e-03,0,0
0.764306,0.025010,0.998857,0.3669,0.8350,1,4.157536e-04,8.131225e-04,1.3879,-4.252136e-01,1.598913e+02,1.497926e-03,-1.648987e-11,2.997182e-03,0,0
0.794304,0.024809,0.998284,0.4261,0.8345,1,4.820660e-04,9.425036e-04,1.3584,1.291531e-02,-5.069255e+00,4.626777e-04,2.316285e-11,2.956775e-03,0,0
0.582718,0.028983,0.197092,0.6270,0.1648,1,1.113704e-03,1.489035e-03,1.4282,-6.302141e+00,7.643155e-01,1.049554e-03,1.496488e-15,2.221284e-03,0,0
0.552799,0.031102,0.197702,0.5866,0.1653,1,1.010325e-03,1.351141e-03,1.4502,-7.263497e+00,1.204038e+00,1.184489e-03,4.032052e-15,2.223008e-03,0,0
0.672387,0.021457,0.195240,0.7477,0.1632,1,1.412797e-03,1.887546e-03,1.4781,-6.735212e+00,4.341544e-01,1.486754e-03,3.088054e-16,1.936518e-03,0,0
0.702246,0.018646,0.194692,0.7879,0.1627,1,1.521817e-03,2.032761e-03,1.4771,-5.121400e+00,2.121803e-02,1.527076e-03,1.588107e-16,1.896276e-03,0,0
0.689031,0.021797,0.272893,0.7325,0.2281,1,1.372205e-03,1.891222e-03,1.4717,-6.769403e+00,4.318044e-01,5.096535e-04,-4.026575e-15,1.969588e-03,0,0
0.718894,0.019039,0.272271,0.7740,0.2276,1,1.500785e-03,2.067912e-03,1.4894,-7.587125e+00,4.196517e-01,7.642415e-04,-2.080427e-15,1.875299e-03,0,0
0.704551,0.021006,0.298496,0.7412,0.2495,1,1.392531e-03,1.939435e-03,1.4599,-5.914977e+00,2.300283e-01,1.234043e-03,3.073705e-14,1.992757e-03,0,0
0.734402,0.018218,0.297967,0.7831,0.2491,1,1.512896e-03,2.106615e-03,1.4736,-6.123072e+00,1.288107e-01,1.343131e-03,2.145569e-14,1.910236e-03,0,0
0.720041,0.020214,0.324187,0.7501,0.2710,1,1.345764e-03,1.894306e-03,1.4458,-5.839870e+00,1.277958e-01,1.282428e-03,1.076495e-13,2.049227e-03,0,0
0.749901,0.017388,0.323608,0.7924,0.2705,1,1.448616e-03,2.038589e-03,1.4669,-6.428262e+00,7.928634e-02,1.449630e-03,7.330872e-14,1.948477e-03,0,0
0.735544,0.019413,0.349870,0.7591,0.2925,1,1.413939e-03,2.011733e-03,1.4510,-6.768162e+00,7.605866e-02,1.290922e-03,3.605565e-13,2.009377e-03,0,0
0.765406,0.016550,0.349309,0.8019,0.2920,1,1.529330e-03,2.175397e-03,1.4696,-7.646519e+00,2.051470e-01,1.442204e-03,2.575548e-13,1.917754e-03,0,0
0.751054,0.018605,0.375573,0.7684,0.3139,1,1.491972e-03,2.145919e-03,1.4622,-6.762090e+00,1.377590e-01,1.378138e-03,8.893931e-13,1.951450e-03,0,0
0.780907,0.015701,0.374980,0.8116,0.3134,1,1.640728e-03,2.359282e-03,1.4760,-6.607075e+00,3.069183e-03,1.476149e-03,5.974715e-13,1.864318e-03,0,0
0.766558,0.017789,0.401243,0.7778,0.3354,1,1.409600e-03,2.049779e-03,1.4557,-6.711844e+00,2.945174e-01,1.318543e-03,7.589534e-14,1.998361e-03,0,0
0.734320,0.024621,0.999504,0.3077,0.8355,1,3.599839e-04,7.043124e-04,1.5070,-1.653472e+00,1.920954e-01,1.276483e-03,9.042396e-12,2.666840e-03,0,0
0.733249,0.016968,0.246034,0.8060,0.2057,1,1.638788e-03,2.234227e-03,1.4854,-7.035243e+00,1.481753e-01,1.389953e-03,1.002122e-14,1.840787e-03,0,0
0.779833,0.024647,1.024524,0.3739,0.8564,1,3.568931e-04,7.085016e-04,1.3879,-1.571181e-02,7.851459e+00,6.734242e-04,2.623638e-11,3.108808e-03,0,0
0.809831,0.024370,1.023950,0.4339,0.8559,1,4.442137e-04,8.815534e-04,1.3901,9.704226e-01,1.140034e+02,3.837616e-04,-1.695781e-11,2.962652e-03,0,0
0.796407,0.014840,0.400651,0.8215,0.3349,1,1.563516e-03,2.273019e-03,1.4707,-6.370619e+00,3.799945e-02,1.426107e-03,6.904682e-14,1.899748e-03,0,0
0.782061,0.016964,0.426913,0.7875,0.3569,1,1.397100e-03,2.054233e-03,1.4571,-6.539689e+00,2.288222e-01,1.340677e-03,-1.747684e-14,1.996427e-03,0,0
0.567204,0.029678,0.171425,0.6198,0.1433,1,1.060782e-03,1.404057e-03,1.4118,-4.383825e+00,3.937265e-01,9.955436e-04,-2.010141e-15,2.291268e-03,0,0
0.537273,0.031753,0.172002,0.5798,0.1438,1,9.282030e-04,1.228852e-03,1.4100,-5.751626e+00,1.159665e+00,1.046184e-03,-3.502980e-15,2.390881e-03,0,0
0.284119,0.031677,0.255080,0.1873,0.2132,1,3.155337e-04,4.317515e-04,1.4951,-2.210728e+00,1.384042e-01,1.515682e-03,3.335866e-12,2.823963e-03,0,0
0.686740,0.019471,0.168994,0.7791,0.1413,1,1.456164e-03,1.925558e-03,1.4542,-4.158133e+00,-4.581055e-02,1.423424e-03,-4.023767e-16,1.983722e-03,0,0
0.716591,0.016526,0.168405,0.8188,0.1408,1,1.593415e-03,2.106567e-03,1.4809,-7.357495e+00,4.429851e-01,1.582949e-03,-1.480357e-16,1.871336e-03,0,0
0.764243,0.015250,0.297349,0.8249,0.2486,1,1.658334e-03,2.308542e-03,1.4860,-7.333106e+00,2.316602e-01,1.439290e-03,1.427611e-14,1.834210e-03,0,0
0.811905,0.013968,0.426323,0.8317,0.3564,1,1.545818e-03,2.272320e-03,1.4649,-8.395989e+00,4.534337e-01,1.423569e-03,-1.291303e-14,1.929777e-03,0,0
0.797567,0.016128,0.452527,0.7974,0.3783,1,1.476735e-03,2.195731e-03,1.4781,-6.920927e+00,2.375530e-01,1.415611e-03,1.917378e-15,1.908446e-03,0,0
0.827399,0.013081,0.451961,0.8420,0.3778,1,1.610018e-03,2.393313e-03,1.4828,-8.157660e+00,3.669350e-01,1.501935e-03,2.765760e-15,1.857254e-03,0,0
0.813061,0.015284,0.478219,0.8075,0.3997,1,1.487198e-03,2.236504e-03,1.4669,-6.285423e+00,1.187125e-01,1.334443e-03,-8.448429e-16,1.934894e-03,0,0
0.795365,0.024274,1.050232,0.3810,0.8779,1,4.324762e-04,8.716782e-04,1.3450,-1.133252e+00,1.982408e-01,8.261478e-04,-1.947454e-11,3.106999e-03,0,0
0.825350,0.023921,1.049576,0.4420,0.8774,1,4.478114e-04,9.022351e-04,1.4163,-8.097692e-02,1.221423e+02,-4.878105e-04,-6.655244e-11,2.904355e-03,0,0
0.839816,0.023477,1.023279,0.4940,0.8554,1,4.386493e-04,8.701688e-04,1.3998,-1.245922e+00,-7.085002e+01,-7.096374e-04,5.848650e-11,2.955897e-03,0,0
0.855334,0.022941,1.048998,0.5029,0.8769,1,5.628762e-04,1.133674e-03,1.3685,1.812964e-01,-4.773883e+02,2.570426e-03,4.470890e-11,2.838899e-03,0,0
0.869768,0.022000,1.022715,0.5539,0.8549,1,5.892393e-04,1.168515e-03,1.3605,-3.022336e-01,9.271118e+01,-1.491934e-04,-4.167034e-10,2.829717e-03,0,0
0.885287,0.021380,1.048382,0.5637,0.8764,1,5.675041e-04,1.142576e-03,1.3606,3.278241e-01,9.284969e+01,3.511450e-03,-1.131369e-11,2.852063e-03,0,0
0.899698,0.020037,1.022104,0.6137,0.8544,1,6.335827e-04,1.256002e-03,1.3136,3.603804e+00,-1.041940e-01,2.552367e-04,-3.119136e-10,2.923287e-03,0,0
0.915212,0.019345,1.047724,0.6245,0.8758,1,8.284999e-04,1.667397e-03,1.3977,-7.651446e+00,-1.187716e+00,2.056071e-03,-2.276306e-11,2.460003e-03,0,0
0.929589,0.017714,1.021443,0.6735,0.8538,1,8.841347e-04,1.752014e-03,1.3721,-5.581593e+00,2.146674e+00,8.917748e-04,-2.315863e-10,2.548391e-03,0,0
0.945112,0.016969,1.047167,0.6851,0.8753,1,5.798399e-04,1.166570e-03,1.3699,-5.810997e+00,-8.026421e+01,1.870039e-03,-1.077236e-11,2.856329e-03,0,0
0.959480,0.015137,1.020849,0.7331,0.8533,1,9.898497e-04,1.960819e-03,1.3616,2.579491e+00,-1.692256e+00,6.772517e-04,-1.133919e-10,2.496048e-03,0,0
0.943977,0.015918,0.995228,0.7209,0.8319,1,9.750959e-04,1.903087e-03,1.3982,-3.523537e+00,4.247561e-01,9.051154e-04,-4.877422e-11,2.371137e-03,0,0
0.974991,0.014348,1.046567,0.7457,0.8748,1,1.189326e-03,2.391934e-03,1.4366,-1.538455e+01,1.523876e-01,1.210587e-03,-3.941552e-12,2.141750e-03,0,0
0.584938,0.030455,0.300981,0.5732,0.2516,1,9.616601e-04,1.340713e-03,1.4003,-4.020310e+00,5.322567e-01,8.695744e-04,4.122338e-14,2.387442e-03,0,0
0.327439,0.036178,0.176306,0.2992,0.1474,1,5.058599e-04,6.708381e-04,1.4528,-2.017752e+00,1.506584e-01,9.377320e-04,6.790635e-14,2.617864e-03,0,0
0.852035,0.021299,0.893116,0.6201,0.7466,1,6.711262e-04,1.237069e-03,1.3837,-4.518675e-01,6.273238e+00,9.933401e-04,-6.444010e-13,2.699830e-03,0,0
0.527168,0.033282,0.406114,0.4265,0.3395,1,4.989644e-04,7.270922e-04,1.4147,-4.258445e-01,8.240460e+01,6.012974e-04,-1.092627e-12,2.838486e-03,0,0
0.765381,0.024014,1.050742,0.3200,0.8783,1,3.612491e-04,7.283371e-04,1.5126,-1.398368e+00,8.605405e-03,1.191826e-03,4.117959e-11,2.637154e-03,0,0
0.299641,0.031475,0.280751,0.1902,0.2347,1,3.115185e-04,4.307229e-04,1.4981,-1.062312e+00,-2.143646e-02,1.265223e-03,-3.946890e-14,2.819255e-03,0,0
0.311920,0.036467,0.150660,0.2953,0.1259,1,5.433184e-04,7.133525e-04,1.3925,-6.295285e+00,-1.922040e+00,5.332353e-04,-1.207023e-13,2.763657e-03,0,0
0.341908,0.037064,0.150059,0.3351,0.1254,1,4.852203e-04,6.369240e-04,1.3788,-9.571576e-01,2.498629e+02,7.695284e-04,-1.587569e-14,2.910477e-03,0,0
0.973845,0.013171,0.994632,0.7796,0.8314,1,1.148657e-03,2.241056e-03,1.4279,-3.013326e+00,2.786930e-01,7.029679e-04,-3.783640e-11,2.179196e-03,0,0
0.958342,0.013988,0.968961,0.7669,0.8100,1,1.069988e-03,2.057163e-03,1.3936,-4.423402e+00,7.537919e-01,1.034025e-03,2.978646e-12,2.337981e-03,0,0
0.551689,0.030367,0.145757,0.6127,0.1218,1,1.134189e-03,1.486315e-03,1.4302,-3.187789e+00,-9.992053e-02,9.724694e-04,-1.915526e-15,2.192827e-03,0,0
0.521764,0.032396,0.146368,0.5731,0.1224,1,1.019832e-03,1.336770e-03,1.4101,-3.804204e+00,1.209123e-01,8.787120e-04,-2.776802e-15,2.319499e-03,0,0
0.581597,0.028099,0.145151,0.6522,0.1213,1,1.207353e-03,1.581823e-03,1.4463,-5.201310e+00,2.826876e-01,1.159504e-03,-1.302473e-15,2.111100e-03,0,0
0.507342,0.033539,0.172649,0.5398,0.1443,1,8.531858e-04,1.129821e-03,1.4016,-4.454688e+00,5.025120e-01,9.332935e-04,-5.382952e-15,2.455874e-03,0,0
0.491818,0.034130,0.146951,0.5336,0.1228,1,9.241916e-04,1.211681e-03,1.4043,-2.827601e+00,-8.140505e-02,7.724122e-04,-4.099493e-15,2.395441e-03,0,0
0.701092,0.017384,0.142759,0.8098,0.1193,1,1.758021e-03,2.301156e-03,1.5090,-7.292461e+00,2.252914e-01,1.564665e-03,-1.355258e-16,1.748183e-03,0,0
0.730926,0.014284,0.142171,0.8491,0.1188,1,1.850230e-03,2.421304e-03,1.5029,-4.470098e+00,-2.519046e-01,1.690266e-03,-2.194859e-16,1.736478e-03,0,0
0.746420,0.013375,0.167844,0.8585,0.1403,1,1.842969e-03,2.435956e-03,1.4949,-4.603429e+00,-1.620836e-01,1.628082e-03,-1.567940e-16,1.758991e-03,0,0
0.795243,0.013483,0.348721,0.8446,0.2915,1,1.679815e-03,2.388865e-03,1.4887,-7.646796e+00,5.056875e-02,1.582963e-03,1.760988e-13,1.816520e-03,0,0
0.843007,0.012163,0.477454,0.8529,0.3991,1,1.653396e-03,2.485596e-03,1.5078,-7.563807e+00,4.916547e-02,1.615964e-03,7.933531e-16,1.768982e-03,0,0
0.828565,0.014428,0.503884,0.8179,0.4212,1,1.508645e-03,2.294900e-03,1.4643,-8.580222e+00,4.259932e-01,1.420546e-03,-1.425541e-17,1.943036e-03,0,0
0.269716,0.029425,0.281300,0.1484,0.2351,1,2.376257e-04,3.286282e-04,1.5194,-9.179431e-01,-1.991749e-02,1.646061e-03,1.525498e-11,2.972767e-03,0,0
0.285236,0.029256,0.306973,0.1509,0.2566,1,2.367821e-04,3.309293e-04,1.4834,-1.099561e+00,-4.637064e-02,1.330533e-03,1.235170e-11,3.123493e-03,0,0
0.223157,0.029917,0.204280,0.1411,0.1708,1,2.560911e-04,3.433706e-04,1.4772,-1.710670e+00,-2.712793e-02,1.220202e-03,1.549779e-11,3.071164e-03,0,0
0.783209,0.018167,0.478848,0.7623,0.4003,1,1.351068e-03,2.032355e-03,1.4578,-7.064860e+00,4.267728e-01,1.252199e-03,4.263641e-16,2.015924e-03,0,0
0.736684,0.020556,0.401811,0.7341,0.3359,1,1.288966e-03,1.874815e-03,1.4391,-4.888468e+00,5.898318e-02,1.180475e-03,7.192098e-14,2.091027e-03,0,0
0.690169,0.022884,0.324831,0.7077,0.2715,1,1.233170e-03,1.736282e-03,1.4376,-5.528457e+00,7.824268e-02,1.205940e-03,1.636539e-13,2.119925e-03,0,0
0.477379,0.034982,0.173241,0.4998,0.1448,1,7.793833e-04,1.032328e-03,1.3824,-5.307263e+00,-6.463654e+00,7.706978e-04,-7.148197e-15,2.598967e-03,0,0
0.461854,0.035516,0.147574,0.4939,0.1234,1,8.499402e-04,1.114600e-03,1.3913,-2.207876e+00,-1.035469e-01,7.060487e-04,-5.885841e-15,2.490158e-03,0,0
0.858746,0.011210,0.502821,0.8643,0.4203,1,1.718222e-03,2.612452e-03,1.4972,-7.187822e+00,-2.764297e-02,1.587735e-03,1.316295e-16,1.780260e-03,0,0
0.844063,0.013561,0.529598,0.8284,0.4427,1,1.471702e-03,2.264849e-03,1.4605,-5.596753e+00,4.722565e-02,1.380659e-03,-5.951948e-17,1.955962e-03,0,0
0.814217,0.016536,0.530189,0.7822,0.4432,1,1.344606e-03,2.069813e-03,1.4531,-6.873664e+00,3.683139e-01,1.314321e-03,1.750659e-17,2.029398e-03,0,0
0.829719,0.015707,0.555859,0.7925,0.4646,1,1.358754e-03,2.116271e-03,1.4772,-7.138162e+00,5.127013e-01,1.395546e-03,4.355847e-16,1.955653e-03,0,0
0.859560,0.012678,0.555238,0.8392,0.4641,1,1.510912e-03,2.352588e-03,1.4911,-8.542327e+00,3.794436e-01,1.572099e-03,2.729271e-16,1.862034e-03,0,0
0.845221,0.014867,0.581530,0.8030,0.4861,1,1.351152e-03,2.129562e-03,1.4183,-7.840817e+00,4.264441e-01,1.221841e-03,-7.957644e-17,2.134918e-03,0,0
0.875056,0.011782,0.580942,0.8503,0.4856,1,1.537441e-03,2.422512e-03,1.4940,-7.341178e+00,2.439082e-01,1.583831e-03,-8.158037e-17,1.840763e-03,0,0
0.860715,0.014016,0.607171,0.8138,0.5075,1,1.663135e-03,2.652923e-03,1.5799,-7.674714e+00,1.555202e-01,1.380290e-03,-6.027207e-16,1.582475e-03,0,0
0.960621,0.016214,1.072836,0.6971,0.8968,1,1.114349e-03,2.276639e-03,1.7393,-8.110165e+00,-4.533444e-01,-1.889457e-03,5.389381e-12,1.361747e-03,0,0
0.990496,0.013549,1.072237,0.7586,0.8963,1,1.237337e-03,2.526995e-03,1.6776,-1.362144e+00,8.158632e-01,-1.557928e-03,2.144646e-12,1.475040e-03,0,0
0.890550,0.010869,0.606615,0.8617,0.5071,1,1.779093e-03,2.837150e-03,1.5089,-1.052939e+01,1.369752e-01,1.520417e-03,-2.973816e-16,1.738017e-03,0,0
0.876221,0.013153,0.632873,0.8248,0.5290,1,1.620158e-03,2.616023e-03,1.3396,3.837448e+01,-2.655071e+00,7.137498e-04,-7.967739e-16,2.407401e-03,0,0
0.780892,0.023699,1.076463,0.3264,0.8998,1,3.766395e-04,7.711698e-04,1.3872,-3.463075e-01,-1.500314e+02,-3.204391e-04,-1.970720e-10,3.070162e-03,0,0
0.750915,0.022921,1.077104,0.2643,0.9004,1,2.461646e-04,5.042174e-04,1.4275,-1.922983e+00,-5.839260e+00,-8.808289e-05,-2.384967e-10,3.301728e-03,0,0
0.867553,0.020602,0.918825,0.6301,0.7681,1,8.819473e-04,1.648730e-03,1.4116,-7.701063e+00,-3.247053e-01,1.074677e-03,1.807557e-12,2.383214e-03,0,0
0.881942,0.018955,0.892552,0.6756,0.7461,1,8.597449e-04,1.584259e-03,1.3721,-7.919549e+00,2.486639e+00,9.458860e-04,8.647827e-14,2.581341e-03,0,0
1.004850,0.011502,1.045973,0.8061,0.8743,1,1.247841e-03,2.508732e-03,1.4438,-2.719901e+00,1.448737e+00,6.680393e-04,-2.910562e-12,2.112021e-03,0,0
0.870857,0.022391,1.074664,0.5121,0.8983,1,7.068555e-04,1.445715e-03,1.6510,3.861718e+00,-1.043202e+00,-1.708327e-03,1.545185e-12,1.817447e-03,0,0
0.826232,0.011661,0.400066,0.8652,0.3344,1,1.734757e-03,2.521335e-03,1.4961,-7.498041e+00,1.652448e-02,1.606680e-03,6.437793e-14,1.780385e-03,0,0
1.020350,0.010645,1.071645,0.8200,0.8958,1,1.551248e-03,3.166959e-03,1.8111,-1.241652e+01,8.435864e-01,-4.738519e-04,8.200746e-13,1.173837e-03,0,0
0.476300,0.034712,0.121316,0.5274,0.1014,1,9.216088e-04,1.196427e-03,1.3970,-3.783494e+00,2.313600e-01,7.185434e-04,-4.939550e-15,2.423684e-03,0,0
0.446331,0.036043,0.121909,0.4882,0.1019,1,8.364566e-04,1.086129e-03,1.3900,-4.399078e+00,-1.236967e-01,6.679081e-04,-6.653755e-15,2.503761e-03,0,0
0.536173,0.031047,0.120059,0.6058,0.1004,1,1.100983e-03,1.428600e-03,1.4278,-4.164967e+00,2.352894e-01,9.245416e-04,-2.115163e-15,2.220020e-03,0,0
0.715430,0.015181,0.116499,0.8399,0.0974,1,1.579827e-03,2.047142e-03,1.4512,-2.552218e+00,-3.758803e-01,1.543077e-03,-5.764672e-16,1.952052e-03,0,0
0.685592,0.018232,0.117088,0.8010,0.0979,1,1.759172e-03,2.280051e-03,1.5535,-6.690571e+00,2.200832e-01,1.698312e-03,2.285544e-16,1.631077e-03,0,0
0.745518,0.011873,0.115806,0.8792,0.0968,1,1.993519e-03,2.582521e-03,1.5132,-1.268012e+01,7.252848e-01,1.688173e-03,-3.939181e-17,1.701383e-03,0,0
0.326382,0.037387,0.124391,0.3309,0.1040,1,5.279972e-04,6.862511e-04,1.3518,-5.738301e+00,2.252909e+00,8.447533e-04,-4.714685e-14,2.951902e-03,0,0
0.988192,0.011055,0.968370,0.8247,0.8095,1,1.248703e-03,2.399955e-03,1.4433,-4.686774e+00,4.339010e-01,1.141822e-03,1.735695e-15,2.089567e-03,0,0
0.972697,0.011915,0.942613,0.8117,0.7879,1,1.236557e-03,2.342386e-03,1.4401,-3.368935e+00,-1.778599e-03,1.528150e-03,1.243812e-12,2.099738e-03,0,0
0.492897,0.034439,0.198898,0.5058,0.1663,1,8.332751e-04,1.114893e-03,1.4215,-7.969505e+00,2.581827e+00,9.609373e-04,7.619975e-15,2.471113e-03,0,0
0.772235,0.023107,0.660934,0.6393,0.5525,1,9.067611e-04,1.483965e-03,1.7914,-7.208123e+00,8.961854e+00,-1.125663e-03,-3.066758e-17,1.836397e-03,0,0
0.667959,0.028963,0.689028,0.4482,0.5760,1,5.677297e-04,9.419028e-04,1.3858,-2.954674e+00,1.000267e+01,3.801429e-03,6.424010e-14,2.803801e-03,0,0
0.653504,0.029034,0.715340,0.4042,0.5980,1,3.901488e-04,6.557325e-04,1.4255,-1.596221e+00,-4.359185e+01,8.252801e-05,7.609547e-14,2.979668e-03,0,0
0.637977,0.029436,0.689674,0.3980,0.5765,1,4.970477e-04,8.248978e-04,1.4877,-5.084931e+00,-1.611144e+01,3.683277e-04,-1.953545e-15,2.753585e-03,0,0
0.623510,0.029052,0.715953,0.3533,0.5985,1,3.563452e-04,5.991000e-04,1.4107,-1.306911e+00,-6.881137e+01,1.245129e-03,-3.596999e-14,3.060831e-03,0,0
0.607984,0.029393,0.690285,0.3477,0.5770,1,4.151959e-04,6.892633e-04,1.4275,-9.347919e-01,7.419105e+01,3.469496e-03,4.412817e-14,2.916029e-03,0,0
0.593520,0.028573,0.716556,0.3024,0.5990,1,4.143340e-04,6.968013e-04,1.5776,-9.026647e-02,-2.985118e-01,1.350162e-03,2.761226e-14,2.318355e-03,0,0
0.609046,0.028277,0.742224,0.3075,0.6204,1,4.008029e-04,6.827440e-04,1.4592,-1.698396e+00,-1.387267e+00,8.834286e-04,8.037379e-14,2.769278e-03,0,0
0.577994,0.028865,0.690888,0.2974,0.5775,1,3.478864e-04,5.776939e-04,1.4682,-5.804358e+00,-1.731773e+01,3.131137e-04,7.518693e-14,2.992711e-03,0,0
0.563528,0.027630,0.717108,0.2515,0.5994,1,3.445069e-04,5.795292e-04,1.4526,-2.896274e+00,1.736463e+00,1.824112e-03,9.988643e-14,2.949959e-03,0,0
0.548006,0.027880,0.691434,0.2472,0.5780,1,3.195387e-04,5.307622e-04,1.6129,-1.878363e+00,5.635364e-01,1.842253e-03,8.203079e-13,2.396091e-03,0,0
0.562463,0.029153,0.665188,0.2926,0.5560,1,3.543043e-04,5.810330e-04,1.4103,-3.302223e-01,-9.561256e+00,1.337127e-03,-2.348015e-13,3.062410e-03,0,0
0.532487,0.028127,0.665748,0.2430,0.5565,1,2.993856e-04,4.911034e-04,1.4842,-1.803050e-01,-1.439442e-01,1.293290e-03,-5.336207e-13,2.906044e-03,0,0
0.546943,0.029436,0.639551,0.2878,0.5346,1,3.861899e-04,6.255605e-04,1.5231,-8.432417e-01,-7.873039e-01,1.393073e-03,3.530536e-13,2.563265e-03,0,0
0.516968,0.028369,0.640138,0.2388,0.5351,1,3.397218e-04,5.504450e-04,1.4869,-1.818459e+00,5.795859e-01,1.497855e-03,1.561829e-12,2.800671e-03,0,0
0.531417,0.029715,0.613882,0.2832,0.5132,1,3.920943e-04,6.274253e-04,1.4520,-2.236374e+00,1.673355e-01,1.415892e-03,-4.147152e-14,2.812544e-03,0,0
0.501435,0.028610,0.614443,0.2348,0.5136,1,3.289519e-04,5.265248e-04,1.5601,-1.060798e+00,-1.617347e-01,1.763708e-03,-2.141976e-13,2.542743e-03,0,0
0.515892,0.029991,0.588213,0.2787,0.4917,1,3.906889e-04,6.176882e-04,1.4553,-2.117070e+00,5.318895e-01,1.201252e-03,-1.662185e-14,2.807273e-03,0,0
0.485925,0.028850,0.588700,0.2309,0.4921,1,3.360790e-04,5.314693e-04,1.4756,-1.534958e+00,4.527140e-02,1.407324e-03,-1.419934e-13,2.845453e-03,0,0
0.500356,0.030264,0.562483,0.2743,0.4702,1,3.887788e-04,6.073760e-04,1.4629,-2.303696e+00,4.555979e-01,1.436950e-03,1.894632e-13,2.782705e-03,0,0
0.470395,0.029080,0.563129,0.2270,0.4707,1,3.220569e-04,5.032884e-04,1.4950,-1.413066e+00,-1.502582e-01,1.407125e-03,8.915690e-13,2.803918e-03,0,0
0.484835,0.030531,0.536845,0.2700,0.4488,1,3.761631e-04,5.808011e-04,1.4587,-1.984220e+00,5.748779e-01,1.171257e-03,3.421517e-14,2.824945e-03,0,0
0.454872,0.029312,0.537458,0.2233,0.4493,1,3.223407e-04,4.978376e-04,1.5002,-9.786391e-01,-1.146950e-01,1.544296e-03,3.918212e-13,2.784062e-03,0,0
0.469316,0.030795,0.511207,0.2658,0.4273,1,3.830319e-04,5.845767e-04,1.4509,-2.871904e+00,-2.521969e-01,1.365198e-03,2.852766e-13,2.830870e-03,0,0
0.439355,0.029544,0.511699,0.2197,0.4277,1,3.265851e-04,4.985393e-04,1.5014,-1.329601e+00,7.214648e-03,1.295337e-03,1.452841e-12,2.769887e-03,0,0
0.453781,0.031058,0.485479,0.2617,0.4058,1,3.838297e-04,5.790836e-04,1.4112,-2.352475e+00,7.505291e-01,1.163326e-03,2.850084e-13,2.987219e-03,0,0
0.423824,0.029766,0.486118,0.2161,0.4064,1,3.276055e-04,4.943988e-04,1.5288,-1.519413e+00,-6.290392e-03,1.647579e-03,-1.077949e-13,2.663972e-03,0,0
0.438256,0.031316,0.459840,0.2577,0.3844,1,3.823440e-04,5.703309e-04,1.4511,-1.291804e+00,1.271960e-01,1.382388e-03,1.730153e-12,2.834686e-03,0,0
0.408301,0.029988,0.460447,0.2126,0.3849,1,3.272030e-04,4.882093e-04,1.4955,-2.201218e+00,2.488802e-01,1.394284e-03,-2.572061e-13,2.795314e-03,0,0
0.518057,0.026425,0.692052,0.1969,0.5785,1,2.710338e-04,4.503308e-04,1.4769,-1.489532e+00,-6.373804e-02,1.425781e-03,8.015524e-12,3.024917e-03,0,0
0.471490,0.027039,0.615038,0.1864,0.5141,1,2.589998e-04,4.146752e-04,1.5334,-1.150818e+00,1.338496e-01,1.740039e-03,5.080742e-12,2.844118e-03,0,0
0.424924,0.027628,0.538024,0.1766,0.4497,1,2.470058e-04,3.815853e-04,1.5344,-1.216209e+00,-2.652420e-03,1.735377e-03,1.255636e-11,2.878437e-03,0,0
0.393903,0.028013,0.486612,0.1705,0.4068,1,2.629551e-04,3.969203e-04,1.5153,-9.557266e-01,-1.480815e-01,1.598850e-03,9.552450e-12,2.898459e-03,0,0
0.378360,0.028194,0.461008,0.1674,0.3854,1,2.626139e-04,3.919346e-04,1.5098,-1.334937e+00,-2.021976e-01,1.521198e-03,1.448466e-11,2.919848e-03,0,0
0.392778,0.030208,0.434777,0.2092,0.3634,1,3.070993e-04,4.530913e-04,1.5330,-1.362710e+00,1.283847e-01,1.829714e-03,-1.851318e-12,2.699974e-03,0,0
0.362839,0.028377,0.435335,0.1645,0.3639,1,2.584210e-04,3.813645e-04,1.5166,-1.172698e+00,-1.043702e-01,1.481664e-03,2.106542e-12,2.907619e-03,0,0
