re_theta,x,H,cf,cf_coles_fernholz,cf_power_law,band,dev,inside,excess_pp
575.998787083207,5.5958488101950525,1.5129776905562722,0.004254537533317355,0.00467687629764384,0.004898982064586455,0.09277738184543677,0.13154661984325933,0,3.876923799782256
620.3020235294786,5.803817988866833,1.497243919481684,0.004256026100998192,0.004590797696999884,0.004809062731478394,0.09288011716312021,0.11499883893387852,0,2.2118721770758314
666.0195700269646,6.019516321907226,1.4878777460738988,0.004218885451641859,0.004510405822441511,0.004724322038400782,0.09265729068913132,0.10698605697295294,0,1.4328766283821612
712.940018602074,6.24323106258922,1.48109409300439,0.004169805798365982,0.004435406442808506,0.004644596530569474,0.09215419350601545,0.10222432219430644,0,1.0070128688290991
761.0139258902735,6.475260139925848,1.4755257444561642,0.004117992277574925,0.004365260192085977,0.0045694411741383995,0.09141032192716951,0.09879739761582518,0,0.7387075688655667
810.2524927824026,6.715912555433041,1.4706255053927768,0.0040667216409693,0.004299421706419857,0.004498380084313591,0.09045822246338514,0.09595864183409875,0,0.5500419370713605
860.6910732547352,6.965508794638121,1.4661519650418562,0.004017128786240264,0.004237401683065185,0.004430976197191836,0.08932444653458581,0.09339869873682716,0,0.4074252202241349
912.3752196711234,7.224381253881969,1.4619868506273392,0.0039695422213842195,0.004178776606669882,0.004366845948972963,0.08803072734772018,0.09098185102732681,0,0.2951123679606635
965.355118854352,7.492874682983259,1.4580651983968724,0.003923982211925213,0.004123183523927958,0.004305657356326895,0.08659498262751388,0.08864503438501314,0,0.20500517574992688
1019.6833267212471,7.771346644354261,1.4543469350820903,0.0038803545680997295,0.004070311468970278,0.004247123719026604,0.08503210235361452,0.08635706779244334,0,0.1324965438828818
1075.4138573815371,8.060167989179643,1.4508046164030934,0.003838528092988985,0.004019893080886937,0.004190996852072691,0.08335455600198466,0.08410141346429068,0,0.07468574623060165
1132.6018473658369,8.359723351292407,1.4474178149155355,0.0037983657246939686,0.003971697352920151,0.004137061007456944,0.08157286094247485,0.08186857340331355,0,0.029571246083870406
1191.3034695747615,8.670411659404683,1.4441703837947213,0.0037597366776222713,0.003925523618606057,0.004085127728626747,0.07969594636062798,0.07965260149010289,1,0.0
1251.5759564899688,8.992646668375514,1.4410490269807763,0.0037225206446682775,0.0038811966351777537,0.004035031587226245,0.07773143862281147,0.07744944142377652,1,0.0
1313.4776704809833,9.326857510223185,1.4380424936501182,0.0036866086827880558,0.0038385625759796878,0.0039866266736315725,0.07568588716713284,0.07525610382028036,1,0.0
1377.0681932865507,9.673489265615846,1.435141087813023,0.0036519027579447433,0.0037974857568530253,0.003939783707389661,0.07356494494304852,0.073070242131555,1,0.0
1442.4084221301578,10.033003556601539,1.4323363467313137,0.003618314804040969,0.0037578459501374996,0.0038943876502010705,0.07137351377121037,0.07088992441362318,1,0.0
1509.5606669808426,10.405879161366988,1.4296208157548598,0.003585765663612176,0.0037195361687768244,0.0038503357247590382,0.06911586236692194,0.0687135044992524,1,0.0
1578.588746742357,10.792612651843807,1.4269878819610895,0.0035541840632112927,0.0036824608276395357,0.0038075357617553527,0.06679572286743683,0.06653954536391793,1,0.0
1649.5580836719785,11.193719055011334,1.4244316460319542,0.0035235056807257,0.003646534208963704,0.003765904813206031,0.06441637031228392,0.06436677093650955,1,0.0
1722.5357960212755,11.609732538776672,1.421946820466409,0.003493672319825895,0.003611679174360199,0.0037253679829492544,0.061980688498529876,0.06219403403470847,0,0.02133455361785913
1797.5907891907784,12.04120712334542,1.419528646845556,0.003464631188827375,0.0035778260778722873,0.00368585743518044,0.05949122486629391,0.060020293851174245,0,0.05290689848803376
1874.7938458011424,12.488717419030417,1.4171728274356947,0.0034363342743886495,0.003544911843946369,0.0036473115497402215,0.056950236492231396,0.05784459936431774,0,0.08943628720863434
1954.2177151086407,12.952859391481095,1.4148754679155384,0.0034087377985572913,0.003512879181440114,0.00360967419902365,0.05435972882928896,0.05566607660068279,0,0.130634777139383
2035.937202178135,13.434251155352479,1.4126330289490503,0.003381801747826742,0.0034816759104690353,0.003572894126214557,0.051721488493948926,0.05348391853700829,0,0.1762430043059364
2120.029257196663,13.93353379747084,1.410442284905775,0.0033554894640139663,0.0034512543833435114,0.003536924408364855,0.049037111141456695,0.05129737687404157,0,0.2260265732584872
2206.573065276754,14.451372230592213,1.408300288451314,0.0033297672879601435,0.003421570984358884,0.0035017219908645147,0.046308025266282755,0.04910575521214311,0,0.27977299458603544
2295.6501370669876,14.988456078890765,1.4062043399919013,0.003304604248462615,0.00339258569598566,0.003467247282259762,0.04353551260555533,0.046908403282717503,0,0.3372890677162177
2387.344400455953,15.54550059635626,1.404151961197916,0.003279971789808095,0.0033642617212293843,0.0034334638003112625,0.04072072569720003,0.04470471204305482,0,0.3983986345854784
2481.7422936302605,16.123247619323664,1.402140871945077,0.003255843532517042,0.0033365651537122717,0.0034003378617418743,0.03786470304429847,0.042494109438528715,0,0.4629406394230248
2578.932859727094,16.722466554403432,1.4001689701622642,0.003232195062584618,0.003309464688466341,0.0033678383093849983,0.03496838225699269,0.04027605672825496,0,0.530767447126227
2679.007843300256,17.34395540312813,1.3982343141571991,0.0032090037452865336,0.0032829313675951555,0.003335936271473216,0.03203261147885489,0.038050045281778244,0,0.6017433802923355
2782.0617888068114,17.988541824679935,1.3963351070551395,0.003186248560273108,0.003256938355910949,0.0033046049486464123,0.03,0.03581559375857746,0,0.5815593758577459
2888.1921413069244,18.657084238114304,1.3944696830599324,0.003163909955095074,0.0032314607424333438,0.0032738194249504154,0.03,0.03357224562164296,0,0.3572245621642961
2997.4993495596386,19.350472965547706,1.3926364952947432,0.003141969714726919,0.003206475364276493,0.0032435564996677155,0.03,0.031319566947948574,0,0.1319566947948575
3110.086971690071,20.06963141783176,1.390834104994311,0.0031204108451391775,0.0031819606499810687,0.0032137945372949055,0.03,0.029057144466469342,1,0.0
3226.061783597106,20.8155173242929,1.3890611718885209,0.003099217469071087,0.0031578964797872016,0.0031845133333756738,0.03,0.02678458382027582,1,0.0
3345.533890265183,21.589124008175148,1.3873164456161073,0.0030783747325544408,0.0031342640607111443,0.0031556939942279567,0.03,0.024501508008995754,1,0.0
3468.6168401411473,22.391481709484612,1.3855987580398146,0.003057868720891449,0.0031110458145949386,0.003127318828880223,0.03,0.022207555989307792,1,0.0
3595.427742734671,23.223658956997376,1.3839070163540155,0.0030376863829603175,0.00308822527755592,0.0030993712517649345,0.03,0.019902381416711745,1,0.0
3726.0873895983264,24.08676399125793,1.382240196895501,0.003017815462851314,0.003065787009480292,0.003071835694914467,0.03,0.017585651521852208,1,0.0
3860.720378844052,24.981946240463177,1.3805973395567885,0.002998244438091461,0.003043716512388363,0.003044697528571562,0.03,0.015257046075737635,1,0.0
3999.45524335241,25.910397851197565,1.37897754275392,0.002978962463606408,0.00302200015665506,0.0030179429892687334,0.03,0.014241459569045434,1,0.0
4142.4245828318235,26.873355276057797,1.3773799588669335,0.0029599593208879775,0.0030006251142020344,0.00299155911455246,0.03,0.013552440497009988,1,0.0
4289.765199886136,27.872100920281497,1.375803790116154,0.002941225371722593,0.0029795792978910664,0.002965533683631968,0.03,0.012872262267233592,1,0.0
