family,r_far,nodes,conforming,vortex,neumann,freestream,vortex_conv,neumann_conv,freestream_conv,neumann_vs_vortex_pct,freestream_vs_vortex_pct
M0_embedded,15.0,5610,0.13906362241715395,0.13941763064309753,0.1337445860215823,0.12893832861053786,1,1,0,-4.069101300421585,-7.51648266020686
M0_embedded,30.0,9002,0.13894937986055977,0.13917205280275985,0.1363705069113068,0.1337847248357557,1,1,1,-2.0130089590785163,-3.870984050683851
M0_embedded,60.0,16648,0.13890999759218764,0.13967998967759798,0.13829071109511193,0.13693888997219583,1,1,1,-0.9946153244231425,-1.9624140234610645
M0_embedded,120.0,31936,0.13910092609426702,0.1387916132398498,0.13810005758292948,0.13741912522422847,1,1,1,-0.49826905299040586,-0.9888839704236875
M3_wakefree,15.0,9890,nan,0.13865864228724556,0.13302889908009008,0.12822225016297278,1,1,1,-4.060145919713314,-7.526679875209452
M3_wakefree,30.0,13026,nan,0.1391195020635266,0.13632021987300746,0.13373899448268523,1,1,1,-2.012142186392312,-3.86754373113301
M3_wakefree,60.0,16932,nan,0.1371450886064447,0.1357836364212512,0.13445444017611402,1,1,1,-0.9927093992409346,-1.9618992248798905
M3_wakefree,120.0,25624,nan,0.1398074043425364,0.13911219438837713,0.138426464875799,1,1,1,-0.49726261454363035,-0.9877441564926281
