k,ds_max,ds_change_rel,ds_neg_floored,mdot_max,ibl_n_iter,ibl_converged,ibl_final_residual,inflow_n_pinned,cl,cd_p,ds_wake_te,th_wake_te,mdot_wake_max
0,,,,0.0,,,,,0.2843718324331468,0.0015643358802351626,,,
1,0.0034540636638663463,inf,0,0.018878277702012503,100,False,1.8257568977560046e-06,14,0.28206844674166265,0.0023727235081990906,0.00657264813721866,0.004455308253464557,0.01870351529160152
2,0.0034627818214423155,0.0093838591085408,0,0.019146684821378438,16,False,1.8522733625558992e-06,,0.2825730973391241,0.002364583146347397,0.006609637942680569,0.004472116786863673,0.018983555754194192
3,0.0034641568385699673,0.0007709072601514289,0,0.019098909244444018,11,False,1.851325469401863e-06,,0.28259093064316887,0.0023634921966761953,0.006613143036629862,0.004473652341813461,0.019004331623457493
