side,level,alpha,converged,n_outer,wall_s,gamma,nlim,nflr,res_final,d_cl_p_rel_vs_c,d_gamma_rel_vs_c,d_cl_fus_out_rel_vs_c,root_jump_distortion_vs_c,d_cl_fus_out_rel_vs_oracle,n_te_nodes,n_aux_farfield,n_aux_symmetry,n_cut,n_cut_wing,n_cut_inboard_body,n_cut_inboard_sym,sliver_dih_min_deg,sliver_dih_p05_deg,sliver_vol_min,sliver_vol_p05,strip_aux_jump_max,strip_aux_jump_p95,strip_aux_jump_over_gamma,corr_mmax,corr_x,corr_z,corr_q,sheet_mmax,sheet_x,sheet_z,tip_mmax,tip_x,tip_z,n_sup,n_sup_corr,top_med_abs_s,top_med_q,top_med_x,pocket_peak_x,pocket_past_tail,cl_p,cl_fus,cl_fus_band,cl_fus_out,cl_fus_poles
F,medium,3.06,True,60,4434.838032729924,0.06533243125400541,0,0,9.008059009829594e-08,0.012159003106113554,0.012054266797408042,0.3527678086701589,0.02095227476418319,0.07252262997523899,150,5,136,34242,29870,1837,2535,11.040416182984655,34.94969091520636,4.0659236719331715e-09,1.2474753295745183e-08,0.07698004952214865,0.07464018948612065,1.1782823313096005,0.6396370695488666,2.3984837301134325,0.02387784830621239,-0.1310483378394764,0.6396370695488666,2.3984837301134325,0.02387784830621239,3.235453362819593,1.1354808585834821,1.19708956367095,12,0,0.0138098146514843,0.7141044886770866,0.4904782911124621,2.3984837301134325,True,0.21511995431564368,0.03216499126080606,-0.00042531806769115026,0.032590309328497206,0.0006515507631536578
F,medium,2.0,True,66,4619.3624597955495,0.04268585376164542,0,0,6.495176529952573e-08,0.008663882032013428,0.008420030095585125,0.3857511606687392,0.013475904656620666,,150,5,136,34242,29870,1837,2535,11.040416182984655,34.94969091520636,4.0659236719331715e-09,1.2474753295745183e-08,0.05031464331131996,0.048780648899306514,1.1787193787310262,0.631422369437643,2.3984837301134325,0.02387784830621239,-0.1310483378394764,0.631422369437643,2.3984837301134325,0.02387784830621239,1.0427671943837282,1.1354808585834821,1.19708956367095,1,0,0.013979542938993556,0.7058904427737458,0.4861052168934935,2.3984837301134325,True,0.14060103307796543,0.02104233085745936,-0.0002472813838063695,0.02128961224126572,0.00042743942990168624
F,coarse,3.06,False,220,234.34542424045503,0.06243920215463039,0,0,6.077953003114089e-07,0.005061294492260524,0.006823684651043877,0.4729499106473472,0.0039424912991363435,,76,4,45,2409,1558,504,347,20.686469437256697,37.278121703851326,1.6439229912100046e-08,6.923664989106103e-08,0.06964487196890423,0.06747343513050025,1.1154029654228776,0.6008763009357614,2.4016017026254777,0.010787098675028842,-0.14465039709076843,0.6008763009357614,2.4016017026254777,0.010787098675028842,2.4872253432365503,1.1343324431039437,1.1979716338750719,8,0,0.01766042912482647,0.7206912327943624,0.4985857522715841,2.4016017026254777,True,0.20592638898158447,0.02893204558740477,-0.00044871128352900395,0.029380756870933764,0.0006409108250243786
