level,turb,eta_requested,eta_grid,x_c,y_c,cp,surface
L1,sst,0.20,0.2000,0.000000,0.000000,0.805548,upper
L1,sst,0.20,0.2000,0.000019,0.000793,0.782220,upper
L1,sst,0.20,0.2000,0.000080,0.001650,0.752273,upper
L1,sst,0.20,0.2000,0.000196,0.002574,0.713941,upper
L1,sst,0.20,0.2000,0.000377,0.003566,0.666712,upper
L1,sst,0.20,0.2000,0.000638,0.004627,0.609419,upper
L1,sst,0.20,0.2000,0.000993,0.005755,0.541300,upper
L1,sst,0.20,0.2000,0.001458,0.006948,0.461844,upper
L1,sst,0.20,0.2000,0.002052,0.008200,0.371085,upper
L1,sst,0.20,0.2000,0.002791,0.009505,0.269721,upper
L1,sst,0.20,0.2000,0.003694,0.010854,0.159240,upper
L1,sst,0.20,0.2000,0.004777,0.012236,0.041932,upper
L1,sst,0.20,0.2000,0.006058,0.013638,-0.079221,upper
L1,sst,0.20,0.2000,0.007551,0.015047,-0.200836,upper
L1,sst,0.20,0.2000,0.009271,0.016451,-0.319512,upper
L1,sst,0.20,0.2000,0.011228,0.017838,-0.432122,upper
L1,sst,0.20,0.2000,0.013436,0.019195,-0.536015,upper
L1,sst,0.20,0.2000,0.015904,0.020515,-0.629170,upper
L1,sst,0.20,0.2000,0.018643,0.021791,-0.710286,upper
L1,sst,0.20,0.2000,0.021664,0.023016,-0.778734,upper
L1,sst,0.20,0.2000,0.024979,0.024190,-0.834395,upper
L1,sst,0.20,0.2000,0.028600,0.025311,-0.877419,upper
L1,sst,0.20,0.2000,0.032543,0.026382,-0.908234,upper
L1,sst,0.20,0.2000,0.036823,0.027404,-0.926933,upper
L1,sst,0.20,0.2000,0.041456,0.028383,-0.933595,upper
L1,sst,0.20,0.2000,0.046463,0.029326,-0.926392,upper
L1,sst,0.20,0.2000,0.051862,0.030238,-0.900361,upper
L1,sst,0.20,0.2000,0.057676,0.031129,-0.849247,upper
L1,sst,0.20,0.2000,0.063928,0.032006,-0.755398,upper
L1,sst,0.20,0.2000,0.070642,0.032877,-0.642597,upper
L1,sst,0.20,0.2000,0.077844,0.033751,-0.543479,upper
L1,sst,0.20,0.2000,0.085558,0.034634,-0.477203,upper
L1,sst,0.20,0.2000,0.093813,0.035530,-0.456135,upper
L1,sst,0.20,0.2000,0.102634,0.036444,-0.454945,upper
L1,sst,0.20,0.2000,0.112049,0.037375,-0.454364,upper
L1,sst,0.20,0.2000,0.122085,0.038323,-0.449323,upper
L1,sst,0.20,0.2000,0.132769,0.039282,-0.445286,upper
L1,sst,0.20,0.2000,0.144125,0.040246,-0.449598,upper
L1,sst,0.20,0.2000,0.156179,0.041204,-0.462499,upper
L1,sst,0.20,0.2000,0.168952,0.042147,-0.476565,upper
L1,sst,0.20,0.2000,0.182464,0.043064,-0.486261,upper
L1,sst,0.20,0.2000,0.196731,0.043942,-0.492123,upper
L1,sst,0.20,0.2000,0.211767,0.044773,-0.495857,upper
L1,sst,0.20,0.2000,0.227580,0.045547,-0.498769,upper
L1,sst,0.20,0.2000,0.244175,0.046258,-0.502159,upper
L1,sst,0.20,0.2000,0.261551,0.046900,-0.506500,upper
L1,sst,0.20,0.2000,0.279701,0.047468,-0.512156,upper
L1,sst,0.20,0.2000,0.298615,0.047957,-0.519342,upper
L1,sst,0.20,0.2000,0.318273,0.048357,-0.528204,upper
L1,sst,0.20,0.2000,0.338651,0.048657,-0.539209,upper
L1,sst,0.20,0.2000,0.359716,0.048843,-0.552669,upper
L1,sst,0.20,0.2000,0.381432,0.048894,-0.568722,upper
L1,sst,0.20,0.2000,0.403750,0.048790,-0.587161,upper
L1,sst,0.20,0.2000,0.426620,0.048509,-0.607163,upper
L1,sst,0.20,0.2000,0.449981,0.048033,-0.627600,upper
L1,sst,0.20,0.2000,0.473769,0.047347,-0.647144,upper
L1,sst,0.20,0.2000,0.497911,0.046447,-0.664627,upper
L1,sst,0.20,0.2000,0.522334,0.045337,-0.678939,upper
L1,sst,0.20,0.2000,0.546959,0.044030,-0.687714,upper
L1,sst,0.20,0.2000,0.571705,0.042545,-0.681800,upper
L1,sst,0.20,0.2000,0.596493,0.040910,-0.635825,upper
L1,sst,0.20,0.2000,0.621239,0.039149,-0.510091,upper
L1,sst,0.20,0.2000,0.645864,0.037290,-0.340856,upper
L1,sst,0.20,0.2000,0.670288,0.035354,-0.222180,upper
L1,sst,0.20,0.2000,0.694435,0.033360,-0.169534,upper
L1,sst,0.20,0.2000,0.718230,0.031322,-0.142824,upper
L1,sst,0.20,0.2000,0.741604,0.029247,-0.120325,upper
L1,sst,0.20,0.2000,0.764492,0.027144,-0.098224,upper
L1,sst,0.20,0.2000,0.786835,0.025019,-0.074865,upper
L1,sst,0.20,0.2000,0.808581,0.022876,-0.051302,upper
L1,sst,0.20,0.2000,0.829682,0.020722,-0.027784,upper
L1,sst,0.20,0.2000,0.850101,0.018564,-0.002654,upper
L1,sst,0.20,0.2000,0.869805,0.016409,0.024488,upper
L1,sst,0.20,0.2000,0.888767,0.014267,0.052367,upper
L1,sst,0.20,0.2000,0.906971,0.012147,0.080245,upper
L1,sst,0.20,0.2000,0.924403,0.010062,0.108807,upper
L1,sst,0.20,0.2000,0.941059,0.008025,0.138527,upper
L1,sst,0.20,0.2000,0.956938,0.006050,0.168374,upper
L1,sst,0.20,0.2000,0.972047,0.004158,0.195528,upper
L1,sst,0.20,0.2000,0.986396,0.002368,0.214988,upper
L1,sst,0.20,0.2000,1.000000,0.000705,0.247952,upper
L1,sst,0.20,0.2000,0.000000,0.000000,0.805548,lower
L1,sst,0.20,0.2000,0.000019,-0.000793,0.825262,lower
L1,sst,0.20,0.2000,0.000080,-0.001650,0.841050,lower
L1,sst,0.20,0.2000,0.000196,-0.002574,0.851612,lower
L1,sst,0.20,0.2000,0.000377,-0.003566,0.856146,lower
L1,sst,0.20,0.2000,0.000638,-0.004627,0.853241,lower
L1,sst,0.20,0.2000,0.000993,-0.005755,0.841559,lower
L1,sst,0.20,0.2000,0.001458,-0.006948,0.819823,lower
L1,sst,0.20,0.2000,0.002052,-0.008200,0.787075,lower
L1,sst,0.20,0.2000,0.002791,-0.009505,0.742865,lower
L1,sst,0.20,0.2000,0.003694,-0.010854,0.687464,lower
L1,sst,0.20,0.2000,0.004777,-0.012236,0.622004,lower
L1,sst,0.20,0.2000,0.006058,-0.013638,0.548501,lower
L1,sst,0.20,0.2000,0.007551,-0.015047,0.469747,lower
L1,sst,0.20,0.2000,0.009271,-0.016451,0.389052,lower
L1,sst,0.20,0.2000,0.011228,-0.017838,0.309885,lower
L1,sst,0.20,0.2000,0.013436,-0.019195,0.235492,lower
L1,sst,0.20,0.2000,0.015904,-0.020515,0.168595,lower
L1,sst,0.20,0.2000,0.018643,-0.021791,0.111160,lower
L1,sst,0.20,0.2000,0.021664,-0.023016,0.064290,lower
L1,sst,0.20,0.2000,0.024979,-0.024190,0.028214,lower
L1,sst,0.20,0.2000,0.028600,-0.025311,0.002383,lower
L1,sst,0.20,0.2000,0.032543,-0.026382,-0.014372,lower
L1,sst,0.20,0.2000,0.036823,-0.027404,-0.023631,lower
L1,sst,0.20,0.2000,0.041456,-0.028383,-0.027157,lower
L1,sst,0.20,0.2000,0.046463,-0.029326,-0.026693,lower
L1,sst,0.20,0.2000,0.051862,-0.030238,-0.023825,lower
L1,sst,0.20,0.2000,0.057676,-0.031129,-0.019902,lower
L1,sst,0.20,0.2000,0.063928,-0.032006,-0.016024,lower
L1,sst,0.20,0.2000,0.070642,-0.032877,-0.013044,lower
L1,sst,0.20,0.2000,0.077844,-0.033751,-0.011583,lower
L1,sst,0.20,0.2000,0.085558,-0.034634,-0.012059,lower
L1,sst,0.20,0.2000,0.093813,-0.035530,-0.014707,lower
L1,sst,0.20,0.2000,0.102634,-0.036444,-0.019595,lower
L1,sst,0.20,0.2000,0.112049,-0.037375,-0.026644,lower
L1,sst,0.20,0.2000,0.122085,-0.038323,-0.035641,lower
L1,sst,0.20,0.2000,0.132769,-0.039282,-0.046259,lower
L1,sst,0.20,0.2000,0.144125,-0.040246,-0.058084,lower
L1,sst,0.20,0.2000,0.156179,-0.041204,-0.070648,lower
L1,sst,0.20,0.2000,0.168952,-0.042147,-0.083482,lower
L1,sst,0.20,0.2000,0.182464,-0.043064,-0.096166,lower
L1,sst,0.20,0.2000,0.196731,-0.043942,-0.108391,lower
L1,sst,0.20,0.2000,0.211767,-0.044773,-0.120007,lower
L1,sst,0.20,0.2000,0.227580,-0.045547,-0.131050,lower
L1,sst,0.20,0.2000,0.244175,-0.046258,-0.141737,lower
L1,sst,0.20,0.2000,0.261551,-0.046900,-0.152428,lower
L1,sst,0.20,0.2000,0.279701,-0.047468,-0.163553,lower
L1,sst,0.20,0.2000,0.298615,-0.047957,-0.175510,lower
L1,sst,0.20,0.2000,0.318273,-0.048357,-0.188566,lower
L1,sst,0.20,0.2000,0.338651,-0.048657,-0.202751,lower
L1,sst,0.20,0.2000,0.359716,-0.048843,-0.217775,lower
L1,sst,0.20,0.2000,0.381432,-0.048894,-0.232980,lower
L1,sst,0.20,0.2000,0.403750,-0.048790,-0.247338,lower
L1,sst,0.20,0.2000,0.426620,-0.048509,-0.259528,lower
L1,sst,0.20,0.2000,0.449981,-0.048033,-0.268114,lower
L1,sst,0.20,0.2000,0.473769,-0.047347,-0.271828,lower
L1,sst,0.20,0.2000,0.497911,-0.046447,-0.269905,lower
L1,sst,0.20,0.2000,0.522334,-0.045337,-0.262368,lower
L1,sst,0.20,0.2000,0.546959,-0.044030,-0.250038,lower
L1,sst,0.20,0.2000,0.571705,-0.042545,-0.234273,lower
L1,sst,0.20,0.2000,0.596493,-0.040910,-0.216551,lower
L1,sst,0.20,0.2000,0.621239,-0.039149,-0.198121,lower
L1,sst,0.20,0.2000,0.645864,-0.037290,-0.179833,lower
L1,sst,0.20,0.2000,0.670288,-0.035354,-0.162106,lower
L1,sst,0.20,0.2000,0.694435,-0.033360,-0.144995,lower
L1,sst,0.20,0.2000,0.718230,-0.031322,-0.128304,lower
L1,sst,0.20,0.2000,0.741604,-0.029247,-0.111714,lower
L1,sst,0.20,0.2000,0.764492,-0.027144,-0.094841,lower
L1,sst,0.20,0.2000,0.786835,-0.025019,-0.077278,lower
L1,sst,0.20,0.2000,0.808581,-0.022876,-0.058665,lower
L1,sst,0.20,0.2000,0.829682,-0.020722,-0.038753,lower
L1,sst,0.20,0.2000,0.850101,-0.018564,-0.017401,lower
L1,sst,0.20,0.2000,0.869805,-0.016409,0.005455,lower
L1,sst,0.20,0.2000,0.888767,-0.014267,0.029878,lower
L1,sst,0.20,0.2000,0.906971,-0.012147,0.055923,lower
L1,sst,0.20,0.2000,0.924403,-0.010062,0.083636,lower
L1,sst,0.20,0.2000,0.941059,-0.008025,0.112978,lower
L1,sst,0.20,0.2000,0.956938,-0.006050,0.143771,lower
L1,sst,0.20,0.2000,0.972047,-0.004158,0.174467,lower
L1,sst,0.20,0.2000,0.986396,-0.002368,0.200251,lower
L1,sst,0.20,0.2000,1.000000,-0.000705,0.242173,lower
L1,sst,0.44,0.4400,-0.000000,0.000000,0.765042,upper
L1,sst,0.44,0.4400,0.000019,0.000793,0.738839,upper
L1,sst,0.44,0.4400,0.000080,0.001650,0.705826,upper
L1,sst,0.44,0.4400,0.000196,0.002574,0.664197,upper
L1,sst,0.44,0.4400,0.000377,0.003566,0.613471,upper
L1,sst,0.44,0.4400,0.000638,0.004627,0.552509,upper
L1,sst,0.44,0.4400,0.000993,0.005755,0.480597,upper
L1,sst,0.44,0.4400,0.001458,0.006948,0.397290,upper
L1,sst,0.44,0.4400,0.002052,0.008200,0.302706,upper
L1,sst,0.44,0.4400,0.002791,0.009505,0.197633,upper
L1,sst,0.44,0.4400,0.003694,0.010854,0.083649,upper
L1,sst,0.44,0.4400,0.004777,0.012236,-0.036884,upper
L1,sst,0.44,0.4400,0.006058,0.013638,-0.160955,upper
L1,sst,0.44,0.4400,0.007551,0.015047,-0.285200,upper
L1,sst,0.44,0.4400,0.009271,0.016451,-0.406267,upper
L1,sst,0.44,0.4400,0.011228,0.017838,-0.521105,upper
L1,sst,0.44,0.4400,0.013436,0.019195,-0.627181,upper
L1,sst,0.44,0.4400,0.015904,0.020515,-0.722629,upper
L1,sst,0.44,0.4400,0.018643,0.021791,-0.806327,upper
L1,sst,0.44,0.4400,0.021664,0.023016,-0.877882,upper
L1,sst,0.44,0.4400,0.024979,0.024190,-0.937481,upper
L1,sst,0.44,0.4400,0.028600,0.025311,-0.985647,upper
L1,sst,0.44,0.4400,0.032543,0.026382,-1.023103,upper
L1,sst,0.44,0.4400,0.036823,0.027404,-1.050686,upper
L1,sst,0.44,0.4400,0.041456,0.028383,-1.069248,upper
L1,sst,0.44,0.4400,0.046462,0.029326,-1.079642,upper
L1,sst,0.44,0.4400,0.051862,0.030238,-1.082716,upper
L1,sst,0.44,0.4400,0.057676,0.031129,-1.079298,upper
L1,sst,0.44,0.4400,0.063928,0.032006,-1.070249,upper
L1,sst,0.44,0.4400,0.070642,0.032877,-1.056361,upper
L1,sst,0.44,0.4400,0.077844,0.033751,-1.038095,upper
L1,sst,0.44,0.4400,0.085558,0.034634,-1.014692,upper
L1,sst,0.44,0.4400,0.093813,0.035530,-0.982512,upper
L1,sst,0.44,0.4400,0.102634,0.036444,-0.924749,upper
L1,sst,0.44,0.4400,0.112049,0.037375,-0.826017,upper
L1,sst,0.44,0.4400,0.122085,0.038323,-0.704021,upper
L1,sst,0.44,0.4400,0.132769,0.039282,-0.597912,upper
L1,sst,0.44,0.4400,0.144125,0.040246,-0.540513,upper
L1,sst,0.44,0.4400,0.156179,0.041204,-0.531034,upper
L1,sst,0.44,0.4400,0.168952,0.042147,-0.544549,upper
L1,sst,0.44,0.4400,0.182464,0.043064,-0.564744,upper
L1,sst,0.44,0.4400,0.196731,0.043942,-0.583610,upper
L1,sst,0.44,0.4400,0.211767,0.044773,-0.597612,upper
L1,sst,0.44,0.4400,0.227580,0.045547,-0.606782,upper
L1,sst,0.44,0.4400,0.244175,0.046258,-0.611896,upper
L1,sst,0.44,0.4400,0.261551,0.046900,-0.614272,upper
L1,sst,0.44,0.4400,0.279701,0.047468,-0.615603,upper
L1,sst,0.44,0.4400,0.298615,0.047957,-0.617477,upper
L1,sst,0.44,0.4400,0.318273,0.048357,-0.621493,upper
L1,sst,0.44,0.4400,0.338651,0.048657,-0.628741,upper
L1,sst,0.44,0.4400,0.359716,0.048843,-0.639808,upper
L1,sst,0.44,0.4400,0.381432,0.048894,-0.654715,upper
L1,sst,0.44,0.4400,0.403750,0.048790,-0.672868,upper
L1,sst,0.44,0.4400,0.426620,0.048509,-0.693216,upper
L1,sst,0.44,0.4400,0.449981,0.048033,-0.713965,upper
L1,sst,0.44,0.4400,0.473769,0.047347,-0.732433,upper
L1,sst,0.44,0.4400,0.497911,0.046447,-0.741051,upper
L1,sst,0.44,0.4400,0.522334,0.045337,-0.707002,upper
L1,sst,0.44,0.4400,0.546959,0.044030,-0.559953,upper
L1,sst,0.44,0.4400,0.571705,0.042545,-0.344736,upper
L1,sst,0.44,0.4400,0.596493,0.040910,-0.207037,upper
L1,sst,0.44,0.4400,0.621239,0.039149,-0.162146,upper
L1,sst,0.44,0.4400,0.645864,0.037290,-0.143963,upper
L1,sst,0.44,0.4400,0.670288,0.035354,-0.126192,upper
L1,sst,0.44,0.4400,0.694435,0.033360,-0.108258,upper
L1,sst,0.44,0.4400,0.718230,0.031322,-0.091343,upper
L1,sst,0.44,0.4400,0.741604,0.029247,-0.073830,upper
L1,sst,0.44,0.4400,0.764492,0.027144,-0.054765,upper
L1,sst,0.44,0.4400,0.786835,0.025019,-0.034247,upper
L1,sst,0.44,0.4400,0.808581,0.022876,-0.012206,upper
L1,sst,0.44,0.4400,0.829682,0.020722,0.010028,upper
L1,sst,0.44,0.4400,0.850101,0.018564,0.031449,upper
L1,sst,0.44,0.4400,0.869805,0.016409,0.054015,upper
L1,sst,0.44,0.4400,0.888767,0.014267,0.079107,upper
L1,sst,0.44,0.4400,0.906971,0.012147,0.104990,upper
L1,sst,0.44,0.4400,0.924403,0.010062,0.130185,upper
L1,sst,0.44,0.4400,0.941059,0.008025,0.155282,upper
L1,sst,0.44,0.4400,0.956938,0.006050,0.180672,upper
L1,sst,0.44,0.4400,0.972047,0.004158,0.204906,upper
L1,sst,0.44,0.4400,0.986396,0.002368,0.223370,upper
L1,sst,0.44,0.4400,1.000000,0.000705,0.252916,upper
L1,sst,0.44,0.4400,-0.000000,0.000000,0.765042,lower
L1,sst,0.44,0.4400,0.000019,-0.000793,0.787637,lower
L1,sst,0.44,0.4400,0.000080,-0.001650,0.806462,lower
L1,sst,0.44,0.4400,0.000196,-0.002574,0.820251,lower
L1,sst,0.44,0.4400,0.000377,-0.003566,0.828170,lower
L1,sst,0.44,0.4400,0.000638,-0.004627,0.828747,lower
L1,sst,0.44,0.4400,0.000993,-0.005755,0.820605,lower
L1,sst,0.44,0.4400,0.001458,-0.006948,0.802399,lower
L1,sst,0.44,0.4400,0.002052,-0.008200,0.773079,lower
L1,sst,0.44,0.4400,0.002791,-0.009505,0.732089,lower
L1,sst,0.44,0.4400,0.003694,-0.010854,0.679588,lower
L1,sst,0.44,0.4400,0.004777,-0.012236,0.616596,lower
L1,sst,0.44,0.4400,0.006058,-0.013638,0.545039,lower
L1,sst,0.44,0.4400,0.007551,-0.015047,0.467631,lower
L1,sst,0.44,0.4400,0.009271,-0.016451,0.387633,lower
L1,sst,0.44,0.4400,0.011228,-0.017838,0.308484,lower
L1,sst,0.44,0.4400,0.013436,-0.019195,0.233435,lower
L1,sst,0.44,0.4400,0.015904,-0.020515,0.165251,lower
L1,sst,0.44,0.4400,0.018643,-0.021791,0.105984,lower
L1,sst,0.44,0.4400,0.021664,-0.023016,0.056843,lower
L1,sst,0.44,0.4400,0.024979,-0.024190,0.018190,lower
L1,sst,0.44,0.4400,0.028600,-0.025311,-0.010385,lower
L1,sst,0.44,0.4400,0.032543,-0.026382,-0.029916,lower
L1,sst,0.44,0.4400,0.036823,-0.027404,-0.041866,lower
L1,sst,0.44,0.4400,0.041456,-0.028383,-0.047909,lower
L1,sst,0.44,0.4400,0.046462,-0.029326,-0.049742,lower
L1,sst,0.44,0.4400,0.051862,-0.030238,-0.048936,lower
L1,sst,0.44,0.4400,0.057676,-0.031129,-0.046850,lower
L1,sst,0.44,0.4400,0.063928,-0.032006,-0.044604,lower
L1,sst,0.44,0.4400,0.070642,-0.032877,-0.043080,lower
L1,sst,0.44,0.4400,0.077844,-0.033751,-0.042929,lower
L1,sst,0.44,0.4400,0.085558,-0.034634,-0.044599,lower
L1,sst,0.44,0.4400,0.093813,-0.035530,-0.048347,lower
L1,sst,0.44,0.4400,0.102634,-0.036444,-0.054261,lower
L1,sst,0.44,0.4400,0.112049,-0.037375,-0.062272,lower
L1,sst,0.44,0.4400,0.122085,-0.038323,-0.072170,lower
L1,sst,0.44,0.4400,0.132769,-0.039282,-0.083622,lower
L1,sst,0.44,0.4400,0.144125,-0.040246,-0.096199,lower
L1,sst,0.44,0.4400,0.156179,-0.041204,-0.109409,lower
L1,sst,0.44,0.4400,0.168952,-0.042147,-0.122751,lower
L1,sst,0.44,0.4400,0.182464,-0.043064,-0.135771,lower
L1,sst,0.44,0.4400,0.196731,-0.043942,-0.148121,lower
L1,sst,0.44,0.4400,0.211767,-0.044773,-0.159614,lower
L1,sst,0.44,0.4400,0.227580,-0.045547,-0.170259,lower
L1,sst,0.44,0.4400,0.244175,-0.046258,-0.180251,lower
L1,sst,0.44,0.4400,0.261551,-0.046900,-0.189933,lower
L1,sst,0.44,0.4400,0.279701,-0.047468,-0.199716,lower
L1,sst,0.44,0.4400,0.298615,-0.047957,-0.209971,lower
L1,sst,0.44,0.4400,0.318273,-0.048357,-0.220920,lower
L1,sst,0.44,0.4400,0.338651,-0.048657,-0.232527,lower
L1,sst,0.44,0.4400,0.359716,-0.048843,-0.244415,lower
L1,sst,0.44,0.4400,0.381432,-0.048894,-0.255834,lower
L1,sst,0.44,0.4400,0.403750,-0.048790,-0.265696,lower
L1,sst,0.44,0.4400,0.426620,-0.048509,-0.272705,lower
L1,sst,0.44,0.4400,0.449981,-0.048033,-0.275603,lower
L1,sst,0.44,0.4400,0.473769,-0.047347,-0.273469,lower
L1,sst,0.44,0.4400,0.497911,-0.046447,-0.266021,lower
L1,sst,0.44,0.4400,0.522334,-0.045337,-0.253697,lower
L1,sst,0.44,0.4400,0.546959,-0.044030,-0.237512,lower
L1,sst,0.44,0.4400,0.571705,-0.042545,-0.218749,lower
L1,sst,0.44,0.4400,0.596493,-0.040910,-0.198667,lower
L1,sst,0.44,0.4400,0.621239,-0.039149,-0.178331,lower
L1,sst,0.44,0.4400,0.645864,-0.037290,-0.158486,lower
L1,sst,0.44,0.4400,0.670288,-0.035354,-0.139551,lower
L1,sst,0.44,0.4400,0.694435,-0.033360,-0.121572,lower
L1,sst,0.44,0.4400,0.718230,-0.031322,-0.104327,lower
L1,sst,0.44,0.4400,0.741604,-0.029247,-0.087461,lower
L1,sst,0.44,0.4400,0.764492,-0.027144,-0.070600,lower
L1,sst,0.44,0.4400,0.786835,-0.025019,-0.053443,lower
L1,sst,0.44,0.4400,0.808581,-0.022876,-0.035682,lower
L1,sst,0.44,0.4400,0.829682,-0.020722,-0.016997,lower
L1,sst,0.44,0.4400,0.850101,-0.018564,0.002910,lower
L1,sst,0.44,0.4400,0.869805,-0.016409,0.024203,lower
L1,sst,0.44,0.4400,0.888767,-0.014267,0.046910,lower
L1,sst,0.44,0.4400,0.906971,-0.012147,0.071096,lower
L1,sst,0.44,0.4400,0.924403,-0.010062,0.096878,lower
L1,sst,0.44,0.4400,0.941059,-0.008025,0.124274,lower
L1,sst,0.44,0.4400,0.956938,-0.006050,0.153116,lower
L1,sst,0.44,0.4400,0.972047,-0.004158,0.181870,lower
L1,sst,0.44,0.4400,0.986396,-0.002368,0.205993,lower
L1,sst,0.44,0.4400,1.000000,-0.000705,0.245506,lower
L1,sst,0.65,0.6500,-0.000000,0.000000,0.748759,upper
L1,sst,0.65,0.6500,0.000019,0.000793,0.721215,upper
L1,sst,0.65,0.6500,0.000080,0.001650,0.686794,upper
L1,sst,0.65,0.6500,0.000196,0.002574,0.643678,upper
L1,sst,0.65,0.6500,0.000377,0.003566,0.591402,upper
L1,sst,0.65,0.6500,0.000638,0.004627,0.528847,upper
L1,sst,0.65,0.6500,0.000993,0.005755,0.455328,upper
L1,sst,0.65,0.6500,0.001458,0.006948,0.370437,upper
L1,sst,0.65,0.6500,0.002052,0.008200,0.274336,upper
L1,sst,0.65,0.6500,0.002791,0.009505,0.167858,upper
L1,sst,0.65,0.6500,0.003694,0.010854,0.052624,upper
L1,sst,0.65,0.6500,0.004777,0.012236,-0.068965,upper
L1,sst,0.65,0.6500,0.006058,0.013638,-0.193878,upper
L1,sst,0.65,0.6500,0.007551,0.015047,-0.318747,upper
L1,sst,0.65,0.6500,0.009271,0.016451,-0.440238,upper
L1,sst,0.65,0.6500,0.011228,0.017838,-0.555338,upper
L1,sst,0.65,0.6500,0.013436,0.019195,-0.661574,upper
L1,sst,0.65,0.6500,0.015904,0.020515,-0.757154,upper
L1,sst,0.65,0.6500,0.018643,0.021791,-0.840992,upper
L1,sst,0.65,0.6500,0.021664,0.023016,-0.912736,upper
L1,sst,0.65,0.6500,0.024979,0.024190,-0.972629,upper
L1,sst,0.65,0.6500,0.028600,0.025311,-1.021241,upper
L1,sst,0.65,0.6500,0.032543,0.026382,-1.059342,upper
L1,sst,0.65,0.6500,0.036823,0.027404,-1.087819,upper
L1,sst,0.65,0.6500,0.041456,0.028383,-1.107569,upper
L1,sst,0.65,0.6500,0.046463,0.029326,-1.119469,upper
L1,sst,0.65,0.6500,0.051862,0.030238,-1.124390,upper
L1,sst,0.65,0.6500,0.057676,0.031129,-1.123186,upper
L1,sst,0.65,0.6500,0.063928,0.032006,-1.116696,upper
L1,sst,0.65,0.6500,0.070642,0.032877,-1.105782,upper
L1,sst,0.65,0.6500,0.077844,0.033751,-1.091324,upper
L1,sst,0.65,0.6500,0.085558,0.034634,-1.074166,upper
L1,sst,0.65,0.6500,0.093813,0.035530,-1.055238,upper
L1,sst,0.65,0.6500,0.102634,0.036444,-1.035465,upper
L1,sst,0.65,0.6500,0.112049,0.037375,-1.015727,upper
L1,sst,0.65,0.6500,0.122085,0.038323,-0.997040,upper
L1,sst,0.65,0.6500,0.132769,0.039282,-0.979809,upper
L1,sst,0.65,0.6500,0.144125,0.040246,-0.963287,upper
L1,sst,0.65,0.6500,0.156179,0.041204,-0.945287,upper
L1,sst,0.65,0.6500,0.168952,0.042147,-0.916990,upper
L1,sst,0.65,0.6500,0.182464,0.043064,-0.862860,upper
L1,sst,0.65,0.6500,0.196731,0.043942,-0.777346,upper
L1,sst,0.65,0.6500,0.211767,0.044773,-0.684987,upper
L1,sst,0.65,0.6500,0.227580,0.045547,-0.627882,upper
L1,sst,0.65,0.6500,0.244175,0.046258,-0.618797,upper
L1,sst,0.65,0.6500,0.261551,0.046900,-0.634038,upper
L1,sst,0.65,0.6500,0.279701,0.047468,-0.651987,upper
L1,sst,0.65,0.6500,0.298615,0.047957,-0.666109,upper
L1,sst,0.65,0.6500,0.318273,0.048357,-0.676295,upper
L1,sst,0.65,0.6500,0.338651,0.048657,-0.684953,upper
L1,sst,0.65,0.6500,0.359716,0.048843,-0.694414,upper
L1,sst,0.65,0.6500,0.381432,0.048894,-0.706042,upper
L1,sst,0.65,0.6500,0.403750,0.048790,-0.719311,upper
L1,sst,0.65,0.6500,0.426620,0.048509,-0.723998,upper
L1,sst,0.65,0.6500,0.449981,0.048033,-0.685653,upper
L1,sst,0.65,0.6500,0.473769,0.047347,-0.546278,upper
L1,sst,0.65,0.6500,0.497911,0.046447,-0.345499,upper
L1,sst,0.65,0.6500,0.522334,0.045337,-0.217685,upper
L1,sst,0.65,0.6500,0.546959,0.044030,-0.183859,upper
L1,sst,0.65,0.6500,0.571705,0.042545,-0.174676,upper
L1,sst,0.65,0.6500,0.596493,0.040910,-0.162137,upper
L1,sst,0.65,0.6500,0.621239,0.039149,-0.149390,upper
L1,sst,0.65,0.6500,0.645864,0.037290,-0.136849,upper
L1,sst,0.65,0.6500,0.670288,0.035354,-0.119793,upper
L1,sst,0.65,0.6500,0.694435,0.033360,-0.096577,upper
L1,sst,0.65,0.6500,0.718230,0.031322,-0.072955,upper
L1,sst,0.65,0.6500,0.741604,0.029247,-0.053684,upper
L1,sst,0.65,0.6500,0.764492,0.027144,-0.036224,upper
L1,sst,0.65,0.6500,0.786835,0.025019,-0.019585,upper
L1,sst,0.65,0.6500,0.808581,0.022876,-0.003400,upper
L1,sst,0.65,0.6500,0.829682,0.020722,0.016386,upper
L1,sst,0.65,0.6500,0.850101,0.018564,0.039806,upper
L1,sst,0.65,0.6500,0.869805,0.016409,0.062791,upper
L1,sst,0.65,0.6500,0.888767,0.014267,0.085533,upper
L1,sst,0.65,0.6500,0.906971,0.012147,0.110813,upper
L1,sst,0.65,0.6500,0.924403,0.010062,0.136911,upper
L1,sst,0.65,0.6500,0.941059,0.008025,0.160790,upper
L1,sst,0.65,0.6500,0.956938,0.006050,0.184717,upper
L1,sst,0.65,0.6500,0.972047,0.004158,0.209965,upper
L1,sst,0.65,0.6500,0.986396,0.002368,0.228658,upper
L1,sst,0.65,0.6500,1.000000,0.000705,0.257477,upper
L1,sst,0.65,0.6500,-0.000000,0.000000,0.748759,lower
L1,sst,0.65,0.6500,0.000019,-0.000793,0.772715,lower
L1,sst,0.65,0.6500,0.000080,-0.001650,0.792996,lower
L1,sst,0.65,0.6500,0.000196,-0.002574,0.808353,lower
