i,residual,drho,dgamma,gamma_mean,gamma_root,n_lin_solves,n_lin_iters,n_refactor,n_limited,n_floored,wall_cum_s,t_seed,t_assembly,t_precond,t_linsolve,t_residual,t_kutta
272,9.112e-05,0.01947318,0.00081652,0.2475919,0.2475919,1,0,0,0,0,21.98227114,0.0,0.02943989,0.0,0.03560384,0.00200061,8.805e-05
273,9.122e-05,0.01924841,0.00080025,0.24799202,0.24799202,1,0,0,0,0,22.0482624,0.0,0.02949633,0.0,0.03460202,0.0018102,5.232e-05
274,9.13e-05,0.01826767,0.00078915,0.2483866,0.2483866,1,0,0,0,0,22.11330413,0.0,0.02874241,0.0,0.0344261,0.00179365,5.236e-05
275,9.137e-05,0.01710826,0.00078395,0.24877857,0.24877857,1,0,0,0,0,22.17823157,0.0,0.02857815,0.0,0.03442932,0.00183928,5.241e-05
276,9.143e-05,0.02355739,0.00077345,0.2491653,0.2491653,1,0,0,0,0,22.24310612,0.0,0.02914093,0.0,0.03379225,0.0018604,5.286e-05
277,9.148e-05,0.01532457,0.00076383,0.24954721,0.24954721,1,0,0,0,0,22.30914291,0.0,0.02892863,0.0,0.03507784,0.00192628,7.001e-05
278,9.151e-05,0.01439469,0.00074734,0.24992088,0.24992088,1,0,0,0,0,22.37441472,0.0,0.02958357,0.0,0.03377626,0.0018334,5.095e-05
279,9.153e-05,0.01309748,0.00073629,0.25028902,0.25028902,1,0,0,0,0,22.43921974,0.0,0.02869909,0.0,0.034185,0.00184698,4.696e-05
280,9.153e-05,0.01243706,0.0007328,0.25065542,0.25065542,1,0,0,0,0,22.50184879,0.0,0.02593297,0.0,0.03475824,0.00185711,5.212e-05
281,9.155e-05,0.02391023,0.00076259,0.25103672,0.25103672,1,0,0,0,0,22.56746038,0.0,0.02915387,0.0,0.0344926,0.0018795,5.391e-05
282,9.158e-05,0.01131458,0.00075655,0.251415,0.251415,1,0,0,0,0,22.63256014,0.0,0.02889051,0.0,0.0342973,0.00183546,4.992e-05
283,9.163e-05,0.00838803,0.00074719,0.25178859,0.25178859,1,0,0,0,0,22.69798688,0.0,0.02868478,0.0,0.03478587,0.00187556,5.03e-05
284,9.166e-05,0.00666112,0.00073458,0.25215588,0.25215588,1,0,0,0,0,22.76343056,0.0,0.02895426,0.0,0.03458563,0.00181784,5.825e-05
285,9.161e-05,0.00669836,0.00072063,0.25251619,0.25251619,1,0,0,0,0,22.82922379,0.0,0.02920641,0.0,0.03466539,0.00184208,5.076e-05
286,9.166e-05,0.02429498,0.0007112,0.25287179,0.25287179,1,0,0,0,0,22.89414145,0.0,0.0289147,0.0,0.03412076,0.00180272,5.051e-05
287,9.159e-05,0.01160296,0.00070103,0.25322231,0.25322231,1,0,0,0,0,22.95839209,0.0,0.02806451,0.0,0.03418797,0.00191884,5.163e-05
288,9.162e-05,0.00883642,0.00073261,0.25358861,0.25358861,1,0,0,0,0,23.02289654,0.0,0.02857915,0.0,0.03405233,0.00179595,5.006e-05
289,9.156e-05,0.00868925,0.00072883,0.25395303,0.25395303,1,0,0,0,0,23.08738899,0.0,0.02855584,0.0,0.03407771,0.00177639,5.559e-05
290,9.152e-05,0.02376138,0.00072659,0.25431632,0.25431632,1,0,0,0,0,23.15138257,0.0,0.02798945,0.0,0.03411414,0.00181565,4.896e-05
291,9.159e-05,0.01216621,0.0007204,0.25467653,0.25467653,1,0,0,0,0,23.21584033,0.0,0.02832816,0.0,0.03422645,0.00182744,4.855e-05
292,9.153e-05,0.01603635,0.00071762,0.25503533,0.25503533,1,0,0,0,0,23.27984468,0.0,0.02872184,0.0,0.0333646,0.00184193,4.917e-05
293,9.148e-05,0.0130281,0.00071755,0.25539411,0.25539411,1,0,0,0,0,23.34513112,0.0,0.02817849,0.0,0.03507456,0.0019374,5.744e-05
294,9.144e-05,0.02390675,0.00072954,0.25575888,0.25575888,1,0,0,0,0,23.41179097,0.0,0.02991822,0.0,0.03471763,0.00192534,6.613e-05
295,9.142e-05,0.01235028,0.00072997,0.25612386,0.25612386,1,0,0,0,0,23.47855315,0.0,0.03000437,0.0,0.0347188,0.00193982,6.533e-05
296,9.138e-05,0.01244196,0.00074034,0.25649403,0.25649403,1,0,0,0,0,23.54432883,0.0,0.02952485,0.0,0.0343027,0.00186672,5.146e-05
297,9.137e-05,0.02241789,0.00074474,0.2568664,0.2568664,1,0,0,0,0,23.60990183,0.0,0.02923539,0.0,0.03439529,0.00186152,5.123e-05
298,9.136e-05,0.01342601,0.00075506,0.25724393,0.25724393,1,0,0,0,0,23.67552952,0.0,0.02917428,0.0,0.03451461,0.00185971,5.066e-05
299,9.135e-05,0.01388137,0.00076904,0.25762845,0.25762845,1,0,0,0,0,23.74096648,0.0,0.02893244,0.0,0.03458869,0.00183311,5.168e-05
300,9.138e-05,0.02225708,0.00076369,0.2580103,0.2580103,1,0,0,0,0,23.8058988,0.0,0.02857108,0.0,0.03444185,0.00183888,5.16e-05
301,9.137e-05,0.01508191,0.0007764,0.2583985,0.2583985,1,0,0,0,0,23.87104549,0.0,0.02900908,0.0,0.03421597,0.00184014,5.277e-05
302,9.142e-05,0.01531086,0.00077061,0.2587838,0.2587838,1,0,0,0,0,23.93556853,0.0,0.0283847,0.0,0.03423424,0.00182377,5.178e-05
303,9.144e-05,0.02225097,0.00078439,0.25917599,0.25917599,1,0,0,0,0,24.00087056,0.0,0.02881168,0.0,0.03453345,0.00187485,5.175e-05
304,9.149e-05,0.01652254,0.00081578,0.25958388,0.25958388,1,0,0,0,0,24.06883236,0.0,0.03092578,0.0,0.03496945,0.00196777,6.447e-05
305,9.154e-05,0.01878698,0.00082556,0.25999666,0.25999666,1,0,0,0,0,24.13548022,0.0,0.02984469,0.0,0.03478768,0.00193165,5.262e-05
306,9.164e-05,0.01800723,0.00082067,0.26040699,0.26040699,1,0,0,0,0,24.20105928,0.0,0.02895319,0.0,0.034687,0.00185541,5.453e-05
307,9.171e-05,0.01870456,0.00082575,0.26081987,0.26081987,1,0,0,0,0,24.26652551,0.0,0.02904257,0.0,0.03443419,0.00189057,6.761e-05
308,9.169e-05,0.0193637,0.00081868,0.26122921,0.26122921,1,0,0,0,0,24.33335309,0.0,0.02959925,0.0,0.03517581,0.00194317,7.06e-05
309,9.169e-05,0.01990659,0.00081902,0.26163872,0.26163872,1,0,0,0,0,24.40045484,0.0,0.03012943,0.0,0.03489416,0.00197354,7.004e-05
310,9.169e-05,0.02058663,0.00081691,0.26204717,0.26204717,1,0,0,0,0,24.46693095,0.0,0.02930727,0.0,0.03511377,0.00195486,6.473e-05
311,9.175e-05,0.02143998,0.00080207,0.26244821,0.26244821,1,0,0,0,0,24.53400961,0.0,0.03007821,0.0,0.0349841,0.00193384,5.311e-05
312,9.175e-05,0.02230105,0.00079626,0.26284634,0.26284634,1,0,0,0,0,24.60033243,0.0,0.02941192,0.0,0.03493251,0.00188774,5.93e-05
313,9.18e-05,0.02268335,0.00077812,0.26323539,0.26323539,1,0,0,0,0,24.66619157,0.0,0.02938661,0.0,0.03452521,0.00186731,5.011e-05
314,9.179e-05,0.02259729,0.00076992,0.26362035,0.26362035,1,0,0,0,0,24.73115556,0.0,0.02886584,0.0,0.03417897,0.00184002,5.044e-05
315,9.184e-05,0.02165714,0.00075576,0.26399824,0.26399824,1,0,0,0,0,24.79592127,0.0,0.02861529,0.0,0.03425441,0.00181651,5.052e-05
316,9.181e-05,0.02091799,0.00074537,0.26437092,0.26437092,1,0,0,0,0,24.86055953,0.0,0.02880132,0.0,0.0339197,0.00184132,4.89e-05
317,9.184e-05,0.02069921,0.00073259,0.26473722,0.26473722,1,0,0,0,0,24.92510518,0.0,0.0285703,0.0,0.03407114,0.00182557,4.863e-05
318,9.18e-05,0.02161452,0.00071942,0.26509693,0.26509693,1,0,0,0,0,24.98942331,0.0,0.02815037,0.0,0.03424723,0.00184426,4.868e-05
319,9.175e-05,0.01748364,0.00070736,0.26545061,0.26545061,1,0,0,0,0,25.05418446,0.0,0.02879561,0.0,0.03406483,0.00182239,4.916e-05
320,9.177e-05,0.01472724,0.00068936,0.26579529,0.26579529,1,0,0,0,0,25.11819488,0.0,0.02803166,0.0,0.03410555,0.00179656,5.035e-05
321,9.17e-05,0.01264909,0.00067223,0.26613141,0.26613141,1,0,0,0,0,25.18283525,0.0,0.02862005,0.0,0.03412318,0.00182106,4.855e-05
322,9.163e-05,0.0113348,0.00065805,0.26646043,0.26646043,1,0,0,0,0,25.2481836,0.0,0.02849141,0.0,0.03487049,0.00190112,5.552e-05
323,9.162e-05,0.00938689,0.00064054,0.2667807,0.2667807,1,0,0,0,0,25.3142163,0.0,0.02898876,0.0,0.0349714,0.00197117,6.791e-05
324,9.153e-05,0.00872065,0.00062397,0.26709269,0.26709269,1,0,0,0,0,25.3802324,0.0,0.02939603,0.0,0.03464882,0.00188852,5.209e-05
325,9.143e-05,0.00841071,0.00060848,0.26739693,0.26739693,1,0,0,0,0,25.44424464,0.0,0.028285,0.0,0.03380296,0.00184721,4.887e-05
326,9.132e-05,0.00934038,0.0005944,0.26769413,0.26769413,1,0,0,0,0,25.50637045,0.0,0.02581288,0.0,0.03440068,0.00183485,5.052e-05
327,9.121e-05,0.010798,0.00058457,0.26798641,0.26798641,1,0,0,0,0,25.57381445,0.0,0.02857829,0.0,0.03665954,0.0020779,8.876e-05
328,9.115e-05,0.01178389,0.00057309,0.26827296,0.26827296,1,0,0,0,0,25.64305792,0.0,0.03156257,0.0,0.03550153,0.00204872,8.819e-05
329,9.102e-05,0.01327956,0.00056419,0.26855505,0.26855505,1,0,0,0,0,25.71249224,0.0,0.03120649,0.0,0.03600666,0.00209303,8.734e-05
330,9.09e-05,0.01422386,0.00055721,0.26883366,0.26883366,1,0,0,0,0,25.78174011,0.0,0.03145538,0.0,0.03559227,0.00206533,9.259e-05
331,9.076e-05,0.01526689,0.00055238,0.26910985,0.26910985,1,0,0,0,0,25.85045238,0.0,0.03121731,0.0,0.03527386,0.00208323,9.427e-05
332,9.063e-05,0.01683912,0.00055135,0.26938552,0.26938552,1,0,0,0,0,25.91561179,0.0,0.02782276,0.0,0.03525576,0.00197058,7.382e-05
333,9.056e-05,0.01789189,0.00054744,0.26965925,0.26965925,1,0,0,0,0,25.98489821,0.0,0.03055602,0.0,0.03649766,0.00208721,0.00010158
334,9.043e-05,0.01925662,0.00054758,0.26993304,0.26993304,1,0,0,0,0,26.05388455,0.0,0.03121946,0.0,0.03561782,0.00201933,8.454e-05
335,9.031e-05,0.02060878,0.00054481,0.27020544,0.27020544,1,0,0,0,0,26.12208521,0.0,0.03064063,0.0,0.03543402,0.00200034,8.385e-05
336,9.018e-05,0.02312078,0.00054076,0.27047582,0.27047582,1,0,0,0,0,26.19000606,0.0,0.03069117,0.0,0.03511881,0.00200557,6.864e-05
337,9.006e-05,0.02502888,0.00053769,0.27074466,0.27074466,1,0,0,0,0,26.25683998,0.0,0.02969702,0.0,0.03509496,0.0019458,6.238e-05
338,9.001e-05,0.02709773,0.00052942,0.27100938,0.27100938,1,0,0,0,0,26.32237105,0.0,0.02937892,0.0,0.03415634,0.0019078,5.735e-05
339,8.989e-05,0.02959717,0.0005199,0.27126932,0.27126932,1,0,0,0,0,26.38879986,0.0,0.0295858,0.0,0.03472929,0.00200293,7.5e-05
340,8.976e-05,0.03484376,0.00050895,0.2715238,0.2715238,1,0,0,0,0,26.45660531,0.0,0.03029308,0.0,0.03539645,0.00198906,8.827e-05
341,8.964e-05,0.03778538,0.00049995,0.27177377,0.27177377,1,0,0,0,0,26.52401939,0.0,0.03038999,0.0,0.03495666,0.00196685,6.525e-05
342,8.951e-05,0.04211827,0.00049071,0.27201913,0.27201913,1,0,0,0,0,26.590787,0.0,0.02991747,0.0,0.03478623,0.00195529,6.898e-05
343,8.945e-05,0.04532193,0.00047796,0.27225811,0.27225811,1,0,0,0,0,26.65774209,0.0,0.02980022,0.0,0.03512332,0.00193129,6.62e-05
344,8.931e-05,0.05112777,0.00046711,0.27249166,0.27249166,1,0,0,0,0,26.72452913,0.0,0.02911645,0.0,0.03543265,0.00209093,9.547e-05
345,8.917e-05,0.05661598,0.00045922,0.27272127,0.27272127,1,0,0,0,0,26.79517834,0.0,0.0325528,0.0,0.0359301,0.00203342,8.787e-05
346,8.902e-05,0.0597794,0.00045789,0.27295022,0.27295022,1,0,0,0,0,26.86195606,0.0,0.03037531,0.0,0.03440501,0.00191658,5.173e-05
347,8.894e-05,0.06669657,0.00047639,0.27318841,0.27318841,1,0,0,0,0,26.92762884,0.0,0.02893803,0.0,0.03477541,0.0018734,5.656e-05
348,8.882e-05,0.06900137,0.00048217,0.2734295,0.2734295,1,0,0,0,0,26.99314617,0.0,0.0290413,0.0,0.03447432,0.00191103,5.849e-05
349,8.871e-05,0.08268071,0.00047785,0.27366843,0.27366843,1,0,0,0,0,27.05919147,0.0,0.02959002,0.0,0.03455243,0.00182184,5.274e-05
350,8.864e-05,0.08944104,0.0005354,0.27393613,0.27393613,1,0,0,0,0,27.12429736,0.0,0.02912244,0.0,0.03408962,0.00181515,5.192e-05
351,8.85e-05,0.08975975,0.00061137,0.27424181,0.27424181,1,0,0,0,0,27.1889707,0.0,0.02818624,0.0,0.03461433,0.00179272,5.029e-05
352,8.842e-05,0.09498183,0.00070058,0.2745921,0.2745921,1,0,0,0,0,27.25383163,0.0,0.02869234,0.0,0.03425777,0.00183097,5.129e-05
353,8.844e-05,0.10297369,0.00076528,0.27497474,0.27497474,1,0,0,0,0,27.31954123,0.0,0.02923872,0.0,0.03449197,0.00188647,5.762e-05
354,8.847e-05,0.10634047,0.00085073,0.2754001,0.2754001,1,0,0,0,0,27.38617761,0.0,0.02962296,0.0,0.03497898,0.00194242,5.94e-05
355,8.854e-05,0.10565921,0.00090449,0.27585234,0.27585234,1,0,0,0,0,27.45213298,0.0,0.02931416,0.0,0.03470086,0.00185931,5.169e-05
356,8.874e-05,0.10168562,0.00095764,0.27633116,0.27633116,1,0,0,0,0,27.5176874,0.0,0.02903581,0.0,0.03457096,0.00186738,5.073e-05
357,8.89e-05,0.10311312,0.00098125,0.27682179,0.27682179,1,0,0,0,0,27.58363174,0.0,0.02934704,0.0,0.03457992,0.00193239,5.538e-05
358,8.911e-05,0.09701993,0.00106065,0.27735211,0.27735211,1,0,0,0,0,27.65033306,0.0,0.03008766,0.0,0.03465669,0.00187781,5.097e-05
359,8.933e-05,0.09970918,0.00113398,0.2779191,0.2779191,1,0,0,0,0,27.7159249,0.0,0.02950598,0.0,0.03415372,0.00185071,5.096e-05
360,8.967e-05,0.10392847,0.00120002,0.27851911,0.27851911,1,0,0,0,0,27.78092671,0.0,0.02871968,0.0,0.03435726,0.00184371,5.34e-05
361,9.003e-05,0.0956638,0.00125713,0.27914768,0.27914768,1,0,0,0,0,27.84579326,0.0,0.02892943,0.0,0.03401014,0.00184774,5.105e-05
362,9.045e-05,0.09545259,0.00127495,0.27978515,0.27978515,1,0,0,0,0,27.91178623,0.0,0.02943089,0.0,0.03463884,0.00184425,5.135e-05
363,9.09e-05,0.09514219,0.00127251,0.28042141,0.28042141,1,0,0,0,0,27.97744298,0.0,0.02871714,0.0,0.03494625,0.00190277,6.098e-05
364,9.136e-05,0.08499752,0.00126856,0.28105569,0.28105569,1,0,0,0,0,28.04346644,0.0,0.0296511,0.0,0.03442831,0.00185766,5.89e-05
365,9.181e-05,0.08110477,0.001254,0.28168269,0.28168269,1,0,0,0,0,28.10757038,0.0,0.0284987,0.0,0.03371246,0.00181187,5.11e-05
366,9.226e-05,0.07604565,0.00124652,0.28230594,0.28230594,1,0,0,0,0,28.17219885,0.0,0.02855846,0.0,0.03417275,0.00181913,5.089e-05
367,9.27e-05,0.11662314,0.00123527,0.28292358,0.28292358,1,0,0,0,0,28.23932679,0.0,0.02983007,0.0,0.03517228,0.00200018,8.658e-05
368,9.313e-05,0.05942327,0.0012312,0.28353918,0.28353918,1,0,0,0,0,28.30566701,0.0,0.02982431,0.0,0.03456834,0.00186575,5.191e-05
369,9.357e-05,0.08956026,0.00120744,0.2841429,0.2841429,1,0,0,0,0,28.37077066,0.0,0.02878104,0.0,0.03443795,0.00180621,5.127e-05
370,9.399e-05,0.04997183,0.00117983,0.28473281,0.28473281,1,0,0,0,0,28.43528591,0.0,0.02841495,0.0,0.03422322,0.0018002,4.977e-05
371,9.44e-05,0.05605993,0.00119839,0.28533201,0.28533201,1,0,0,0,0,28.50052981,0.0,0.02903622,0.0,0.03426513,0.00186323,5.173e-05
372,9.482e-05,0.02931271,0.00115294,0.28590847,0.28590847,1,0,0,0,0,28.56630399,0.0,0.0288401,0.0,0.03501732,0.00183538,5.302e-05
373,9.524e-05,0.02690825,0.00109944,0.28645819,0.28645819,1,0,0,0,0,28.63169014,0.0,0.02904505,0.0,0.03438047,0.00187588,5.126e-05
374,9.56e-05,0.02135943,0.00104768,0.28698204,0.28698204,1,0,0,0,0,28.69779014,0.0,0.02951576,0.0,0.03462358,0.00188151,5.201e-05
375,9.592e-05,0.02264877,0.00099993,0.287482,0.287482,1,0,0,0,0,28.7627382,0.0,0.02910287,0.0,0.03393079,0.00183624,5.218e-05
376,9.62e-05,0.02293393,0.00095653,0.28796027,0.28796027,1,0,0,0,0,28.82838958,0.0,0.02889225,0.0,0.03484163,0.00183935,5.18e-05
377,9.643e-05,0.02244411,0.00091871,0.28841962,0.28841962,1,0,0,0,0,28.89446736,0.0,0.02876168,0.0,0.03520908,0.00198209,8.585e-05
378,9.663e-05,0.03300032,0.00090701,0.28887313,0.28887313,1,0,0,0,0,28.96185386,0.0,0.03054524,0.0,0.03484712,0.00191052,5.288e-05
379,9.682e-05,0.02376116,0.00088396,0.28931511,0.28931511,1,0,0,0,0,29.02819853,0.0,0.02949086,0.0,0.03485628,0.00191361,5.552e-05
380,9.698e-05,0.02544192,0.00090858,0.2897694,0.2897694,1,0,0,0,0,29.09381453,0.0,0.0294031,0.0,0.03427683,0.00185889,4.969e-05
381,9.718e-05,0.02909528,0.00096828,0.29025354,0.29025354,1,0,0,0,0,29.1586958,0.0,0.02919198,0.0,0.03381162,0.00179981,5.079e-05
382,9.743e-05,0.02354547,0.00096768,0.29073738,0.29073738,1,0,0,0,0,29.22406219,0.0,0.02831748,0.0,0.03513778,0.00183291,5.083e-05
383,9.769e-05,0.03038492,0.00096598,0.29122037,0.29122037,1,0,0,0,0,29.29154313,0.0,0.02924208,0.0,0.0360945,0.00201517,9.165e-05
384,9.793e-05,0.02307645,0.00096686,0.2917038,0.2917038,1,0,0,0,0,29.35956918,0.0,0.03092213,0.0,0.03509354,0.00191904,5.557e-05
385,9.816e-05,0.03004638,0.00097572,0.29219166,0.29219166,1,0,0,0,0,29.4250492,0.0,0.0288788,0.0,0.0346559,0.001863,5.272e-05
386,9.839e-05,0.02290741,0.00099803,0.29269067,0.29269067,1,0,0,0,0,29.48983498,0.0,0.02871649,0.0,0.03413982,0.00184841,5.198e-05
387,9.861e-05,0.02872857,0.00103358,0.29320747,0.29320747,1,0,0,0,0,29.55535528,0.0,0.02901079,0.0,0.0345709,0.00185901,5.177e-05
388,9.887e-05,0.02319781,0.00107196,0.29374345,0.29374345,1,0,0,0,0,29.62092656,0.0,0.02905567,0.0,0.03456511,0.00186912,5.331e-05
389,9.914e-05,0.0280378,0.00109962,0.29429326,0.29429326,1,0,0,0,0,29.68609365,0.0,0.02908609,0.0,0.03415083,0.00184547,5.494e-05
390,9.944e-05,0.02824193,0.00111761,0.29485206,0.29485206,1,0,0,0,0,29.7506861,0.0,0.02861355,0.0,0.03409411,0.00180623,4.974e-05
391,9.975e-05,0.02958195,0.00113181,0.29541797,0.29541797,1,0,0,0,0,29.81523818,0.0,0.02852925,0.0,0.03413354,0.00181255,5.021e-05
392,0.00010006,0.0663475,0.00115194,0.29599394,0.29599394,1,0,0,0,0,29.87996181,0.0,0.02882971,0.0,0.03403141,0.00178404,5.179e-05
393,0.00010038,0.03334564,0.00124984,0.29661885,0.29661885,1,0,0,0,0,29.9441505,0.0,0.02854427,0.0,0.03377409,0.00179474,4.899e-05
394,0.00010077,0.07534224,0.00128087,0.29725929,0.29725929,1,0,0,0,0,30.00950568,0.0,0.02890025,0.0,0.03442676,0.00192924,6.511e-05
395,0.0001012,0.03970586,0.00133949,0.29792903,0.29792903,1,0,0,0,0,30.0737903,0.0,0.02715003,0.0,0.03507994,0.00195323,6.389e-05
396,0.00010168,0.08225309,0.00142018,0.29863912,0.29863912,1,0,0,0,0,30.14125862,0.0,0.0304015,0.0,0.03497148,0.00198169,7.616e-05
397,0.00010227,0.06009574,0.00144886,0.29936355,0.29936355,1,0,0,0,0,30.20899174,0.0,0.03095734,0.0,0.0347772,0.00191019,5.606e-05
398,0.00010288,0.04633747,0.00148929,0.3001082,0.3001082,1,0,0,0,0,30.27454426,0.0,0.02937758,0.0,0.03423433,0.00185463,5.686e-05
399,0.00010358,0.04053283,0.00144574,0.30083107,0.30083107,1,0,0,0,0,30.34032467,0.0,0.02935102,0.0,0.03453281,0.00181627,5.1e-05
