regime,m_inf,wake_model,method,mesh,converged,wall_s,n_levels,n_outer_total,t_seed,t_assembly,t_precond,t_linsolve,t_residual,t_kutta,t_other,pct_seed,pct_assembly,pct_precond,pct_linsolve,pct_residual,pct_kutta,pct_other,dominant_phase,dominant_pct,n_lin_solves,n_lin_iters,lin_iters_per_solve,lin_solves_per_outer,n_refactor,n_stalled,s_per_outer,mach_max,n_limited,n_floored,gamma,cl_p,cl_kj,v6_consistency,wake_model_headline
transonic,0.84,conforming,conf_newton,onera_m6/medium,True,149.249,4,18,20.474,2.109,58.888,54.939,0.525,0.0,0.98,13.7,1.4,39.5,36.8,0.4,0.0,0.7,precond,39.5,17,478,28.1,0.94,4,0,8.2916,2.1288,0,0,0.085048,0.26464,0.26918,0.01689,True
transonic,0.84,level-set,ls_picard,onera_m6_wakefree/medium,False,2336.56,7,835,0.0,608.798,259.253,1430.304,34.769,0.059,0.15,0.0,26.1,11.1,61.2,1.5,0.0,0.0,linsolve,61.2,835,16710,20.0,1.0,14,0,2.7983,2.4549,1,2,0.086823,0.27212,0.27648,0.01576,True
transonic,0.84,level-set,ls_newton,onera_m6_wakefree/medium,True,667.887,6,98,135.138,193.382,284.726,43.329,6.761,0.702,0.754,20.2,29.0,42.6,6.5,1.0,0.1,0.1,precond,42.6,86,342,4.0,0.88,17,0,6.8152,2.4938,1,2,0.088338,0.27715,0.28126,0.0146,True
