i,residual,gamma_mean,gamma_root,n_limited,n_floored,frozen,n_lin_solves,lam,t_seed,t_assembly,t_precond,t_linsolve,t_residual,t_kutta,n_lin_iters,n_refactor,wall_cum_s
0,0.0,0.08717357,0.08717357,0,0,False,1,1.0,0.0,0.09103644,0.0,0.03476766,0.00628271,0.0002919,0,0,2.13558727
1,0.0,0.08717365,0.08717365,0,0,False,1,1.0,0.0,0.06169475,0.0,0.03467162,0.00404938,0.00021179,0,0,2.23644073
2,0.0,0.08717366,0.08717366,0,0,False,1,1.0,0.0,0.06192911,0.0,0.03426664,0.00404776,0.00019628,0,0,2.3370975
3,0.0,0.08717366,0.08717366,0,0,False,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.33710648
