level,growth,h_far,h_wall_normal,h_wall_tangential_max,h_wall_tangential_min,n_block_nodes,n_block_tris,n_far_nodes,n_far_tris,n_layers,n_nodes_after_compaction,n_outer_boundary,n_seam_nodes_matched,n_stations,r_far,te_blend,te_split,te_welded,thickness_achieved,quality_ray_crossings,quality_aspect_median,quality_aspect_p95,quality_aspect_max,quality_min_area,quality_orthogonality_dev_max_deg,quality_orthogonality_dev_median_deg,dz,le_cluster,n_nodes,n_tets,n_tris_wall,n_tris_wake,stats_n_nodes,stats_n_elements,stats_total_volume,stats_min_volume,stats_max_volume,stats_mean_volume,stats_min_edge_length,stats_max_edge_length,stats_mean_edge_length
medium,1.15,2.0,0.004,0.02294225619844334,0.0025492115539960222,1770,3200,4414,8942,11,6183,161,180,161,20.0,0.05,True,True,0.0812148729522109,0,2.012096786667347,4.704129464129244,5.898904171631979,5.081188363221181e-06,8.1514529539882,0.2506215192499064,0.1,0.8,12366,36426,320,768,12366,36426,125.45289199645936,1.69372945440706e-07,0.07838736572870832,0.0034440479876038915,0.0025492115539960222,2.639999387368557,0.1790862710279902
