level,growth,h_far,h_wall_normal,h_wall_tangential_max,h_wall_tangential_min,n_block_nodes,n_block_tris,n_far_nodes,n_far_tris,n_layers,n_nodes_after_compaction,n_outer_boundary,n_seam_nodes_matched,n_stations,r_far,te_blend,te_split,te_welded,thickness_achieved,quality_ray_crossings,quality_aspect_median,quality_aspect_p95,quality_aspect_max,quality_min_area,quality_orthogonality_dev_max_deg,quality_orthogonality_dev_median_deg,dz,le_cluster,n_nodes,n_tets,n_tris_wall,n_tris_wake,stats_n_nodes,stats_n_elements,stats_total_volume,stats_min_volume,stats_max_volume,stats_mean_volume,stats_min_edge_length,stats_max_edge_length,stats_mean_edge_length
fine,1.15,2.0,0.002,0.01147211690072793,0.0012747341484971718,4814,8960,6324,12930,15,11137,321,348,321,20.0,0.05,True,True,0.08100941019318639,0,2.0621739864419295,4.379418491396616,5.930729190616736,1.273604528331703e-06,8.210274737757098,0.12422978413972065,0.05,0.8,22274,65670,640,892,22274,65670,62.72644281334218,2.122674213886172e-08,0.039239403228007765,0.0009551765313437214,0.0012747341484971718,2.683084991025561,0.09870326948717567
