level,growth,h_far,h_wall_normal,h_wall_tangential_max,h_wall_tangential_min,n_block_nodes,n_block_tris,n_far_nodes,n_far_tris,n_layers,n_nodes_after_compaction,n_outer_boundary,n_seam_nodes_matched,n_stations,r_far,te_blend,te_split,te_welded,thickness_achieved,quality_ray_crossings,quality_aspect_median,quality_aspect_p95,quality_aspect_max,quality_min_area,quality_orthogonality_dev_max_deg,quality_orthogonality_dev_median_deg,dz,le_cluster,n_nodes,n_tets,n_tris_wall,n_tris_wake,stats_n_nodes,stats_n_elements,stats_total_volume,stats_min_volume,stats_max_volume,stats_mean_volume,stats_min_edge_length,stats_max_edge_length,stats_mean_edge_length
coarse,1.15,2.0,0.008,0.04586870126030381,0.005097991119921548,647,1120,2006,4040,8,2652,81,94,81,20.0,0.05,True,True,0.08853439362499999,0,2.272786225871875,4.998255451866214,5.836191102213454,2.0125974446221618e-05,9.264329340045622,0.49430658224607726,0.2,0.8,5304,15480,160,524,5304,15480,250.90583803693426,1.3417316297481078e-06,0.16189723519323615,0.016208387470086193,0.005097991119921548,2.593459973092168,0.3837406671546204
