leg,tip_cap,h_wall,h_edge,h_te,near_pct,converged,res_final,n_limited,n_floored,solve_s,budget_met,n_tet,n_node,n_wall,le_ht,le_hn,le_aniso,ar_max,dih_min,h_med_r0_0.5,h_med_r0.5_1,h_med_r1_2,h_med_r2_4,h_med_r4_8,cl_p,cl_kj,m_max,m_max_inboard,m1_max,sigma_min,rms_LE_lower,rms_LE_upper,rms_MID_lower,rms_MID_upper,rms_TE_lower,rms_TE_upper,le_up_eta0.2,le_up_eta0.44,le_up_eta0.65,le_up_eta0.8,le_up_eta0.9,rms_pooled
D1_edge0200,round,0.029347494864631025,0.02,0.015,30.987343197848766,True,2.1702953982409125e-11,0,0,7.2,True,71029,16022,6890,0.013294597452503071,0.027749106422920295,0.5409977777403209,8.911280575270093,7.519536858825603,0.0189637032033226,0.018685788324945916,0.014480568702619377,0.08073166761868288,0.07102519887473988,0.26360281619175335,0.2682682654089297,1.8581449089642215,1.4568499410315803,1.8577615255915487,0.7866218156756459,0.21724769642811173,0.4386407482254398,0.032708460619429766,0.1255149152645814,0.03574872567498476,0.052538471335976486,0.3075574940128149,0.4271443955330145,0.46688627198492316,0.4137208110222481,0.5134966282833693,0.2270917392394152
D2_edge0150,round,0.03,0.015,0.015,31.4962695266962,True,2.1963758367505134e-12,0,0,6.7,True,68624,15550,6890,0.010508036012715632,0.0266838518063526,0.4850407280741658,9.598391353337473,6.869645074749997,0.01891420952082949,0.0190981650587376,0.014757361818734924,0.08147446761286353,0.07435364549948367,0.2658728551605098,0.2713160659612186,1.650377587170402,1.340684718149279,1.5393715880109362,0.9168383507434127,0.21098152053311772,0.37253058810650863,0.035505140296579224,0.1225116057306487,0.043800805635593305,0.04589423113074717,0.300888994681973,0.31690213884240054,0.46153380023769003,0.34840272588701826,0.402125297937738,0.19940571200365975
D3_edge0100,round,0.032,0.01,0.015,34.55960382030421,True,3.6638802556085417e-11,0,0,16.8,True,65021,14783,7084,0.006673108094318014,0.013778371751547253,0.5550595926148179,8.919579462471862,6.938167202855482,0.017998875630514933,0.01932805964094088,0.014035617739837875,0.08962859109224965,0.07963641434851733,0.26242515588639226,0.2684618530706608,1.4777215855929695,1.4777215855929695,1.3536807123029084,0.9689514945186747,0.16108471091879747,0.3162673417438381,0.032732836203163675,0.13491739212641513,0.043549078932628035,0.04407338619711363,0.23959402422956977,0.3433334588747453,0.3840344084295222,0.2701628793581489,0.31397234463390306,0.17591431467362983
D4_edge0075,round,0.034,0.0075,0.015,39.80473093384918,True,6.023518423841379e-15,0,0,18.4,True,65653,14785,7422,0.004988205953880528,0.009510433989074663,0.5787379691555714,8.81057499287055,3.7850527759615034,0.009454044217848121,0.01873048830092809,0.011720468151597396,0.0980789554161944,0.0856013288230565,0.26419067374076616,0.27010332541120896,1.6958285819060994,1.6958285819060994,1.3150730555173062,0.9766731160552731,0.11172842363578027,0.3127362601612834,0.03592914796076671,0.13258675841044193,0.046438302859480585,0.045273562269273024,0.2312131634826083,0.300078610029546,0.3011041420468681,0.2944267514093752,0.3830389185733496,0.17018381064167687
D5_edge0050,round,0.04625123642158705,0.005,0.015,55.31467031346365,True,1.4758431295344665e-12,0,0,19.3,True,74586,15855,8649,0.0032911682182582714,0.005852319862885478,0.5833799093212358,9.597840159523134,5.486562940131478,0.0032800197707811866,0.003477754222963454,0.005712630805848445,0.15196359739018392,0.12554322516015387,0.25881398412912354,0.26525960961558304,1.910574608506627,1.910574608506627,1.3764156874115692,0.963854100662424,0.07633489732020064,0.31738971536299937,0.04258789189482709,0.1379421992937953,0.02876601087494875,0.041700866574512115,0.23291318390135868,0.2578158270115952,0.33351931759914005,0.3113068418999912,0.3945082108929941,0.17178482371028267
N2_le_only_round,round,0.015,0.00375,0.0075,37.959259758260536,True,3.0707133843791173e-13,0,0,223.9,,541823,105296,34388,0.002469246067859283,0.004396264681396923,0.592363225125906,5.693080370535939,9.90533976652921,0.004099553403324224,0.008523602337112614,0.0033046609485137025,0.028193432501564038,0.027892850795421933,0.2723668632885455,0.2764546189956967,2.4043503764040604,1.8611836870298784,1.7568397454211333,0.7649960031000487,0.07143986842943735,0.20835342332018789,0.02527446420354049,0.10195267147672606,0.03801431411781631,0.06294422571637688,0.1586787489904088,0.1860201806064339,0.21883481018710935,0.23698696952126458,0.22898587785180313,0.11865617789806741
