leg,tip_cap,h_wall,h_edge,h_te,h_far,converged,res_final,n_limited,n_floored,solve_s,near_pct,n_tet,n_node,n_wall,le_ht,le_hn,le_aniso,ar_max,dih_min,h_med_r0_0.5,h_med_r0.5_1,h_med_r1_2,h_med_r2_4,h_med_r4_8,cl_p,cl_kj,m_max,m_max_inboard,m1_max,sigma_min,rms_LE_lower,rms_LE_upper,rms_MID_lower,rms_MID_upper,rms_TE_lower,rms_TE_upper,le_up_eta0.2,le_up_eta0.44,le_up_eta0.65,le_up_eta0.8,le_up_eta0.9
S0,round,0.06,0.03,0.03,7.199999999999999,True,1.404639244514204e-14,0,0,0.9,30.36654842523917,9303,2718,1772,0.02114058110651642,0.06259940495841124,0.34835422551673273,23.73237604798166,2.674638408484384,0.037922807902295026,0.037677194709999626,0.03463420289197006,0.15366763635882852,0.1522683933500425,0.23203304317947626,0.2366021192608696,1.2051230179834724,1.1947963639112,1.1909877374829583,0.9936323410583263,0.3141566188057779,0.5551843032455849,0.06993525505902912,0.1783934105786914,0.017990898617509264,0.029413667268792788,0.49504723984363536,0.5060618825858416,0.5944220817090968,0.5923289530835183,0.5805126158278472
S1,round,0.0424,0.0212,0.0212,5.088,False,0.001260408794097027,0,0,0.6,31.88499959392512,24626,6366,3668,0.01464802079506203,0.03720642408038233,0.45791053341329,24.82263088051862,2.26201276513072,0.02533096302438479,0.02541632050352359,0.01691153872262719,0.11358129367603076,0.10800661873087243,,,,,,,,,,,,,,,,,
S2,round,0.03,0.015,0.015,3.5999999999999996,True,1.7597788688813887e-11,0,0,13.4,32.701022591350934,59359,13985,6882,0.0105515980505292,0.02532771023271515,0.5008731198096694,16.18490350724759,4.052830510415532,0.018234607797532637,0.01857129388514153,0.012201586157893959,0.07680501017864913,0.07374779577038182,0.2567531057073033,0.2629990508895618,1.5286041143448774,1.3192836202799707,1.497529018005416,0.9305679020232092,0.21573508694169644,0.37639437701673767,0.04152717327723322,0.13087197455638636,0.04614902966292608,0.039189963485172334,0.21763386397474993,0.3551398068070077,0.4802032441732251,0.40843650814814786,0.3778795443644355
S3,round,0.0212,0.0106,0.0106,2.544,True,6.639955190739563e-15,0,0,39.9,32.117492932496724,159533,34119,13474,0.007214317772661226,0.015608276361073228,0.5631846216013405,8.269945448902012,5.427871806896775,0.013112904647728588,0.013049835294511076,0.007084952332195528,0.05192918256492912,0.04940871182408746,0.263276702230194,0.26869142004262614,1.614647356468879,1.4354638942461442,1.6146454409711544,0.889692162049489,0.18234312112954248,0.32655320961921797,0.034426446881321134,0.1109914379573612,0.04509192894301119,0.0507902245758974,0.1809408277532183,0.3037463975520894,0.33430474479167993,0.2958251609310065,0.42160895211859867
S4,round,0.015,0.0075,0.0075,1.7999999999999998,True,7.327557454127702e-15,0,0,150.6,30.705917264060222,448197,88213,27068,0.004979089360518886,0.009995574976109048,0.568338233023359,6.353470071392435,5.178079508318348,0.009262710708936453,0.009262528171662749,0.004740096515211069,0.028402638328470457,0.02789285077173041,0.27299400807629454,0.27716722436914065,2.1612824388475116,1.5867098645600062,1.9502148892704507,0.7440951174445697,0.09404285495615845,0.24222058158810203,0.026208163301933457,0.09831763037661119,0.04857398494964444,0.0715625014933042,0.1816910927179595,0.20433759148186853,0.21222900172940437,0.206685419801617,0.3305718049344692
