eta,best_delta,best_rms,exp_LE_slope_median
0.2,0.0,0.18169109271795972,19.050802139037433
0.44,0.0,0.20433759148186886,19.050802139037433
0.65,0.0,0.2122290017294058,19.050802139037433
0.8,0.0,0.2066854198016175,19.050802139037433
0.9,0.001,0.29636660818016985,19.050802139037433
